0.70	1.34932830	1.34932830	1.96481670	2.06997360	2.06997360	3.03693900
0.71	1.36496190	1.36496190	1.98822930	2.06322630	2.06322630	3.02466900
0.72	1.38045150	1.38045150	2.01145950	2.05637010	2.05637010	3.01224000
0.73	1.39579350	1.39579350	2.03450550	2.04940440	2.04940440	2.99965470
0.74	1.41098340	1.41098340	2.04232920	2.04232920	2.05736520	2.98691070
0.75	1.42601700	1.42601700	2.03514480	2.03514480	2.08003680	2.97400680
0.76	1.44088890	1.44088890	2.02785210	2.02785210	2.10251820	2.96094120
0.77	1.45559370	1.45559370	2.02045260	2.02045260	2.12480700	2.94771300
0.78	1.47012480	1.47012480	2.01294870	2.01294870	2.14690110	2.93432130
0.79	1.48447440	1.48447440	2.00534430	2.00534430	2.16879780	2.92076490
0.80	1.49863500	1.49863500	1.99764360	1.99764360	2.19049500	2.90704350
0.81	1.51259610	1.51259610	1.98985230	1.98985230	2.21198940	2.89315680
0.82	1.52634750	1.52634750	1.98197790	1.98197790	2.23327830	2.87910510
0.83	1.53987540	1.53987540	1.97403030	1.97403030	2.25435750	2.86488870
0.84	1.55316510	1.55316510	1.96602120	1.96602120	2.27522340	2.85050970
0.85	1.56619830	1.56619830	1.95796500	1.95796500	2.29587060	2.83596990
0.86	1.57895310	1.57895310	1.94988120	1.94988120	2.31629370	2.82127260
0.87	1.59140400	1.59140400	1.94179230	1.94179230	2.33648490	2.80642320
0.88	1.60351890	1.60351890	1.93372740	1.93372740	2.35643490	2.79142860
0.89	1.61525850	1.61525850	1.92572340	1.92572340	2.37613140	2.77629930
0.90	1.62657510	1.62657510	1.91782590	1.91782590	2.39555790	2.76104940
0.91	1.63740840	1.63740840	1.91009280	1.91009280	2.41469100	2.74570050
0.92	1.64768430	1.64768430	1.90259610	1.90259610	2.43349740	2.73028470
0.93	1.65730950	1.65730950	1.89542730	1.89542730	2.45192700	2.71485030
0.94	1.66617030	1.66617030	1.88869890	1.88869890	2.46990120	2.69947500
0.95	1.67412810	1.67412810	1.88254770	1.88254770	2.48728950	2.68428720
0.96	1.68102000	1.68102000	1.87713540	1.87713540	2.50386450	2.66951400
0.97	1.68666390	1.68666390	1.87264350	1.87264350	2.51920260	2.65557840
0.98	1.69087290	1.69087290	1.86925800	1.86925800	2.53247610	2.64330720
0.99	1.69347840	1.69347840	1.86714630	1.86714630	2.54210910	2.63427570
1.00	1.69436160	1.69436160	1.86642810	1.86642810	2.54577270	2.63081250
