0.42	-5.103900	-3.582700	-3.304900	-2.079200	-1.745500	-1.366900	-0.866300	1.723200	2.274000	2.339400	3.465700
0.43	-5.083400	-3.624500	-3.345600	-2.105600	-1.721100	-1.389500	-0.887600	1.708700	2.288800	2.316500	3.485300
0.44	-5.063700	-3.665600	-3.386700	-2.131900	-1.696400	-1.412500	-0.909200	1.695900	2.294000	2.305300	3.504600
0.45	-5.045200	-3.705800	-3.428100	-2.158100	-1.671600	-1.435900	-0.931000	1.685000	2.271800	2.323100	3.523600
0.46	-5.027900	-3.744900	-3.469800	-2.184000	-1.646600	-1.459500	-0.953000	1.675800	2.250000	2.342300	3.542300
0.47	-5.012100	-3.782800	-3.511700	-2.209900	-1.621500	-1.483200	-0.974900	1.668300	2.228500	2.362800	3.560600
0.48	-4.998000	-3.819200	-3.553900	-2.235500	-1.596200	-1.507000	-0.996700	1.662400	2.207500	2.384400	3.578500
0.49	-4.985900	-3.854000	-3.596400	-2.260900	-1.570900	-1.530700	-1.018300	1.658200	2.186800	2.407100	3.596100
0.50	-4.976000	-3.886900	-3.639000	-2.286000	-1.554400	-1.545600	-1.039500	1.655500	2.166700	2.430800	3.613200
0.51	-4.968500	-3.917700	-3.681800	-2.310900	-1.577900	-1.520200	-1.060200	1.654300	2.147000	2.455500	3.629900
0.52	-4.963800	-3.946200	-3.724800	-2.335500	-1.601200	-1.494800	-1.080400	1.654600	2.127900	2.480900	3.646200
0.53	-4.962000	-3.972100	-3.767800	-2.359900	-1.624200	-1.469500	-1.099800	1.656200	2.109200	2.507100	3.662100
0.54	-4.963300	-3.995400	-3.810900	-2.383900	-1.646900	-1.444200	-1.118500	1.659100	2.091200	2.533900	3.677600
0.55	-4.967900	-4.015800	-3.854000	-2.407600	-1.669300	-1.419000	-1.136200	1.663200	2.073600	2.561300	3.692600
0.56	-4.975900	-4.033400	-3.897100	-2.431000	-1.691200	-1.394000	-1.152800	1.668500	2.056700	2.589200	3.707300
0.57	-4.987200	-4.048200	-3.940200	-2.454000	-1.712700	-1.369200	-1.168400	1.675000	2.040400	2.617500	3.721500
0.58	-5.001800	-4.060300	-3.983100	-2.476600	-1.733600	-1.344500	-1.182700	1.682400	2.024600	2.646100	3.735200
0.59	-5.019500	-4.069700	-4.026000	-2.498900	-1.754100	-1.320000	-1.195700	1.690900	2.009500	2.675000	3.748500
0.60	-5.040100	-4.076900	-4.068600	-2.520700	-1.774100	-1.295800	-1.207400	1.700400	1.995100	2.704100	3.761400
0.61	-5.063400	-4.110900	-4.081900	-2.542200	-1.793500	-1.271900	-1.217600	1.710700	1.981300	2.733200	3.773900
0.62	-5.089100	-4.153000	-4.085100	-2.563200	-1.812400	-1.248300	-1.226300	1.721800	1.968100	2.762400	3.785900
0.63	-5.116900	-4.194800	-4.086800	-2.583900	-1.830700	-1.233400	-1.225100	1.733700	1.955600	2.791600	3.797500
0.64	-5.146500	-4.236200	-4.087300	-2.604000	-1.848400	-1.239000	-1.202200	1.746300	1.943800	2.820700	3.808700
0.65	-5.177600	-4.277100	-4.086800	-2.623800	-1.865500	-1.243000	-1.179700	1.759600	1.932600	2.849600	3.819500
0.66	-5.209900	-4.317600	-4.085600	-2.643100	-1.882100	-1.245400	-1.157600	1.773500	1.922100	2.878300	3.829900
0.67	-5.243200	-4.357500	-4.083800	-2.661900	-1.898000	-1.246200	-1.136100	1.788000	1.912200	2.906700	3.839800
0.68	-5.277300	-4.396900	-4.081800	-2.680200	-1.913400	-1.245400	-1.114900	1.803000	1.903000	2.934800	3.849400
0.69	-5.312000	-4.435600	-4.079600	-2.698100	-1.928200	-1.243100	-1.094300	1.818400	1.894400	2.962400	3.858600
0.70	-5.346900	-4.473600	-4.077400	-2.715400	-1.942400	-1.239200	-1.074200	1.834300	1.886500	2.989600	3.867400
0.71	-5.382100	-4.511000	-4.075200	-2.732300	-1.956000	-1.233900	-1.054700	1.850600	1.879200	3.016200	3.875800
0.72	-5.417300	-4.547500	-4.073300	-2.748700	-1.969000	-1.227200	-1.035700	1.867200	1.872500	3.042300	3.883800
0.73	-5.452300	-4.583300	-4.071500	-2.764500	-1.981500	-1.219200	-1.017300	1.866400	1.884100	3.067800	3.891500
0.74	-5.487100	-4.618200	-4.070100	-2.779800	-1.993400	-1.210000	-0.999500	1.860900	1.901300	3.092600	3.898800
0.75	-5.521500	-4.652100	-4.068900	-2.794600	-2.004800	-1.199600	-0.982400	1.856000	1.918600	3.116700	3.905800
0.76	-5.555300	-4.685200	-4.068100	-2.808900	-2.015600	-1.188300	-0.965800	1.851600	1.936100	3.140100	3.912400
