3.2921100E-12	--	--
3.2921100E-12	--	--
3.2921100E-12	--	--
8.6633400E+0	4.8864392E-1	0.0000000E+0
8.6633400E+0	4.8864392E-1	0.0000000E+0
8.6633400E+0	4.8864392E-1	0.0000000E+0
1.6357620E-1	2.0375479E-4	1.6192533E-8
1.6357620E-1	2.0375479E-4	1.6192533E-8
3.1608600E-1	1.6657283E-4	4.7554156E-7
8.6569800E+0	4.8299146E-1	9.3113891E-3
8.6600100E+0	4.8434359E-1	5.6987463E-3
8.6600100E+0	4.8434359E-1	5.6987463E-3
3.2495700E-1	4.4715520E-4	7.0693150E-7
3.2495700E-1	4.4715520E-4	7.0693150E-7
6.3218100E-1	6.4340956E-4	9.6047582E-6
8.6383500E+0	4.8012291E-1	1.6369371E-2
8.6501700E+0	4.8586851E-1	1.3160874E-2
8.6501700E+0	4.8586851E-1	1.3160874E-2
4.8199200E-1	8.1473032E-4	3.0515243E-6
4.8199200E-1	8.1473032E-4	3.0515243E-6
9.4827600E-1	1.7801450E-3	5.3086003E-5
8.6087700E+0	4.8295647E-1	2.2379886E-2
8.6341800E+0	4.8963923E-1	1.8057448E-2
8.6341800E+0	4.8963923E-1	1.8057448E-2
6.3263700E-1	1.1916238E-3	9.4590586E-6
6.3263700E-1	1.1916238E-3	9.4590586E-6
1.2643140E+0	4.5249074E-3	2.1162314E-4
8.5701600E+0	4.8644520E-1	2.7450536E-2
8.6125800E+0	5.4005887E-1	2.1685237E-2
8.6125800E+0	5.4005887E-1	2.1685237E-2
7.7501400E-1	1.5861258E-3	2.2279040E-5
7.7501400E-1	1.5861258E-3	2.2279040E-5
1.5801420E+0	8.8357956E-3	8.5487812E-4
8.5249500E+0	4.8508838E-1	3.3745279E-2
8.5862700E+0	5.5870916E-1	2.5676068E-2
8.5862700E+0	5.5870916E-1	2.5676068E-2
9.0749700E-1	2.1492804E-3	4.3783794E-5
9.0749700E-1	2.1492804E-3	4.3783794E-5
1.8954690E+0	1.0203738E-2	3.5540317E-3
8.4756000E+0	4.6550384E-1	4.2035661E-2
