k,E1,E2,E3,E4,E5,E6,E7,E8,E9
0.0,-0.0,-0.0,0.0,5.041767598033338,5.041767598033338,7.249757165127713,8.628129871687252,8.75766578726466,10.66183894951433
0.010000866025807569,-0.0032557860654754767,0.057078186832953584,0.09092517088379902,5.041914498141264,5.042475116920493,7.249418395491066,8.628174841108047,8.757782707758723,10.661437222688571
0.02,-0.005132509893272574,0.11413838589758964,0.18181436623096295,5.042352200503657,5.044594675620578,7.248399088619738,8.628309749370429,8.758133469240915,10.660232042211295
0.030000866025807565,0.0008963904544909461,0.17115061758004554,0.2726316105048567,5.043080705120518,5.04811728024943,7.246705240436503,8.628537594435782,8.758715073749851,10.658229404005276
0.04,0.012258664108406283,0.2280998920733901,0.3633439261302314,5.044100011991845,5.05302794100012,7.24433685094136,8.628855378342726,8.759521525362752,10.655426310109124
0.05000086602580757,0.023060318983091497,0.28496522364791943,0.45391833553183836,5.045407123156253,5.059299676220171,7.241302914018467,8.629257105168485,8.760552824079625,10.651834752368389
0.05999999999999999,0.03583163448854779,0.34171963065115724,0.544315865211656,5.047002038613742,5.066911500179877,7.237606427629212,8.629745772874445,8.761796978054923,10.64746072670584
0.07000086602580756,0.050722508694088016,0.39834512531478594,0.6345035375944358,5.048878762441539,5.075824439381221,7.233256385657753,8.63031838349922,8.763253987288643,10.642307231082864
0.08,0.06774793140664348,0.4548207219091018,0.7244453771435424,5.051034296678258,5.086002518287564,7.228258784026861,8.630968941120038,8.764908861973858,10.63638925530639
0.09000086602580756,0.08688391893512411,0.511125434704401,0.814108406283727,5.053468641323899,5.097403765439501,7.222625614582084,8.631691449814126,8.766755606187791,10.629712795299197
0.09999999999999999,0.10810049166566733,0.5672352800095934,0.9034566494783547,5.056172802494303,5.109977215493464,7.216368869168965,8.63248890754287,8.7687822280849,10.622295838829595
0.11000086602580755,0.13134968221609306,0.6231322700563616,0.9924571291521764,5.059143782228085,5.123674901067274,7.209494543710276,8.633349322460726,8.770979733781028,10.614144381820362
0.11999999999999998,0.15658652116560737,0.678798417076388,1.0810768677299436,5.06237558460247,5.138439860894591,7.202023623935724,8.634272694567693,8.773336131430627,10.605279410001199
0.13000086602580757,0.18375404724787142,0.7342067394171963,1.1692768917136347,5.065865211656074,5.154218131670464,7.193962105768078,8.635250029979613,8.775842427149538,10.595709917256265
0.13999999999999999,0.21280429308070511,0.7893422472718551,1.2570302194507734,5.069606667466123,5.17094675620578,7.18532497901427,8.6362783307351,8.778480633169444,10.585450893392492
0.15000086602580756,0.24367130351361074,0.8441809569492744,1.3442978774433385,5.073587960187073,5.1885687732342,7.176133229404004,8.637348602949993,8.781244753567574,10.574523324139584
0.16,0.2763011152416357,0.898707878642523,1.4310498860774672,5.077809089818923,5.207018227605229,7.166395850821441,8.638451852740136,8.78412279649838,10.562942199304471
0.17000086602580755,0.31062777311428225,0.952902026621897,1.517253267777911,5.082258064516129,5.226232162129752,7.156130831034896,8.639588080105527,8.787099772154935,10.550719510732701
0.18,0.3465913179038254,1.0067454131190792,1.6028750449694207,5.086925890394531,5.246147619618659,7.1453531598513,8.640742295239237,8.790166686653075,10.537876244153974
0.19000086602580757,0.38413179038253986,1.060217052404365,1.687885238038134,5.091809569492745,5.266701642882839,7.134080825038973,8.641911500179877,8.793314546108645,10.524430387336611
0.19999999999999998,0.4231802374385418,1.1132989567094373,1.772250869408802,5.096897109965224,5.2878342726945675,7.122334812327617,8.643086701043291,8.796528360714714,10.51039693008754
0.21000086602580756,0.463676699844106,1.1659731382659793,1.8559389615061757,5.102179517927809,5.309476555941959,7.110124115601391,8.64425590598393,8.799805132509892,10.495790862213694
0.21999999999999997,0.5055552224487349,1.218221609305672,1.938922532677779,5.107647799496342,5.331574529320062,7.097475716512771,8.645413119079025,8.803129871687252,10.480633169444777
0.23000086602580755,0.5487528480633169,1.2700323779829714,2.021171603309749,5.113292960786665,5.354065235639765,7.084404604868689,8.646549346444418,8.80649658232402,10.464938841587719
0.23999999999999996,0.593209617460127,1.3213814606067873,2.1026561937882238,5.119106007914618,5.376888715673341,7.070928768437462,8.647658592157333,8.809902266458806,10.448722868449455
0.25000086602580757,0.6388595754886677,1.3722538673701883,2.1833433265379543,5.125077946996043,5.399994004077227,7.057066194987408,8.64872586641084,8.813331934284687,10.432000239836912
0.25999999999999995,0.6856427629212135,1.4226376064276292,2.26320901786785,5.131196786185394,5.4233211416236955,7.042840868209617,8.649745173282167,8.816785585801654,10.414788943518406
0.27000086602580753,0.7335022184914258,1.4725116920494064,2.3422262861254346,5.137450533637127,5.446822160930567,7.028270775872406,8.650707518887156,8.82025722508694,10.397100971339489
0.27999999999999997,0.7823719870488068,1.5218611344285884,2.42036215373546,5.143833193428468,5.470443098692889,7.013379901666866,8.651600911380262,8.823740856217771,10.378954311068473
0.29000086602580755,0.8321981052884039,1.5706739417196305,2.4975956349682216,5.150332773713874,5.494141983451253,6.998183235399928,8.65241935483871,8.82723348123276,10.36035795658952
0.3,0.8829176160211056,1.6189321261542151,2.5738967502098573,5.156940280609186,5.517867849862093,6.982707758724067,8.653153855378342,8.830729104209137,10.341329895670944
0.31000086602580756,0.9344795539033457,1.6666206979254106,2.6492385178078903,5.163640724307471,5.541581724427389,6.966971459407603,8.653792421153614,8.834227725146901,10.321879122196906
0.32,0.9868269576687853,1.713724667226286,2.7235969540712315,5.170428108885957,5.565238637726345,6.951004317064395,8.654332054203142,8.837726346084661,10.302017628012951
0.3300008660258075,1.0399028660510852,1.7602320422112963,2.7969450773474036,5.177290442499101,5.588805612183714,6.934827317424151,8.65475776471999,8.841224967022423,10.281763400887396
0.33999999999999997,1.0936563137066793,1.8061278330735098,2.8692619019067034,5.1842187312627415,5.612240676340089,6.918461446216572,8.655066554742774,8.844717592037414,10.261122436743014
