k,E1,E2,E3,E4,E5,E6,E7,E8,E9
0.916667,3.4165187672382777,3.9435124115601394,4.644630651157213,5.593986089459167,6.132120158292361,6.484320661949874,8.516530759083823,8.993227605228444,9.041129032258064
0.92,3.4032677779110205,3.9445706919294876,4.652062597433745,5.586485190070752,6.1338230003597545,6.487903225806452,8.516644681616501,8.991539752967983,9.042744933445256
0.923333,3.3903285765679336,3.9456439621057675,4.659326657872647,5.5791971459407605,6.135462885238038,6.491353879362033,8.51671663268977,8.989932845664947,9.044303873366111
0.926667,3.377728144861494,3.946729224127593,4.666404844705601,5.572130950953351,6.137039812927209,6.494669624655234,8.516746612303633,8.988406883319342,9.045805852020626
0.93,3.3654964624055643,3.947820482072191,4.673279170164288,5.565298596954071,6.138550785465883,6.497847463724667,8.516737618419475,8.986964863892553,9.047247871447414
0.933333,3.3536515169684615,3.948908742055402,4.679934644441779,5.558706079865691,6.139998800815445,6.500887396570332,8.516698644921453,8.985600791461806,9.048626933685094
0.936667,3.3422232881640483,3.9499940040772272,4.686356277731142,5.552368389495143,6.14138086101451,6.503786425230843,8.516626693848183,8.9843146660271,9.049949034656432
0.94,3.3312297637606427,3.951064276292121,4.692532078186833,5.546288523803813,6.142693968101691,6.506547547667585,8.516530759083823,8.983106487588438,9.051208178438662
0.943333,3.3206979254107205,3.9521165607386974,4.6984470560019185,5.540481472598633,6.143941120038374,6.509164767957788,8.516410840628373,8.98197625614582,9.052401367070392
0.946667,3.3106487588439864,3.9531448614941835,4.704089219330855,5.53495622976376,6.145122316824559,6.511641084062838,8.516272934404604,8.98092097373786,9.053534596474398
0.95,3.3011032497901422,3.954143182635807,4.709446576328097,5.529715793260582,6.146231562537475,6.513970500059959,8.516120038373904,8.979937642403167,9.054601870727906
0.953333,3.2920763880561217,3.955105528240796,4.714507135148099,5.524772154934644,6.1472748530998915,6.516156013910541,8.515958148459047,8.979029260103129,9.055603189830913
0.956667,3.283589159371627,3.956025902386377,4.719264899868089,5.520134308670104,6.148246192589039,6.518197625614581,8.51578726466003,8.978186832953591,9.056538553783426
0.96,3.2756625494663627,3.9569013071111643,4.723704880681137,5.5158082503897345,6.149148578966303,6.520089339249311,8.515613382899629,8.977419354838709,9.057407962585442
0.963333,3.2683055522244873,3.957725746492385,4.727821081664468,5.5117999760163086,6.149982012231682,6.521831154814726,8.515439501139225,8.976714833912938,9.058208418275573
0.966667,3.261536155414318,3.9584962225686535,4.731607506895311,5.508118479433985,6.150740496462405,6.5234290682336,8.515268617340208,8.976079266099052,9.058942918815205
0.97,3.2553723468041733,3.9592037414558097,4.7350521645281205,5.504766758604148,6.151430027581244,6.524874085621777,8.51510672742535,8.975509653435662,9.059608466242954
0.973333,3.2498201223168244,3.9598513011152416,4.738155054562896,5.50175380741096,6.152047607626813,6.52616920494064,8.514950833433264,8.975,9.06020506055882
0.976667,3.2448944717592036,3.960429907662789,4.740904185154095,5.499082623815805,6.152593236599112,6.527311428228804,8.514806931286724,8.974556301714834,9.0607327017628
0.98,3.240604389015469,3.9609395610984532,4.743296558340329,5.496759203741456,6.153066914498141,6.528306751409041,8.514678018947116,8.974172562657392,9.061191389854898
0.983333,3.2369618659311667,3.9613742654994604,4.745329176160211,5.494783547187912,6.153468641323899,6.529146180597194,8.514567094375824,8.973851780789063,9.061578126873725
0.986667,3.2339669025062956,3.9617340208658116,4.746999040652356,5.493164648039333,6.153798417076388,6.529835711716033,8.514471159611464,8.973587960187071,9.061895910780668
0.99,3.2316344885477872,3.9620158292361194,4.7483001558939915,5.491902506295719,6.15405324379422,6.530369348842787,8.514396210576807,8.973384098812806,9.062144741575729
0.993333,3.2299646240556417,3.962216692648999,4.749229523923732,5.4909971219570695,6.154236119438782,6.530753087900227,8.514342247271854,8.973240196666266,9.062321621297517
0.996667,3.228960306991246,3.962339609065835,4.749790142702961,5.490454490946156,6.154347044010073,6.530983930926969,8.514309269696607,8.973153255786064,9.062426549946036
1.0,3.2286245353159853,3.962378582563856,4.74997601630891,5.490274613262981,6.1543830195467075,6.531058879961626,8.51429727785106,8.973123276172203,9.062462525482673
