0.009999999776,7.033522475e-11
0.01204503421,7.033522475e-11
0.01450828929,7.033522475e-11
0.01747528464,7.033522475e-11
0.02104903944,7.033522475e-11
0.02535364032,7.033522475e-11
0.03053855523,7.033522475e-11
0.0367837958,1.771729559e-08
0.04430620745,1.771729559e-08
0.05336699635,3.767120566e-08
0.06428072602,1.217649989e-07
0.07742635906,2.07432148e-07
0.09326034039,7.430002569e-07
0.1123324037,2.132325815e-06
0.1353047639,4.678497479e-06
0.1629751027,1.644186611e-05
0.196304068,6.940931886e-05
0.2364489287,0.0001621809712
0.2848036289,0.0003639006675
0.3430469334,0.0006708767539
0.4132012129,0.001165248993
0.4977024198,0.001975874953
0.5994842649,0.00308061989
0.7220808864,0.005687386004
0.8697491288,0.01083561943
1.047615528,0.02059122653
1.261856794,0.0432604445
1.519911289,0.07007956251
1.830737948,0.09399255538
2.205130816,0.113708338
2.656088352,0.1326690639
3.199266434,0.1700080596
3.8535285,0.2341176862
4.641589642,0.3036614591
5.590809345,0.3773809618
6.734150887,0.5336651857
8.111310005,0.7022978956
9.770097733,0.9741466044
11.76811981,1.304154944
14.17474461,1.719371858
17.07352448,2.309291304
20.56512451,3.338445317
24.77076912,4.438709753
29.83646774,5.86274688
35.93813705,7.808735877
43.28762436,9.166077515
52.14007568,10.57363221
62.8029213,12.05846676
75.64635468,13.69152747
91.11626434,15.49781358
109.7498245,17.3111778
132.1940765,19.82495421
159.2282715,21.56127639
191.7910461,23.6408614
231.0130463,25.34031298
278.256073,26.36348413
335.1601257,27.55591945
403.7016296,28.27148111
486.2601318,29.77779981
585.7021484,31.38588436
705.4804688,32.62323642
849.7539062,33.92630066
1023.53064,36.2348337
1232.846558,37.73274798
1484.968262,40.11978196
1788.64978,40.64800258
2154.435547,41.59526026
2595.022705,42.93323004
3125.714844,43.26284063
3764.935059,44.79456222
4534.878418,44.79456222
5462.27832,46.34461023
6579.334961,47.58646745
7924.824707,47.58646745
9545.481445,48.6610796
11497.56836,48.6610796
13848.86426,49.70171216
16681.00977,49.70171216
20092.33789,49.70171216
24201.27148,49.70171216
29150.52148,49.70171216
35111.91406,49.70171216
42292.43359,49.70171216
50941.39453,49.70171216
61359.10156,49.70171216
73907.1875,49.70171216
89021.48438,49.70171216
107226.7188,49.70171216
129154.9844,49.70171216
155567.6562,49.70171216
187381.8281,49.70171216
225701.875,49.70171216
271858.7812,49.70171216
327454.9062,49.70171216
394420.6562,49.70171216
475081.1875,49.70171216
572237.0625,49.70171216
689260.9375,49.70171216
830217.4375,49.70171216
1000000.0,49.70171216
