0.59	-0.659295	-0.245947	-0.245947	5.671762	7.064842	8.121185	8.121185	9.078969
0.60	-0.671168	-0.250301	-0.250301	5.709121	7.070865	8.150624	8.150624	9.109084
0.61	-0.682843	-0.254601	-0.254601	5.746197	7.077339	8.180401	8.180401	9.139282
0.62	-0.694314	-0.258844	-0.258844	5.782946	7.084259	8.210503	8.210503	9.169533
0.63	-0.705574	-0.263029	-0.263029	5.819323	7.091618	8.240915	8.240915	9.199796
0.64	-0.716611	-0.267146	-0.267146	5.855292	7.099409	8.271629	8.271629	9.230054
0.65	-0.727421	-0.271194	-0.271194	5.890807	7.107620	8.302628	8.302628	9.260265
0.66	-0.737997	-0.275170	-0.275170	5.925823	7.116241	8.333895	8.333895	9.290389
0.67	-0.748331	-0.279070	-0.279070	5.960298	7.125257	8.365415	8.365415	9.320388
0.68	-0.758420	-0.282891	-0.282891	5.994186	7.134654	8.397167	8.397167	9.350219
0.69	-0.768256	-0.286630	-0.286630	6.027447	7.144411	8.429133	8.429133	9.379837
0.70	-0.777833	-0.290283	-0.290283	6.060037	7.154510	8.461290	8.461290	9.409195
0.71	-0.787148	-0.293847	-0.293847	6.091915	7.164926	8.493614	8.493614	9.438242
0.72	-0.796194	-0.297319	-0.297319	6.123062	7.175633	8.526084	8.526084	9.467040
0.73	-0.804966	-0.300697	-0.300697	6.153393	7.186603	8.558663	8.558663	9.495301
0.74	-0.813462	-0.303977	-0.303977	6.182885	7.197801	8.591324	8.591324	9.523079
0.75	-0.821672	-0.307157	-0.307157	6.211514	7.209192	8.624033	8.624033	9.550314
0.76	-0.829590	-0.310233	-0.310233	6.239277	7.220782	8.656762	8.656762	9.576939
0.77	-0.837219	-0.313204	-0.313204	6.266076	7.232452	8.689447	8.689447	9.602897
0.78	-0.844554	-0.316066	-0.316066	6.291903	7.244184	8.722053	8.722053	9.628079
0.79	-0.851588	-0.318818	-0.318818	6.316736	7.255938	8.754528	8.754528	9.652428
0.80	-0.858319	-0.321458	-0.321458	6.340545	7.267656	8.786791	8.786791	9.675854
0.81	-0.864741	-0.323982	-0.323982	6.363314	7.279302	8.818871	8.818871	9.698299
0.82	-0.870854	-0.326390	-0.326390	6.385011	7.290813	8.850581	8.850581	9.719668
0.83	-0.876654	-0.328678	-0.328678	6.405621	7.302134	8.881888	8.881888	9.739881
0.84	-0.882144	-0.330847	-0.330847	6.425117	7.313207	8.912699	8.912699	9.758851
0.85	-0.887309	-0.332892	-0.332892	6.443500	7.323975	8.942919	8.942919	9.776523
0.86	-0.892153	-0.334813	-0.334813	6.460748	7.334380	8.972434	8.972435	9.792820
0.87	-0.896672	-0.336608	-0.336608	6.476849	7.344364	9.001121	9.001122	9.807689
0.88	-0.900865	-0.338276	-0.338276	6.491793	7.353870	9.028841	9.028841	9.821086
0.89	-0.904730	-0.339815	-0.339815	6.505570	7.362843	9.055441	9.055442	9.832989
0.90	-0.908265	-0.341224	-0.341224	6.518173	7.371231	9.080753	9.080755	9.843400
0.91	-0.911468	-0.342503	-0.342503	6.529594	7.378985	9.104593	9.104593	9.852339
0.92	-0.914338	-0.343649	-0.343649	6.539827	7.386056	9.126763	9.126763	9.859862
0.93	-0.916873	-0.344663	-0.344663	6.548869	7.392403	9.147054	9.147058	9.866053
0.94	-0.919073	-0.345543	-0.345543	6.556713	7.397985	9.165248	9.165249	9.871000
0.95	-0.920935	-0.346289	-0.346289	6.563357	7.402770	9.181125	9.181126	9.874848
0.96	-0.922461	-0.346900	-0.346900	6.568797	7.406725	9.194472	9.194472	9.877730
0.97	-0.923648	-0.347376	-0.347376	6.573031	7.409828	9.205091	9.205094	9.879795
0.98	-0.924496	-0.347716	-0.347716	6.576056	7.412058	9.212810	9.212812	9.881152
0.99	-0.925011	-0.347921	-0.347921	6.577867	7.413402	9.217479	9.217479	9.881885
1.00	-0.925181	-0.347990	-0.347990	6.578472	7.413851	9.219050	9.219050	9.882133
