omega,3ph,iso
0.0,0.0,0.0
0.17716654400972812,0.03325240243,1.911940399e-07
0.3508338267451658,0.1177331083,2.627101598e-06
0.5187671378915195,0.2213631452,1.736020816e-05
0.6805236738599896,0.3146505898,5.294961302e-05
0.8369655410092522,0.4541979181,0.0001176464354
0.9891051796376782,0.2801043859,0.0002642985495
1.1370103496440547,0.2750708036,0.0005507815858
1.2793763352499365,0.2423254995,0.0008196739844
1.4138188017135729,0.2088074757,0.001072254382
1.537389266360171,0.2185857893,0.001413290708
1.6455126239482347,0.1797000836,0.001864407934
1.7089729153374746,0.1776997639,0.003048153331
0.1553942328705403,0.001651357494,1.119415722e-07
0.27779185995975714,0.03411616505,1.089701673e-06
0.4298355892728895,0.1129914501,7.321932885e-06
0.5839566630182627,0.1911771222,2.776301349e-05
0.7362689174375955,0.2692358831,7.107587532e-05
0.886530405345284,0.3800643329,0.0001488353642
1.034264995152478,0.2868083689,0.0004066905404
1.177843989230324,0.2579259751,0.0006049024729
1.3148178222286422,0.2431818922,0.0008667024955
1.4425807804500164,0.222723092,0.001180988609
1.5586178833161042,0.1978401224,0.001444010331
1.6582767405815777,0.1782034392,0.002042882129
1.6308522366447078,0.1855453153,0.001716974272
1.522126155307607,0.2035753976,0.001410264671
1.3988929111787536,0.2249679751,0.00104610478
1.2644403261212889,0.2253928818,0.0007730555113
1.1212543061293643,0.2297327241,0.0005256446333
0.97193899674674,0.2858733839,0.0002252774039
0.8188495979704065,0.2856764295,0.0001111177298
0.6635320336488565,0.192752581,4.754170229e-05
0.5068784834222272,0.1129043208,1.529020109e-05
0.35186860141588044,0.0396411238,2.629475841e-06
0.21737129413766687,0.002319099301,3.417051573e-07
0.3004517601853066,0.004254420563,1.569971872e-06
0.3958710304057551,0.03370986442,4.609471239e-06
0.5208387521091828,0.09267492551,1.76493025e-05
0.6570347229617061,0.1702431113,4.536423957e-05
0.7986043016878032,0.2376692003,9.979216624e-05
0.9422583253847799,0.2970373248,0.0001984062899
1.084373172288774,0.2273317993,0.0004697524304
1.2211694806802698,0.1907461333,0.0006961575003
1.3496227354300463,0.2139986592,0.0009516284444
1.4678391746272905,0.1892201006,0.00120130533
1.574360931352212,0.1811764432,0.001533628802
1.6224531798798605,0.1567131602,0.00166595351
1.5118467989119782,0.1905149958,0.001466115203
1.3880445389369875,0.1691895674,0.001037255127
1.253618659124074,0.1686188068,0.000742259835
