# 4x4x3 supercell for harmonic, 4x4x3 supercell for cubic ifcs
# 53x53x33 k points for kappa
# cubic ifcs up to 15NN shell trained with ordinary least squares by 200 configurations.
# Temperature = 20 K
"k index (irred.)" "branch index" "f (THz)" "1/tau_3ph (THz)"
892 1 7.20998 0.00000
892 2 8.13097 0.00003
892 3 9.85364 0.00021
892 4 10.55374 0.00376
892 5 15.82949 0.06759
892 6 16.25178 0.05447
892 7 19.03511 0.17220
892 8 19.70665 0.13740
892 9 20.04373 0.11419
892 10 20.15819 0.12711
892 11 21.69445 0.13575
892 12 22.01334 0.13604
893 1 7.35466 0.00000
893 2 7.97148 0.00001
893 3 9.77536 0.00020
893 4 10.24865 0.00278
893 5 16.03167 0.06454
893 6 16.39460 0.05222
893 7 19.07424 0.17188
893 8 19.72329 0.13739
893 9 20.03354 0.11568
893 10 20.17459 0.13007
893 11 21.69409 0.13306
893 12 21.95527 0.13354
894 1 7.49853 0.00000
894 2 7.84350 0.00001
894 3 9.67922 0.00026
894 4 9.94711 0.00175
894 5 16.22249 0.06731
894 6 16.52537 0.05191
894 7 19.12877 0.18152
894 8 19.74184 0.13551
894 9 20.01981 0.11744
894 10 20.19216 0.13563
894 11 21.68935 0.13076
894 12 21.89210 0.12803
895 1 7.59497 0.00000
895 2 7.79862 0.00000
895 3 9.52890 0.00061
895 4 9.69091 0.00074
895 5 16.39604 0.06628
895 6 16.64133 0.05055
895 7 19.19976 0.18774
895 8 19.76229 0.13478
895 9 20.00323 0.11847
895 10 20.20772 0.14191
895 11 21.67991 0.12764
895 12 21.82612 0.12224
896 1 7.58007 0.00001
896 2 7.90442 0.00000
896 3 9.27129 0.00066
896 4 9.53835 0.00023
896 5 16.54806 0.06590
896 6 16.74062 0.05011
896 7 19.28682 0.20593
896 8 19.78477 0.13166
896 9 19.98426 0.12015
896 10 20.21734 0.15047
896 11 21.66591 0.12586
896 12 21.76038 0.11438
897 1 7.55525 0.00001
897 2 8.06175 0.00001
897 3 8.98589 0.00041
897 4 9.41501 0.00015
897 5 16.67611 0.06415
897 6 16.82210 0.05031
897 7 19.38752 0.21999
897 8 19.80960 0.12995
897 9 19.96306 0.12185
897 10 20.21659 0.16544
897 11 21.64804 0.12501
897 12 21.69892 0.10954
898 1 7.56409 0.00001
898 2 8.22777 0.00001
898 3 8.70894 0.00022
898 4 9.28958 0.00011
898 5 16.77935 0.06242
898 6 16.88518 0.05119
898 7 19.49718 0.23714
898 8 19.83772 0.13061
898 9 19.93953 0.12162
898 10 20.20083 0.18573
898 11 21.62763 0.12877
898 12 21.64615 0.10110
899 1 7.61416 0.00002
899 2 8.39428 0.00001
899 3 8.45022 0.00010
899 4 9.15752 0.00009
899 5 16.85829 0.06072
899 6 16.92958 0.05260
899 7 19.60829 0.26727
899 8 19.87126 0.14032
899 9 19.91314 0.13120
899 10 20.16656 0.19477
899 11 21.60613 0.09864
899 12 21.60667 0.12869
900 1 7.70649 0.00002
900 2 8.21578 0.00004
900 3 8.55818 0.00001
900 4 9.01800 0.00007
900 5 16.91405 0.05890
900 6 16.95509 0.05414
900 7 19.70986 0.20661
900 8 19.88245 0.14292
900 9 19.91485 0.18207
900 10 20.11323 0.20778
900 11 21.58125 0.10725
900 12 21.58796 0.13625
901 1 7.83963 0.00001
901 2 8.01069 0.00001
901 3 8.71757 0.00003
901 4 8.87113 0.00004
901 5 16.94802 0.05684
901 6 16.96142 0.05518
901 7 19.78933 0.17733
901 8 19.84383 0.16555
901 9 19.97415 0.19976
901 10 20.04520 0.21723
901 11 21.57160 0.12094
901 12 21.57501 0.13221
902 1 1.42285 0.00000
902 2 1.44750 0.00000
902 3 2.61858 0.00001
902 4 7.25279 0.00010
902 5 7.56310 0.00012
902 6 16.12704 0.20049
902 7 18.25238 0.29088
902 8 19.65544 0.21298
902 9 19.72985 0.20804
902 10 19.98986 0.20471
902 11 21.43903 0.10898
902 12 26.75462 0.74067
903 1 1.43685 0.00000
903 2 1.49142 0.00000
903 3 2.69646 0.00001
903 4 7.24436 0.00010
903 5 7.55651 0.00012
903 6 16.09280 0.19490
903 7 18.35512 0.28727
903 8 19.65622 0.21301
903 9 19.73021 0.20834
903 10 19.98905 0.20466
903 11 21.46256 0.12241
903 12 26.71022 0.76250
904 1 1.54884 0.00000
904 2 1.61556 0.00000
904 3 2.89352 0.00001
904 4 7.22053 0.00010
904 5 7.53672 0.00012
904 6 15.99180 0.18264
904 7 18.60014 0.27994
904 8 19.65862 0.21339
904 9 19.73117 0.20863
904 10 19.98662 0.20528
904 11 21.53151 0.13786
904 12 26.59786 0.81144
905 1 1.80220 0.00000
905 2 1.80602 0.00000
905 3 3.16944 0.00002
905 4 7.18333 0.00011
905 5 7.50369 0.00013
905 6 15.82898 0.15905
905 7 18.87523 0.26700
905 8 19.66282 0.21529
905 9 19.73261 0.21115
905 10 19.98249 0.20699
905 11 21.64127 0.10662
905 12 26.45677 0.86473
906 1 2.03240 0.00000
906 2 2.14815 0.00000
906 3 3.51770 0.00003
906 4 7.13377 0.00011
906 5 7.45725 0.00013
906 6 15.61106 0.13490
906 7 19.11291 0.25329
906 8 19.66911 0.21685
906 9 19.73438 0.21118
906 10 19.97658 0.20948
906 11 21.78556 0.10431
906 12 26.31359 0.86418
907 1 2.29085 0.00000
907 2 2.50642 0.00000
907 3 3.93906 0.00005
907 4 7.07186 0.00012
907 5 7.39729 0.00014
907 6 15.34521 0.11757
907 7 19.29536 0.23971
907 8 19.67811 0.21804
907 9 19.73639 0.21104
907 10 19.96885 0.20893
907 11 21.95734 0.11082
907 12 26.17740 0.83315
908 1 2.56653 0.00000
908 2 2.84928 0.00000
908 3 4.42389 0.00008
908 4 6.99722 0.00012
908 5 7.32369 0.00014
908 6 15.03822 0.13074
908 7 19.42712 0.22768
908 8 19.69049 0.22025
908 9 19.73864 0.20919
908 10 19.95931 0.20794
908 11 22.15011 0.12981
908 12 26.04780 0.76470
909 1 2.85177 0.00000
909 2 3.17204 0.00001
909 3 4.95419 0.00014
909 4 6.90953 0.00012
909 5 7.23627 0.00014
909 6 14.69601 0.12714
909 7 19.51817 0.21848
909 8 19.70698 0.22256
909 9 19.74124 0.20643
909 10 19.94804 0.20792
909 11 22.35798 0.15501
909 12 25.92140 0.69454
910 1 3.14114 0.00000
910 2 3.47903 0.00001
910 3 5.51225 0.00022
910 4 6.80850 0.00011
910 5 7.13491 0.00013
910 6 14.32336 0.07467
910 7 19.57861 0.21272
910 8 19.72718 0.22300
910 9 19.74430 0.20486
910 10 19.93509 0.20667
910 11 22.57617 0.19305
910 12 25.79453 0.63084
911 1 3.43073 0.00000
911 2 3.77463 0.00001
911 3 6.08489 0.00034
911 4 6.69419 0.00011
911 5 7.01955 0.00012
911 6 13.92425 0.04588
911 7 19.61854 0.20982
911 8 19.74790 0.20351
911 9 19.74853 0.21954
911 10 19.92061 0.20497
911 11 22.80066 0.19008
911 12 25.66421 0.58066
912 1 3.71761 0.00000
912 2 4.06132 0.00002
912 3 6.55958 0.00010
912 4 6.67026 0.00051
912 5 6.89010 0.00011
912 6 13.50187 0.03036
912 7 19.64681 0.21112
912 8 19.75213 0.20480
912 9 19.76754 0.21566
912 10 19.90469 0.20517
912 11 23.02826 0.18487
912 12 25.52823 0.53190
913 1 3.99950 0.00000
913 2 4.34007 0.00002
913 3 6.42155 0.00008
913 4 6.74662 0.00010
913 5 7.24589 0.00075
913 6 13.05869 0.02137
913 7 19.66947 0.20518
913 8 19.75701 0.20599
913 9 19.78205 0.21778
913 10 19.88754 0.21515
913 11 23.25637 0.17348
913 12 25.38508 0.47919
914 1 4.27453 0.00000
914 2 4.61093 0.00002
914 3 6.26548 0.00007
914 4 6.58923 0.00008
914 5 7.82269 0.00108
914 6 12.59683 0.01541
914 7 19.68971 0.20755
914 8 19.76244 0.20746
914 9 19.79170 0.21656
914 10 19.86934 0.20847
914 11 23.48277 0.17125
914 12 25.23362 0.43549
915 1 4.54129 0.00000
915 2 4.87349 0.00002
915 3 6.09535 0.00006
915 4 6.41814 0.00007
915 5 8.39416 0.00151
915 6 12.11797 0.01122
915 7 19.70914 0.21223
915 8 19.76828 0.20908
915 9 19.79691 0.21941
915 10 19.85037 0.21362
915 11 23.70573 0.17941
915 12 25.07326 0.38116
916 1 4.79848 0.00000
916 2 5.12702 0.00002
916 3 5.91149 0.00006
916 4 6.23364 0.00006
916 5 8.95828 0.00206
916 6 11.62355 0.00840
916 7 19.72844 0.21378
916 8 19.77428 0.21139
916 9 19.79853 0.22858
916 10 19.83094 0.21986
916 11 23.92377 0.18674
916 12 24.90367 0.33960
917 1 5.04515 0.00000
917 2 5.37072 0.00001
917 3 5.71419 0.00007
917 4 6.03614 0.00007
917 5 9.51358 0.00275
917 6 11.11484 0.00637
917 7 19.74781 0.20844
917 8 19.77965 0.21369
917 9 19.79745 0.22443
917 10 19.81169 0.21833
917 11 24.13563 0.20552
917 12 24.72478 0.30331
918 1 5.28036 0.00000
918 2 5.50320 0.00000
918 3 5.60447 0.00001
918 4 5.82611 0.00007
918 5 10.05882 0.00366
918 6 10.59290 0.00482
918 7 19.76676 0.20752
918 8 19.78064 0.21194
918 9 19.79497 0.21195
918 10 19.79632 0.20731
918 11 24.34024 0.23485
918 12 24.53684 0.26959
919 1 1.79257 0.00000
919 2 1.82200 0.00000
919 3 3.27937 0.00003
919 4 7.35622 0.00010
919 5 7.83687 0.00014
919 6 16.04813 0.19902
919 7 18.25613 0.28811
919 8 19.66015 0.20715
919 9 19.77881 0.20323
919 10 20.00974 0.20763
919 11 21.43021 0.11892
919 12 26.69007 0.71919
920 1 1.80040 0.00000
920 2 1.85746 0.00000
920 3 3.34347 0.00003
920 4 7.34824 0.00010
920 5 7.83010 0.00014
920 6 16.01449 0.20004
920 7 18.32367 0.28588
920 8 19.66081 0.20709
920 9 19.77908 0.20335
920 10 20.00917 0.20799
920 11 21.45312 0.13159
920 12 26.65973 0.72955
921 1 1.86831 0.00000
921 2 1.95949 0.00000
921 3 3.51249 0.00003
921 4 7.32510 0.00011
921 5 7.80992 0.00015
921 6 15.91532 0.18808
921 7 18.49776 0.28029
921 8 19.66285 0.20747
921 9 19.77986 0.20352
921 10 20.00731 0.20873
921 11 21.52036 0.14169
921 12 26.57774 0.75685
922 1 2.05174 0.00000
922 2 2.11752 0.00000
922 3 3.75202 0.00004
922 4 7.28831 0.00011
922 5 7.77650 0.00015
922 6 15.75532 0.15329
922 7 18.71850 0.27171
922 8 19.66627 0.20898
922 9 19.78091 0.20615
922 10 20.00398 0.21049
922 11 21.62772 0.11555
922 12 26.46388 0.79271
923 1 2.31713 0.00000
923 2 2.34129 0.00000
923 3 4.04774 0.00005
923 4 7.23891 0.00011
923 5 7.72988 0.00016
923 6 15.54097 0.13207
923 7 18.93561 0.26000
923 8 19.67124 0.21007
923 9 19.78211 0.20595
923 10 19.99895 0.21245
923 11 21.76937 0.11266
923 12 26.33617 0.80290
924 1 2.54948 0.00000
924 2 2.68446 0.00000
924 3 4.39867 0.00007
924 4 7.17721 0.00012
924 5 7.66995 0.00016
924 6 15.27928 0.11641
924 7 19.12361 0.24732
924 8 19.67793 0.21108
924 9 19.78330 0.20462
924 10 19.99202 0.21173
924 11 21.93875 0.11994
924 12 26.20507 0.77439
925 1 2.80199 0.00000
925 2 3.04100 0.00001
925 3 4.80471 0.00011
925 4 7.10310 0.00012
925 5 7.59650 0.00016
925 6 14.97688 0.13166
925 7 19.27561 0.23561
925 8 19.68641 0.21222
925 9 19.78465 0.20374
925 10 19.98312 0.21065
925 11 22.12954 0.13639
925 12 26.07430 0.73142
926 1 3.06763 0.00000
926 2 3.38735 0.00001
926 3 5.26040 0.00018
926 4 7.01628 0.00012
926 5 7.50938 0.00016
926 6 14.63959 0.12544
926 7 19.39381 0.22745
926 8 19.69681 0.21357
926 9 19.78627 0.20282
926 10 19.97220 0.20975
926 11 22.33610 0.15717
926 12 25.94380 0.66234
927 1 3.34059 0.00000
927 2 3.71617 0.00001
927 3 5.75521 0.00028
927 4 6.91654 0.00012
927 5 7.40838 0.00015
927 6 14.27222 0.06992
927 7 19.48360 0.21937
927 8 19.70905 0.21416
927 9 19.78828 0.20251
927 10 19.95937 0.20935
927 11 22.55357 0.19086
927 12 25.81198 0.60805
928 1 3.61646 0.00000
928 2 4.02789 0.00001
928 3 6.27675 0.00041
928 4 6.80412 0.00011
928 5 7.29338 0.00014
928 6 13.87880 0.04389
928 7 19.55094 0.21364
928 8 19.72269 0.21375
928 9 19.79080 0.20273
928 10 19.94465 0.20802
928 11 22.77802 0.20121
928 12 25.67683 0.55798
929 1 3.89182 0.00000
929 2 4.32511 0.00002
929 3 6.67056 0.00010
929 4 6.82265 0.00060
929 5 7.16441 0.00013
929 6 13.46254 0.02956
929 7 19.60157 0.21520
929 8 19.73681 0.21075
929 9 19.79380 0.20381
929 10 19.92819 0.20623
929 11 23.00616 0.19497
929 12 25.53656 0.51317
930 1 4.16397 0.00000
930 2 4.61021 0.00003
930 3 6.53464 0.00008
930 4 7.02078 0.00011
930 5 7.36677 0.00088
930 6 13.02604 0.02116
930 7 19.64072 0.20632
930 8 19.75027 0.21142
930 9 19.79700 0.20981
930 10 19.91018 0.21630
930 11 23.23529 0.18265
930 12 25.38966 0.46312
931 1 4.43075 0.00000
931 2 4.88455 0.00003
931 3 6.38114 0.00007
931 4 6.86381 0.00010
931 5 7.91725 0.00124
931 6 12.57147 0.01531
931 7 19.67265 0.20770
931 8 19.76223 0.21096
931 9 19.79988 0.21066
931 10 19.89084 0.20820
931 11 23.46320 0.17968
931 12 25.23497 0.42158
932 1 4.69040 0.00000
932 2 5.14876 0.00004
932 3 6.21383 0.00006
932 4 6.69299 0.00008
932 5 8.46701 0.00169
932 6 12.10064 0.01136
932 7 19.70032 0.21159
932 8 19.77248 0.21279
932 9 19.80171 0.21431
932 10 19.87045 0.21031
932 11 23.68798 0.18943
932 12 25.07176 0.37648
933 1 4.94145 0.00000
933 2 5.40289 0.00003
933 3 6.03311 0.00006
933 4 6.50876 0.00007
933 5 9.01272 0.00226
933 6 11.61510 0.00862
933 7 19.72559 0.21250
933 8 19.78106 0.21945
933 9 19.80198 0.22344
933 10 19.84947 0.21455
933 11 23.90806 0.19714
933 12 24.89959 0.33777
934 1 5.18269 0.00000
934 2 5.64629 0.00003
934 3 5.83963 0.00006
934 4 6.31156 0.00008
934 5 9.55214 0.00298
934 6 11.11621 0.00662
934 7 19.74922 0.20854
934 8 19.78738 0.21860
934 9 19.80072 0.22366
934 10 19.82884 0.21168
934 11 24.12211 0.21880
934 12 24.71828 0.30505
935 1 5.41314 0.00000
935 2 5.63175 0.00001
935 3 5.88052 0.00004
935 4 6.10189 0.00010
935 5 10.08346 0.00390
935 6 10.60525 0.00510
935 7 19.77065 0.20829
935 8 19.78582 0.21432
935 9 19.80204 0.21157
935 10 19.81151 0.20899
935 11 24.32903 0.24690
935 12 24.52794 0.27461
936 1 2.17698 0.00000
936 2 2.20520 0.00000
936 3 3.96215 0.00006
936 4 7.47796 0.00011
936 5 8.17354 0.00018
936 6 15.95076 0.20747
936 7 18.26135 0.28461
936 8 19.65982 0.19951
936 9 19.83937 0.19861
936 10 20.03342 0.20899
936 11 21.42131 0.13088
936 12 26.60823 0.68832
937 1 2.18126 0.00000
937 2 2.23518 0.00000
937 3 4.01638 0.00006
937 4 7.47059 0.00011
937 5 8.16650 0.00018
937 6 15.91793 0.19129
937 7 18.30895 0.28323
937 8 19.66036 0.19947
937 9 19.83952 0.19886
937 10 20.03318 0.20930
937 11 21.44344 0.14201
937 12 26.58604 0.69271
938 1 2.22326 0.00000
938 2 2.32183 0.00000
938 3 4.16382 0.00007
938 4 7.44882 0.00011
938 5 8.14554 0.00018
938 6 15.82104 0.19057
938 7 18.43742 0.27945
938 8 19.66198 0.19973
938 9 19.83988 0.19911
938 10 20.03228 0.20958
938 11 21.50843 0.14677
938 12 26.52381 0.70893
939 1 2.35038 0.00000
939 2 2.45836 0.00000
939 3 4.37712 0.00007
939 4 7.41351 0.00011
939 5 8.11109 0.00019
939 6 15.66461 0.14925
939 7 18.61339 0.27354
939 8 19.66477 0.20090
939 9 19.84014 0.20164
939 10 20.03030 0.21147
939 11 21.61273 0.12563
939 12 26.43189 0.73113
940 1 2.57569 0.00000
940 2 2.63645 0.00000
940 3 4.63908 0.00009
940 4 7.36545 0.00012
940 5 8.06340 0.00019
940 6 15.45484 0.12680
940 7 18.80277 0.26247
940 8 19.66872 0.20152
940 9 19.84017 0.20114
940 10 20.02671 0.21371
940 11 21.75102 0.12423
940 12 26.32157 0.74050
941 1 2.83916 0.00000
941 2 2.88342 0.00000
941 3 4.94403 0.00011
941 4 7.30501 0.00012
941 5 8.00248 0.00019
941 6 15.19852 0.12339
941 7 18.98214 0.25202
941 8 19.67397 0.20271
941 9 19.83982 0.19991
941 10 20.02110 0.21242
941 11 21.91726 0.13170
941 12 26.20132 0.71918
942 1 3.07245 0.00000
942 2 3.22388 0.00001
942 3 5.29146 0.00016
942 4 7.23219 0.00012
942 5 7.92822 0.00019
942 6 14.90211 0.13062
942 7 19.13995 0.24158
942 8 19.68060 0.20388
942 9 19.83910 0.19948
942 10 20.01325 0.21048
942 11 22.10547 0.14846
942 12 26.07586 0.67980
943 1 3.31936 0.00000
943 2 3.57796 0.00001
943 3 5.68077 0.00024
943 4 7.14690 0.00012
943 5 7.84032 0.00019
943 6 14.57138 0.11574
943 7 19.27282 0.23391
943 8 19.68866 0.20489
943 9 19.83808 0.19967
943 10 20.00305 0.20884
943 11 22.31016 0.16313
943 12 25.94698 0.62180
944 1 3.57583 0.00000
944 2 3.92620 0.00001
944 3 6.10851 0.00035
944 4 7.04902 0.00012
944 5 7.73857 0.00018
944 6 14.21118 0.06483
944 7 19.38191 0.22608
944 8 19.69816 0.20588
944 9 19.83679 0.19991
944 10 19.99049 0.20644
944 11 22.52662 0.19290
944 12 25.81465 0.57951
945 1 3.83746 0.00000
945 2 4.26029 0.00002
945 3 6.56761 0.00050
945 4 6.93915 0.00012
945 5 7.62276 0.00017
945 6 13.82550 0.04169
945 7 19.47023 0.21922
945 8 19.70905 0.20663
945 9 19.83523 0.20002
945 10 19.97568 0.20445
945 11 22.75083 0.21785
945 12 25.67794 0.53066
946 1 4.10056 0.00000
946 2 4.57804 0.00002
946 3 6.80922 0.00010
946 4 7.05801 0.00073
946 5 7.49295 0.00016
946 6 13.41772 0.02871
946 7 19.54146 0.21978
946 8 19.72116 0.20702
946 9 19.83328 0.20074
946 10 19.95868 0.20373
946 11 22.97942 0.20837
946 12 25.53572 0.48654
947 1 4.36213 0.00000
947 2 4.88002 0.00003
947 3 6.67395 0.00009
947 4 7.34701 0.00014
947 5 7.55930 0.00103
947 6 12.99052 0.02090
947 7 19.59914 0.21166
947 8 19.73426 0.20834
947 9 19.83067 0.21054
947 10 19.93977 0.21090
947 11 23.20963 0.19348
947 12 25.38676 0.44363
948 1 4.61974 0.00000
948 2 5.16755 0.00004
948 3 6.52339 0.00007
948 4 7.18920 0.00012
948 5 8.07053 0.00143
948 6 12.54625 0.01531
948 7 19.64654 0.21129
948 8 19.74799 0.20754
948 9 19.82716 0.20980
948 10 19.91908 0.20590
948 11 23.43906 0.19053
948 12 25.23002 0.40361
949 1 4.87139 0.00000
949 2 5.44186 0.00005
949 3 6.35944 0.00006
949 4 7.01667 0.00011
949 5 8.58752 0.00190
949 6 12.08688 0.01157
949 7 19.68638 0.21325
949 8 19.76196 0.20970
949 9 19.82234 0.20944
949 10 19.89693 0.20623
949 11 23.66577 0.20318
949 12 25.06478 0.37168
950 1 5.11542 0.00000
950 2 5.70355 0.00006
950 3 6.18253 0.00005
950 4 6.83032 0.00010
950 5 9.10539 0.00251
950 6 11.61414 0.00892
950 7 19.72065 0.21167
950 8 19.77599 0.22174
950 9 19.81589 0.22065
950 10 19.87372 0.20985
950 11 23.88797 0.21504
950 12 24.89054 0.33282
951 1 5.35046 0.00000
951 2 5.94758 0.00004
951 3 5.99846 0.00007
951 4 6.63054 0.00012
951 5 9.62082 0.00327
951 6 11.12962 0.00695
951 7 19.75036 0.20661
951 8 19.78981 0.21516
951 9 19.80768 0.22433
951 10 19.85013 0.20835
951 11 24.10427 0.23587
951 12 24.70713 0.30293
952 1 5.57536 0.00000
952 2 5.78902 0.00001
952 3 6.19260 0.00007
952 4 6.41775 0.00012
952 5 10.13131 0.00421
952 6 10.63481 0.00542
952 7 19.77500 0.20866
952 8 19.79236 0.21935
952 9 19.80876 0.20927
952 10 19.82752 0.20855
952 11 24.31347 0.25438
952 12 24.51463 0.27637
953 1 2.56907 0.00000
953 2 2.58801 0.00000
953 3 4.65227 0.00012
953 4 7.61785 0.00011
953 5 8.55809 0.00023
953 6 15.83753 0.21573
953 7 18.26833 0.28065
953 8 19.65880 0.19210
953 9 19.90001 0.19412
953 10 20.06109 0.20598
953 11 21.41415 0.14254
953 12 26.50987 0.63842
954 1 2.57063 0.00000
954 2 2.61457 0.00000
954 3 4.69937 0.00012
954 4 7.61095 0.00011
954 5 8.55083 0.00023
954 6 15.80563 0.19437
954 7 18.30398 0.28032
954 8 19.65925 0.19201
954 9 19.89986 0.19441
954 10 20.06142 0.20654
954 11 21.43525 0.15316
954 12 26.49278 0.64785
955 1 2.59653 0.00000
955 2 2.69036 0.00000
955 3 4.83011 0.00012
955 4 7.59048 0.00011
955 5 8.52919 0.00023
955 6 15.71152 0.17389
955 7 18.40288 0.27733
955 8 19.66063 0.19210
955 9 19.89932 0.19466
955 10 20.06205 0.20600
955 11 21.49758 0.15342
955 12 26.44376 0.65703
956 1 2.68391 0.00000
956 2 2.81086 0.00000
956 3 5.02311 0.00013
956 4 7.55687 0.00012
956 5 8.49366 0.00024
956 6 15.55944 0.14370
956 7 18.54534 0.27255
956 8 19.66297 0.19301
956 9 19.89818 0.19751
956 10 20.06220 0.20836
956 11 21.59807 0.13715
956 12 26.36858 0.67243
957 1 2.85470 0.00000
957 2 2.96991 0.00000
957 3 5.26118 0.00015
957 4 7.51061 0.00012
957 5 8.44455 0.00024
957 6 15.35531 0.12722
957 7 18.70849 0.26179
957 8 19.66636 0.19378
957 9 19.89624 0.19781
957 10 20.06085 0.21017
957 11 21.73217 0.13815
957 12 26.27414 0.68093
958 1 3.10159 0.00000
958 2 3.16290 0.00000
958 3 5.53555 0.00018
958 4 7.45194 0.00012
958 5 8.38202 0.00024
958 6 15.10570 0.12962
958 7 18.87355 0.25350
958 8 19.67091 0.19476
958 9 19.89345 0.19696
958 10 20.05725 0.20684
958 11 21.89447 0.14723
958 12 26.16655 0.66575
959 1 3.36022 0.00000
959 2 3.42501 0.00000
959 3 5.84322 0.00024
959 4 7.38098 0.00013
959 5 8.30599 0.00024
959 6 14.81691 0.12867
959 7 19.02843 0.24543
959 8 19.67670 0.19615
959 9 19.88982 0.19690
959 10 20.05090 0.20323
959 11 22.07941 0.15961
959 12 26.05002 0.62387
960 1 3.59415 0.00000
960 2 3.76099 0.00001
960 3 6.18334 0.00032
960 4 7.29767 0.00013
960 5 8.21614 0.00024
960 6 14.49461 0.10319
960 7 19.16696 0.23753
960 8 19.68380 0.19756
960 9 19.88541 0.19750
960 10 20.04164 0.20092
960 11 22.28168 0.17155
960 12 25.92683 0.57818
961 1 3.83596 0.00000
961 2 4.11198 0.00001
961 3 6.55481 0.00045
961 4 7.20209 0.00012
961 5 8.11223 0.00023
961 6 14.14367 0.05977
961 7 19.28730 0.23067
961 8 19.69229 0.19897
961 9 19.88026 0.19872
961 10 20.02940 0.19879
961 11 22.49661 0.19662
961 12 25.79786 0.53722
962 1 4.08407 0.00000
962 2 4.46085 0.00002
962 3 6.95207 0.00060
962 4 7.09744 0.00014
962 5 7.99391 0.00022
962 6 13.76824 0.03958
962 7 19.39007 0.22488
962 8 19.70221 0.20097
962 9 19.87438 0.19975
962 10 20.01426 0.19675
962 11 22.72019 0.22484
962 12 25.66295 0.49660
963 1 4.33512 0.00000
963 2 4.79920 0.00002
963 3 6.96868 0.00010
963 4 7.38596 0.00087
963 5 7.86116 0.00021
963 6 13.37173 0.02802
963 7 19.47707 0.22314
963 8 19.71351 0.20488
963 9 19.86767 0.20070
963 10 19.99637 0.19636
963 11 22.94893 0.22442
963 12 25.52145 0.45836
964 1 4.58605 0.00000
964 2 5.12315 0.00003
964 3 6.83506 0.00009
964 4 7.71027 0.00019
964 5 7.83583 0.00120
964 6 12.95715 0.02062
964 7 19.55061 0.21505
964 8 19.72613 0.20157
964 9 19.85996 0.21291
964 10 19.97589 0.20167
964 11 23.17995 0.20695
964 12 25.37257 0.42072
965 1 4.83424 0.00000
965 2 5.43149 0.00005
965 3 6.68774 0.00008
965 4 7.54940 0.00018
965 5 8.29709 0.00164
965 6 12.52695 0.01544
965 7 19.61302 0.21435
965 8 19.74001 0.20109
965 9 19.85118 0.20328
965 10 19.95302 0.20290
965 11 23.41070 0.20352
965 12 25.21548 0.38370
966 1 5.07755 0.00000
966 2 5.72424 0.00006
966 3 6.52753 0.00006
966 4 7.37193 0.00018
966 5 8.77073 0.00216
966 6 12.08334 0.01190
966 7 19.66633 0.21403
966 8 19.75506 0.20477
966 9 19.84107 0.20976
966 10 19.92789 0.20343
966 11 23.63906 0.23098
966 12 25.04952 0.35927
967 1 5.31418 0.00000
967 2 6.00140 0.00007
967 3 6.35524 0.00005
967 4 7.17967 0.00015
967 5 9.25052 0.00281
967 6 11.62832 0.00932
967 7 19.71198 0.20957
967 8 19.77140 0.21632
967 9 19.82953 0.21948
967 10 19.90082 0.20746
967 11 23.86315 0.23586
967 12 24.87426 0.32464
968 1 5.54256 0.00000
968 2 6.16271 0.00004
968 3 6.27196 0.00010
968 4 6.97287 0.00014
968 5 9.73261 0.00361
968 6 11.16382 0.00736
968 7 19.75024 0.20657
968 8 19.78999 0.21685
968 9 19.81634 0.22532
968 10 19.87207 0.20829
968 11 24.08143 0.24514
968 12 24.68953 0.29823
969 1 5.76147 0.00000
969 2 5.96968 0.00001
969 3 6.51701 0.00014
969 4 6.75187 0.00016
969 5 10.21384 0.00460
969 6 10.69165 0.00581
969 7 19.77941 0.21059
969 8 19.79952 0.21821
969 9 19.81448 0.20773
969 10 19.84245 0.20849
969 11 24.29254 0.25619
969 12 24.49547 0.27516
970 1 2.96355 0.00000
970 2 2.96688 0.00000
970 3 5.34161 0.00021
970 4 7.77419 0.00011
970 5 8.97690 0.00030
970 6 15.71131 0.22369
970 7 18.27751 0.27620
970 8 19.65880 0.18515
970 9 19.95098 0.19188
970 10 20.09347 0.19376
970 11 21.41076 0.15216
970 12 26.39586 0.59377
971 1 2.96324 0.00000
971 2 2.99075 0.00000
971 3 5.38343 0.00021
971 4 7.76768 0.00011
971 5 8.96943 0.00030
971 6 15.68052 0.20023
971 7 18.30551 0.27702
971 8 19.65919 0.18523
971 9 19.95041 0.19234
971 10 20.09458 0.19419
971 11 21.43072 0.16189
971 12 26.38219 0.59915
972 1 2.97865 0.00000
972 2 3.05815 0.00000
972 3 5.50119 0.00021
972 4 7.74829 0.00012
972 5 8.94719 0.00030
972 6 15.58969 0.16520
972 7 18.38468 0.27430
972 8 19.66042 0.18521
972 9 19.94864 0.19302
972 10 20.09737 0.19277
972 11 21.48981 0.16114
972 12 26.34249 0.60349
973 1 3.03798 0.00000
973 2 3.16638 0.00001
973 3 5.67795 0.00022
973 4 7.71624 0.00012
973 5 8.91052 0.00031
973 6 15.44279 0.14135
973 7 18.50262 0.26996
973 8 19.66255 0.18621
973 9 19.94567 0.19570
973 10 20.10030 0.19558
973 11 21.58572 0.14964
973 12 26.28005 0.61633
974 1 3.16461 0.00000
974 2 3.31061 0.00001
974 3 5.89779 0.00024
974 4 7.67175 0.00012
974 5 8.85977 0.00031
974 6 15.24547 0.12471
