# 4x4x3 supercell for harmonic, 4x4x3 supercell for cubic ifcs
# 53x53x33 k points for kappa
# cubic ifcs up to 15NN shell trained with ordinary least squares by 200 configurations.
# Temperature = 20 K
"k index (irred.)" "branch index" "f (THz)" "1/tau_3ph (THz)"
3078 4 11.49413 0.00790
3078 5 12.40421 0.00251
3078 6 14.72428 0.12940
3078 7 18.63939 0.21271
3078 8 19.62591 0.07847
3078 9 20.11595 0.16003
3078 10 20.31637 0.13862
3078 11 21.37133 0.17211
3078 12 24.09012 0.25578
3079 1 7.22982 0.00000
3079 2 7.40712 0.00001
3079 3 10.51582 0.00085
3079 4 11.52201 0.00796
3079 5 12.37136 0.00248
3079 6 14.73441 0.13157
3079 7 18.64277 0.21972
3079 8 19.63002 0.08037
3079 9 20.11718 0.16020
3079 10 20.31637 0.13890
3079 11 21.37646 0.17314
3079 12 24.08751 0.25539
3080 1 7.15170 0.00000
3080 2 7.45344 0.00004
3080 3 10.50767 0.00076
3080 4 11.60365 0.00810
3080 5 12.27560 0.00243
3080 6 14.76238 0.16566
3080 7 18.65288 0.21563
3080 8 19.64171 0.08774
3080 9 20.12078 0.16003
3080 10 20.31634 0.13864
3080 11 21.39214 0.17638
3080 12 24.07954 0.25481
3081 1 7.04626 0.00000
3081 2 7.51610 0.00011
3081 3 10.49124 0.00065
3081 4 11.73286 0.00831
3081 5 12.12439 0.00249
3081 6 14.80192 0.15700
3081 7 18.66973 0.21026
3081 8 19.65937 0.09586
3081 9 20.12645 0.16026
3081 10 20.31640 0.13806
3081 11 21.41927 0.17846
3081 12 24.06590 0.25300
3082 1 6.92581 0.00000
3082 2 7.59491 0.00017
3082 3 10.46435 0.00056
3082 4 11.89421 0.00754
3082 5 11.93333 0.00345
3082 6 14.84557 0.13303
3082 7 18.69317 0.21204
3082 8 19.68048 0.10151
3082 9 20.13370 0.16036
3082 10 20.31661 0.13804
3082 11 21.45929 0.18202
3082 12 24.04605 0.25061
3083 1 6.80322 0.00000
3083 2 7.68950 0.00019
3083 3 10.42570 0.00049
3083 4 11.69038 0.00212
3083 5 12.09875 0.00894
3083 6 14.88661 0.10799
3083 7 18.72306 0.20643
3083 8 19.70191 0.10870
3083 9 20.14189 0.15936
3083 10 20.31708 0.13549
3083 11 21.51371 0.17154
3083 12 24.01937 0.24706
3084 1 6.69122 0.00000
3084 2 7.79829 0.00020
3084 3 10.37432 0.00044
3084 4 11.42746 0.00171
3084 5 12.31368 0.00944
3084 6 14.91989 0.09087
3084 7 18.75915 0.20180
3084 8 19.72053 0.11535
3084 9 20.15040 0.15909
3084 10 20.31777 0.13288
3084 11 21.58395 0.17579
3084 12 23.98505 0.24073
3085 1 6.60119 0.00000
3085 2 7.91893 0.00021
3085 3 10.30842 0.00040
3085 4 11.14487 0.00135
3085 5 12.53927 0.01015
3085 6 14.94187 0.07757
3085 7 18.80115 0.20004
3085 8 19.73330 0.11974
3085 9 20.15876 0.15865
3085 10 20.31861 0.13133
3085 11 21.67089 0.18599
3085 12 23.94224 0.23920
3086 1 6.54264 0.00000
3086 2 8.04838 0.00020
3086 3 10.22349 0.00036
3086 4 10.85393 0.00107
3086 5 12.76870 0.01123
3086 6 14.95026 0.06676
3086 7 18.84867 0.20185
3086 8 19.73777 0.12489
3086 9 20.16701 0.15794
3086 10 20.31915 0.12980
3086 11 21.77441 0.19740
3086 12 23.89016 0.22612
3087 1 6.52282 0.00000
3087 2 8.18281 0.00018
3087 3 10.10726 0.00033
3087 4 10.57341 0.00089
3087 5 12.99681 0.01230
3087 6 14.94381 0.05848
3087 7 18.90122 0.20731
3087 8 19.73222 0.12865
3087 9 20.17540 0.15692
3087 10 20.31897 0.12744
3087 11 21.89345 0.20690
3087 12 23.82801 0.21181
3088 1 6.54648 0.00000
3088 2 8.31687 0.00016
3088 3 9.93392 0.00034
3088 4 10.33684 0.00081
3088 5 13.21965 0.01362
3088 6 14.92178 0.05226
3088 7 18.95834 0.21496
3088 8 19.71582 0.13503
3088 9 20.18452 0.15379
3088 10 20.31753 0.12721
3088 11 22.02596 0.22217
3088 12 23.75516 0.20310
3089 1 6.61603 0.00000
3089 2 8.44114 0.00013
3089 3 9.69547 0.00034
3089 4 10.16386 0.00076
3089 5 13.43421 0.01501
3089 6 14.88386 0.04667
3089 7 19.01940 0.21096
3089 8 19.68851 0.15408
3089 9 20.19468 0.15206
3089 10 20.31442 0.12716
3089 11 22.16926 0.23583
3089 12 23.67113 0.19390
3090 1 6.73136 0.00000
3090 2 8.53359 0.00010
3090 3 9.44274 0.00040
3090 4 10.02806 0.00071
3090 5 13.63819 0.01682
3090 6 14.82992 0.04088
3090 7 19.08377 0.20286
3090 8 19.65098 0.17564
3090 9 20.20610 0.15079
3090 10 20.30944 0.12915
3090 11 22.32024 0.24763
3090 12 23.57571 0.18513
3091 1 6.89031 0.00000
3091 2 8.53755 0.00007
3091 3 9.26089 0.00057
3091 4 9.90388 0.00066
3091 5 13.82997 0.01880
3091 6 14.75995 0.03639
3091 7 19.15071 0.19538
3091 8 19.60439 0.19622
3091 9 20.21857 0.15328
3091 10 20.30251 0.13280
3091 11 22.47577 0.23459
3091 12 23.46889 0.17942
3092 1 7.08886 0.00000
3092 2 8.38930 0.00003
3092 3 9.22716 0.00047
3092 4 9.78124 0.00060
3092 5 14.00822 0.02109
3092 6 14.67397 0.03315
3092 7 19.21936 0.18591
3092 8 19.55025 0.17941
3092 9 20.23179 0.16401
3092 10 20.29373 0.13740
3092 11 22.63268 0.22307
3092 12 23.35104 0.17846
3093 1 7.32156 0.00000
3093 2 8.13883 0.00001
3093 3 9.29908 0.00035
3093 4 9.65727 0.00053
3093 5 14.17209 0.02310
3093 6 14.57210 0.03018
3093 7 19.28883 0.17613
3093 8 19.49011 0.17234
3093 9 20.24534 0.16689
3093 10 20.28333 0.14195
3093 11 22.78821 0.21432
3093 12 23.22282 0.18285
3094 1 7.58130 0.00000
3094 2 7.85873 0.00001
3094 3 9.40977 0.00037
3094 4 9.53232 0.00046
3094 5 14.32094 0.02529
3094 6 14.45434 0.02759
3094 7 19.35796 0.17194
3094 8 19.42550 0.16797
3094 9 20.25872 0.16543
3094 10 20.27152 0.15374
3094 11 22.93982 0.21380
3094 12 23.08528 0.19249
3095 1 7.57105 0.00000
3095 2 7.60265 0.00000
3095 3 10.69003 0.00080
3095 4 11.89648 0.00965
3095 5 12.40844 0.00200
3095 6 14.83100 0.13695
3095 7 18.69125 0.21021
3095 8 19.56434 0.07593
3095 9 20.12429 0.15762
3095 10 20.35960 0.13641
3095 11 21.33875 0.16874
3095 12 23.85245 0.24466
3096 1 7.52389 0.00000
3096 2 7.63631 0.00001
3096 3 10.68682 0.00077
3096 4 11.92490 0.00970
3096 5 12.37318 0.00197
3096 6 14.84539 0.15640
3096 7 18.69347 0.21663
3096 8 19.56802 0.07802
3096 9 20.12567 0.15906
3096 10 20.35966 0.13624
3096 11 21.34300 0.16909
3096 12 23.84993 0.24455
3097 1 7.43881 0.00000
3097 2 7.68431 0.00003
3097 3 10.67630 0.00071
3097 4 12.00750 0.00987
3097 5 12.27137 0.00195
3097 6 14.88524 0.15970
3097 7 18.70018 0.21065
3097 8 19.57864 0.08542
3097 9 20.12971 0.16167
3097 10 20.35987 0.13511
3097 11 21.35611 0.17035
3097 12 23.84222 0.24411
3098 1 7.32651 0.00000
3098 2 7.74487 0.00007
3098 3 10.65666 0.00063
3098 4 12.09944 0.00385
3098 5 12.15023 0.00835
3098 6 14.94223 0.14280
3098 7 18.71158 0.20564
3098 8 19.59479 0.09170
3098 9 20.13610 0.16247
3098 10 20.36031 0.13442
3098 11 21.37877 0.17226
3098 12 23.82903 0.24369
3099 1 7.19592 0.00000
3099 2 7.82096 0.00014
3099 3 10.62596 0.00057
3099 4 11.90185 0.00209
3099 5 12.31068 0.01052
3099 6 15.00665 0.11975
3099 7 18.72791 0.20541
3099 8 19.61443 0.09632
3099 9 20.14434 0.16261
3099 10 20.36112 0.13444
3099 11 21.41226 0.17294
3099 12 23.80982 0.24409
3100 1 7.05939 0.00000
3100 2 7.91257 0.00025
3100 3 10.58228 0.00051
3100 4 11.66091 0.00185
3100 5 12.50758 0.01105
3100 6 15.06997 0.10336
3100 7 18.74947 0.20297
3100 8 19.63479 0.10024
3100 9 20.15391 0.16166
3100 10 20.36235 0.13224
3100 11 21.45803 0.17663
3100 12 23.78394 0.24206
3101 1 6.92967 0.00000
3101 2 8.01807 0.00026
3101 3 10.52311 0.00046
3101 4 11.39616 0.00159
3101 5 12.72301 0.01184
3101 6 15.12570 0.08969
3101 7 18.77648 0.19926
3101 8 19.65295 0.10824
3101 9 20.16422 0.16113
3101 10 20.36400 0.12930
3101 11 21.51751 0.18063
3101 12 23.75061 0.24230
3102 1 6.81836 0.00000
3102 2 8.13493 0.00026
3102 3 10.44294 0.00042
3102 4 11.12089 0.00136
3102 5 12.94846 0.01280
3102 6 15.16947 0.07882
3102 7 18.80907 0.19692
3102 8 19.66594 0.11233
3102 9 20.17486 0.15948
3102 10 20.36580 0.12773
3102 11 21.59186 0.17759
3102 12 23.70903 0.23494
3103 1 6.73535 0.00000
3103 2 8.25988 0.00024
3103 3 10.32911 0.00039
3103 4 10.85504 0.00119
3103 5 13.17723 0.01398
3103 6 15.19855 0.06925
3103 7 18.84729 0.19878
3103 8 19.67124 0.11867
3103 9 20.18584 0.15824
3103 10 20.36730 0.12600
3103 11 21.68147 0.18317
3103 12 23.65842 0.23177
3104 1 6.68858 0.00000
3104 2 8.38837 0.00022
3104 3 10.15856 0.00040
3104 4 10.62884 0.00107
3104 5 13.40402 0.01550
3104 6 15.21132 0.06110
3104 7 18.89097 0.20681
3104 8 19.66698 0.12419
3104 9 20.19729 0.15692
3104 10 20.36790 0.12551
3104 11 21.78586 0.18490
3104 12 23.59807 0.22014
3105 1 6.68369 0.00000
3105 2 8.51336 0.00020
3105 3 9.92415 0.00042
3105 4 10.45901 0.00098
3105 5 13.62482 0.01712
3105 6 15.20703 0.05485
3105 7 18.93987 0.21556
3105 8 19.65218 0.13275
3105 9 20.20958 0.15312
3105 10 20.36697 0.12603
3105 11 21.90365 0.19634
3105 12 23.52741 0.20323
3106 1 6.72405 0.00000
3106 2 8.62020 0.00017
3106 3 9.66294 0.00043
3106 4 10.32536 0.00090
3106 5 13.83650 0.01884
3106 6 15.18539 0.04969
3106 7 18.99359 0.20836
3106 8 19.62663 0.15294
3106 9 20.22295 0.15077
3106 10 20.36400 0.12596
3106 11 22.03265 0.20783
3106 12 23.44611 0.18998
3107 1 6.81063 0.00000
3107 2 8.67099 0.00013
3107 3 9.43846 0.00058
3107 4 10.20485 0.00082
3107 5 14.03670 0.02112
3107 6 15.14632 0.04491
3107 7 19.05154 0.19649
3107 8 19.59096 0.17343
3107 9 20.23746 0.14933
3107 10 20.35873 0.12677
3107 11 22.17016 0.21912
3107 12 23.35395 0.18290
3108 1 6.94223 0.00000
3108 2 8.59202 0.00006
3108 3 9.33800 0.00055
3108 4 10.08661 0.00074
3108 5 14.22368 0.02327
3108 6 15.08996 0.04108
3108 7 19.11300 0.18931
3108 8 19.54632 0.18896
3108 9 20.25284 0.15249
3108 10 20.35105 0.13263
3108 11 22.31319 0.21493
3108 12 23.25112 0.18022
3109 1 7.11572 0.00000
3109 2 8.37845 0.00003
3109 3 9.37418 0.00037
3109 4 9.96660 0.00066
3109 5 14.39609 0.02519
3109 6 15.01642 0.03733
3109 7 19.17712 0.18273
3109 8 19.49412 0.17556
3109 9 20.26882 0.16131
3109 10 20.34113 0.13634
3109 11 22.45883 0.20862
3109 12 23.13804 0.18340
3110 1 7.32636 0.00000
3110 2 8.10966 0.00001
3110 3 9.47317 0.00036
3110 4 9.84363 0.00058
3110 5 14.55304 0.02710
3110 6 14.92580 0.03422
3110 7 19.24278 0.17141
3110 8 19.43602 0.16960
3110 9 20.28489 0.17086
3110 10 20.32917 0.14262
3110 11 22.60426 0.20600
3110 12 23.01552 0.18993
3111 1 7.56802 0.00000
3111 2 7.83280 0.00001
3111 3 9.59285 0.00041
3111 4 9.71825 0.00050
3111 5 14.69388 0.02930
3111 6 14.81823 0.03145
3111 7 19.30879 0.16613
3111 8 19.37373 0.16263
3111 9 20.30063 0.16752
3111 10 20.31553 0.15621
3111 11 22.74696 0.19654
3111 12 22.88466 0.19889
3112 1 7.77149 0.00000
3112 2 7.88883 0.00005
3112 3 10.83876 0.00076
3112 4 12.28442 0.01127
3112 5 12.36893 0.00221
3112 6 14.95275 0.15858
3112 7 18.74386 0.20566
3112 8 19.51985 0.07622
3112 9 20.13067 0.15759
3112 10 20.39629 0.13444
3112 11 21.30688 0.16583
3112 12 23.60968 0.23079
3113 1 7.75341 0.00000
3113 2 7.89186 0.00005
3113 3 10.83468 0.00074
3113 4 12.30105 0.00814
3113 5 12.34461 0.00539
3113 6 14.97038 0.16190
3113 7 18.74491 0.21051
3113 8 19.52293 0.07860
3113 9 20.13223 0.15806
3113 10 20.39647 0.13454
3113 11 21.31036 0.16632
3113 12 23.60719 0.23130
3114 1 7.69016 0.00000
3114 2 7.91320 0.00005
3114 3 10.82182 0.00069
3114 4 12.21834 0.00197
3114 5 12.40586 0.01188
3114 6 15.01945 0.15303
3114 7 18.74818 0.20661
3114 8 19.53184 0.08497
3114 9 20.13679 0.15877
3114 10 20.39701 0.13417
3114 11 21.32100 0.16736
3114 12 23.59966 0.23338
3115 1 7.58370 0.00000
3115 2 7.95979 0.00007
3115 3 10.79846 0.00064
3115 4 12.05588 0.00193
3115 5 12.53654 0.01266
3115 6 15.09038 0.13447
3115 7 18.75418 0.20057
3115 8 19.54554 0.08473
3115 9 20.14404 0.16014
3115 10 20.39800 0.13357
3115 11 21.33947 0.16908
3115 12 23.58674 0.23231
3116 1 7.44933 0.00000
3116 2 8.02796 0.00012
3116 3 10.76228 0.00058
3116 4 11.84735 0.00192
3116 5 12.70646 0.01302
3116 6 15.17193 0.11651
3116 7 18.76347 0.19784
3116 8 19.56230 0.09004
3116 9 20.15352 0.16181
3116 10 20.39956 0.13410
3116 11 21.36675 0.16961
3116 12 23.56791 0.23096
3117 1 7.30282 0.00000
3117 2 8.11409 0.00017
3117 3 10.71000 0.00053
3117 4 11.60769 0.00183
3117 5 12.90427 0.01365
3117 6 15.25416 0.10238
3117 7 18.77684 0.19677
3117 8 19.57996 0.09472
3117 9 20.16464 0.16033
3117 10 20.40175 0.13123
3117 11 21.40410 0.16990
3117 12 23.54255 0.23324
3118 1 7.15835 0.00000
3118 2 8.21509 0.00025
3118 3 10.63553 0.00049
3118 4 11.35263 0.00169
3118 5 13.11997 0.01474
3118 6 15.32953 0.09089
3118 7 18.79495 0.19283
3118 8 19.59590 0.10197
3118 9 20.17690 0.16126
3118 10 20.40450 0.12742
3118 11 21.45300 0.17446
3118 12 23.50993 0.22888
3119 1 7.02830 0.00000
3119 2 8.32757 0.00033
3119 3 10.52619 0.00046
3119 4 11.10317 0.00153
3119 5 13.34523 0.01630
3119 6 15.39284 0.08051
3119 7 18.81839 0.19176
3119 8 19.60751 0.10756
3119 9 20.18988 0.16027
3119 10 20.40756 0.12647
3119 11 21.51470 0.17860
3119 12 23.46925 0.22539
3120 1 6.92317 0.00000
3120 2 8.44758 0.00031
3120 3 10.36125 0.00046
3120 4 10.88771 0.00139
3120 5 13.57331 0.01763
3120 6 15.44078 0.07206
3120 7 18.84759 0.19503
3120 8 19.61230 0.11431
3120 9 20.20346 0.15937
3120 10 20.41032 0.12538
3120 11 21.58997 0.17476
3120 12 23.41982 0.22199
3121 1 6.85152 0.00000
3121 2 8.56948 0.00028
3121 3 10.13328 0.00048
3121 4 10.72223 0.00125
3121 5 13.79885 0.01939
3121 6 15.47142 0.06513
3121 7 18.88270 0.20385
3121 8 19.60832 0.12005
3121 9 20.21776 0.15685
3121 10 20.41209 0.12583
3121 11 21.67904 0.16749
3121 12 23.36100 0.21073
3122 1 6.81977 0.00000
3122 2 8.68325 0.00025
3122 3 9.86980 0.00049
3122 4 10.59167 0.00113
3122 5 14.01767 0.02164
3122 6 15.48383 0.05857
3122 7 18.92374 0.21185
3122 8 19.59441 0.13309
3122 9 20.23299 0.15260
3122 10 20.41203 0.12665
3122 11 21.78112 0.17465
3122 12 23.29235 0.19470
3123 1 6.83221 0.00000
3123 2 8.76494 0.00022
3123 3 9.61773 0.00058
3123 4 10.47541 0.00102
3123 5 14.22659 0.02365
3123 6 15.47766 0.05355
3123 7 18.97042 0.20678
3123 8 19.57018 0.15351
3123 9 20.24930 0.14909
3123 10 20.40957 0.12651
3123 11 21.89468 0.18737
3123 12 23.21356 0.18523
3124 1 6.89076 0.00000
3124 2 8.75397 0.00014
3124 3 9.45138 0.00057
3124 4 10.36227 0.00091
3124 5 14.42314 0.02584
3124 6 15.45286 0.04869
3124 7 19.02228 0.19406
3124 8 19.53610 0.17186
3124 9 20.26666 0.14738
3124 10 20.40432 0.12767
3124 11 22.01751 0.19376
3124 12 23.12461 0.17897
3125 1 6.99521 0.00000
3125 2 8.59424 0.00006
3125 3 9.43465 0.00043
3125 4 10.24751 0.00081
3125 5 14.60544 0.02757
3125 6 15.40963 0.04488
3125 7 19.07858 0.18670
3125 8 19.49314 0.18299
3125 9 20.28480 0.15149
3125 10 20.39620 0.13394
3125 11 22.14696 0.20604
3125 12 23.02577 0.17905
3126 1 7.14327 0.00000
3126 2 8.34439 0.00003
3126 3 9.51433 0.00038
3126 4 10.12921 0.00071
3126 5 14.77215 0.02935
3126 6 15.34808 0.04241
3126 7 19.13842 0.17495
3126 8 19.44271 0.17244
3126 9 20.30335 0.15830
3126 10 20.38535 0.13782
3126 11 22.28028 0.19396
3126 12 22.91760 0.18224
3127 1 7.33103 0.00000
3127 2 8.07104 0.00001
3127 3 9.62870 0.00040
3127 4 10.00692 0.00062
3127 5 14.92235 0.03147
3127 6 15.26843 0.03889
3127 7 19.20057 0.16631
3127 8 19.38650 0.16787
3127 9 20.32185 0.16310
3127 10 20.37204 0.14434
3127 11 22.41473 0.18166
3127 12 22.80099 0.18702
3128 1 7.55312 0.00000
3128 2 7.80273 0.00000
3128 3 9.75393 0.00045
3128 4 9.88125 0.00053
3128 5 15.05534 0.03370
3128 6 15.17079 0.03618
3128 7 19.26370 0.16056
3128 8 19.32624 0.15944
3128 9 20.33981 0.17125
3128 10 20.35672 0.15851
3128 11 22.54781 0.18411
3128 12 22.67720 0.18129
3129 1 7.92564 0.00000
3129 2 8.18128 0.00010
3129 3 10.96398 0.00075
3129 4 12.28448 0.00187
3129 5 12.66977 0.01410
3129 6 15.06814 0.16180
3129 7 18.79576 0.20167
3129 8 19.49754 0.07821
3129 9 20.13571 0.15698
3129 10 20.42498 0.13376
3129 11 21.28029 0.15976
3129 12 23.36322 0.21060
3130 1 7.91980 0.00000
3130 2 8.17066 0.00009
3130 3 10.95897 0.00073
3130 4 12.24766 0.00182
3130 5 12.69897 0.01444
3130 6 15.08834 0.15571
3130 7 18.79564 0.20324
3130 8 19.49988 0.07955
3130 9 20.13745 0.15737
3130 10 20.42528 0.13375
3130 11 21.28305 0.15996
3130 12 23.36076 0.21088
3131 1 7.88814 0.00000
3131 2 8.15615 0.00009
3131 3 10.94320 0.00070
3131 4 12.14177 0.00177
3131 5 12.78372 0.01498
3131 6 15.14477 0.14566
3131 7 18.79552 0.20242
3131 8 19.50666 0.08393
3131 9 20.14261 0.15840
3131 10 20.42615 0.13361
3131 11 21.29147 0.16013
3131 12 23.35329 0.21118
3132 1 7.80633 0.00000
3132 2 8.17081 0.00009
3132 3 10.91466 0.00065
3132 4 11.97869 0.00188
3132 5 12.91662 0.01548
3132 6 15.22718 0.12501
3132 7 18.79615 0.19676
3132 8 19.51706 0.08334
3132 9 20.15085 0.15990
3132 10 20.42774 0.13365
3132 11 21.30604 0.16051
3132 12 23.34052 0.21217
3133 1 7.67930 0.00001
3133 2 8.22112 0.00012
3133 3 10.86976 0.00061
3133 4 11.77396 0.00204
3133 5 13.08753 0.01627
3133 6 15.32341 0.10872
3133 7 18.79849 0.19223
3133 8 19.52989 0.08778
3133 9 20.16164 0.15921
3133 10 20.43011 0.13463
3133 11 21.32751 0.16084
3133 12 23.32193 0.21007
3134 1 7.52896 0.00000
3134 2 8.29730 0.00016
3134 3 10.80215 0.00057
3134 4 11.54555 0.00199
3134 5 13.28578 0.01724
3134 6 15.42246 0.09799
3134 7 18.80376 0.19137
3134 8 19.54335 0.09217
3134 9 20.17444 0.15861
3134 10 20.43337 0.13182
3134 11 21.35691 0.16372
3134 12 23.29696 0.20811
3135 1 7.37382 0.00000
3135 2 8.39161 0.00021
3135 3 10.69944 0.00055
3135 4 11.31594 0.00191
3135 5 13.50157 0.01863
3135 6 15.51588 0.08934
3135 7 18.81318 0.18801
3135 8 19.55546 0.09881
3135 9 20.18868 0.15864
3135 10 20.43745 0.12848
3135 11 21.39553 0.16630
3135 12 23.26482 0.20768
3136 1 7.22821 0.00000
3136 2 8.49864 0.00026
3136 3 10.54271 0.00055
3136 4 11.11289 0.00175
3136 5 13.72651 0.02031
3136 6 15.59766 0.08152
3136 7 18.82778 0.18640
3136 8 19.56392 0.10447
3136 9 20.20391 0.15832
3136 10 20.44198 0.12729
3136 11 21.44463 0.16825
3136 12 23.22489 0.20918
3137 1 7.10364 0.00000
3137 2 8.61304 0.00030
3137 3 10.32365 0.00056
3137 4 10.95319 0.00156
3137 5 13.95375 0.02233
3137 6 15.66389 0.07375
3137 7 18.84834 0.19175
3137 8 19.56652 0.11155
3137 9 20.21998 0.15760
3137 10 20.44639 0.12741
3137 11 21.50537 0.16563
3137 12 23.17651 0.20838
3138 1 7.00951 0.00000
3138 2 8.72732 0.00036
3138 3 10.06262 0.00055
3138 4 10.82670 0.00139
3138 5 14.17787 0.02489
3138 6 15.71215 0.06699
3138 7 18.87541 0.20212
3138 8 19.56137 0.11700
3138 9 20.23692 0.15575
3138 10 20.44977 0.12795
3138 11 21.57843 0.16168
3138 12 23.11912 0.20063
3139 1 6.95297 0.00000
3139 2 8.82649 0.00033
3139 3 9.79518 0.00058
3139 4 10.71524 0.00124
3139 5 14.39459 0.02682
3139 6 15.74126 0.06170
3139 7 18.90914 0.20735
3139 8 19.54716 0.13593
3139 9 20.25482 0.15103
3139 10 20.45115 0.12885
3139 11 21.66381 0.15854
3139 12 23.05239 0.19293
3140 1 6.93912 0.00000
3140 2 8.87038 0.00024
3140 3 9.57510 0.00056
3140 4 10.60771 0.00111
3140 5 14.60058 0.02902
3140 6 15.75071 0.05740
3140 7 18.94946 0.20177
3140 8 19.52329 0.15039
3140 9 20.27373 0.14750
3140 10 20.44980 0.12792
3140 11 21.76065 0.16659
3140 12 22.97615 0.18562
3141 1 6.97080 0.00000
3141 2 8.78131 0.00013
3141 3 9.48789 0.00048
3141 4 10.49885 0.00099
3141 5 14.79326 0.03065
3141 6 15.74042 0.05385
3141 7 18.99587 0.18838
3141 8 19.48999 0.17064
3141 9 20.29367 0.14583
3141 10 20.44516 0.12965
3141 11 21.86740 0.17398
3141 12 22.89053 0.18151
3142 1 7.04875 0.00000
3142 2 8.56294 0.00007
3142 3 9.53541 0.00041
3142 4 10.38628 0.00087
3142 5 14.97068 0.03251
3142 6 15.71059 0.04925
3142 7 19.04770 0.18186
3142 8 19.44805 0.18070
3142 9 20.31430 0.14989
3142 10 20.43709 0.13692
3142 11 21.98186 0.18154
3142 12 22.79589 0.17633
3143 1 7.17155 0.00000
3143 2 8.29712 0.00004
3143 3 9.64031 0.00041
3143 4 10.26912 0.00076
3143 5 15.13145 0.03442
3143 6 15.66140 0.04611
3143 7 19.10394 0.16811
3143 8 19.39876 0.16867
3143 9 20.33522 0.15730
3143 10 20.42573 0.14255
3143 11 22.10154 0.17970
3143 12 22.69297 0.17502
3144 1 7.33607 0.00000
3144 2 8.02697 0.00002
3144 3 9.76385 0.00045
3144 4 10.14729 0.00066
3144 5 15.27458 0.03664
3144 6 15.59305 0.04392
3144 7 19.16327 0.16144
3144 8 19.34381 0.16669
3144 9 20.35600 0.15896
3144 10 20.41143 0.14552
3144 11 22.22388 0.16890
3144 12 22.58277 0.16930
3145 1 7.53768 0.00000
3145 2 7.77044 0.00000
3145 3 9.89267 0.00050
3145 4 10.02134 0.00056
3145 5 15.39944 0.03921
3145 6 15.50569 0.04176
3145 7 19.22419 0.15704
3145 8 19.28499 0.15920
3145 9 20.37599 0.17157
3145 10 20.39467 0.15856
3145 11 22.34638 0.16414
3145 12 22.46666 0.16463
3146 1 8.05359 0.00000
3146 2 8.45759 0.00014
3146 3 11.06528 0.00075
3146 4 12.18710 0.00203
3146 5 13.03054 0.01868
3146 6 15.15838 0.15785
3146 7 18.84588 0.19969
3146 8 19.50003 0.07849
3146 9 20.14009 0.15816
3146 10 20.44414 0.13446
3146 11 21.26449 0.15594
3146 12 23.11535 0.20269
3147 1 8.05198 0.00000
3147 2 8.44156 0.00014
3147 3 11.05898 0.00074
3147 4 12.15080 0.00200
3147 5 13.06001 0.01875
3147 6 15.18065 0.15101
3147 7 18.84462 0.19948
3147 8 19.50156 0.08131
3147 9 20.14207 0.15790
3147 10 20.44453 0.13448
3147 11 21.26665 0.15588
3147 12 23.11289 0.20133
3148 1 8.03792 0.00000
3148 2 8.40576 0.00013
3148 3 11.03911 0.00072
3148 4 12.04698 0.00196
3148 5 13.14542 0.01881
3148 6 15.24328 0.13588
3148 7 18.84115 0.19904
3148 8 19.50594 0.08280
3148 9 20.14785 0.15794
3148 10 20.44573 0.13449
3148 11 21.27315 0.15534
3148 12 23.10548 0.20090
3149 1 7.98542 0.00000
3149 2 8.38478 0.00012
3149 3 11.00259 0.00068
3149 4 11.88917 0.00206
3149 5 13.27901 0.01915
3149 6 15.33558 0.12000
3149 7 18.83647 0.19415
3149 8 19.51265 0.08353
3149 9 20.15712 0.15815
3149 10 20.44779 0.13460
3149 11 21.28431 0.15514
3149 12 23.09277 0.19949
3150 1 7.87816 0.00001
3150 2 8.40624 0.00013
3150 3 10.94326 0.00065
3150 4 11.69619 0.00232
3150 5 13.45040 0.02003
3150 6 15.44486 0.10600
3150 7 18.83194 0.18928
3150 8 19.52078 0.08680
3150 9 20.16935 0.15755
3150 10 20.45094 0.13614
3150 11 21.30058 0.15509
3150 12 23.07434 0.19743
3151 1 7.73234 0.00001
3151 2 8.46575 0.00016
3151 3 10.84946 0.00064
3151 4 11.49179 0.00228
3151 5 13.64886 0.02180
3151 6 15.55947 0.09637
3151 7 18.82933 0.18751
3151 8 19.52905 0.09067
3151 9 20.18386 0.15727
3151 10 20.45520 0.13253
3151 11 21.32268 0.15485
3151 12 23.04960 0.19459
3152 1 7.57177 0.00000
3152 2 8.55020 0.00020
3152 3 10.70373 0.00067
3152 4 11.30406 0.00213
3152 5 13.86447 0.02409
3152 6 15.67012 0.08804
3152 7 18.83023 0.18418
3152 8 19.53601 0.09663
3152 9 20.20008 0.15708
3152 10 20.46057 0.12971
3152 11 21.35161 0.15794
3152 12 23.01795 0.19303
3153 1 7.41444 0.00000
3153 2 8.65027 0.00023
3153 3 10.49654 0.00069
3153 4 11.15198 0.00191
3153 5 14.08878 0.02687
3153 6 15.77010 0.08034
3153 7 18.83626 0.18222
3153 8 19.53978 0.10165
3153 9 20.21752 0.15706
3153 10 20.46674 0.12939
3153 11 21.38851 0.16128
3153 12 22.97870 0.18984
3154 1 7.27368 0.00000
3154 2 8.75826 0.00027
3154 3 10.24220 0.00066
3154 4 11.03056 0.00169
3154 5 14.31491 0.02871
3154 6 15.85476 0.07474
3154 7 18.84861 0.18558
3154 8 19.53858 0.10900
3154 9 20.23590 0.15508
3154 10 20.47310 0.12954
3154 11 21.43471 0.15359
3154 12 22.93136 0.18822
3155 1 7.15985 0.00000
3155 2 8.86381 0.00029
3155 3 9.96864 0.00063
