# 4x4x3 supercell for harmonic, 4x4x3 supercell for cubic ifcs
# 53x53x33 k points for kappa
# cubic ifcs up to 15NN shell trained with ordinary least squares by 200 configurations.
# Temperature = 300 K
"k index (irred.)" "branch index" "f (THz)" "1/tau_3ph (THz)"
194 5 10.40658 0.11076
194 6 14.39876 0.29811
194 7 18.78029 0.41698
194 8 19.65673 0.29251
194 9 19.99814 0.30617
194 10 20.22967 0.26258
194 11 21.96768 0.34080
194 12 25.59625 0.54897
195 1 4.85643 0.02205
195 2 4.95119 0.01916
195 3 8.14002 0.05843
195 4 9.06668 0.07160
195 5 10.27440 0.10684
195 6 14.16184 0.26571
195 7 18.89976 0.40700
195 8 19.66483 0.28823
195 9 19.98620 0.30572
195 10 20.22379 0.26236
195 11 22.14219 0.35210
195 12 25.51426 0.52992
196 1 5.06709 0.02901
196 2 5.14156 0.02254
196 3 8.05461 0.05630
196 4 9.31581 0.08240
196 5 10.11892 0.10358
196 6 13.90857 0.23370
196 7 19.01973 0.39889
196 8 19.67439 0.28699
196 9 19.97262 0.30248
196 10 20.21000 0.27134
196 11 22.33454 0.40296
196 12 25.42135 0.50776
197 1 5.32048 0.03725
197 2 5.34176 0.02585
197 3 7.95754 0.05468
197 4 9.57198 0.08811
197 5 9.93935 0.10141
197 6 13.64376 0.21843
197 7 19.13707 0.38998
197 8 19.68548 0.28888
197 9 19.95745 0.30130
197 10 20.18865 0.27069
197 11 22.54059 0.38764
197 12 25.31750 0.48490
198 1 5.54832 0.02837
198 2 5.60915 0.04012
198 3 7.84872 0.05291
198 4 9.73207 0.09984
198 5 9.83604 0.09897
198 6 13.37158 0.21234
198 7 19.24976 0.38024
198 8 19.69813 0.29433
198 9 19.94088 0.30275
198 10 20.16017 0.26895
198 11 22.75626 0.42401
198 12 25.20250 0.46021
199 1 5.75820 0.03166
199 2 5.92513 0.04514
199 3 7.72820 0.05240
199 4 9.50384 0.09930
199 5 10.09947 0.10903
199 6 13.09544 0.21428
199 7 19.35652 0.37503
199 8 19.71228 0.29790
199 9 19.92301 0.30289
199 10 20.12513 0.27321
199 11 22.97780 0.44613
199 12 25.07596 0.43866
200 1 5.96869 0.03465
200 2 6.26090 0.05036
200 3 7.59614 0.05230
200 4 9.24953 0.09469
200 5 10.36661 0.12633
200 6 12.81787 0.22620
200 7 19.45677 0.35342
200 8 19.72790 0.30425
200 9 19.90406 0.30712
200 10 20.08388 0.30422
200 11 23.20178 0.42400
200 12 24.93755 0.41099
201 1 6.17740 0.03603
201 2 6.60955 0.05941
201 3 7.45272 0.04940
201 4 8.97177 0.08957
201 5 10.63523 0.14855
201 6 12.54059 0.22785
201 7 19.55034 0.34018
201 8 19.74484 0.31563
201 9 19.88430 0.31309
201 10 20.03681 0.33467
201 11 23.42512 0.40823
201 12 24.78699 0.39004
202 1 6.38231 0.03830
202 2 6.96505 0.07403
202 3 7.29827 0.04487
202 4 8.67255 0.08729
202 5 10.90477 0.17054
202 6 12.26460 0.22762
202 7 19.63740 0.33045
202 8 19.76301 0.31783
202 9 19.86392 0.32380
202 10 19.98411 0.34972
202 11 23.64511 0.36104
202 12 24.62417 0.36641
203 1 6.58170 0.03746
203 2 7.13326 0.03988
203 3 7.32195 0.08846
203 4 8.35456 0.08918
203 5 11.17491 0.19575
203 6 11.99020 0.23508
203 7 19.71822 0.32876
203 8 19.78217 0.31740
203 9 19.84326 0.32973
203 10 19.92592 0.35800
203 11 23.85937 0.34970
203 12 24.44933 0.35799
204 1 6.77408 0.03733
204 2 6.95824 0.03699
204 3 7.67538 0.09488
204 4 8.02095 0.08289
204 5 11.44569 0.23135
204 6 11.71736 0.23387
204 7 19.79308 0.35004
204 8 19.80210 0.33926
204 9 19.82255 0.34716
204 10 19.86227 0.37391
204 11 24.06584 0.35492
204 12 24.26292 0.35322
205 1 4.52027 0.01123
205 2 4.90511 0.02944
205 3 8.60722 0.07436
205 4 8.61004 0.06620
205 5 11.19533 0.11899
205 6 15.02971 0.39494
205 7 18.36687 0.43369
205 8 19.64006 0.29691
205 9 20.03207 0.29837
205 10 20.16458 0.19805
205 11 21.48586 0.34690
205 12 25.65612 0.52835
206 1 4.53667 0.01129
206 2 4.89900 0.02875
206 3 8.60168 0.07410
206 4 8.63909 0.06680
206 5 11.18436 0.11914
206 6 15.00839 0.37349
206 7 18.38025 0.45147
206 8 19.64069 0.29995
206 9 20.03111 0.29682
206 10 20.16902 0.19991
206 11 21.49818 0.34705
206 12 25.65000 0.53671
207 1 4.58533 0.01174
207 2 4.88485 0.02696
207 3 8.58507 0.07359
207 4 8.72324 0.06853
207 5 11.15132 0.11908
207 6 14.94552 0.40138
207 7 18.41943 0.44356
207 8 19.64258 0.30868
207 9 20.02823 0.29614
207 10 20.18110 0.20443
207 11 21.53547 0.33268
207 12 25.63178 0.54346
208 1 4.66450 0.01280
208 2 4.87379 0.02469
208 3 8.55734 0.07284
208 4 8.85488 0.07126
208 5 11.09583 0.11915
208 6 14.84419 0.41308
208 7 18.48182 0.43750
208 8 19.64576 0.29480
208 9 20.02347 0.29589
208 10 20.19750 0.21732
208 11 21.59873 0.32446
208 12 25.60168 0.53591
209 1 4.77165 0.01395
209 2 4.88017 0.02315
209 3 8.51848 0.07183
209 4 9.02414 0.07542
209 5 11.01722 0.11929
209 6 14.70899 0.41465
209 7 18.56360 0.42819
209 8 19.65023 0.29172
209 9 20.01684 0.29575
209 10 20.21393 0.24868
209 11 21.68876 0.32551
209 12 25.56001 0.52812
210 1 4.90350 0.01581
210 2 4.91759 0.02311
210 3 8.46839 0.07026
210 4 9.22144 0.08074
210 5 10.91457 0.12000
210 6 14.54527 0.33980
210 7 18.66025 0.41921
210 8 19.65601 0.28554
210 9 20.00842 0.29478
210 10 20.22625 0.25629
210 11 21.80540 0.32592
210 12 25.50709 0.51391
211 1 4.99619 0.02319
211 2 5.05636 0.01835
211 3 8.40702 0.06673
211 4 9.43861 0.08623
211 5 10.78689 0.12129
211 6 14.35889 0.29671
211 7 18.76713 0.41115
211 8 19.66321 0.28150
211 9 19.99820 0.29190
211 10 20.23158 0.26435
211 11 21.94727 0.33910
211 12 25.44324 0.49698
212 1 5.12141 0.02576
212 2 5.22649 0.02185
212 3 8.33429 0.06357
212 4 9.66930 0.09146
212 5 10.63313 0.12151
212 6 14.15539 0.26772
212 7 18.87988 0.40131
212 8 19.67178 0.27963
212 9 19.98632 0.28957
212 10 20.22835 0.26286
212 11 22.11158 0.35569
212 12 25.36850 0.48013
213 1 5.29415 0.03093
213 2 5.41005 0.02485
213 3 8.25017 0.06068
213 4 9.90862 0.10048
213 5 10.45259 0.12246
213 6 13.93981 0.23630
213 7 18.99476 0.39228
213 8 19.68176 0.27935
213 9 19.97283 0.28857
213 10 20.21611 0.26274
213 11 22.29464 0.40719
213 12 25.28288 0.46414
214 1 5.51147 0.03451
214 2 5.60351 0.02770
214 3 8.15462 0.05808
214 4 10.15034 0.10836
214 5 10.24766 0.11674
214 6 13.71649 0.21860
214 7 19.10886 0.38306
214 8 19.69319 0.28029
214 9 19.95790 0.28878
214 10 20.19519 0.26181
214 11 22.49244 0.41681
214 12 25.18610 0.44610
215 1 5.76822 0.03906
215 2 5.80347 0.03107
215 3 8.04763 0.05594
215 4 10.00737 0.11177
215 5 10.40298 0.12362
215 6 13.48880 0.20804
215 7 19.21999 0.37692
215 8 19.70602 0.28267
215 9 19.94162 0.28906
215 10 20.16608 0.26314
215 11 22.70085 0.42820
215 12 25.07785 0.42610
216 1 6.00703 0.03445
216 2 6.05788 0.04306
216 3 7.92933 0.05471
216 4 9.74631 0.10970
216 5 10.65103 0.13597
216 6 13.25907 0.20592
216 7 19.32672 0.36938
216 8 19.72020 0.28424
216 9 19.92424 0.29011
216 10 20.12947 0.26924
216 11 22.91599 0.49230
216 12 24.95772 0.40047
217 1 6.21143 0.03735
217 2 6.37374 0.05110
217 3 7.79979 0.05347
217 4 9.46052 0.10579
217 5 10.89877 0.15054
217 6 13.02865 0.20637
217 7 19.42820 0.34612
217 8 19.73567 0.29021
217 9 19.90586 0.29145
217 10 20.08591 0.30490
217 11 23.13426 0.43272
217 12 24.82533 0.37330
218 1 6.41439 0.03915
218 2 6.70930 0.06198
218 3 7.65925 0.05305
218 4 9.15290 0.10084
218 5 11.14484 0.17238
218 6 12.79805 0.21198
218 7 19.52401 0.33475
218 8 19.75231 0.29893
218 9 19.88679 0.29844
218 10 20.03588 0.32752
218 11 23.35239 0.40256
218 12 24.68041 0.35997
219 1 6.61387 0.03860
219 2 7.05846 0.07739
219 3 7.50806 0.05177
219 4 8.82673 0.09568
219 5 11.38849 0.20418
219 6 12.56721 0.21656
219 7 19.61407 0.32370
219 8 19.76999 0.30540
219 9 19.86719 0.30684
219 10 19.97976 0.34500
219 11 23.56755 0.35609
219 12 24.52290 0.33871
220 1 6.80817 0.03764
220 2 7.34665 0.04500
220 3 7.41567 0.09359
220 4 8.48572 0.09350
220 5 11.62931 0.20110
220 6 12.33556 0.21751
220 7 19.69840 0.32457
220 8 19.78855 0.31039
220 9 19.84731 0.31516
220 10 19.91782 0.36509
220 11 23.77714 0.33584
220 12 24.35307 0.32745
221 1 6.99584 0.03765
221 2 7.17565 0.04015
221 3 7.77578 0.09432
221 4 8.13397 0.08864
221 5 11.86719 0.20529
221 6 12.10247 0.21966
221 7 19.77710 0.34890
221 8 19.80777 0.33986
221 9 19.82743 0.34021
221 10 19.85025 0.38259
221 11 23.97902 0.33059
221 12 24.17146 0.32172
222 1 4.80696 0.01267
222 2 5.29994 0.03498
222 3 8.79447 0.07994
222 4 9.23088 0.08722
222 5 11.60107 0.11597
222 6 14.91033 0.40289
222 7 18.39736 0.42041
222 8 19.64393 0.33090
222 9 20.03252 0.28727
222 10 20.13226 0.18357
222 11 21.50840 0.33823
222 12 25.46374 0.49404
223 1 4.82273 0.01288
223 2 5.29209 0.03413
223 3 8.78899 0.07966
223 4 9.25885 0.08778
223 5 11.58794 0.11652
223 6 14.89264 0.37940
223 7 18.40930 0.44230
223 8 19.64465 0.30661
223 9 20.03156 0.28698
223 10 20.13721 0.18560
223 11 21.51916 0.34102
223 12 25.45841 0.48787
224 1 4.86941 0.01360
224 2 5.27221 0.03202
224 3 8.77253 0.07896
224 4 9.34015 0.08912
224 5 11.54843 0.11654
224 6 14.84051 0.40323
224 7 18.44437 0.43361
224 8 19.64678 0.30016
224 9 20.02859 0.28420
224 10 20.15094 0.19371
224 11 21.55187 0.33262
224 12 25.44237 0.48919
225 1 4.94553 0.01467
225 2 5.25027 0.02989
225 3 8.74504 0.07791
225 4 9.46772 0.09193
225 5 11.48196 0.11892
225 6 14.75683 0.40536
225 7 18.50058 0.42814
225 8 19.65032 0.29040
225 9 20.02371 0.28460
225 10 20.17007 0.20992
225 11 21.60778 0.32679
225 12 25.41575 0.48116
226 1 5.04862 0.01602
226 2 5.23935 0.02851
226 3 8.70651 0.07654
226 4 9.63224 0.09502
226 5 11.38786 0.12319
226 6 14.64579 0.37761
226 7 18.57484 0.41941
226 8 19.65526 0.28469
226 9 20.01696 0.28145
226 10 20.19015 0.24676
226 11 21.68819 0.32204
226 12 25.37863 0.47362
227 1 5.17574 0.01799
227 2 5.25266 0.02799
227 3 8.65693 0.07466
227 4 9.82444 0.09973
227 5 11.26518 0.12474
227 6 14.51232 0.33390
227 7 18.66349 0.41238
227 8 19.66165 0.27925
227 9 20.00839 0.27875
227 10 20.20673 0.25446
227 11 21.79377 0.32098
227 12 25.33114 0.46404
228 1 5.30105 0.02915
228 2 5.32335 0.02049
228 3 8.59622 0.07227
228 4 10.03600 0.10679
228 5 11.11325 0.12674
228 6 14.36165 0.29785
228 7 18.76260 0.40331
228 8 19.66941 0.27647
228 9 19.99808 0.27648
228 10 20.21629 0.25738
228 11 21.92397 0.33327
228 12 25.27325 0.45382
229 1 5.39165 0.03002
229 2 5.48791 0.02374
229 3 8.52436 0.07025
229 4 10.26022 0.11701
229 5 10.93166 0.12995
229 6 14.19844 0.26970
229 7 18.86846 0.39538
229 8 19.67856 0.27518
229 9 19.98617 0.27512
229 10 20.21677 0.25439
229 11 22.07675 0.36216
229 12 25.20481 0.43972
230 1 5.52757 0.03193
230 2 5.66575 0.02678
230 3 8.44132 0.06568
230 4 10.49067 0.12620
230 5 10.72190 0.13288
230 6 14.02678 0.24506
230 7 18.97770 0.38586
230 8 19.68905 0.27865
230 9 19.97277 0.27333
230 10 20.20739 0.25679
230 11 22.24898 0.40203
230 12 25.12564 0.42565
231 1 5.70847 0.03454
231 2 5.85345 0.03038
231 3 8.34712 0.06217
231 4 10.47559 0.13575
231 5 10.73260 0.13380
231 6 13.84966 0.21886
231 7 19.08755 0.37809
231 8 19.70086 0.27809
231 9 19.95802 0.27344
231 10 20.18826 0.25785
231 11 22.43686 0.43838
231 12 25.03528 0.40815
232 1 5.93118 0.03855
232 2 6.04777 0.03323
232 3 8.24177 0.05893
232 4 10.20940 0.12852
232 5 10.96815 0.14583
232 6 13.66904 0.20488
232 7 19.19589 0.37837
232 8 19.71390 0.27639
232 9 19.94210 0.27458
232 10 20.15993 0.26092
232 11 22.63631 0.43920
232 12 24.93335 0.38910
233 1 6.19095 0.04299
233 2 6.24576 0.03722
233 3 8.12539 0.05650
233 4 9.91698 0.12185
233 5 11.20384 0.16160
233 6 13.48592 0.19414
233 7 19.30121 0.36146
233 8 19.72814 0.27485
233 9 19.92517 0.27370
233 10 20.12315 0.26763
233 11 22.84341 0.51125
233 12 24.81940 0.36042
234 1 6.44485 0.04017
234 2 6.48205 0.05391
234 3 7.99810 0.05439
234 4 9.60265 0.11498
234 5 11.43678 0.17736
234 6 13.30053 0.18972
234 7 19.40242 0.34011
234 8 19.74349 0.27730
234 9 19.90742 0.27372
234 10 20.07860 0.30426
234 11 23.05437 0.43036
234 12 24.69298 0.34526
235 1 6.64271 0.03968
235 2 6.79851 0.06459
235 3 7.86017 0.05281
235 4 9.27024 0.10880
235 5 11.66552 0.18185
235 6 13.11244 0.19103
235 7 19.49901 0.32942
235 8 19.75983 0.28811
235 9 19.88904 0.28270
235 10 20.02692 0.31707
235 11 23.26584 0.39970
235 12 24.55384 0.32930
236 1 6.83734 0.03818
236 2 7.13452 0.08124
236 3 7.71189 0.05156
236 4 8.92380 0.10172
236 5 11.88911 0.18917
236 6 12.92102 0.19254
236 7 19.59060 0.32157
236 8 19.77701 0.29862
236 9 19.87024 0.29043
236 10 19.96867 0.33324
236 11 23.47477 0.34306
236 12 24.40200 0.31570
237 1 7.02708 0.03791
237 2 7.48453 0.09715
237 3 7.55375 0.05212
237 4 8.56753 0.09749
237 5 12.10700 0.19807
237 6 12.72544 0.19661
237 7 19.67703 0.32796
237 8 19.79491 0.30698
237 9 19.85124 0.29716
237 10 19.90424 0.37445
237 11 23.67848 0.31915
237 12 24.23768 0.30406
238 1 7.21049 0.04059
238 2 7.38635 0.04521
238 3 7.84326 0.09346
238 4 8.20583 0.09221
238 5 12.31889 0.20104
238 6 12.52494 0.20098
238 7 19.75821 0.34556
238 8 19.81337 0.33455
238 9 19.83220 0.32212
238 10 19.83400 0.39225
238 11 23.87469 0.29733
238 12 24.06158 0.29726
239 1 5.07303 0.01461
239 2 5.68916 0.03766
239 3 8.97504 0.08399
239 4 9.83004 0.10580
239 5 11.96262 0.11470
239 6 14.81994 0.42506
239 7 18.43247 0.40762
239 8 19.64690 0.31429
239 9 20.03372 0.27674
239 10 20.08666 0.17517
239 11 21.52501 0.31348
239 12 25.25913 0.45285
240 1 5.08826 0.01485
240 2 5.67954 0.03760
240 3 8.96958 0.08385
240 4 9.85727 0.10669
240 5 11.94628 0.11608
240 6 14.80693 0.40553
240 7 18.44314 0.43118
240 8 19.64771 0.30307
240 9 20.03270 0.27635
240 10 20.09203 0.17917
240 11 21.53433 0.31647
240 12 25.25440 0.45425
241 1 5.13341 0.01536
241 2 5.65400 0.03638
241 3 8.95321 0.08305
241 4 9.93647 0.10996
241 5 11.89717 0.11780
241 6 14.76871 0.41722
241 7 18.47462 0.42447
241 8 19.65008 0.31443
241 9 20.02967 0.27045
241 10 20.10696 0.19087
241 11 21.56281 0.31142
241 12 25.24010 0.45285
242 1 5.20701 0.01645
242 2 5.62153 0.03450
242 3 8.92596 0.08186
242 4 10.06097 0.11390
242 5 11.81503 0.11995
242 6 14.70749 0.41424
242 7 18.52529 0.41925
242 8 19.65403 0.29449
242 9 20.02464 0.26888
242 10 20.12834 0.20304
242 11 21.61177 0.30997
242 12 25.21629 0.44423
243 1 5.30687 0.01800
243 2 5.59446 0.03288
243 3 8.88774 0.08070
243 4 10.22196 0.12225
243 5 11.69958 0.12579
243 6 14.62666 0.38013
243 7 18.59271 0.41139
243 8 19.65952 0.28778
243 9 20.01771 0.26705
243 10 20.15172 0.23248
243 11 21.68282 0.30863
243 12 25.18290 0.43290
244 1 5.43008 0.01971
244 2 5.58555 0.03208
244 3 8.83857 0.07945
244 4 10.41020 0.12467
244 5 11.55073 0.13480
244 6 14.52995 0.34387
244 7 18.67383 0.40601
244 8 19.66651 0.28237
244 9 20.00896 0.26599
244 10 20.17243 0.24102
244 11 21.77719 0.31889
244 12 25.13982 0.42304
245 1 5.57335 0.02248
245 2 5.60594 0.03364
245 3 8.77843 0.07746
245 4 10.61730 0.12942
245 5 11.36909 0.14037
245 6 14.42095 0.30537
245 7 18.76542 0.39668
245 8 19.67490 0.27909
245 9 19.99853 0.26312
245 10 20.18659 0.25335
245 11 21.89510 0.33231
245 12 25.08690 0.41304
246 1 5.66398 0.03544
246 2 5.73326 0.02582
246 3 8.70735 0.07435
246 4 10.83519 0.13630
246 5 11.15687 0.14119
246 6 14.30274 0.27422
246 7 18.86429 0.38760
246 8 19.68467 0.27810
246 9 19.98653 0.26117
246 10 20.19150 0.25228
246 11 22.03535 0.37171
246 12 25.02383 0.40264
247 1 5.76459 0.03466
247 2 5.90630 0.02928
247 3 8.62527 0.07137
247 4 10.90138 0.14469
247 5 11.07286 0.14206
247 6 14.17752 0.24805
247 7 18.96742 0.37871
247 8 19.69570 0.27884
247 9 19.97316 0.25925
247 10 20.18599 0.25588
247 11 22.19540 0.39599
247 12 24.95017 0.38607
248 1 5.90942 0.03648
248 2 6.08911 0.03196
248 3 8.53224 0.06745
248 4 10.63397 0.14596
248 5 11.29732 0.15966
248 6 14.04669 0.22524
248 7 19.07232 0.37336
248 8 19.70797 0.27539
248 9 19.95856 0.25940
248 10 20.16986 0.25790
248 11 22.37186 0.43096
248 12 24.86554 0.36856
249 1 6.09730 0.03939
249 2 6.27858 0.03602
249 3 8.42834 0.06326
249 4 10.33714 0.14119
249 5 11.52588 0.16866
249 6 13.91082 0.20566
249 7 19.17691 0.36880
249 8 19.72131 0.27475
249 9 19.94291 0.25827
249 10 20.14359 0.25819
249 11 22.56082 0.45158
249 12 24.76930 0.34925
250 1 6.32502 0.04423
250 2 6.47180 0.04067
250 3 8.31363 0.06015
250 4 10.01852 0.13198
250 5 11.75204 0.17612
250 6 13.76995 0.19378
250 7 19.27965 0.35336
250 8 19.73570 0.27025
250 9 19.92640 0.26151
250 10 20.10792 0.26727
250 11 22.75829 0.48292
250 12 24.66108 0.33304
251 1 6.58806 0.05483
251 2 6.66625 0.04068
251 3 8.18835 0.05690
251 4 9.68234 0.12147
251 5 11.97353 0.17913
251 6 13.62362 0.18102
251 7 19.37945 0.33669
251 8 19.75099 0.27093
251 9 19.90919 0.26242
251 10 20.06364 0.29947
251 11 22.96050 0.42513
251 12 24.54035 0.31814
252 1 6.85961 0.03908
252 2 6.88114 0.06684
252 3 8.05270 0.05441
252 4 9.33269 0.11322
252 5 12.18881 0.18504
252 6 13.47126 0.17386
252 7 19.47557 0.32551
252 8 19.76706 0.27783
252 9 19.89147 0.26669
252 10 20.01151 0.30583
252 11 23.16391 0.38863
252 12 24.40697 0.30476
253 1 7.04998 0.03861
253 2 7.19883 0.08463
253 3 7.90706 0.05274
253 4 8.97390 0.10535
253 5 12.39678 0.18955
253 6 13.31216 0.17155
253 7 19.56751 0.32418
253 8 19.78381 0.29120
253 9 19.87342 0.27101
253 10 19.95227 0.32799
253 11 23.36540 0.33182
253 12 24.26091 0.29552
254 1 7.23567 0.04088
254 2 7.53570 0.09612
254 3 7.75182 0.04979
254 4 8.61031 0.10048
254 5 12.59668 0.19048
254 6 13.14563 0.17452
254 7 19.65487 0.33061
254 8 19.80117 0.30087
254 9 19.85519 0.28212
254 10 19.88649 0.37478
254 11 23.56216 0.29060
254 12 24.10250 0.28589
255 1 7.41528 0.04663
255 2 7.58766 0.04936
255 3 7.88652 0.09394
255 4 8.24630 0.09399
255 5 12.78816 0.18385
255 6 12.97109 0.17703
255 7 19.73738 0.34365
255 8 19.81472 0.39944
255 9 19.81892 0.32437
255 10 19.83700 0.30602
255 11 23.75181 0.28145
255 12 23.93243 0.28237
256 1 5.31772 0.01634
256 2 6.07155 0.04167
256 3 9.14616 0.08741
256 4 10.40655 0.12967
256 5 12.26121 0.11912
256 6 14.77440 0.45616
256 7 18.47222 0.39724
256 8 19.64876 0.28901
256 9 20.03261 0.16733
256 10 20.03624 0.26130
256 11 21.53277 0.31371
256 12 25.04220 0.42575
257 1 5.33253 0.01655
257 2 6.06009 0.04095
257 3 9.14076 0.08733
257 4 10.43326 0.12973
257 5 12.24050 0.12004
257 6 14.76727 0.43509
257 7 18.48176 0.42032
257 8 19.64966 0.28999
257 9 20.03519 0.25928
257 10 20.03819 0.17234
257 11 21.54081 0.30769
257 12 25.03792 0.42210
258 1 5.37639 0.01705
258 2 6.02889 0.03993
258 3 9.12451 0.08676
258 4 10.51093 0.13066
258 5 12.17862 0.12201
258 6 14.74619 0.43390
258 7 18.50991 0.41798
258 8 19.65229 0.29501
258 9 20.03204 0.25852
258 10 20.05393 0.17667
258 11 21.56536 0.29429
258 12 25.02503 0.41895
259 1 5.44801 0.01809
259 2 5.98629 0.03849
259 3 9.09741 0.08573
259 4 10.63325 0.13289
259 5 12.07627 0.12846
259 6 14.71216 0.42818
259 7 18.55544 0.41106
259 8 19.65664 0.29247
259 9 20.02686 0.25664
259 10 20.07692 0.19610
259 11 21.60778 0.29655
259 12 25.00344 0.41959
260 1 5.54517 0.01963
260 2 5.94390 0.03703
260 3 9.05949 0.08459
260 4 10.79157 0.13604
260 5 11.93483 0.13348
260 6 14.66648 0.39377
260 7 18.61639 0.40262
260 8 19.66264 0.29507
260 9 20.01975 0.25415
260 10 20.10300 0.22339
260 11 21.66984 0.30208
260 12 24.97301 0.41490
261 1 5.66518 0.02164
261 2 5.91413 0.03561
261 3 9.01071 0.08362
261 4 10.97660 0.14234
261 5 11.75639 0.14382
261 6 14.61051 0.35250
261 7 18.69035 0.39692
261 8 19.67022 0.28365
261 9 20.01082 0.25305
261 10 20.12747 0.23023
261 11 21.75309 0.31142
261 12 24.93353 0.40169
262 1 5.80488 0.02462
262 2 5.90840 0.03519
262 3 8.95111 0.08113
262 4 11.17860 0.14602
262 5 11.54492 0.16030
262 6 14.54539 0.31796
262 7 18.77456 0.38609
262 8 19.67928 0.27747
262 9 20.00020 0.25177
262 10 20.14614 0.24414
262 11 21.85847 0.33027
262 12 24.88466 0.38738
263 1 5.93583 0.03887
263 2 5.96089 0.02776
263 3 8.88066 0.07864
263 4 11.27876 0.15894
263 5 11.41523 0.16259
263 6 14.47188 0.28493
263 7 18.86630 0.37855
263 8 19.68971 0.27431
263 9 19.98812 0.25111
263 10 20.15592 0.24552
263 11 21.98543 0.35840
263 12 24.82602 0.37350
264 1 6.00271 0.04136
264 2 6.12989 0.03057
264 3 8.79945 0.07639
264 4 11.01608 0.15849
264 5 11.62616 0.17311
264 6 14.39043 0.25772
264 7 18.96301 0.37498
264 8 19.70134 0.27331
264 9 19.97472 0.24923
264 10 20.15499 0.25113
264 11 22.13224 0.38984
264 12 24.75710 0.35806
265 1 6.11232 0.03954
265 2 6.30859 0.03474
265 3 8.70747 0.07323
265 4 10.71794 0.15581
265 5 11.84957 0.17459
265 6 14.30112 0.23329
265 7 19.06239 0.37174
265 8 19.71411 0.26829
265 9 19.96018 0.24918
265 10 20.14285 0.25407
265 11 22.29595 0.40856
265 12 24.67733 0.34174
266 1 6.26527 0.04185
266 2 6.49389 0.03872
266 3 8.60485 0.06899
266 4 10.39794 0.15279
266 5 12.07231 0.17793
266 6 14.20378 0.21299
266 7 19.16255 0.35806
266 8 19.72784 0.26586
266 9 19.94471 0.24821
266 10 20.11970 0.25782
266 11 22.47295 0.43239
266 12 24.58619 0.32423
267 1 6.45984 0.04730
267 2 6.68303 0.04243
267 3 8.49168 0.06415
267 4 10.06074 0.13833
267 5 12.29104 0.18111
267 6 14.09810 0.19739
267 7 19.26194 0.35126
267 8 19.74244 0.26069
267 9 19.92849 0.24632
267 10 20.08621 0.27447
267 11 22.65942 0.44830
267 12 24.48312 0.31063
268 1 6.69269 0.05601
268 2 6.87346 0.04031
268 3 8.36817 0.06012
268 4 9.71052 0.12630
268 5 12.50353 0.18373
268 6 13.98367 0.18325
268 7 19.35946 0.33127
268 8 19.75779 0.26512
268 9 19.91171 0.25071
268 10 20.04328 0.29537
268 11 22.85150 0.44374
268 12 24.36776 0.29593
269 1 6.95944 0.06945
269 2 7.06293 0.03958
269 3 8.23458 0.05696
269 4 9.35143 0.11576
269 5 12.70817 0.18370
269 6 13.85997 0.17333
269 7 19.45419 0.32522
269 8 19.77377 0.27073
269 9 19.89450 0.25407
269 10 19.99175 0.29730
269 11 23.04568 0.37950
269 12 24.23993 0.28563
270 1 7.24958 0.04188
270 2 7.25507 0.08888
270 3 8.09122 0.05382
270 4 8.98766 0.10797
270 5 12.90373 0.17396
270 6 13.72663 0.16666
270 7 19.54554 0.33063
270 8 19.79026 0.28858
270 9 19.87705 0.25886
270 10 19.93248 0.31878
270 11 23.23862 0.31391
270 12 24.09963 0.27665
271 1 7.43174 0.04683
271 2 7.57438 0.09529
271 3 7.93859 0.05116
271 4 8.62356 0.10279
271 5 13.08939 0.16646
271 6 13.58315 0.16109
271 7 19.63296 0.33551
271 8 19.80720 0.28866
271 9 19.85948 0.26665
271 10 19.86629 0.37597
271 11 23.42749 0.28004
271 12 23.94727 0.27110
272 1 7.60801 0.04741
272 2 7.77728 0.04916
272 3 7.91221 0.09463
272 4 8.26354 0.09528
272 5 13.26462 0.16041
272 6 13.42920 0.15884
272 7 19.71591 0.34011
272 8 19.79389 0.39817
272 9 19.82444 0.30770
272 10 19.84188 0.29050
272 11 23.60983 0.27014
272 12 23.78364 0.26764
273 1 5.54061 0.01797
273 2 6.44554 0.04376
273 3 9.30559 0.09151
273 4 10.95948 0.14567
273 5 12.47682 0.12859
273 6 14.79017 0.46703
273 7 18.51626 0.38461
273 8 19.64945 0.27676
273 9 19.97520 0.16032
273 10 20.04044 0.24692
273 11 21.53011 0.27603
273 12 24.81286 0.37188
274 1 5.55506 0.01819
274 2 6.43229 0.04346
274 3 9.30022 0.09133
274 4 10.98580 0.14652
274 5 12.45101 0.12985
274 6 14.78969 0.45554
274 7 18.52472 0.40120
274 8 19.65041 0.27713
274 9 19.98087 0.16169
274 10 20.03936 0.24618
274 11 21.53694 0.28601
274 12 24.80894 0.36969
275 1 5.59790 0.01885
275 2 6.39544 0.04289
275 3 9.28406 0.09058
275 4 11.06243 0.14984
275 5 12.37456 0.13369
275 6 14.78771 0.44608
275 7 18.54975 0.40581
275 8 19.65328 0.27822
275 9 19.99700 0.16925
275 10 20.03612 0.24657
275 11 21.55787 0.29581
275 12 24.79712 0.36777
276 1 5.66785 0.01996
276 2 6.34295 0.04175
276 3 9.25717 0.08959
276 4 11.18310 0.15165
276 5 12.25039 0.13954
276 6 14.78280 0.42953
276 7 18.59040 0.40073
276 8 19.65802 0.28053
276 9 20.02098 0.19411
276 10 20.03081 0.24805
