# 4x4x3 supercell for harmonic, 4x4x3 supercell for cubic ifcs
# 53x53x33 k points for kappa
# cubic ifcs up to 15NN shell trained with ordinary least squares by 200 configurations.
# Temperature = 20 K
"k index (irred.)" "branch index" "f (THz)" "lifetime (ps)" "mfp (nm)" multiplicity "modal kappa^{xx} (W/mK)" "modal kappa^{yy} (W/mK)" "modal kappa^{zz} (W/mK)"
82 1 4.61722 367514.00000 1779970.00000 12 0.00664 0.00664 0.04484
82 2 5.04512 42033.70000 260686.00000 12 0.00124 0.00124 0.00218
82 3 6.15462 17425.80000 59509.40000 12 0.00001 0.00001 0.00004
82 4 6.58608 14157.80000 76530.20000 12 0.00002 0.00002 0.00001
82 5 8.43385 618.46900 5715.29000 12 0.00000 0.00000 0.00000
82 6 12.10745 88.50660 702.11900 12 0.00000 0.00000 0.00000
82 7 19.71543 4.74784 1.21086 12 0.00000 0.00000 0.00000
82 8 19.74196 4.65908 2.01733 12 0.00000 0.00000 0.00000
82 9 19.83508 4.75702 2.15221 12 0.00000 0.00000 0.00000
82 10 19.84371 4.57218 1.51716 12 0.00000 0.00000 0.00000
82 11 23.69560 5.39168 19.73400 12 0.00000 0.00000 0.00000
82 12 25.07302 2.63898 7.23247 12 0.00000 0.00000 0.00000
83 1 4.87121 307209.00000 1431070.00000 12 0.00308 0.00308 0.02102
83 2 5.29820 52643.50000 321537.00000 12 0.00094 0.00094 0.00152
83 3 5.97253 17984.00000 65279.50000 12 0.00001 0.00001 0.00008
83 4 6.40189 16521.70000 91304.80000 12 0.00003 0.00003 0.00003
83 5 8.98775 458.80700 4174.36000 12 0.00000 0.00000 0.00000
83 6 11.61801 117.19000 956.99400 12 0.00000 0.00000 0.00000
83 7 19.73156 4.71217 1.29856 12 0.00000 0.00000 0.00000
83 8 19.76241 4.50825 1.44577 12 0.00000 0.00000 0.00000
83 9 19.82450 4.42391 1.46954 12 0.00000 0.00000 0.00000
83 10 19.82860 4.67899 1.86725 12 0.00000 0.00000 0.00000
83 11 23.91486 5.19441 18.53180 12 0.00000 0.00000 0.00000
83 12 24.90181 2.94703 8.52211 12 0.00000 0.00000 0.00000
84 1 5.11503 270154.00000 1206040.00000 12 0.00154 0.00154 0.01040
84 2 5.54133 53126.20000 318873.00000 12 0.00058 0.00058 0.00086
84 3 5.77709 13798.10000 53038.70000 12 0.00002 0.00002 0.00010
84 4 6.20477 14455.30000 81648.40000 12 0.00004 0.00004 0.00004
84 5 9.53424 346.72600 3099.76000 12 0.00000 0.00000 0.00000
84 6 11.11478 153.42800 1286.00000 12 0.00000 0.00000 0.00000
84 7 19.74883 4.77952 1.40401 12 0.00000 0.00000 0.00000
84 8 19.78001 4.74620 1.30221 12 0.00000 0.00000 0.00000
84 9 19.80513 4.40792 1.44772 12 0.00000 0.00000 0.00000
84 10 19.81973 4.70696 1.65704 12 0.00000 0.00000 0.00000
84 11 24.12802 4.69963 16.24190 12 0.00000 0.00000 0.00000
84 12 24.72143 3.27181 9.95600 12 0.00000 0.00000 0.00000
85 1 5.34779 347552.00000 1481540.00000 12 0.00116 0.00116 0.00758
85 2 5.56867 231237.00000 937772.00000 12 0.00046 0.00046 0.00288
85 3 5.77391 60419.30000 355779.00000 12 0.00041 0.00041 0.00055
85 4 5.99525 13989.50000 80715.90000 12 0.00006 0.00006 0.00007
85 5 10.07174 263.09200 2306.75000 12 0.00000 0.00000 0.00000
85 6 10.59898 200.79400 1723.20000 12 0.00000 0.00000 0.00000
85 7 19.76703 4.80313 1.48388 12 0.00000 0.00000 0.00000
85 8 19.78588 4.62746 1.48367 12 0.00000 0.00000 0.00000
85 9 19.79536 4.84016 1.35142 12 0.00000 0.00000 0.00000
85 10 19.80861 4.76533 1.47942 12 0.00000 0.00000 0.00000
85 11 24.33403 4.16404 13.86170 12 0.00000 0.00000 0.00000
85 12 24.53205 3.67093 11.71020 12 0.00000 0.00000 0.00000
86 1 2.04682 2348170.00000 13295300.00000 6 24.14880 24.14880 0.00000
86 2 2.05732 1234910.00000 7275470.00000 6 13.54120 13.54120 0.00000
86 3 3.77103 22286.60000 235012.00000 6 0.04246 0.04246 0.00000
86 4 7.39396 10194.00000 18585.00000 6 0.00000 0.00000 0.00000
86 5 8.10750 5720.24000 30742.30000 6 0.00000 0.00000 0.00000
86 6 15.98329 4.97052 7.60977 6 0.00000 0.00000 0.00000
86 7 18.25955 3.49816 0.29457 6 0.00000 0.00000 0.00000
86 8 19.62390 5.06960 0.15313 6 0.00000 0.00000 0.00000
86 9 19.87789 4.77647 5.41112 6 0.00000 0.00000 0.00000
86 10 19.99805 4.89539 0.75342 6 0.00000 0.00000 0.00000
86 11 21.42407 7.72031 1.02393 6 0.00000 0.00000 0.00000
86 12 26.63815 1.41325 1.80282 6 0.00000 0.00000 0.00000
87 1 2.06369 1056020.00000 6182730.00000 12 11.29680 11.29680 0.06553
87 2 2.07862 2417970.00000 13725400.00000 12 23.06080 23.06090 1.59140
87 3 3.82715 22155.20000 233925.00000 12 0.03699 0.03699 0.00219
87 4 7.38770 10074.00000 18506.60000 12 0.00000 0.00000 0.00000
87 5 8.09922 5685.25000 30604.20000 12 0.00000 0.00000 0.00000
87 6 15.95013 5.13327 9.58167 12 0.00000 0.00000 0.00000
87 7 18.31249 3.51314 5.96885 12 0.00000 0.00000 0.00000
87 8 19.62426 5.07479 0.16631 12 0.00000 0.00000 0.00000
87 9 19.87882 4.77001 5.41372 12 0.00000 0.00000 0.00000
87 10 19.99712 4.89244 0.76856 12 0.00000 0.00000 0.00000
87 11 21.44643 7.14154 5.33132 12 0.00000 0.00000 0.00000
87 12 26.61381 1.41804 1.99154 12 0.00000 0.00000 0.00000
88 1 2.11467 781307.00000 4456030.00000 12 6.85593 6.85593 1.04472
88 2 2.17086 1503970.00000 8589960.00000 12 11.53260 11.53260 3.12778
88 3 3.97876 21261.50000 224531.00000 12 0.02509 0.02509 0.00476
88 4 7.36881 9765.03000 18343.40000 12 0.00000 0.00000 0.00000
88 5 8.07506 5596.46000 30239.00000 12 0.00000 0.00000 0.00000
88 6 15.85240 5.26499 13.60440 12 0.00000 0.00000 0.00000
88 7 18.45372 3.56800 10.54160 12 0.00000 0.00000 0.00000
88 8 19.62543 5.07492 0.20216 12 0.00000 0.00000 0.00000
88 9 19.88137 4.76962 5.43275 12 0.00000 0.00000 0.00000
88 10 19.99430 4.88170 0.81139 12 0.00000 0.00000 0.00000
88 11 21.51221 6.83274 9.78076 12 0.00000 0.00000 0.00000
88 12 26.54611 1.39133 2.31269 12 0.00000 0.00000 0.00000
89 1 2.25983 724641.00000 4153090.00000 12 3.73752 3.73751 3.62477
89 2 2.31535 1383610.00000 7954780.00000 12 7.54998 7.54997 4.47416
89 3 4.19706 18823.70000 197927.00000 12 0.01356 0.01356 0.00466
89 4 7.33724 9359.96000 18215.00000 12 0.00000 0.00000 0.00000
89 5 8.03654 5490.25000 29784.90000 12 0.00000 0.00000 0.00000
89 6 15.69464 6.60777 22.27040 12 0.00000 0.00000 0.00000
89 7 18.64328 3.65857 13.16280 12 0.00000 0.00000 0.00000
89 8 19.62741 5.04392 0.25396 12 0.00000 0.00000 0.00000
89 9 19.88484 4.68151 5.33762 12 0.00000 0.00000 0.00000
89 10 19.98962 4.83982 0.87185 12 0.00000 0.00000 0.00000
89 11 21.61755 8.17831 16.69750 12 0.00000 0.00000 0.00000
89 12 26.44775 1.33301 2.51001 12 0.00000 0.00000 0.00000
90 1 2.50154 1075680.00000 6210160.00000 12 3.79415 3.79414 3.83749
90 2 2.50717 1890790.00000 11488700.00000 12 4.24464 4.24465 13.55660
90 3 4.46571 14921.70000 155300.00000 12 0.00577 0.00577 0.00312
90 4 7.29290 8959.22000 18258.10000 12 0.00000 0.00000 0.00000
90 5 7.98485 5409.52000 29460.60000 12 0.00000 0.00000 0.00000
90 6 15.48326 7.90924 32.49900 12 0.00000 0.00000 0.00000
90 7 18.84253 3.81000 14.16670 12 0.00000 0.00000 0.00000
90 8 19.63032 5.02244 0.31999 12 0.00000 0.00000 0.00000
90 9 19.88859 4.69636 5.32188 12 0.00000 0.00000 0.00000
90 10 19.98309 4.81587 0.95129 12 0.00000 0.00000 0.00000
90 11 21.75696 8.37895 21.40510 12 0.00000 0.00000 0.00000
90 12 26.33182 1.31858 2.65964 12 0.00000 0.00000 0.00000
91 1 2.71896 658653.00000 3802850.00000 12 1.39887 1.39886 2.09852
91 2 2.82587 353616.00000 2262760.00000 12 0.31330 0.31330 2.07013
91 3 4.78043 10657.70000 109047.00000 12 0.00192 0.00192 0.00161
91 4 7.23564 8634.31000 18579.00000 12 0.00000 0.00000 0.00000
91 5 7.92052 5378.00000 29415.50000 12 0.00000 0.00000 0.00000
91 6 15.22511 8.15836 38.87940 12 0.00000 0.00000 0.00000
91 7 19.02690 3.96744 13.90080 12 0.00000 0.00000 0.00000
91 8 19.63425 5.00369 0.39880 12 0.00000 0.00000 0.00000
91 9 19.89201 4.74300 5.28619 12 0.00000 0.00000 0.00000
91 10 19.97472 4.82012 1.04648 12 0.00000 0.00000 0.00000
91 11 21.92424 7.77603 23.05550 12 0.00000 0.00000 0.00000
91 12 26.20759 1.34650 2.80699 12 0.00000 0.00000 0.00000
92 1 2.95850 571702.00000 3285790.00000 12 0.69573 0.69573 1.41108
92 2 3.17729 207678.00000 1351200.00000 12 0.08240 0.08240 0.72474
92 3 5.14144 7148.87000 71519.30000 12 0.00051 0.00051 0.00068
92 4 7.16528 8455.29000 19321.70000 12 0.00000 0.00000 0.00000
92 5 7.84350 5392.50000 29656.90000 12 0.00000 0.00000 0.00000
92 6 14.92667 7.48270 39.93210 12 0.00000 0.00000 0.00000
92 7 19.18582 4.14232 12.92440 12 0.00000 0.00000 0.00000
92 8 19.63934 4.98827 0.49000 12 0.00000 0.00000 0.00000
92 9 19.89474 4.78159 5.17540 12 0.00000 0.00000 0.00000
92 10 19.96459 4.82256 1.14668 12 0.00000 0.00000 0.00000
92 11 22.11332 6.90527 22.63780 12 0.00000 0.00000 0.00000
92 12 26.07973 1.42614 3.02676 12 0.00000 0.00000 0.00000
93 1 3.21279 524771.00000 2988380.00000 12 0.35421 0.35421 0.90831
93 2 3.53296 143333.00000 925348.00000 12 0.03140 0.03140 0.25536
93 3 5.54754 4687.55000 45785.30000 12 0.00011 0.00011 0.00024
93 4 7.08164 8484.20000 20664.20000 12 0.00000 0.00000 0.00000
93 5 7.75359 5468.15000 30285.30000 12 0.00000 0.00000 0.00000
93 6 14.59369 8.06094 46.99560 12 0.00000 0.00000 0.00000
93 7 19.31749 4.26348 11.41280 12 0.00000 0.00000 0.00000
93 8 19.64573 4.97376 0.59274 12 0.00000 0.00000 0.00000
93 9 19.89645 4.81684 4.99277 12 0.00000 0.00000 0.00000
93 10 19.95275 4.82434 1.24768 12 0.00000 0.00000 0.00000
93 11 22.31865 6.28250 22.02750 12 0.00000 0.00000 0.00000
93 12 25.94959 1.57340 3.39758 12 0.00000 0.00000 0.00000
94 1 3.47591 522344.00000 2934200.00000 12 0.19184 0.19184 0.59070
94 2 3.87758 99900.60000 636274.00000 12 0.01389 0.01389 0.08591
94 3 5.99381 3096.25000 29602.00000 12 0.00002 0.00002 0.00008
94 4 6.98459 8740.04000 22729.90000 12 0.00000 0.00000 0.00000
94 5 7.65040 5713.12000 31916.10000 12 0.00000 0.00000 0.00000
94 6 14.23106 15.06010 94.23510 12 0.00000 0.00000 0.00000
94 7 19.42439 4.39428 9.82362 12 0.00000 0.00000 0.00000
94 8 19.65352 4.94424 0.70347 12 0.00000 0.00000 0.00000
94 9 19.89696 4.86002 4.75410 12 0.00000 0.00000 0.00000
94 10 19.93923 4.82154 1.34446 12 0.00000 0.00000 0.00000
94 11 22.53546 5.31308 19.45230 12 0.00000 0.00000 0.00000
94 12 25.81675 1.69872 3.75847 12 0.00000 0.00000 0.00000
95 1 3.74336 506664.00000 2795740.00000 12 0.10035 0.10035 0.35592
95 2 4.20567 63725.70000 402416.00000 12 0.00587 0.00587 0.02641
95 3 6.47222 2094.28000 19675.30000 12 0.00000 0.00000 0.00002
95 4 6.87400 9249.65000 25695.80000 12 0.00000 0.00000 0.00000
95 5 7.53378 6100.75000 34419.30000 12 0.00000 0.00000 0.00000
95 6 13.84277 23.60700 156.50100 12 0.00000 0.00000 0.00000
95 7 19.51046 4.52938 8.27392 12 0.00000 0.00000 0.00000
95 8 19.66285 4.92751 0.82359 12 0.00000 0.00000 0.00000
95 9 19.89594 4.92191 4.47737 12 0.00000 0.00000 0.00000
95 10 19.92415 4.84697 1.44297 12 0.00000 0.00000 0.00000
95 11 22.75979 4.67612 17.56090 12 0.00000 0.00000 0.00000
95 12 25.68001 1.85080 4.23535 12 0.00000 0.00000 0.00000
96 1 4.01149 469851.00000 2536590.00000 12 0.05013 0.05013 0.19788
96 2 4.51694 41862.10000 263730.00000 12 0.00254 0.00254 0.00855
96 3 6.74974 10130.00000 30039.60000 12 0.00000 0.00000 0.00000
96 4 6.97314 1466.81000 13546.00000 12 0.00000 0.00000 0.00001
96 5 7.40406 6395.99000 36385.70000 12 0.00000 0.00000 0.00000
96 6 13.43208 34.47900 239.84800 12 0.00000 0.00000 0.00000
96 7 19.57975 4.61620 6.75741 12 0.00000 0.00000 0.00000
96 8 19.67376 4.91087 0.94862 12 0.00000 0.00000 0.00000
96 9 19.89315 4.99304 4.16390 12 0.00000 0.00000 0.00000
96 10 19.90766 4.87634 1.53364 12 0.00000 0.00000 0.00000
96 11 22.98830 4.96146 18.84880 12 0.00000 0.00000 0.00000
96 12 25.53797 2.01855 4.81871 12 0.00000 0.00000 0.00000
97 1 4.27744 435146.00000 2289710.00000 12 0.02515 0.02515 0.10724
97 2 4.81299 31247.80000 197008.00000 12 0.00123 0.00123 0.00323
97 3 6.61183 11567.60000 36561.90000 12 0.00000 0.00000 0.00001
97 4 7.25489 7984.82000 45486.50000 12 0.00000 0.00000 0.00000
97 5 7.49463 1023.46000 9247.36000 12 0.00000 0.00000 0.00000
97 6 13.00173 47.57330 344.71800 12 0.00000 0.00000 0.00000
97 7 19.63593 4.67548 5.38413 12 0.00000 0.00000 0.00000
97 8 19.68629 4.82554 1.05981 12 0.00000 0.00000 0.00000
97 9 19.88829 4.78140 3.60620 12 0.00000 0.00000 0.00000
97 10 19.88991 4.62396 1.51938 12 0.00000 0.00000 0.00000
97 11 23.21821 5.23003 19.87590 12 0.00000 0.00000 0.00000
97 12 25.38933 2.22194 5.56818 12 0.00000 0.00000 0.00000
98 1 4.53883 400078.00000 2044280.00000 12 0.01265 0.01265 0.05682
98 2 5.09554 26376.20000 166425.00000 12 0.00066 0.00066 0.00142
98 3 6.46029 13871.30000 46632.80000 12 0.00000 0.00000 0.00001
98 4 7.09864 9430.59000 55128.90000 12 0.00001 0.00001 0.00000
98 5 8.01759 733.30900 6622.64000 12 0.00000 0.00000 0.00000
98 6 12.55396 65.28020 489.93400 12 0.00000 0.00000 0.00000
98 7 19.68203 4.66645 4.15618 12 0.00000 0.00000 0.00000
98 8 19.70044 4.85489 1.19271 12 0.00000 0.00000 0.00000
98 9 19.87111 4.70851 1.59755 12 0.00000 0.00000 0.00000
98 10 19.88107 4.93005 3.32027 12 0.00000 0.00000 0.00000
98 11 23.44719 5.35740 20.17630 12 0.00000 0.00000 0.00000
98 12 25.23299 2.42719 6.40856 12 0.00000 0.00000 0.00000
99 1 4.79377 362354.00000 1791480.00000 12 0.00636 0.00636 0.02941
99 2 5.36581 22893.00000 144314.00000 12 0.00036 0.00036 0.00065
99 3 6.29519 17414.60000 62113.40000 12 0.00001 0.00001 0.00003
99 4 6.92679 11180.30000 66247.20000 12 0.00001 0.00001 0.00001
99 5 8.54549 543.67300 4847.17000 12 0.00000 0.00000 0.00000
99 6 12.09066 86.96310 672.98800 12 0.00000 0.00000 0.00000
99 7 19.71612 4.88260 1.32026 12 0.00000 0.00000 0.00000
99 8 19.72047 4.64961 3.16681 12 0.00000 0.00000 0.00000
99 9 19.85151 4.56058 1.57844 12 0.00000 0.00000 0.00000
99 10 19.87132 4.87170 2.89546 12 0.00000 0.00000 0.00000
99 11 23.67332 5.00912 18.54260 12 0.00000 0.00000 0.00000
99 12 25.06817 2.66755 7.42990 12 0.00000 0.00000 0.00000
100 1 5.04071 320297.00000 1526770.00000 12 0.00318 0.00318 0.01481
100 2 5.62447 21884.70000 137509.00000 12 0.00022 0.00022 0.00034
100 3 6.11682 18659.30000 70410.40000 12 0.00002 0.00002 0.00006
100 4 6.74125 12391.80000 74367.90000 12 0.00001 0.00001 0.00001
100 5 9.07280 411.80500 3618.15000 12 0.00000 0.00000 0.00000
100 6 11.61354 113.27500 900.68400 12 0.00000 0.00000 0.00000
100 7 19.73321 4.79762 1.40532 12 0.00000 0.00000 0.00000
100 8 19.75297 4.39076 2.30372 12 0.00000 0.00000 0.00000
100 9 19.83136 4.42535 1.54259 12 0.00000 0.00000 0.00000
100 10 19.85894 4.74170 2.46330 12 0.00000 0.00000 0.00000
100 11 23.89490 4.76975 17.22960 12 0.00000 0.00000 0.00000
100 12 24.89444 2.97635 8.73846 12 0.00000 0.00000 0.00000
101 1 5.27833 287440.00000 1316430.00000 12 0.00164 0.00164 0.00758
101 2 5.87168 23744.50000 148355.00000 12 0.00015 0.00015 0.00020
101 3 5.92543 14654.70000 58326.60000 12 0.00002 0.00002 0.00007
101 4 6.54252 10599.80000 64381.10000 12 0.00002 0.00002 0.00002
101 5 9.59639 315.03600 2723.36000 12 0.00000 0.00000 0.00000
101 6 11.12410 146.24300 1191.29000 12 0.00000 0.00000 0.00000
101 7 19.75150 4.73034 1.47774 12 0.00000 0.00000 0.00000
101 8 19.78085 4.70999 2.00747 12 0.00000 0.00000 0.00000
101 9 19.81098 4.40484 1.52601 12 0.00000 0.00000 0.00000
101 10 19.84380 4.77560 2.16446 12 0.00000 0.00000 0.00000
101 11 24.11054 4.39879 15.40410 12 0.00000 0.00000 0.00000
101 12 24.71153 3.26652 10.08540 12 0.00000 0.00000 0.00000
102 1 5.50554 359997.00000 1578640.00000 12 0.00122 0.00122 0.00544
102 2 5.72148 237834.00000 995238.00000 12 0.00049 0.00049 0.00208
102 3 6.10731 21339.30000 132295.00000 12 0.00009 0.00009 0.00010
102 4 6.33108 11047.90000 67841.50000 12 0.00003 0.00003 0.00003
102 5 10.11401 243.65700 2068.95000 12 0.00000 0.00000 0.00000
102 6 10.62378 188.30600 1567.72000 12 0.00000 0.00000 0.00000
102 7 19.77074 4.76572 1.56376 12 0.00000 0.00000 0.00000
102 8 19.79065 4.59461 1.56025 12 0.00000 0.00000 0.00000
102 9 19.80498 4.83650 1.88146 12 0.00000 0.00000 0.00000
102 10 19.82587 4.79681 1.93966 12 0.00000 0.00000 0.00000
102 11 24.31907 3.97799 13.42510 12 0.00000 0.00000 0.00000
102 12 24.51964 3.60225 11.65430 12 0.00000 0.00000 0.00000
103 1 2.43868 1818410.00000 10062600.00000 6 9.81344 9.81345 0.00000
103 2 2.46911 1110390.00000 6526770.00000 6 6.44015 6.44015 0.00000
103 3 4.50405 11108.60000 115545.00000 6 0.00506 0.00506 0.00000
103 4 7.53148 9768.48000 20515.40000 6 0.00000 0.00000 0.00000
103 5 8.50415 4489.05000 26628.40000 6 0.00000 0.00000 0.00000
103 6 15.86858 4.74539 8.25925 6 0.00000 0.00000 0.00000
103 7 18.26638 3.55215 0.39739 6 0.00000 0.00000 0.00000
103 8 19.62250 5.24922 0.04738 6 0.00000 0.00000 0.00000
103 9 19.95751 4.96950 5.59645 6 0.00000 0.00000 0.00000
103 10 20.00827 4.89046 0.66347 6 0.00000 0.00000 0.00000
103 11 21.41594 7.16284 0.67504 6 0.00000 0.00000 0.00000
103 12 26.54084 1.50507 2.26355 6 0.00000 0.00000 0.00000
104 1 2.46578 2711090.00000 15045500.00000 12 13.73260 13.73250 0.71781
104 2 2.47292 972717.00000 5691160.00000 12 5.54981 5.54981 0.01171
104 3 4.55202 11051.90000 115147.00000 12 0.00450 0.00450 0.00020
104 4 7.52536 9660.76000 20403.60000 12 0.00000 0.00000 0.00000
104 5 8.49600 4469.74000 26547.30000 12 0.00000 0.00000 0.00000
104 6 15.83639 5.20419 10.52450 12 0.00000 0.00000 0.00000
104 7 18.30482 3.55279 4.39814 12 0.00000 0.00000 0.00000
104 8 19.62289 5.24964 0.08088 12 0.00000 0.00000 0.00000
104 9 19.95862 4.97210 5.61786 12 0.00000 0.00000 0.00000
104 10 20.00731 4.89350 0.68114 12 0.00000 0.00000 0.00000
104 11 21.43735 6.61917 4.69483 12 0.00000 0.00000 0.00000
104 12 26.52258 1.51486 2.35363 12 0.00000 0.00000 0.00000
105 1 2.50493 1560480.00000 8928920.00000 12 7.85820 7.85819 0.47678
105 2 2.54506 2144530.00000 11989000.00000 12 9.02673 9.02672 1.85392
105 3 4.68468 10748.90000 112238.00000 12 0.00322 0.00322 0.00048
105 4 7.50695 9402.46000 20190.00000 12 0.00000 0.00000 0.00000
105 5 8.47198 4426.44000 26371.80000 12 0.00000 0.00000 0.00000
105 6 15.74138 5.65128 15.02000 12 0.00000 0.00000 0.00000
105 7 18.41088 3.59562 8.01807 12 0.00000 0.00000 0.00000
105 8 19.62402 5.25038 0.14274 12 0.00000 0.00000 0.00000
105 9 19.96150 4.98836 5.67764 12 0.00000 0.00000 0.00000
105 10 20.00452 4.88775 0.72941 12 0.00000 0.00000 0.00000
105 11 21.50043 6.55184 8.99714 12 0.00000 0.00000 0.00000
105 12 26.47041 1.49548 2.50099 12 0.00000 0.00000 0.00000
106 1 2.60417 1027250.00000 5765440.00000 12 3.60388 3.60388 1.51901
106 2 2.67099 1058180.00000 5968870.00000 12 3.32118 3.32118 1.48991
106 3 4.87999 9943.51000 103750.00000 12 0.00191 0.00191 0.00052
106 4 7.47616 9045.34000 19948.70000 12 0.00000 0.00000 0.00000
106 5 8.43322 4376.90000 26171.60000 12 0.00000 0.00000 0.00000
106 6 15.58798 6.91538 23.38640 12 0.00000 0.00000 0.00000
106 7 18.56195 3.65994 10.45760 12 0.00000 0.00000 0.00000
106 8 19.62603 5.22520 0.21479 12 0.00000 0.00000 0.00000
106 9 19.96522 4.89109 5.59883 12 0.00000 0.00000 0.00000
106 10 19.99987 4.84988 0.79772 12 0.00000 0.00000 0.00000
106 11 21.60197 7.40413 14.60750 12 0.00000 0.00000 0.00000
106 12 26.39109 1.46031 2.63472 12 0.00000 0.00000 0.00000
107 1 2.79138 1635240.00000 9401230.00000 12 3.02059 3.02059 4.63085
107 2 2.83600 1267700.00000 7204990.00000 12 2.71100 2.71100 2.07475
107 3 5.12093 8476.43000 87987.20000 12 0.00094 0.00094 0.00039
107 4 7.43290 8683.54000 19844.30000 12 0.00000 0.00000 0.00000
107 5 8.38073 4352.40000 26113.70000 12 0.00000 0.00000 0.00000
107 6 15.38220 7.60500 30.99160 12 0.00000 0.00000 0.00000
107 7 18.73265 3.79406 11.84780 12 0.00000 0.00000 0.00000
107 8 19.62897 5.20888 0.29751 12 0.00000 0.00000 0.00000
107 9 19.96870 4.84813 5.54301 12 0.00000 0.00000 0.00000
107 10 19.99337 4.82088 0.88441 12 0.00000 0.00000 0.00000
107 11 21.73723 7.45961 18.54970 12 0.00000 0.00000 0.00000
107 12 26.29243 1.43045 2.73959 12 0.00000 0.00000 0.00000
108 1 3.03195 1026840.00000 5860160.00000 12 1.39387 1.39388 1.58143
108 2 3.05791 1383470.00000 8381850.00000 12 1.09257 1.09257 4.15514
108 3 5.39953 6631.72000 68112.80000 12 0.00038 0.00038 0.00022
108 4 7.37702 8403.38000 20046.60000 12 0.00000 0.00000 0.00000
108 5 8.31513 4343.16000 26140.80000 12 0.00000 0.00000 0.00000
108 6 15.13068 7.71777 36.25330 12 0.00000 0.00000 0.00000
108 7 18.90293 3.92767 12.20750 12 0.00000 0.00000 0.00000
108 8 19.63296 5.17885 0.39083 12 0.00000 0.00000 0.00000
108 9 19.97103 4.90813 5.54672 12 0.00000 0.00000 0.00000
108 10 19.98500 4.82413 0.98816 12 0.00000 0.00000 0.00000
108 11 21.90062 7.02638 20.42150 12 0.00000 0.00000 0.00000
108 12 26.18118 1.46162 2.92320 12 0.00000 0.00000 0.00000
109 1 3.25116 595937.00000 3399820.00000 12 0.48706 0.48706 0.74671
109 2 3.37842 187319.00000 1183330.00000 12 0.05933 0.05933 0.40893
109 3 5.71344 4869.14000 49178.80000 12 0.00013 0.00013 0.00011
109 4 7.30834 8262.78000 20694.70000 12 0.00000 0.00000 0.00000
109 5 8.23656 4364.32000 26354.40000 12 0.00000 0.00000 0.00000
109 6 14.83973 7.78011 40.77110 12 0.00000 0.00000 0.00000
109 7 19.06053 4.05491 11.81100 12 0.00000 0.00000 0.00000
109 8 19.63817 5.15376 0.49644 12 0.00000 0.00000 0.00000
109 9 19.97172 5.01487 5.53302 12 0.00000 0.00000 0.00000
109 10 19.97484 4.83117 1.09944 12 0.00000 0.00000 0.00000
109 11 22.08643 6.41458 20.74570 12 0.00000 0.00000 0.00000
109 12 26.06177 1.55801 3.22328 12 0.00000 0.00000 0.00000
110 1 3.48695 492603.00000 2795870.00000 12 0.23351 0.23351 0.45238
110 2 3.72618 134804.00000 865940.00000 12 0.01859 0.01859 0.17006
110 3 6.06225 3445.32000 34025.90000 12 0.00004 0.00004 0.00005
110 4 7.22668 8279.56000 21862.90000 12 0.00000 0.00000 0.00000
110 5 8.14479 4462.99000 27050.70000 12 0.00000 0.00000 0.00000
110 6 14.51508 9.58426 54.71870 12 0.00000 0.00000 0.00000
110 7 19.19991 4.17020 10.92570 12 0.00000 0.00000 0.00000
110 8 19.64471 5.13128 0.61411 12 0.00000 0.00000 0.00000
110 9 19.96288 4.83708 1.21272 12 0.00000 0.00000 0.00000
110 10 19.97040 5.12782 5.45047 12 0.00000 0.00000 0.00000
110 11 22.28939 5.97533 20.78370 12 0.00000 0.00000 0.00000
110 12 25.93651 1.69517 3.61990 12 0.00000 0.00000 0.00000
111 1 3.73368 442319.00000 2485760.00000 12 0.11866 0.11866 0.27590
111 2 4.08060 92400.60000 591742.00000 12 0.00649 0.00649 0.05935
111 3 6.44482 2407.75000 23164.30000 12 0.00001 0.00001 0.00002
111 4 7.13185 8483.12000 23681.90000 12 0.00000 0.00000 0.00000
111 5 8.03956 4667.03000 28408.80000 12 0.00000 0.00000 0.00000
111 6 14.16157 16.35920 100.00500 12 0.00000 0.00000 0.00000
111 7 19.31992 4.29256 9.82131 12 0.00000 0.00000 0.00000
111 8 19.65274 5.09396 0.74011 12 0.00000 0.00000 0.00000
111 9 19.94918 4.84120 1.32412 12 0.00000 0.00000 0.00000
111 10 19.96696 5.19836 5.25111 12 0.00000 0.00000 0.00000
111 11 22.50479 5.20245 18.98640 12 0.00000 0.00000 0.00000
111 12 25.80607 1.82315 4.03009 12 0.00000 0.00000 0.00000
112 1 3.98670 426372.00000 2361790.00000 12 0.06384 0.06384 0.17089
112 2 4.42862 70532.80000 446469.00000 12 0.00289 0.00289 0.02178
112 3 6.85826 1695.06000 15869.10000 12 0.00000 0.00000 0.00001
112 4 7.02378 8978.88000 26539.40000 12 0.00000 0.00000 0.00000
112 5 7.92058 4898.96000 29960.10000 12 0.00000 0.00000 0.00000
112 6 13.78329 24.92340 161.05100 12 0.00000 0.00000 0.00000
112 7 19.42169 4.36593 8.52895 12 0.00000 0.00000 0.00000
112 8 19.66243 5.05361 0.87274 12 0.00000 0.00000 0.00000
112 9 19.93383 4.83137 1.42610 12 0.00000 0.00000 0.00000
112 10 19.96120 5.22628 4.94969 12 0.00000 0.00000 0.00000
112 11 22.72859 4.49735 16.90390 12 0.00000 0.00000 0.00000
112 12 25.67015 1.97193 4.53631 12 0.00000 0.00000 0.00000
113 1 4.24224 403245.00000 2192210.00000 12 0.03351 0.03351 0.09977
