# k j freq[thz] mfp[nm] kappa[W/m/K]
1.53000000e+02 5.00000000e+00 2.41210545e+00 1.86484000e+00 1.78271000e-06
1.53000000e+02 6.00000000e+00 2.43938052e+00 1.44130000e+00 2.10813000e-06
1.54000000e+02 1.00000000e+00 1.48997224e+00 8.49465000e+00 1.86387000e-05
1.54000000e+02 2.00000000e+00 1.56471338e+00 4.03742000e+00 6.42503000e-06
1.54000000e+02 3.00000000e+00 1.93394620e+00 4.35277000e+00 8.32437000e-06
1.54000000e+02 4.00000000e+00 2.08833009e+00 6.98444000e+00 1.75988000e-05
1.54000000e+02 5.00000000e+00 2.35650602e+00 2.30143000e+00 4.39316000e-06
1.54000000e+02 6.00000000e+00 2.47484891e+00 3.31952000e+00 6.61497000e-06
1.55000000e+02 1.00000000e+00 1.39839178e+00 9.82867000e+00 2.22765000e-05
1.55000000e+02 2.00000000e+00 1.63231947e+00 3.41052000e+00 4.32502000e-06
1.55000000e+02 3.00000000e+00 1.86820481e+00 3.91588000e+00 7.63852000e-06
1.55000000e+02 4.00000000e+00 2.17980862e+00 5.80047000e+00 1.27711000e-05
1.55000000e+02 5.00000000e+00 2.27211757e+00 2.97031000e+00 6.13016000e-06
1.55000000e+02 6.00000000e+00 2.53708274e+00 3.60564000e+00 9.19070000e-06
1.56000000e+02 1.00000000e+00 1.30430206e+00 1.14746000e+01 2.63528000e-05
1.56000000e+02 2.00000000e+00 1.67979753e+00 1.93131000e+00 1.41085000e-06
1.56000000e+02 3.00000000e+00 1.81362468e+00 3.19003000e+00 5.41414000e-06
1.56000000e+02 4.00000000e+00 2.18099280e+00 4.10634000e+00 9.29101000e-06
1.56000000e+02 5.00000000e+00 2.25020877e+00 5.33716000e+00 9.61097000e-06
1.56000000e+02 6.00000000e+00 2.60822937e+00 3.45389000e+00 1.02541000e-05
1.57000000e+02 1.00000000e+00 1.20916906e+00 1.43093000e+01 3.29231000e-05
1.57000000e+02 2.00000000e+00 1.65823649e+00 1.68737000e+00 1.37506000e-06
1.57000000e+02 3.00000000e+00 1.81887704e+00 7.71576000e-01 2.58216000e-07
1.57000000e+02 4.00000000e+00 2.08393514e+00 5.72390000e+00 1.42945000e-05
1.57000000e+02 5.00000000e+00 2.29758190e+00 4.19388000e+00 5.57090000e-06
1.57000000e+02 6.00000000e+00 2.68880147e+00 2.92409000e+00 9.09355000e-06
1.58000000e+02 1.00000000e+00 1.11503737e+00 1.90042000e+01 4.34687000e-05
1.58000000e+02 2.00000000e+00 1.58365124e+00 3.81118000e+00 8.18367000e-06
1.58000000e+02 3.00000000e+00 1.86767118e+00 2.96309000e+00 3.23090000e-06
1.58000000e+02 4.00000000e+00 1.98159214e+00 8.17924000e+00 2.24514000e-05
1.58000000e+02 5.00000000e+00 2.32449123e+00 2.86642000e+00 2.43403000e-06
1.58000000e+02 6.00000000e+00 2.77553729e+00 2.37567000e+00 7.14616000e-06
1.59000000e+02 1.00000000e+00 1.02475801e+00 2.93977000e+01 6.66497000e-05
1.59000000e+02 2.00000000e+00 1.49485885e+00 4.41187000e+00 1.13859000e-05
1.59000000e+02 3.00000000e+00 1.87500410e+00 6.44180000e+00 1.12374000e-05
1.59000000e+02 4.00000000e+00 1.92117506e+00 8.88570000e+00 2.65772000e-05
1.59000000e+02 5.00000000e+00 2.33499894e+00 1.41893000e+00 6.20864000e-07
1.59000000e+02 6.00000000e+00 2.86392197e+00 1.75434000e+00 4.79229000e-06
1.60000000e+02 1.00000000e+00 9.42066381e-01 4.03189000e+01 9.14926000e-05
1.60000000e+02 2.00000000e+00 1.40031644e+00 4.58509000e+00 1.27478000e-05
1.60000000e+02 3.00000000e+00 1.76539714e+00 1.42428000e+01 4.60230000e-05
1.60000000e+02 4.00000000e+00 1.97144418e+00 7.09855000e+00 1.58456000e-05
1.60000000e+02 5.00000000e+00 2.33269654e+00 7.51836000e-01 1.68759000e-07
1.60000000e+02 6.00000000e+00 2.95037599e+00 1.12898000e+00 2.59373000e-06
1.61000000e+02 1.00000000e+00 6.84182304e-01 2.16980000e+01 3.33896000e-05
1.61000000e+02 2.00000000e+00 6.84182304e-01 2.16980000e+01 3.33896000e-05
1.61000000e+02 3.00000000e+00 1.72545286e+00 2.10244000e+01 7.71303000e-05
1.61000000e+02 4.00000000e+00 2.31191796e+00 4.42880000e-01 6.19290000e-08
1.61000000e+02 5.00000000e+00 2.31191796e+00 4.42881000e-01 6.19293000e-08
1.61000000e+02 6.00000000e+00 2.84644410e+00 2.43241000e+00 7.51264000e-06
1.62000000e+02 1.00000000e+00 7.29642763e-01 1.60097000e+01 2.45316000e-05
1.62000000e+02 2.00000000e+00 7.39781729e-01 2.05238000e+01 3.73857000e-05
1.62000000e+02 3.00000000e+00 1.81254543e+00 1.89634000e+01 6.48986000e-05
1.62000000e+02 4.00000000e+00 2.30275332e+00 1.48360000e+00 6.69940000e-07
1.62000000e+02 5.00000000e+00 2.31292226e+00 6.47848000e-01 1.27531000e-07
1.62000000e+02 6.00000000e+00 2.77519853e+00 3.56163000e+00 1.39745000e-05
1.63000000e+02 1.00000000e+00 7.89310365e-01 1.04717000e+01 1.71856000e-05
1.63000000e+02 2.00000000e+00 8.27365962e-01 2.34072000e+01 5.65230000e-05
1.63000000e+02 3.00000000e+00 1.89587861e+00 1.60266000e+01 5.07427000e-05
1.63000000e+02 4.00000000e+00 2.26760870e+00 3.21783000e+00 3.21838000e-06
1.63000000e+02 5.00000000e+00 2.30889306e+00 1.07721000e+00 3.53272000e-07
1.63000000e+02 6.00000000e+00 2.72373024e+00 4.64652000e+00 2.01995000e-05
1.64000000e+02 1.00000000e+00 8.59593602e-01 7.65445000e+00 1.36957000e-05
1.64000000e+02 2.00000000e+00 9.38390931e-01 2.19179000e+01 6.41860000e-05
1.64000000e+02 3.00000000e+00 1.97474190e+00 1.31984000e+01 3.80277000e-05
1.64000000e+02 4.00000000e+00 2.21073516e+00 4.92250000e+00 7.71429000e-06
1.64000000e+02 5.00000000e+00 2.29933869e+00 1.40351000e+00 6.69379000e-07
1.64000000e+02 6.00000000e+00 2.68850168e+00 5.14383000e+00 2.19726000e-05
1.65000000e+02 1.00000000e+00 9.37206752e-01 5.85890000e+00 1.12818000e-05
1.65000000e+02 2.00000000e+00 1.06507104e+00 1.50837000e+01 4.94518000e-05
1.65000000e+02 3.00000000e+00 2.04499216e+00 9.85696000e+00 2.36898000e-05
1.65000000e+02 4.00000000e+00 2.14335691e+00 5.41258000e+00 9.82339000e-06
1.65000000e+02 5.00000000e+00 2.28375550e+00 1.78780000e+00 1.12645000e-06
1.65000000e+02 6.00000000e+00 2.66163732e+00 4.68566000e+00 1.78097000e-05
1.66000000e+02 1.00000000e+00 1.01918487e+00 5.34239000e+00 1.08426000e-05
1.66000000e+02 2.00000000e+00 1.20124556e+00 1.44577000e+01 5.02343000e-05
1.66000000e+02 3.00000000e+00 2.04254585e+00 5.40517000e+00 9.07925000e-06
1.66000000e+02 4.00000000e+00 2.13557431e+00 6.17881000e+00 1.14643000e-05
1.66000000e+02 5.00000000e+00 2.26177475e+00 2.25565000e+00 1.78489000e-06
1.66000000e+02 6.00000000e+00 2.63611602e+00 3.50743000e+00 1.11671000e-05
1.67000000e+02 1.00000000e+00 1.10301571e+00 6.12303000e+00 1.28514000e-05
1.67000000e+02 2.00000000e+00 1.34213581e+00 1.41135000e+01 4.99927000e-05
1.67000000e+02 3.00000000e+00 1.96415924e+00 6.42656000e+00 1.33781000e-05
1.67000000e+02 4.00000000e+00 2.19442947e+00 6.09376000e+00 1.20298000e-05
1.67000000e+02 5.00000000e+00 2.23323455e+00 2.78355000e+00 2.69045000e-06
1.67000000e+02 6.00000000e+00 2.60751887e+00 2.52965000e+00 6.58962000e-06
1.68000000e+02 1.00000000e+00 1.18674762e+00 6.19383000e+00 1.32259000e-05
1.68000000e+02 2.00000000e+00 1.48336782e+00 1.33709000e+01 4.64821000e-05
1.68000000e+02 3.00000000e+00 1.88118281e+00 6.24071000e+00 1.23429000e-05
1.68000000e+02 4.00000000e+00 2.19815589e+00 3.34161000e+00 3.85876000e-06
1.68000000e+02 5.00000000e+00 2.25157582e+00 4.87230000e+00 8.12606000e-06
1.68000000e+02 6.00000000e+00 2.57349547e+00 1.87136000e+00 3.98764000e-06
1.69000000e+02 1.00000000e+00 1.26905251e+00 6.03390000e+00 1.28732000e-05
1.69000000e+02 2.00000000e+00 1.61560907e+00 1.11004000e+01 3.28642000e-05
1.69000000e+02 3.00000000e+00 1.80614787e+00 5.33090000e+00 8.16757000e-06
1.69000000e+02 4.00000000e+00 2.15666767e+00 3.86031000e+00 5.19395000e-06
1.69000000e+02 5.00000000e+00 2.30242654e+00 3.68900000e+00 4.90090000e-06
1.69000000e+02 6.00000000e+00 2.53296060e+00 1.43683000e+00 2.55716000e-06
1.70000000e+02 1.00000000e+00 1.34916593e+00 5.48141000e+00 1.13860000e-05
1.70000000e+02 2.00000000e+00 1.66463705e+00 2.87751000e+00 2.32193000e-06
1.70000000e+02 3.00000000e+00 1.81241952e+00 8.33047000e+00 1.89275000e-05
1.70000000e+02 4.00000000e+00 2.10895278e+00 4.23657000e+00 6.45995000e-06
1.70000000e+02 5.00000000e+00 2.34651395e+00 2.77385000e+00 2.81852000e-06
1.70000000e+02 6.00000000e+00 2.48551252e+00 1.18934000e+00 1.85697000e-06
1.71000000e+02 1.00000000e+00 1.42671612e+00 4.99680000e+00 9.73038000e-06
1.71000000e+02 2.00000000e+00 1.59783740e+00 8.01902000e+00 1.53586000e-05
1.71000000e+02 3.00000000e+00 1.93073243e+00 1.15918000e+01 3.68832000e-05
1.71000000e+02 4.00000000e+00 2.05525703e+00 4.47057000e+00 7.52776000e-06
1.71000000e+02 5.00000000e+00 2.38443165e+00 2.26646000e+00 1.92618000e-06
1.71000000e+02 6.00000000e+00 2.43113624e+00 1.33288000e+00 1.97015000e-06
1.72000000e+02 1.00000000e+00 1.50146027e+00 4.26974000e+00 7.41464000e-06
1.72000000e+02 2.00000000e+00 1.51499887e+00 1.01621000e+01 2.10780000e-05
1.72000000e+02 3.00000000e+00 1.99596417e+00 4.29893000e+00 7.82776000e-06
1.72000000e+02 4.00000000e+00 2.05826694e+00 9.29727000e+00 2.84433000e-05
1.72000000e+02 5.00000000e+00 2.36979880e+00 1.69449000e+00 2.56563000e-06
1.72000000e+02 6.00000000e+00 2.41820322e+00 2.68393000e+00 2.91242000e-06
1.73000000e+02 1.00000000e+00 1.42914444e+00 1.30879000e+01 2.77299000e-05
1.73000000e+02 2.00000000e+00 1.57272982e+00 3.71276000e+00 5.42273000e-06
1.73000000e+02 3.00000000e+00 1.93194059e+00 4.20250000e+00 8.11974000e-06
1.73000000e+02 4.00000000e+00 2.17640298e+00 7.68612000e+00 2.04879000e-05
1.73000000e+02 5.00000000e+00 2.30195587e+00 2.26783000e+00 3.76276000e-06
1.73000000e+02 6.00000000e+00 2.45224760e+00 4.13060000e+00 7.28063000e-06
1.74000000e+02 1.00000000e+00 1.34238763e+00 1.59846000e+01 3.40246000e-05
1.74000000e+02 2.00000000e+00 1.63777869e+00 3.08828000e+00 3.51900000e-06
1.74000000e+02 3.00000000e+00 1.86602832e+00 3.69266000e+00 7.31573000e-06
1.74000000e+02 4.00000000e+00 2.22721473e+00 3.02075000e+00 5.61661000e-06
1.74000000e+02 5.00000000e+00 2.27203363e+00 6.27077000e+00 1.25142000e-05
1.74000000e+02 6.00000000e+00 2.49777101e+00 5.04545000e+00 1.37251000e-05
1.75000000e+02 1.00000000e+00 1.25622441e+00 2.06343000e+01 4.39884000e-05
1.75000000e+02 2.00000000e+00 1.68180914e+00 1.67971000e+00 1.08629000e-06
1.75000000e+02 3.00000000e+00 1.81289918e+00 3.25064000e+00 5.71452000e-06
1.75000000e+02 4.00000000e+00 2.14685848e+00 4.38786000e+00 9.38718000e-06
1.75000000e+02 5.00000000e+00 2.32865834e+00 4.37922000e+00 5.34075000e-06
1.75000000e+02 6.00000000e+00 2.56910652e+00 4.73832000e+00 1.56464000e-05
1.76000000e+02 1.00000000e+00 1.17265140e+00 2.80996000e+01 6.02819000e-05
1.76000000e+02 2.00000000e+00 1.65653667e+00 1.59965000e+00 1.26385000e-06
1.76000000e+02 3.00000000e+00 1.82057086e+00 9.79934000e-01 4.13530000e-07
1.76000000e+02 4.00000000e+00 2.06070725e+00 6.12017000e+00 1.48309000e-05
1.76000000e+02 5.00000000e+00 2.34949689e+00 2.20035000e+00 1.23601000e-06
1.76000000e+02 6.00000000e+00 2.66286946e+00 3.65911000e+00 1.21186000e-05
1.77000000e+02 1.00000000e+00 1.09436971e+00 3.28438000e+01 7.17147000e-05
1.77000000e+02 2.00000000e+00 1.58207433e+00 3.79432000e+00 8.15808000e-06
1.77000000e+02 3.00000000e+00 1.86874744e+00 2.86831000e+00 3.01737000e-06
1.77000000e+02 4.00000000e+00 1.96973237e+00 8.62351000e+00 2.33773000e-05
1.77000000e+02 5.00000000e+00 2.34869044e+00 8.70359000e-01 2.07188000e-07
1.77000000e+02 6.00000000e+00 2.76415119e+00 2.64613000e+00 8.16009000e-06
1.78000000e+02 1.00000000e+00 7.54126776e-01 1.62829000e+01 2.21760000e-05
1.78000000e+02 2.00000000e+00 7.54126776e-01 1.62829000e+01 2.21760000e-05
1.78000000e+02 3.00000000e+00 1.89142970e+00 1.57178000e+01 5.00336000e-05
1.78000000e+02 4.00000000e+00 2.31864229e+00 4.40208000e-01 5.96137000e-08
1.78000000e+02 5.00000000e+00 2.31864229e+00 4.40210000e-01 5.96143000e-08
1.78000000e+02 6.00000000e+00 2.68020943e+00 5.54873000e+00 2.62414000e-05
1.79000000e+02 1.00000000e+00 7.94454796e-01 1.28104000e+01 1.73193000e-05
1.79000000e+02 2.00000000e+00 8.04668709e-01 1.76653000e+01 2.94085000e-05
1.79000000e+02 3.00000000e+00 1.96657256e+00 1.37115000e+01 4.02350000e-05
1.79000000e+02 4.00000000e+00 2.30484586e+00 1.99960000e+00 1.25683000e-06
1.79000000e+02 5.00000000e+00 2.31941875e+00 6.58876000e-01 1.32935000e-07
1.79000000e+02 6.00000000e+00 2.60934760e+00 7.48315000e+00 3.81532000e-05
1.80000000e+02 1.00000000e+00 8.47889722e-01 9.50429000e+00 1.38710000e-05
1.80000000e+02 2.00000000e+00 8.86730773e-01 2.20481000e+01 5.06874000e-05
1.80000000e+02 3.00000000e+00 2.03691576e+00 1.12157000e+01 2.97527000e-05
1.80000000e+02 4.00000000e+00 2.25456775e+00 4.43043000e+00 6.28833000e-06
1.80000000e+02 5.00000000e+00 2.31485892e+00 1.03444000e+00 3.43041000e-07
1.80000000e+02 6.00000000e+00 2.57078235e+00 8.46719000e+00 4.03676000e-05
1.81000000e+02 1.00000000e+00 9.11454620e-01 7.07311000e+00 1.13870000e-05
1.81000000e+02 2.00000000e+00 9.92974060e-01 2.24561000e+01 6.41116000e-05
1.81000000e+02 3.00000000e+00 2.09671527e+00 8.25003000e+00 1.70631000e-05
1.81000000e+02 4.00000000e+00 2.18373889e+00 5.63684000e+00 1.05200000e-05
1.81000000e+02 5.00000000e+00 2.30450110e+00 1.40951000e+00 6.68885000e-07
1.81000000e+02 6.00000000e+00 2.55404497e+00 7.21586000e+00 2.76482000e-05
1.82000000e+02 1.00000000e+00 9.82148571e-01 5.63453000e+00 9.88686000e-06
1.82000000e+02 2.00000000e+00 1.11609564e+00 1.81691000e+01 5.89394000e-05
1.82000000e+02 3.00000000e+00 2.07272591e+00 7.33822000e+00 1.55552000e-05
1.82000000e+02 4.00000000e+00 2.18020434e+00 5.88076000e+00 1.05811000e-05
1.82000000e+02 5.00000000e+00 2.28795858e+00 1.85745000e+00 1.16676000e-06
1.82000000e+02 6.00000000e+00 2.54390300e+00 5.51509000e+00 1.60221000e-05
1.83000000e+02 1.00000000e+00 1.05719850e+00 5.88305000e+00 1.10401000e-05
1.83000000e+02 2.00000000e+00 1.25003071e+00 1.75131000e+01 6.08916000e-05
1.83000000e+02 3.00000000e+00 1.98564533e+00 8.30482000e+00 1.97385000e-05
1.83000000e+02 4.00000000e+00 2.23108204e+00 5.68219000e+00 1.03640000e-05
1.83000000e+02 5.00000000e+00 2.26500950e+00 2.40048000e+00 1.91608000e-06
1.83000000e+02 6.00000000e+00 2.53196229e+00 3.73095000e+00 8.32555000e-06
1.84000000e+02 1.00000000e+00 1.13430500e+00 6.01172000e+00 1.18627000e-05
1.84000000e+02 2.00000000e+00 1.38992265e+00 1.79906000e+01 6.43891000e-05
1.84000000e+02 3.00000000e+00 1.89633729e+00 7.96791000e+00 1.74713000e-05
1.84000000e+02 4.00000000e+00 2.23557293e+00 3.03770000e+00 2.99171000e-06
1.84000000e+02 5.00000000e+00 2.27894084e+00 4.69803000e+00 7.23270000e-06
1.84000000e+02 6.00000000e+00 2.51473024e+00 2.39455000e+00 4.19007000e-06
1.85000000e+02 1.00000000e+00 1.21175926e+00 5.96451000e+00 1.21694000e-05
1.85000000e+02 2.00000000e+00 1.53060005e+00 1.75510000e+01 6.14278000e-05
1.85000000e+02 3.00000000e+00 1.81176297e+00 7.87662000e+00 1.52427000e-05
1.85000000e+02 4.00000000e+00 2.19968782e+00 3.61618000e+00 4.26201000e-06
1.85000000e+02 5.00000000e+00 2.31979949e+00 3.77430000e+00 4.59215000e-06
1.85000000e+02 6.00000000e+00 2.49088779e+00 1.68111000e+00 2.35658000e-06
1.86000000e+02 1.00000000e+00 1.28844906e+00 5.71550000e+00 1.17857000e-05
1.86000000e+02 2.00000000e+00 1.64740501e+00 8.10957000e+00 1.44619000e-05
1.86000000e+02 3.00000000e+00 1.75521021e+00 5.58595000e+00 5.62048000e-06
1.86000000e+02 4.00000000e+00 2.15745613e+00 4.06823000e+00 5.55463000e-06
1.86000000e+02 5.00000000e+00 2.35283357e+00 2.79071000e+00 2.46277000e-06
1.86000000e+02 6.00000000e+00 2.46006917e+00 1.26063000e+00 1.47868000e-06
1.87000000e+02 1.00000000e+00 1.36374781e+00 5.31708000e+00 1.07105000e-05
1.87000000e+02 2.00000000e+00 1.61890678e+00 8.66078000e+00 1.42627000e-05
1.87000000e+02 3.00000000e+00 1.84617310e+00 1.73964000e+01 6.02269000e-05
1.87000000e+02 4.00000000e+00 2.10904871e+00 4.31896000e+00 6.63145000e-06
1.87000000e+02 5.00000000e+00 2.37785721e+00 1.71334000e+00 9.47667000e-07
1.87000000e+02 6.00000000e+00 2.42236733e+00 1.08395000e+00 1.15925000e-06
1.88000000e+02 1.00000000e+00 1.43733176e+00 4.78419000e+00 8.98327000e-06
1.88000000e+02 2.00000000e+00 1.54340416e+00 1.34880000e+01 2.54689000e-05
1.88000000e+02 3.00000000e+00 1.98422432e+00 1.46763000e+01 5.29924000e-05
1.88000000e+02 4.00000000e+00 2.05472041e+00 4.39698000e+00 7.41970000e-06
1.88000000e+02 5.00000000e+00 2.37720966e+00 9.66322000e-01 1.06317000e-06
1.88000000e+02 6.00000000e+00 2.39591668e+00 1.10190000e+00 3.60933000e-07
1.89000000e+02 1.00000000e+00 1.46511049e+00 1.85921000e+01 3.58522000e-05
1.89000000e+02 2.00000000e+00 1.50890410e+00 4.10254000e+00 6.78626000e-06
1.89000000e+02 3.00000000e+00 1.99492689e+00 4.29605000e+00 7.83764000e-06
1.89000000e+02 4.00000000e+00 2.12283315e+00 1.17003000e+01 4.06513000e-05
1.89000000e+02 5.00000000e+00 2.32649684e+00 1.48254000e+00 1.86668000e-06
1.89000000e+02 6.00000000e+00 2.40622952e+00 2.03772000e+00 1.16913000e-06
1.90000000e+02 1.00000000e+00 1.38729048e+00 2.74644000e+01 5.34088000e-05
1.90000000e+02 2.00000000e+00 1.57764940e+00 3.42666000e+00 4.70851000e-06
1.90000000e+02 3.00000000e+00 1.93064249e+00 3.99805000e+00 7.76190000e-06
1.90000000e+02 4.00000000e+00 2.25179467e+00 3.18039000e+00 4.97986000e-06
1.90000000e+02 5.00000000e+00 2.27199166e+00 5.85721000e-01 1.89994000e-07
1.90000000e+02 6.00000000e+00 2.41337956e+00 4.62320000e+00 6.31283000e-06
1.91000000e+02 1.00000000e+00 1.31134417e+00 3.38466000e+01 6.69147000e-05
1.91000000e+02 2.00000000e+00 1.64056076e+00 2.89249000e+00 3.09299000e-06
1.91000000e+02 3.00000000e+00 1.86489211e+00 3.65192000e+00 7.29551000e-06
1.91000000e+02 4.00000000e+00 2.20470934e+00 3.13452000e+00 5.56489000e-06
1.91000000e+02 5.00000000e+00 2.35253078e+00 4.57389000e+00 5.84745000e-06
1.91000000e+02 6.00000000e+00 2.44371252e+00 7.02487000e+00 2.31071000e-05
1.92000000e+02 1.00000000e+00 1.23901935e+00 3.54545000e+01 7.24119000e-05
1.92000000e+02 2.00000000e+00 1.68245069e+00 1.59002000e+00 9.79793000e-07
1.92000000e+02 3.00000000e+00 1.81268633e+00 3.25729000e+00 5.79967000e-06
1.92000000e+02 4.00000000e+00 2.13538244e+00 4.33776000e+00 9.09892000e-06
1.92000000e+02 5.00000000e+00 2.36525395e+00 1.04755000e+00 2.52248000e-07
1.92000000e+02 6.00000000e+00 2.54566878e+00 5.41917000e+00 1.92735000e-05
1.93000000e+02 1.00000000e+00 8.15452228e-01 1.33435000e+01 1.57571000e-05
1.93000000e+02 2.00000000e+00 8.15452228e-01 1.33435000e+01 1.57571000e-05
1.93000000e+02 3.00000000e+00 2.03388186e+00 1.11152000e+01 2.98834000e-05
1.93000000e+02 4.00000000e+00 2.32502786e+00 4.15156000e-01 5.22862000e-08
1.93000000e+02 5.00000000e+00 2.32502786e+00 4.15163000e-01 5.22880000e-08
1.93000000e+02 6.00000000e+00 2.50705557e+00 1.34196000e+01 7.40603000e-05
1.94000000e+02 1.00000000e+00 8.50794706e-01 1.10786000e+01 1.29633000e-05
1.94000000e+02 2.00000000e+00 8.61167510e-01 1.61916000e+01 2.46219000e-05
1.94000000e+02 3.00000000e+00 2.09625059e+00 9.49941000e+00 2.26874000e-05
1.94000000e+02 4.00000000e+00 2.29567223e+00 4.17962000e+00 5.31872000e-06
1.94000000e+02 5.00000000e+00 2.32542958e+00 6.55742000e-01 1.26160000e-07
1.94000000e+02 6.00000000e+00 2.45142617e+00 1.55486000e+01 7.68601000e-05
1.95000000e+02 1.00000000e+00 8.98341718e-01 8.33202000e+00 1.06654000e-05
1.95000000e+02 2.00000000e+00 9.38169085e-01 2.08928000e+01 4.60435000e-05
1.95000000e+02 3.00000000e+00 2.14449012e+00 5.04552000e+00 6.43822000e-06
1.95000000e+02 4.00000000e+00 2.22031351e+00 6.63514000e+00 1.27629000e-05
1.95000000e+02 5.00000000e+00 2.32022519e+00 1.05593000e+00 3.36556000e-07
1.95000000e+02 6.00000000e+00 2.44824537e+00 1.01044000e+01 3.14178000e-05
1.96000000e+02 1.00000000e+00 9.55503058e-01 6.35608000e+00 9.13653000e-06
1.96000000e+02 2.00000000e+00 1.03992149e+00 2.26081000e+01 6.32650000e-05
1.96000000e+02 3.00000000e+00 2.09447882e+00 1.15286000e+01 3.28427000e-05
1.96000000e+02 4.00000000e+00 2.22436670e+00 5.46544000e+00 9.58712000e-06
1.96000000e+02 5.00000000e+00 2.30904295e+00 1.52417000e+00 7.05227000e-07
1.96000000e+02 6.00000000e+00 2.45603697e+00 6.79019000e+00 1.43512000e-05
1.97000000e+02 1.00000000e+00 1.01955362e+00 5.70907000e+00 9.12030000e-06
1.97000000e+02 2.00000000e+00 1.15951151e+00 2.10026000e+01 6.76390000e-05
1.97000000e+02 3.00000000e+00 1.99921991e+00 1.18208000e+01 3.19130000e-05
1.97000000e+02 4.00000000e+00 2.26883185e+00 5.03184000e+00 8.38678000e-06
1.97000000e+02 5.00000000e+00 2.29162804e+00 2.06210000e+00 1.28938000e-06
1.97000000e+02 6.00000000e+00 2.46053684e+00 4.57608000e+00 7.38576000e-06
1.98000000e+02 1.00000000e+00 1.08800513e+00 6.14289000e+00 1.07216000e-05
1.98000000e+02 2.00000000e+00 1.29100928e+00 2.22458000e+01 7.75516000e-05
1.98000000e+02 3.00000000e+00 1.90594263e+00 1.05748000e+01 2.43219000e-05
1.98000000e+02 4.00000000e+00 2.26783654e+00 2.74527000e+00 2.21612000e-06
1.98000000e+02 5.00000000e+00 2.30941469e+00 4.33703000e+00 6.08054000e-06
1.98000000e+02 6.00000000e+00 2.45867214e+00 2.99086000e+00 3.82637000e-06
1.99000000e+02 1.00000000e+00 1.15884598e+00 6.08781000e+00 1.14158000e-05
1.99000000e+02 2.00000000e+00 1.42950119e+00 2.36973000e+01 8.57428000e-05
1.99000000e+02 3.00000000e+00 1.81874813e+00 1.01297000e+01 1.99470000e-05
1.99000000e+02 4.00000000e+00 2.23762950e+00 3.37793000e+00 3.37926000e-06
1.99000000e+02 5.00000000e+00 2.34288647e+00 3.66838000e+00 4.06952000e-06
1.99000000e+02 6.00000000e+00 2.44977731e+00 1.89204000e+00 1.92700000e-06
2.00000000e+02 1.00000000e+00 1.23061318e+00 5.73845000e+00 1.13269000e-05
2.00000000e+02 2.00000000e+00 1.56848776e+00 2.26921000e+01 7.82795000e-05
2.00000000e+02 3.00000000e+00 1.74127588e+00 1.09714000e+01 1.77268000e-05
2.00000000e+02 4.00000000e+00 2.20102490e+00 3.86413000e+00 4.60257000e-06
2.00000000e+02 5.00000000e+00 2.36839278e+00 2.88721000e+00 2.33886000e-06
2.00000000e+02 6.00000000e+00 2.43391831e+00 1.26140000e+00 1.03299000e-06
2.01000000e+02 1.00000000e+00 1.30235940e+00 5.52643000e+00 1.11441000e-05
2.01000000e+02 2.00000000e+00 1.63553924e+00 5.92284000e+00 5.00095000e-06
2.01000000e+02 3.00000000e+00 1.74289775e+00 2.39757000e+01 7.42301000e-05
2.01000000e+02 4.00000000e+00 2.15813066e+00 4.10352000e+00 5.61710000e-06
2.01000000e+02 5.00000000e+00 2.38548092e+00 1.76708000e+00 8.75620000e-07
2.01000000e+02 6.00000000e+00 2.41162278e+00 9.41026000e-01 6.47748000e-07
2.02000000e+02 1.00000000e+00 1.37352103e+00 5.17926000e+00 1.02295000e-05
2.02000000e+02 2.00000000e+00 1.57380307e+00 1.72398000e+01 2.82643000e-05
2.02000000e+02 3.00000000e+00 1.87752535e+00 2.13697000e+01 8.28643000e-05
2.02000000e+02 4.00000000e+00 2.10913865e+00 4.33024000e+00 6.63064000e-06
2.02000000e+02 5.00000000e+00 2.38074121e+00 8.68741000e-01 6.14580000e-07
2.02000000e+02 6.00000000e+00 2.39675310e+00 8.38644000e-01 1.89905000e-07
2.03000000e+02 1.00000000e+00 1.44375630e+00 4.53642000e+00 8.32509000e-06
2.03000000e+02 2.00000000e+00 1.50487490e+00 2.71201000e+01 4.64201000e-05
2.03000000e+02 3.00000000e+00 2.02101779e+00 1.81404000e+01 7.12594000e-05
2.03000000e+02 4.00000000e+00 2.05437864e+00 4.38595000e+00 7.37657000e-06
2.03000000e+02 5.00000000e+00 2.34639704e+00 9.49932000e-01 8.43376000e-07
2.03000000e+02 6.00000000e+00 2.39767946e+00 2.54934000e-01 1.49010000e-08
2.04000000e+02 1.00000000e+00 1.43728379e+00 3.95072000e+01 6.96831000e-05
2.04000000e+02 2.00000000e+00 1.51266649e+00 3.98735000e+00 6.42250000e-06
2.04000000e+02 3.00000000e+00 1.99437827e+00 4.08125000e+00 7.43940000e-06
2.04000000e+02 4.00000000e+00 2.16261854e+00 1.24925000e+01 4.85376000e-05
2.04000000e+02 5.00000000e+00 2.30581419e+00 1.36066000e+00 1.51324000e-06
2.04000000e+02 6.00000000e+00 2.39202538e+00 1.07884000e+00 2.44355000e-07
2.05000000e+02 1.00000000e+00 1.37231287e+00 4.96781000e+01 9.19071000e-05
2.05000000e+02 2.00000000e+00 1.57930725e+00 3.37335000e+00 4.53314000e-06
