# k j freq[thz] mfp[nm] kappa[W/m/K]
4.00000000e+02 2.00000000e+00 9.48251090e-01 1.27218000e+01 2.13769000e-05
4.00000000e+02 3.00000000e+00 2.11854013e+00 2.37201000e+01 8.73234000e-05
4.00000000e+02 4.00000000e+00 2.26734488e+00 4.87128000e+00 7.92701000e-06
4.00000000e+02 5.00000000e+00 2.33696858e+00 4.88504000e-01 5.11374000e-08
4.00000000e+02 6.00000000e+00 2.35908124e+00 2.71430000e+00 1.66508000e-06
4.01000000e+02 1.00000000e+00 9.63084798e-01 9.50208000e+00 1.03380000e-05
4.01000000e+02 2.00000000e+00 1.01679853e+00 1.37095000e+01 3.10758000e-05
4.01000000e+02 3.00000000e+00 2.02733441e+00 2.08834000e+01 6.29044000e-05
4.01000000e+02 4.00000000e+00 2.30431523e+00 4.27330000e+00 6.42648000e-06
4.01000000e+02 5.00000000e+00 2.33335309e+00 1.98968000e+00 8.08030000e-07
4.01000000e+02 6.00000000e+00 2.37136371e+00 3.10997000e+00 2.18291000e-06
4.02000000e+02 1.00000000e+00 1.01094359e+00 7.52635000e+00 9.45690000e-06
4.02000000e+02 2.00000000e+00 1.10970707e+00 1.68903000e+01 4.75726000e-05
4.02000000e+02 3.00000000e+00 1.93713599e+00 1.63798000e+01 3.75579000e-05
4.02000000e+02 4.00000000e+00 2.31947571e+00 2.47300000e+00 1.26693000e-06
4.02000000e+02 5.00000000e+00 2.33905213e+00 4.03113000e+00 5.02708000e-06
4.02000000e+02 6.00000000e+00 2.38468947e+00 2.96531000e+00 2.05806000e-06
4.03000000e+02 1.00000000e+00 1.06554171e+00 6.67320000e+00 9.62033000e-06
4.03000000e+02 2.00000000e+00 1.22135261e+00 2.03044000e+01 6.55867000e-05
4.03000000e+02 3.00000000e+00 1.85390473e+00 1.35958000e+01 2.38327000e-05
4.03000000e+02 4.00000000e+00 2.29971043e+00 3.27719000e+00 2.19584000e-06
4.03000000e+02 5.00000000e+00 2.36646211e+00 3.51579000e+00 3.34850000e-06
4.03000000e+02 6.00000000e+00 2.39392606e+00 2.11647000e+00 1.21529000e-06
4.04000000e+02 1.00000000e+00 1.12480459e+00 6.78974000e+00 1.10612000e-05
4.04000000e+02 2.00000000e+00 1.34624296e+00 2.41229000e+01 8.46829000e-05
4.04000000e+02 3.00000000e+00 1.77904068e+00 1.35113000e+01 1.95014000e-05
4.04000000e+02 4.00000000e+00 2.27326578e+00 3.90181000e+00 3.30917000e-06
4.04000000e+02 5.00000000e+00 2.38572375e+00 1.29690000e+00 4.33364000e-07
4.04000000e+02 6.00000000e+00 2.39913944e+00 7.21526000e-01 1.64529000e-07
4.05000000e+02 1.00000000e+00 1.18713435e+00 6.52278000e+00 1.17700000e-05
4.05000000e+02 2.00000000e+00 1.47952149e+00 2.92229000e+01 1.07391000e-04
4.05000000e+02 3.00000000e+00 1.71241190e+00 1.59326000e+01 2.08919000e-05
4.05000000e+02 4.00000000e+00 2.24045954e+00 4.33012000e+00 4.47855000e-06
4.05000000e+02 5.00000000e+00 2.39173458e+00 8.67479000e-01 2.82788000e-07
4.05000000e+02 6.00000000e+00 2.40499438e+00 1.81577000e+00 8.46278000e-07
4.06000000e+02 1.00000000e+00 1.25136778e+00 6.14976000e+00 1.19469000e-05
4.06000000e+02 2.00000000e+00 1.61184368e+00 2.45277000e+01 7.16916000e-05
4.06000000e+02 3.00000000e+00 1.65823349e+00 1.13472000e+01 8.64948000e-06
4.06000000e+02 4.00000000e+00 2.20145360e+00 4.72413000e+00 5.74708000e-06
4.06000000e+02 5.00000000e+00 2.38660814e+00 5.32709000e-01 1.40813000e-07
4.06000000e+02 6.00000000e+00 2.40986600e+00 1.53586000e+00 4.96760000e-07
4.07000000e+02 1.00000000e+00 1.31667747e+00 5.69933000e+00 1.14657000e-05
4.07000000e+02 2.00000000e+00 1.59265100e+00 2.92113000e+01 3.95217000e-05
4.07000000e+02 3.00000000e+00 1.76204847e+00 2.84466000e+01 1.12524000e-04
4.07000000e+02 4.00000000e+00 2.15650878e+00 4.86119000e+00 6.76313000e-06
4.07000000e+02 5.00000000e+00 2.37574667e+00 4.91386000e-01 1.50574000e-07
4.07000000e+02 6.00000000e+00 2.40935336e+00 1.07658000e+00 2.27401000e-07
4.08000000e+02 1.00000000e+00 1.38251779e+00 5.25996000e+00 1.04521000e-05
4.08000000e+02 2.00000000e+00 1.54116472e+00 4.13730000e+01 6.15164000e-05
4.08000000e+02 3.00000000e+00 1.89982687e+00 2.23661000e+01 8.97940000e-05
4.08000000e+02 4.00000000e+00 2.10601182e+00 4.64389000e+00 7.23288000e-06
4.08000000e+02 5.00000000e+00 2.36014850e+00 7.11878000e-01 3.67954000e-07
4.08000000e+02 6.00000000e+00 2.40404404e+00 1.02585000e+00 2.08143000e-07
4.09000000e+02 1.00000000e+00 9.58944670e-01 9.41574000e+00 7.70257000e-06
4.09000000e+02 2.00000000e+00 9.81611944e-01 1.17797000e+01 1.84880000e-05
4.09000000e+02 3.00000000e+00 1.99007026e+00 2.69650000e+01 6.87679000e-05
4.09000000e+02 4.00000000e+00 2.33695359e+00 3.35559000e+00 3.36596000e-06
4.09000000e+02 5.00000000e+00 2.34109971e+00 5.05479000e-01 4.37504000e-08
4.09000000e+02 6.00000000e+00 2.34908617e+00 1.32674000e+00 4.18417000e-07
4.10000000e+02 1.00000000e+00 9.92083678e-01 8.52349000e+00 8.18160000e-06
4.10000000e+02 2.00000000e+00 1.04518284e+00 1.36984000e+01 3.01296000e-05
4.10000000e+02 3.00000000e+00 1.91282585e+00 1.94341000e+01 3.52901000e-05
4.10000000e+02 4.00000000e+00 2.33443234e+00 2.11342000e+00 7.63662000e-07
4.10000000e+02 5.00000000e+00 2.35394280e+00 2.12505000e+00 7.94723000e-07
4.10000000e+02 6.00000000e+00 2.37132474e+00 3.51792000e+00 3.67076000e-06
4.11000000e+02 1.00000000e+00 1.03408754e+00 7.06583000e+00 8.14671000e-06
4.11000000e+02 2.00000000e+00 1.13377737e+00 1.67728000e+01 4.67449000e-05
4.11000000e+02 3.00000000e+00 1.84126251e+00 1.44516000e+01 1.87771000e-05
4.11000000e+02 4.00000000e+00 2.32015324e+00 2.89832000e+00 1.45147000e-06
4.11000000e+02 5.00000000e+00 2.36547280e+00 2.26483000e+00 9.36909000e-07
4.11000000e+02 6.00000000e+00 2.39346438e+00 3.09994000e+00 2.59792000e-06
4.12000000e+02 1.00000000e+00 1.08286369e+00 6.60806000e+00 9.02683000e-06
4.12000000e+02 2.00000000e+00 1.24166352e+00 2.23088000e+01 7.20272000e-05
4.12000000e+02 3.00000000e+00 1.77807834e+00 1.37919000e+01 1.44503000e-05
4.12000000e+02 4.00000000e+00 2.29958751e+00 3.78690000e+00 2.55240000e-06
4.12000000e+02 5.00000000e+00 2.37384899e+00 1.72294000e+00 6.57249000e-07
4.12000000e+02 6.00000000e+00 2.40919447e+00 2.61309000e+00 1.58958000e-06
4.13000000e+02 1.00000000e+00 1.13673632e+00 6.69640000e+00 1.05950000e-05
4.13000000e+02 2.00000000e+00 1.36319919e+00 2.73089000e+01 9.65663000e-05
4.13000000e+02 3.00000000e+00 1.72331234e+00 1.70254000e+01 1.71377000e-05
4.13000000e+02 4.00000000e+00 2.27282208e+00 4.63813000e+00 3.98011000e-06
4.13000000e+02 5.00000000e+00 2.37887350e+00 1.04598000e+00 3.06646000e-07
4.13000000e+02 6.00000000e+00 2.41803833e+00 1.94597000e+00 7.63987000e-07
4.14000000e+02 1.00000000e+00 1.19434435e+00 6.51473000e+00 1.16064000e-05
4.14000000e+02 2.00000000e+00 1.49338687e+00 3.56503000e+01 1.33568000e-04
4.14000000e+02 3.00000000e+00 1.67549252e+00 2.23499000e+01 2.39425000e-05
4.14000000e+02 4.00000000e+00 2.23991991e+00 4.73973000e+00 4.93323000e-06
4.14000000e+02 5.00000000e+00 2.38071423e+00 4.24023000e-01 6.67664000e-08
4.14000000e+02 6.00000000e+00 2.42031375e+00 1.19554000e+00 2.67685000e-07
4.15000000e+02 1.00000000e+00 1.25459954e+00 6.16559000e+00 1.19307000e-05
4.15000000e+02 2.00000000e+00 1.62777163e+00 3.32836000e+01 1.29775000e-04
4.15000000e+02 3.00000000e+00 1.63257430e+00 2.87201000e+01 3.44466000e-05
4.15000000e+02 4.00000000e+00 2.20105188e+00 4.94590000e+00 6.02611000e-06
4.15000000e+02 5.00000000e+00 2.37963198e+00 1.74592000e-01 1.50103000e-08
4.15000000e+02 6.00000000e+00 2.41689013e+00 9.19147000e-01 1.56663000e-07
4.16000000e+02 1.00000000e+00 9.83659523e-01 7.84394000e+00 5.34390000e-06
4.16000000e+02 2.00000000e+00 1.00571222e+00 1.11606000e+01 1.65582000e-05
4.16000000e+02 3.00000000e+00 1.87718658e+00 1.81667000e+01 2.23843000e-05
4.16000000e+02 4.00000000e+00 2.34279354e+00 2.59688000e-01 1.04479000e-08
4.16000000e+02 5.00000000e+00 2.34415459e+00 4.92275000e-01 3.34092000e-08
4.16000000e+02 6.00000000e+00 2.39429181e+00 3.17270000e+00 2.83969000e-06
4.17000000e+02 1.00000000e+00 1.01154318e+00 7.63293000e+00 6.58557000e-06
4.17000000e+02 2.00000000e+00 1.06434254e+00 1.36095000e+01 2.93297000e-05
4.17000000e+02 3.00000000e+00 1.82218674e+00 1.21938000e+01 1.00536000e-05
4.17000000e+02 4.00000000e+00 2.33466917e+00 2.18391000e+00 7.22660000e-07
4.17000000e+02 5.00000000e+00 2.35160742e+00 1.86769000e+00 4.99288000e-07
4.17000000e+02 6.00000000e+00 2.41241723e+00 2.83235000e+00 1.87624000e-06
4.18000000e+02 1.00000000e+00 1.04800088e+00 6.77050000e+00 7.35944000e-06
4.18000000e+02 2.00000000e+00 1.14847017e+00 1.85854000e+01 5.15145000e-05
4.18000000e+02 3.00000000e+00 1.77477464e+00 1.21540000e+01 8.36544000e-06
4.18000000e+02 4.00000000e+00 2.32005132e+00 3.18345000e+00 1.60389000e-06
4.18000000e+02 5.00000000e+00 2.35985470e+00 1.81634000e+00 5.33856000e-07
4.18000000e+02 6.00000000e+00 2.42389027e+00 2.13287000e+00 9.22709000e-07
4.19000000e+02 1.00000000e+00 1.09150670e+00 6.69703000e+00 8.89089000e-06
4.19000000e+02 2.00000000e+00 1.25208429e+00 2.47359000e+01 7.99305000e-05
4.19000000e+02 3.00000000e+00 1.73555285e+00 1.56507000e+01 1.16932000e-05
4.19000000e+02 4.00000000e+00 2.29936567e+00 4.05253000e+00 2.77169000e-06
4.19000000e+02 5.00000000e+00 2.36745143e+00 1.33753000e+00 3.62238000e-07
4.19000000e+02 6.00000000e+00 2.42864497e+00 1.23099000e+00 2.79627000e-07
4.20000000e+02 1.00000000e+00 1.14070256e+00 6.64693000e+00 1.04140000e-05
4.20000000e+02 2.00000000e+00 1.36907512e+00 2.85422000e+01 1.01288000e-04
4.20000000e+02 3.00000000e+00 1.70312435e+00 2.06724000e+01 1.82979000e-05
4.20000000e+02 4.00000000e+00 2.27262422e+00 4.83196000e+00 4.17299000e-06
4.20000000e+02 5.00000000e+00 2.37432566e+00 7.83347000e-01 1.62304000e-07
4.20000000e+02 6.00000000e+00 2.42713402e+00 7.18913000e-01 9.27967000e-08
4.21000000e+02 1.00000000e+00 9.98601156e-01 6.70684000e+00 3.89496000e-06
4.21000000e+02 2.00000000e+00 1.02028811e+00 1.07895000e+01 1.54138000e-05
4.21000000e+02 3.00000000e+00 1.80180988e+00 8.24686000e+00 3.71028000e-06
4.21000000e+02 4.00000000e+00 2.34236783e+00 8.15956000e-01 9.22568000e-08
4.21000000e+02 5.00000000e+00 2.34602829e+00 4.25000000e-01 2.20882000e-08
4.21000000e+02 6.00000000e+00 2.42689119e+00 2.16793000e+00 9.80199000e-07
4.22000000e+02 1.00000000e+00 1.02131640e+00 7.30524000e+00 5.91445000e-06
4.22000000e+02 2.00000000e+00 1.07400784e+00 1.33547000e+01 2.84859000e-05
4.22000000e+02 3.00000000e+00 1.77262813e+00 8.84891000e+00 3.76536000e-06
4.22000000e+02 4.00000000e+00 2.33452227e+00 2.30270000e+00 7.59710000e-07
4.22000000e+02 5.00000000e+00 2.35093289e+00 1.56653000e+00 3.19349000e-07
4.22000000e+02 6.00000000e+00 2.43379840e+00 1.23788000e+00 2.82643000e-07
4.23000000e+02 1.00000000e+00 1.05264166e+00 6.76872000e+00 7.20395000e-06
4.23000000e+02 2.00000000e+00 1.15341974e+00 1.94042000e+01 5.36965000e-05
4.23000000e+02 3.00000000e+00 1.75109107e+00 1.22220000e+01 6.80436000e-06
4.23000000e+02 4.00000000e+00 2.31995538e+00 3.26666000e+00 1.66310000e-06
4.23000000e+02 5.00000000e+00 2.35828379e+00 1.61319000e+00 4.07119000e-07
4.23000000e+02 6.00000000e+00 2.43422710e+00 4.58170000e-01 3.76835000e-08
4.24000000e+02 1.00000000e+00 1.00360169e+00 6.15193000e+00 3.33712000e-06
4.24000000e+02 2.00000000e+00 1.02517172e+00 1.05684000e+01 1.48967000e-05
4.24000000e+02 3.00000000e+00 1.77534424e+00 5.20421000e+00 1.30416000e-06
4.24000000e+02 4.00000000e+00 2.34233186e+00 1.04023000e+00 1.42301000e-07
4.24000000e+02 5.00000000e+00 2.34665786e+00 3.88650000e-01 1.75319000e-08
4.24000000e+02 6.00000000e+00 2.43783959e+00 2.05384000e-01 7.64723000e-09
4.25000000e+02 1.00000000e+00 4.87623680e-01 5.25940000e+01 1.15283000e-04
4.25000000e+02 2.00000000e+00 6.64366053e-01 1.04779000e+01 4.21300000e-05
4.25000000e+02 3.00000000e+00 1.11671321e+00 8.93628000e+00 4.33986000e-05
4.25000000e+02 4.00000000e+00 2.21606246e+00 3.95394000e-01 5.33187000e-08
4.25000000e+02 5.00000000e+00 2.29585210e+00 1.73985000e+00 1.13667000e-06
4.25000000e+02 6.00000000e+00 3.27357874e+00 6.19235000e-01 1.74447000e-06
4.26000000e+02 1.00000000e+00 5.73726940e-01 2.99768000e+01 7.10944000e-05
4.26000000e+02 2.00000000e+00 7.88084216e-01 6.79275000e+00 2.68579000e-05
4.26000000e+02 3.00000000e+00 1.24830391e+00 9.97914000e+00 4.57752000e-05
4.26000000e+02 4.00000000e+00 2.18660190e+00 3.58480000e+00 4.17586000e-06
4.26000000e+02 5.00000000e+00 2.29631978e+00 3.21827000e-01 3.69980000e-08
4.26000000e+02 6.00000000e+00 3.22899967e+00 4.03883000e-01 6.69025000e-07
4.27000000e+02 1.00000000e+00 6.76984299e-01 1.77092000e+01 4.61958000e-05
4.27000000e+02 2.00000000e+00 9.13421255e-01 5.71574000e+00 2.17941000e-05
4.27000000e+02 3.00000000e+00 1.37983165e+00 1.30828000e+01 5.63704000e-05
4.27000000e+02 4.00000000e+00 2.15397554e+00 5.50812000e+00 9.65862000e-06
4.27000000e+02 5.00000000e+00 2.28940058e+00 8.51579000e-01 2.45963000e-07
4.27000000e+02 6.00000000e+00 3.18247196e+00 1.31927000e-01 6.60213000e-08
4.28000000e+02 1.00000000e+00 7.88045243e-01 1.07686000e+01 2.96593000e-05
4.28000000e+02 2.00000000e+00 1.03861439e+00 5.63532000e+00 2.04370000e-05
4.28000000e+02 3.00000000e+00 1.51158124e+00 1.52153000e+01 6.13503000e-05
4.28000000e+02 4.00000000e+00 2.11766473e+00 6.94438000e+00 1.50680000e-05
4.28000000e+02 5.00000000e+00 2.27563413e+00 2.03159000e+00 1.30076000e-06
4.28000000e+02 6.00000000e+00 3.13282640e+00 1.54084000e-01 8.25654000e-08
4.29000000e+02 1.00000000e+00 9.01759346e-01 8.15555000e+00 2.29050000e-05
4.29000000e+02 2.00000000e+00 1.16220964e+00 5.96969000e+00 2.03528000e-05
4.29000000e+02 3.00000000e+00 1.64353769e+00 1.41791000e+01 5.33429000e-05
4.29000000e+02 4.00000000e+00 2.07663520e+00 7.46075000e+00 1.73610000e-05
4.29000000e+02 5.00000000e+00 2.25492450e+00 3.34361000e+00 3.35134000e-06
4.29000000e+02 6.00000000e+00 3.07862401e+00 4.11818000e-01 5.48550000e-07
4.30000000e+02 1.00000000e+00 1.01508072e+00 6.59536000e+00 1.84057000e-05
4.30000000e+02 2.00000000e+00 1.28261211e+00 5.91950000e+00 1.87616000e-05
4.30000000e+02 3.00000000e+00 1.77504145e+00 1.40985000e+01 4.92517000e-05
4.30000000e+02 4.00000000e+00 2.03008949e+00 7.10287000e+00 1.59420000e-05
4.30000000e+02 5.00000000e+00 2.22686697e+00 4.39760000e+00 5.76307000e-06
4.30000000e+02 6.00000000e+00 3.01857567e+00 6.22322000e-01 1.18018000e-06
4.31000000e+02 1.00000000e+00 1.12589884e+00 6.99583000e+00 1.90191000e-05
4.31000000e+02 2.00000000e+00 1.39803203e+00 5.60142000e+00 1.63087000e-05
4.31000000e+02 3.00000000e+00 1.90402396e+00 9.08268000e+00 2.38400000e-05
4.31000000e+02 4.00000000e+00 1.97883406e+00 4.68003000e+00 7.14188000e-06
4.31000000e+02 5.00000000e+00 2.19113476e+00 4.73953000e+00 7.33271000e-06
4.31000000e+02 6.00000000e+00 2.95163811e+00 8.17026000e-01 1.84334000e-06
4.32000000e+02 1.00000000e+00 1.23262479e+00 6.59032000e+00 1.71879000e-05
4.32000000e+02 2.00000000e+00 1.50634388e+00 4.97701000e+00 1.30667000e-05
4.32000000e+02 3.00000000e+00 1.91820712e+00 5.28645000e+00 9.27255000e-06
4.32000000e+02 4.00000000e+00 2.03478124e+00 8.06626000e+00 2.46397000e-05
4.32000000e+02 5.00000000e+00 2.14768890e+00 5.04462000e+00 8.68056000e-06
4.32000000e+02 6.00000000e+00 2.87728370e+00 1.02124000e+00 2.51610000e-06
4.33000000e+02 1.00000000e+00 1.33409539e+00 6.12854000e+00 1.51393000e-05
4.33000000e+02 2.00000000e+00 1.60383024e+00 4.81530000e+00 1.05840000e-05
4.33000000e+02 3.00000000e+00 1.85969971e+00 3.82021000e+00 5.45713000e-06
4.33000000e+02 4.00000000e+00 2.09659835e+00 5.04294000e+00 9.29978000e-06
4.33000000e+02 5.00000000e+00 2.15800175e+00 5.54000000e+00 1.60523000e-05
4.33000000e+02 6.00000000e+00 2.79549744e+00 1.25935000e+00 3.23956000e-06
4.34000000e+02 1.00000000e+00 1.42954916e+00 5.69045000e+00 1.31323000e-05
4.34000000e+02 2.00000000e+00 1.67496788e+00 2.11404000e+00 1.76519000e-06
4.34000000e+02 3.00000000e+00 1.81441313e+00 8.87259000e-01 3.61815000e-07
4.34000000e+02 4.00000000e+00 2.03861858e+00 5.14665000e+00 1.00686000e-05
4.34000000e+02 5.00000000e+00 2.27661445e+00 4.28841000e+00 1.18952000e-05
4.34000000e+02 6.00000000e+00 2.70680398e+00 1.53734000e+00 4.02499000e-06
4.35000000e+02 1.00000000e+00 1.51838652e+00 5.38570000e+00 1.13641000e-05
4.35000000e+02 2.00000000e+00 1.66535056e+00 3.53062000e+00 4.45583000e-06
4.35000000e+02 3.00000000e+00 1.83726028e+00 3.46358000e+00 5.86575000e-06
4.35000000e+02 4.00000000e+00 1.97426523e+00 5.04532000e+00 1.02009000e-05
4.35000000e+02 5.00000000e+00 2.38830796e+00 3.09584000e+00 8.03844000e-06
4.35000000e+02 6.00000000e+00 2.61310399e+00 1.78857000e+00 4.60221000e-06
4.36000000e+02 1.00000000e+00 1.59796631e+00 1.64077000e+00 1.03297000e-06
4.36000000e+02 2.00000000e+00 1.60064945e+00 1.77072000e+00 1.16779000e-06
4.36000000e+02 3.00000000e+00 1.89788722e+00 2.10524000e+00 2.03459000e-06
4.36000000e+02 4.00000000e+00 1.91128492e+00 2.49590000e+00 2.63007000e-06
4.36000000e+02 5.00000000e+00 2.46691042e+00 5.74432000e-01 3.24739000e-07
4.36000000e+02 6.00000000e+00 2.54049437e+00 8.07675000e-01 8.59607000e-07
4.37000000e+02 1.00000000e+00 5.75324831e-01 3.98344000e+01 8.30224000e-05
4.37000000e+02 2.00000000e+00 7.25379721e-01 1.01868000e+01 3.81659000e-05
4.37000000e+02 3.00000000e+00 1.34211482e+00 9.61067000e+00 4.33909000e-05
4.37000000e+02 4.00000000e+00 2.21754344e+00 2.54992000e+00 2.18502000e-06
4.37000000e+02 5.00000000e+00 2.30194688e+00 4.16104000e-01 6.20878000e-08
4.37000000e+02 6.00000000e+00 3.16904127e+00 3.26418000e-01 3.53830000e-07
4.38000000e+02 1.00000000e+00 6.55471225e-01 2.82319000e+01 6.27701000e-05
4.38000000e+02 2.00000000e+00 8.44732912e-01 7.91539000e+00 3.00348000e-05
4.38000000e+02 3.00000000e+00 1.46017891e+00 1.31067000e+01 5.57196000e-05
4.38000000e+02 4.00000000e+00 2.18402070e+00 4.52142000e+00 6.64738000e-06
4.38000000e+02 5.00000000e+00 2.30284625e+00 6.43026000e-01 1.39723000e-07
4.38000000e+02 6.00000000e+00 3.12014520e+00 8.39067000e-02 2.08845000e-08
4.39000000e+02 1.00000000e+00 7.51104873e-01 1.59298000e+01 3.85625000e-05
4.39000000e+02 2.00000000e+00 9.69161582e-01 6.47163000e+00 2.42945000e-05
4.39000000e+02 3.00000000e+00 1.57694190e+00 1.34420000e+01 5.34429000e-05
4.39000000e+02 4.00000000e+00 2.14539250e+00 6.19669000e+00 1.23194000e-05
4.39000000e+02 5.00000000e+00 2.29603198e+00 1.49479000e+00 7.20318000e-07
4.39000000e+02 6.00000000e+00 3.07094933e+00 3.88899000e-01 4.25617000e-07
4.40000000e+02 1.00000000e+00 8.54629046e-01 1.05022000e+01 2.68188000e-05
4.40000000e+02 2.00000000e+00 1.09619544e+00 6.69183000e+00 2.43742000e-05
4.40000000e+02 3.00000000e+00 1.69259265e+00 1.56721000e+01 5.77781000e-05
4.40000000e+02 4.00000000e+00 2.10158989e+00 7.08453000e+00 1.61552000e-05
4.40000000e+02 5.00000000e+00 2.28165995e+00 2.65060000e+00 2.16456000e-06
4.40000000e+02 6.00000000e+00 3.01965492e+00 7.15821000e-01 1.31123000e-06
4.41000000e+02 1.00000000e+00 9.61235081e-01 7.69980000e+00 2.00822000e-05
4.41000000e+02 2.00000000e+00 1.22347214e+00 6.91682000e+00 2.39891000e-05
4.41000000e+02 3.00000000e+00 1.80678643e+00 1.40285000e+01 4.72397000e-05
4.41000000e+02 4.00000000e+00 2.05242700e+00 6.98482000e+00 1.61071000e-05
4.41000000e+02 5.00000000e+00 2.25952631e+00 3.62966000e+00 4.09729000e-06
4.41000000e+02 6.00000000e+00 2.96456214e+00 9.69940000e-01 2.24700000e-06
4.42000000e+02 1.00000000e+00 1.06775118e+00 7.30811000e+00 1.89815000e-05
4.42000000e+02 2.00000000e+00 1.34849140e+00 6.67132000e+00 2.15997000e-05
4.42000000e+02 3.00000000e+00 1.91700495e+00 9.31339000e+00 2.33198000e-05
4.42000000e+02 4.00000000e+00 1.99983449e+00 5.11872000e+00 8.83235000e-06
4.42000000e+02 5.00000000e+00 2.22934325e+00 4.13390000e+00 5.71511000e-06
4.42000000e+02 6.00000000e+00 2.90434592e+00 1.14401000e+00 2.94630000e-06
4.43000000e+02 1.00000000e+00 1.17193190e+00 7.13771000e+00 1.81171000e-05
4.43000000e+02 2.00000000e+00 1.46847715e+00 6.26475000e+00 1.84831000e-05
4.43000000e+02 3.00000000e+00 1.93215944e+00 5.55216000e+00 1.02446000e-05
4.43000000e+02 4.00000000e+00 2.03493413e+00 8.01249000e+00 2.21732000e-05
4.43000000e+02 5.00000000e+00 2.19100885e+00 4.43885000e+00 6.99353000e-06
4.43000000e+02 6.00000000e+00 2.83818183e+00 1.27859000e+00 3.40982000e-06
4.44000000e+02 1.00000000e+00 1.27219733e+00 6.53620000e+00 1.59790000e-05
4.44000000e+02 2.00000000e+00 1.57937321e+00 5.58720000e+00 1.41894000e-05
4.44000000e+02 3.00000000e+00 1.87185928e+00 4.34212000e+00 6.86254000e-06
4.44000000e+02 4.00000000e+00 2.13890799e+00 5.24739000e+00 1.18651000e-05
4.44000000e+02 5.00000000e+00 2.14593512e+00 3.98318000e+00 5.79723000e-06
4.44000000e+02 6.00000000e+00 2.76574609e+00 1.44299000e+00 3.83081000e-06
4.45000000e+02 1.00000000e+00 1.36753119e+00 5.95079000e+00 1.38197000e-05
4.45000000e+02 2.00000000e+00 1.66743111e+00 3.44584000e+00 4.69647000e-06
4.45000000e+02 3.00000000e+00 1.82082868e+00 1.49378000e+00 9.63469000e-07
4.45000000e+02 4.00000000e+00 2.09043163e+00 4.96050000e+00 9.13213000e-06
4.45000000e+02 5.00000000e+00 2.24347245e+00 4.60782000e+00 1.11529000e-05
4.45000000e+02 6.00000000e+00 2.68717060e+00 1.59849000e+00 4.14184000e-06
4.46000000e+02 1.00000000e+00 1.45734887e+00 5.52632000e+00 1.19734000e-05
4.46000000e+02 2.00000000e+00 1.67300425e+00 3.11206000e+00 3.45337000e-06
4.46000000e+02 3.00000000e+00 1.83940979e+00 3.50878000e+00 5.97863000e-06
4.46000000e+02 4.00000000e+00 2.02919312e+00 5.00638000e+00 9.68706000e-06
4.46000000e+02 5.00000000e+00 2.34252073e+00 3.56295000e+00 8.28601000e-06
4.46000000e+02 6.00000000e+00 2.60317788e+00 1.79832000e+00 4.49709000e-06
4.47000000e+02 1.00000000e+00 1.54111975e+00 5.11326000e+00 1.00388000e-05
4.47000000e+02 2.00000000e+00 1.60861492e+00 4.87489000e+00 8.79195000e-06
4.47000000e+02 3.00000000e+00 1.91393209e+00 4.71293000e+00 9.63122000e-06
4.47000000e+02 4.00000000e+00 1.96224357e+00 4.75477000e+00 9.10318000e-06
4.47000000e+02 5.00000000e+00 2.43250329e+00 2.37479000e+00 4.48423000e-06
4.47000000e+02 6.00000000e+00 2.51897230e+00 1.71533000e+00 3.58200000e-06
4.48000000e+02 1.00000000e+00 1.52750919e+00 5.60677000e+00 1.16679000e-05
4.48000000e+02 2.00000000e+00 1.61709903e+00 4.49830000e+00 7.52768000e-06
4.48000000e+02 3.00000000e+00 1.88831186e+00 4.42109000e+00 8.71307000e-06
4.48000000e+02 4.00000000e+00 1.99400053e+00 5.35314000e+00 1.14012000e-05
4.48000000e+02 5.00000000e+00 2.40713190e+00 2.61026000e+00 5.85647000e-06
4.48000000e+02 6.00000000e+00 2.54109695e+00 2.08659000e+00 4.97129000e-06
4.49000000e+02 1.00000000e+00 1.43871980e+00 6.17135000e+00 1.40094000e-05
4.49000000e+02 2.00000000e+00 1.67450021e+00 2.72487000e+00 2.66321000e-06
4.49000000e+02 3.00000000e+00 1.82322102e+00 3.07680000e+00 4.75306000e-06
4.49000000e+02 4.00000000e+00 2.06535103e+00 5.34323000e+00 1.10384000e-05
4.49000000e+02 5.00000000e+00 2.30899499e+00 3.64868000e+00 8.94947000e-06
4.49000000e+02 6.00000000e+00 2.62707730e+00 1.80857000e+00 4.70395000e-06
4.50000000e+02 1.00000000e+00 1.34385961e+00 6.76424000e+00 1.63191000e-05
4.50000000e+02 2.00000000e+00 1.66076973e+00 2.96983000e+00 3.75793000e-06
4.50000000e+02 3.00000000e+00 1.81743804e+00 1.34182000e+00 7.93221000e-07
4.50000000e+02 4.00000000e+00 2.12826538e+00 5.24739000e+00 1.01406000e-05
4.50000000e+02 5.00000000e+00 2.20349219e+00 4.86595000e+00 1.25492000e-05
4.50000000e+02 6.00000000e+00 2.71150472e+00 1.64617000e+00 4.42169000e-06
4.51000000e+02 1.00000000e+00 1.24369011e+00 7.51274000e+00 1.89318000e-05
4.51000000e+02 2.00000000e+00 1.57879161e+00 4.71910000e+00 1.13271000e-05
4.51000000e+02 3.00000000e+00 1.86818083e+00 4.15139000e+00 6.33880000e-06
4.51000000e+02 4.00000000e+00 2.09298286e+00 6.69723000e+00 1.84918000e-05
4.51000000e+02 5.00000000e+00 2.18206605e+00 4.70776000e+00 8.26683000e-06
