k,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11
0.0,-6.7212,-3.2942,-3.2942,-3.1014,-2.2651,-2.2651,-1.5097,1.8423,1.8423,2.0945,2.0945
0.010045029442327675,-6.7207,-3.2952,-3.2939,-3.1027,-2.2657,-2.2643,-1.5097,1.8409,1.8429,2.0923,2.0939
0.019916868721856596,-6.7194,-3.2981,-3.2928,-3.1066,-2.2676,-2.2619,-1.5099,1.8369,1.8446,2.0859,2.0921
0.02996189816418427,-6.7172,-3.303,-3.2909,-3.113,-2.2708,-2.2581,-1.5102,1.8302,1.8475,2.0753,2.0891
0.04000692760651195,-6.714,-3.3098,-3.2883,-3.1218,-2.2751,-2.2528,-1.5106,1.821,1.8516,2.0607,2.085
0.05005195704883962,-6.71,-3.3184,-3.285,-3.1329,-2.2808,-2.2463,-1.5111,1.8092,1.8568,2.0422,2.0797
0.05992379632836854,-6.7051,-3.329,-3.281,-3.1463,-2.2876,-2.2387,-1.5117,1.7952,1.8631,2.0202,2.0733
0.06996882577069621,-6.6993,-3.3414,-3.2762,-3.1616,-2.2956,-2.2301,-1.5125,1.7789,1.8706,1.9948,2.0658
0.0800138552130239,-6.6926,-3.3557,-3.2707,-3.1788,-2.3048,-2.2208,-1.5135,1.7606,1.879,1.9665,2.0571
0.09005888465535157,-6.6851,-3.3717,-3.2644,-3.1978,-2.3151,-2.211,-1.5146,1.7405,1.8886,1.9353,2.0474
0.09993072393488049,-6.6767,-3.3896,-3.2575,-3.2183,-2.3265,-2.2008,-1.5159,1.7188,1.8991,1.9018,2.0367
0.10997575337720818,-6.6675,-3.4091,-3.2498,-3.2403,-2.3391,-2.1904,-1.5175,1.6957,1.866,1.9106,2.0249
0.12002078281953585,-6.6574,-3.4303,-3.2636,-3.2415,-2.3526,-2.18,-1.5193,1.6714,1.8284,1.923,2.0121
0.13006581226186353,-6.6465,-3.4531,-3.288,-3.2324,-2.3672,-2.1697,-1.5213,1.6461,1.7891,1.9364,1.9984
0.13993765154139243,-6.6347,-3.4775,-3.3136,-3.2226,-2.3828,-2.1598,-1.5237,1.6201,1.7485,1.9505,1.9837
0.1499826809837201,-6.6222,-3.5034,-3.3402,-3.2122,-2.3992,-2.1504,-1.5264,1.5936,1.7067,1.9655,1.9682
0.1600277104260478,-6.6088,-3.5308,-3.3676,-3.201,-2.4166,-2.1416,-1.5294,1.5668,1.664,1.9519,1.9812
0.16989954970557672,-6.5947,-3.5596,-3.3959,-3.1892,-2.4348,-2.1335,-1.5328,1.54,1.6207,1.9347,1.9976
0.1799445791479044,-6.5799,-3.5898,-3.425,-3.1767,-2.4539,-2.1263,-1.5367,1.5135,1.5768,1.9168,2.0147
0.1899896085902321,-6.5643,-3.6212,-3.4547,-3.1636,-2.4737,-2.1201,-1.541,1.4873,1.5327,1.8982,2.0324
0.20003463803255975,-6.548,-3.6539,-3.4852,-3.1498,-2.4942,-2.115,-1.5458,1.4618,1.4884,1.8789,2.0507
0.20990647731208867,-6.531,-3.6878,-3.5162,-3.1354,-2.5154,-2.1111,-1.5512,1.4371,1.4442,1.859,2.0695
0.21995150675441635,-6.5133,-3.7227,-3.5478,-3.1204,-2.5372,-2.1084,-1.5571,1.4002,1.4134,1.8386,2.0888
0.229996536196744,-6.495,-3.7588,-3.58,-3.1047,-2.5596,-2.1071,-1.5637,1.3566,1.3909,1.8175,2.1084
0.2400415656390717,-6.476,-3.7958,-3.6127,-3.0885,-2.5826,-2.1072,-1.5709,1.3136,1.3698,1.796,2.1285
0.24991340491860065,-6.4565,-3.8337,-3.646,-3.0717,-2.6061,-2.1087,-1.5788,1.2712,1.3501,1.7741,2.1488
