# f(THz)          1/tau_3p(THz)   1/tau_iso(THz)
1.724134724134724017e+00 1.909679784893669047e-02 1.855808494685302727e-03
1.724134724134724017e+00 1.909679784893669047e-02 1.849075426577060938e-03
5.879495879495879151e+00 6.085649430078930999e-01 1.105746215393153473e-02
7.338757338757338822e+00 6.228628020106011243e-02 2.390552081367022796e-02
8.377028377028375772e+00 5.281783129984682912e-01 2.021149424747602230e-01
8.377028377028375772e+00 5.281783129984682912e-01 2.044168525458086305e-01
1.733566733566733520e+00 2.118262601014647695e-02 2.034310197852793722e-03
1.733566733566733520e+00 2.118262601014647695e-02 2.016912040339055925e-03
6.076626076626076234e+00 5.376344086021505042e-01 9.406164005682903645e-03
7.164847164847164329e+00 7.007708479327259821e-02 2.589731768058425171e-02
8.377388377388376384e+00 5.498795763727742925e-01 1.987374756672721510e-01
8.377388377388376384e+00 5.498795763727742925e-01 1.992305805432844634e-01
1.739350739350739250e+00 2.199919922914805870e-02 2.175436964164120714e-03
1.739350739350739250e+00 2.199919922914805870e-02 2.167561611824749858e-03
6.233916233916233729e+00 3.184490258644299132e-01 1.202014763664184527e-02
7.017457017457016555e+00 7.663892337640440533e-02 2.953453162841832014e-02
8.377538377538376935e+00 5.281978417836185047e-01 1.924545354045645584e-01
8.377538377538376935e+00 5.281978417836185047e-01 1.927870419035269955e-01
1.741309741309741144e+00 2.230151650312221095e-02 2.222832334968608513e-03
1.741309741309741144e+00 2.230151650312221095e-02 2.240219182737483890e-03
6.301626301626301441e+00 1.687683957551373015e-01 1.556775070601403542e-02
6.952266952266951350e+00 1.020211408208008819e-01 3.450410891937377711e-02
8.377568377568376690e+00 5.015196044013360277e-01 1.924918575626113904e-01
8.377568377568376690e+00 5.015196044013360277e-01 1.918132728708512869e-01
2.752982752982753301e-01 4.199157648975615563e-04 2.926136359083533962e-07
2.752982752982753301e-01 4.199157648975615563e-04 2.615970376139815314e-07
4.070644070644070522e-01 1.110156376627211759e-04 1.560692012238840819e-06
8.763308763308764071e+00 5.299051999597271800e-01 6.704718347785997186e-03
8.763308763308764071e+00 5.299051999597271800e-01 7.430389277324326615e-03
8.776418776418775991e+00 5.287843775943483760e-01 4.726455475557633161e-04
4.012624012624012582e-01 4.016225551226956661e-04 2.010978194201109536e-06
4.346824346824346708e-01 6.159797465859321881e-04 2.076156253844666063e-06
7.202377202377201471e-01 6.899977920070656445e-04 1.590184056925725411e-05
8.737658737658737351e+00 5.285216720311616267e-01 1.340046429798094456e-02
8.742098742098741937e+00 5.310759066793416805e-01 1.267709301656469098e-02
8.767688767688767371e+00 5.407539191140288137e-01 9.183512828486511612e-03
5.582015582015581456e-01 6.222814080983702289e-04 5.169458181828343206e-06
6.092976092976092328e-01 1.112753040041305303e-03 8.257169325934908289e-06
1.094038094038094044e+00 2.811871722412023506e-03 1.018676259610425675e-04
8.693258693258691494e+00 5.283234184638468944e-01 1.950101607520321467e-02
8.709818709818708982e+00 5.420347986340723345e-01 1.748656201941431107e-02
8.746238746238745421e+00 5.436998776675274758e-01 1.178384936731116661e-02
7.279267279267278568e-01 1.070085232288751735e-03 1.645752603350968119e-05
7.807537807537806573e-01 1.807004672914083905e-03 2.303421806945027408e-05
1.479016479016479035e+00 8.845487032516009818e-03 4.854858778898458516e-04
8.634878634878635495e+00 5.210612976510556882e-01 2.683719517782151218e-02
8.668598668598667345e+00 6.042186546467435138e-01 2.269839404532811647e-02
8.713598713598711853e+00 5.607550005327173182e-01 1.701008246835010104e-02
8.949308949308948380e-01 1.747185720600542619e-03 3.995355868485223484e-05
9.417699417699416653e-01 2.763339329779679332e-03 5.147705772542478399e-05
1.867738867738867548e+00 1.300141585418652240e-02 3.226361076292967676e-03
8.568128568128567935e+00 5.003126954346466260e-01 3.490126945980114026e-02
8.621288621288620391e+00 5.865721894393542968e-01 2.813423441782183371e-02
8.672228672228671442e+00 5.975607569899669125e-01 2.240023147159864170e-02
1.051363051363051415e+00 2.707466380036225966e-03 8.241599577173967155e-05
1.088104088104087985e+00 4.045291078919583880e-03 9.831975899762358600e-05
2.257199257199257403e+00 2.841191595755259564e-02 1.118251023296310161e-02
8.498288498288498971e+00 4.520162183419141333e-01 4.805435193848598546e-02
8.571158571158569828e+00 5.728197049978519528e-01 3.456510614333309361e-02
8.625308625308624855e+00 5.928068813022782102e-01 2.779607304642805685e-02
1.192630192630192543e+00 3.954913980620921275e-03 1.503008543524279633e-04
1.217104217104217012e+00 5.710272208676188052e-03 1.678856226563997707e-04
2.645012645012644992e+00 4.216438205989872512e-02 7.210113146549094673e-03
8.429258429258430496e+00 4.376942268131483460e-01 8.565548369190324751e-02
8.521778521778522020e+00 5.348022568655239617e-01 4.295893488635857405e-02
8.576648576648576494e+00 5.429677531451406747e-01 3.401869466986805896e-02
1.316083316083316079e+00 5.428262793058337421e-03 2.479156392536118782e-04
1.327492327492327373e+00 7.322949391096758749e-03 2.629655167423643257e-04
3.028503028503028549e+00 4.604475550234828074e-02 8.278695540323521146e-03
8.362658362658361710e+00 5.302058259016150243e-01 2.398529221410158341e-01
8.476298476298476103e+00 5.018644263438675202e-01 5.498647155631070788e-02
8.529938529938529967e+00 5.038037180714393104e-01 4.158517787703982366e-02
1.419343419343419344e+00 8.870044971128003206e-03 3.816473403907356043e-04
1.420648420648420673e+00 6.931544070757201734e-03 3.926705717168827857e-04
3.404553404553404494e+00 5.248241838983940671e-02 8.976732993247394559e-04
8.297678297678297454e+00 4.701236425179822209e-01 2.296153410913286119e-01
8.437358437358437158e+00 4.863458405271988694e-01 7.679128266003940051e-02
8.488268488268488454e+00 4.777214597256923545e-01 5.170174465669644115e-02
1.493941493941493892e+00 1.050767848605368461e-02 5.168138711594365536e-04
1.506625506625506539e+00 8.662658743221468907e-03 5.492577592554771099e-04
3.769533769533769174e+00 6.349327288773753963e-02 1.515132590017059713e-03
8.231288231288230506e+00 4.165312939961178795e-01 2.227043329972475394e-01
8.406548406548406405e+00 4.973738659875855950e-01 1.189023636731933037e-01
8.453648453648453298e+00 4.629115283487020283e-01 6.597351169889734135e-02
1.553431553431553258e+00 1.194648928519376034e-02 6.804319500876561226e-04
1.575424575424575258e+00 1.008838433516033931e-02 7.550762661812658637e-04
4.119784119784119625e+00 9.759811050058070370e-02 2.485682115321878258e-03
8.158958158958157014e+00 3.729339459394952483e-01 2.196337372670331689e-01
8.384378384378383231e+00 5.144112306259870371e-01 1.541593623080748932e-01
8.426768426768425968e+00 4.676743489973061441e-01 9.274330079733736354e-02
1.600405600405600426e+00 1.316595021954221865e-02 8.602757429788502903e-04
1.629205629205629169e+00 1.145295640890261167e-02 9.897346225068580534e-04
4.452004452004452162e+00 1.449565275373915219e-01 4.006778710796518768e-03
8.075378075378074172e+00 3.535405316542514775e-01 2.311316008859169713e-01
8.370188370188369475e+00 5.805852299117510995e-01 2.368366131861422141e-01
8.407358407358406893e+00 4.675846912772075314e-01 1.169521866673738780e-01
1.637461637461637531e+00 1.415905145682480430e-02 1.041876316238712257e-03
1.670509670509670475e+00 1.272910803321278782e-02 1.273884422351486117e-03
4.763674763674763390e+00 1.050087052216628625e-01 6.414962684404440854e-03
7.975567975567974699e+00 3.761264988640979912e-01 2.741501004285523124e-01
8.362628362628363732e+00 5.708153526497248276e-01 2.419595506174354038e-01
8.394458394458393258e+00 4.670038434416315387e-01 1.329452968776728972e-01
1.666912666912666818e+00 1.545339487905400370e-02 1.236939255800103589e-03
1.701892701892701920e+00 1.417458553511895258e-02 1.562893642572107163e-03
5.053415053415053038e+00 1.454602580755898766e-01 1.040666173538406895e-02
7.856047856047855937e+00 1.048304838660643751e-01 2.305186127143603325e-02
8.359868359868359633e+00 5.579485348271475686e-01 2.439300851640076317e-01
8.386658386658385922e+00 4.691795925644418053e-01 1.464732596994056113e-01
1.690609690609690574e+00 1.689174922509100590e-02 1.442071638204223474e-03
1.725673725673725567e+00 1.548965910358244755e-02 1.878341276366692287e-03
5.321075321075320552e+00 2.532998639779730499e-01 1.880535366870049810e-02
7.715947715947715224e+00 8.681535242692317578e-02 2.243246424445724529e-02
8.360078360078359694e+00 5.527610414018020446e-01 2.450312773221361151e-01
8.382368382368381887e+00 4.740594660194174526e-01 1.608011984744244227e-01
1.709878709878709824e+00 1.847087051365643717e-02 1.660779484358499520e-03
1.743700743700743683e+00 1.730669717260488114e-02 2.276022065057736916e-03
5.567435567435566668e+00 3.545432950544755712e-01 1.876267823141869809e-02
7.557397557397557364e+00 7.336218912772357603e-02 2.267773491137897376e-02
8.361698361698362447e+00 5.528741160925069176e-01 2.431904278499891769e-01
8.380118380118378951e+00 4.798510542327661388e-01 1.697381588649047868e-01
1.725481725481725404e+00 2.003983920033025612e-02 1.895671575411253616e-03
1.757224757224757239e+00 1.882554928246418791e-02 2.526016435417107169e-03
5.793335793335792516e+00 5.650260194481956377e-01 1.322335369343156410e-02
7.385977385977385623e+00 6.485673148016032896e-02 2.355227978245956130e-02
8.363678363678362260e+00 5.690127060537261139e-01 2.403584677363770350e-01
8.378708378708379811e+00 4.976510868699736689e-01 1.797657556516417954e-01
1.737682737682737510e+00 2.154067525708796074e-02 2.152934341802365502e-03
1.766860766860766763e+00 2.031929743997171536e-02 2.647818617673088591e-03
5.997245997245996385e+00 5.724065689377851873e-01 9.192522925227103112e-03
7.211797211797211560e+00 6.653891195571169648e-02 2.524169177089538238e-02
8.365508365508365074e+00 5.731644408780879330e-01 2.383046180693164928e-01
8.377508377508377180e+00 5.292573460919637318e-01 1.942230025095904311e-01
1.746385746385746396e+00 2.267455438831988274e-02 2.431832650115761229e-03
1.772689772689772569e+00 2.173870511229128097e-02 2.786449700284720273e-03
6.168546168546168218e+00 4.796048056401525650e-01 1.048763950860077260e-02
7.054147054147054341e+00 7.618931521043488531e-02 2.837524508084529606e-02
8.367098367098368072e+00 5.688152715524106284e-01 2.374073783102115254e-01
8.376218376218375283e+00 5.715298138527395988e-01 2.134265722949054978e-01
1.751353751353751154e+00 2.333902027460691211e-02 2.519336146118224783e-03
1.774513774513774456e+00 2.251694400036027138e-02 2.663003835108697630e-03
6.271206271206271055e+00 1.852215434881662182e-01 1.379800182990373152e-02
6.956106956106956396e+00 1.006237667299590133e-01 3.420089465960564346e-02
8.368538368538368744e+00 5.712718797129929804e-01 2.387588928213003336e-01
8.374928374928373387e+00 5.561178524953008795e-01 2.255822860733011359e-01
1.752439752439752363e+00 2.320029510775377043e-02 2.458640515355238736e-03
1.772143772143772056e+00 2.270183635154247523e-02 2.713667722178496593e-03
6.248586248586248004e+00 2.661676909686641057e-01 1.285458061260949698e-02
6.977796977796977274e+00 9.323835452951927116e-02 3.191496902796316093e-02
8.369918369918369905e+00 5.788175914242386089e-01 2.377315909962746665e-01
8.373608373608373512e+00 5.569913554941626765e-01 2.328337174877485038e-01
1.749688749688749434e+00 2.173993386712117643e-02 2.509153605826869218e-03
1.765600765600765509e+00 2.219898728220018672e-02 2.625817394000244664e-03
6.116736116736116280e+00 5.339626973659620246e-01 9.503540908950476943e-03
7.102447102447102090e+00 1.746352742297711258e-01 2.702052614204536810e-02
8.371208371208371801e+00 5.796731802609689232e-01 2.336751625055310255e-01
8.372318372318371615e+00 5.583254702496273092e-01 2.278487589437798722e-01
1.743238743238743282e+00 2.009500920351421638e-02 2.337430209747070557e-03
1.755148755148755013e+00 2.123304541323753000e-02 2.496490461495635190e-03
5.932295932295931884e+00 6.063509195311694855e-01 9.908505173333080271e-03
7.268557268557268358e+00 6.457320341204807190e-02 2.459172073363784239e-02
8.370938370938370454e+00 5.642481111794478421e-01 2.305736534726920139e-01
8.372348372348371370e+00 5.688217426422907952e-01 2.304831755137906890e-01
1.733098733098733080e+00 1.810148052009173669e-02 2.034257419043434319e-03
1.741123741123741020e+00 2.013944552078592368e-02 2.195737956192610023e-03
5.720525720525720281e+00 5.213112019351071602e-01 1.481482329135667790e-02
7.443067443067443278e+00 6.690529555414310992e-02 2.315851216549099506e-02
8.369468369468370028e+00 5.554506371018806954e-01 2.385421227114325193e-01
8.373368373368373696e+00 5.456996141903727171e-01 2.306980606661813427e-01
1.718860718860718784e+00 1.653488364402379632e-02 1.791056435431573682e-03
1.723690723690723514e+00 1.882884579175296558e-02 1.833400120197402816e-03
5.487755487755487493e+00 3.139618850271577166e-01 2.274404771542375484e-02
7.610737610737610126e+00 8.028001669824347264e-02 2.252309299995676126e-02
8.368148368148366600e+00 5.442502680432569351e-01 2.370579071939550586e-01
8.374628374628374061e+00 5.381262444169402359e-01 2.277850473810534848e-01
1.699540699540699418e+00 1.487108258507002616e-02 1.547663186157047580e-03
1.702597702597702600e+00 1.676929475053997101e-02 1.572661492218498320e-03
5.234345234345234132e+00 2.121151700527318384e-01 1.494051225593046213e-02
7.763137763137763159e+00 9.334714871134261460e-02 2.254503390499033519e-02
8.367698367698366724e+00 5.452741092947425150e-01 2.356720864567828366e-01
8.376968376968378038e+00 5.214851898206090963e-01 2.065698509761651758e-01
1.673551673551673336e+00 1.356055397575101594e-02 1.300466092693710468e-03
1.677034677034676902e+00 1.526617336571797594e-02 1.326874346948040415e-03
4.959304959304959404e+00 1.238466778128676643e-01 8.822392675021517930e-03
7.895887895887896413e+00 3.391140983295239941e-01 2.498669472339175579e-01
8.369318369318367701e+00 5.580668564093977935e-01 2.389553053904153734e-01
8.381738381738381705e+00 4.915212582944212261e-01 1.651558272380470871e-01
1.638793638793638596e+00 1.216408869080346303e-02 1.067221454475951589e-03
1.645585645585645684e+00 1.404833751973791345e-02 1.091111405540860953e-03
4.662064662064661746e+00 1.097563518744738426e-01 5.481946432383863650e-03
8.007938007938006919e+00 3.683756842578335133e-01 2.585400135776023123e-01
8.374478374478373510e+00 5.645284211833644372e-01 2.315994473317360136e-01
8.390738390738389896e+00 4.794852246628019676e-01 1.407350721475832678e-01
1.592848592848592926e+00 1.077840567978865724e-02 8.232400984685664565e-04
1.606237606237606252e+00 1.295043222067536470e-02 8.813231781682755346e-04
4.343164343164342966e+00 1.911775389333058017e-01 3.423135557243575829e-03
8.101178101178099666e+00 3.602902498252592567e-01 2.253903974021312095e-01
8.384738384738383843e+00 5.018593890363797216e-01 1.520519798486643925e-01
8.405678405678406406e+00 4.753868460459699241e-01 1.195066810403551810e-01
1.533193533193533131e+00 9.216080216762206900e-03 6.202264082687195933e-04
1.556491556491556461e+00 1.182133704050463037e-02 6.899547552620227371e-04
4.004464004464003857e+00 8.389684044498885163e-02 2.113851633471938891e-03
8.180018180018178597e+00 3.889295104155323091e-01 2.193611724158428533e-01
8.401358401358400840e+00 4.889521266972751135e-01 1.233531252681486362e-01
8.428088428088427619e+00 4.667989263624693352e-01 8.920636658728563206e-02
1.457467457467457317e+00 7.468538780387616767e-03 4.456303369938033874e-04
1.493596493596493380e+00 1.074545520971904866e-02 5.157356754825287654e-04
3.648783648783648914e+00 6.086649542892618586e-02 1.277710886030022181e-03
8.249918249918250623e+00 4.357393407263774887e-01 2.261424954354986361e-01
8.425328425328425297e+00 4.889138778204219493e-01 9.548139002858932467e-02
8.458658458658458557e+00 4.624876284559387707e-01 6.294777795663820952e-02
1.363813363813363821e+00 5.850758843421991276e-03 3.032421571387934676e-04
1.414921414921414877e+00 9.086200786864987236e-03 3.699655049220857903e-04
3.279603279603279464e+00 4.582594389987947742e-02 3.270152408401218354e-03
8.316218316218316531e+00 4.821391550029169304e-01 2.298219324308199973e-01
8.457068457068455558e+00 4.929653839707375806e-01 6.437393678382065387e-02
8.496968496968497320e+00 4.781966248882215109e-01 4.857346922768245034e-02
1.251220251220251045e+00 4.457162213961614675e-03 1.923350291005156924e-04
1.318414318414318442e+00 7.365560114018870896e-03 2.504305495195738329e-04
2.900624900624900526e+00 4.845172512367303119e-02 7.357366024661032497e-03
8.382848382848383295e+00 4.716536175832468647e-01 1.592498784707618020e-01
8.496338496338497137e+00 5.127994748933376590e-01 4.883434734251466958e-02
8.541488541488542197e+00 5.091986740466527550e-01 3.920975446438409312e-02
1.119799119799119724e+00 3.030872466948335894e-03 1.118137925847683328e-04
1.203046203046203022e+00 5.612585662088667542e-03 1.568461806959493962e-04
2.515403515403515478e+00 3.822659194642160502e-02 7.453913546638676543e-03
8.451698451698451464e+00 4.398098262311376794e-01 6.675086816245806576e-02
8.541758541758541767e+00 5.587965756945841855e-01 3.925122352888054528e-02
8.589638589638589394e+00 5.550251981439957571e-01 3.204793392839858784e-02
9.709449709449710086e-01 2.020785802767263890e-03 5.879257769409393928e-05
1.069087069087069075e+00 3.955070400253124681e-03 8.908648329174133720e-05
2.127047127047126729e+00 2.246686137946529022e-02 9.326731897597431709e-03
8.522438522438521957e+00 4.594236989120846770e-01 4.290351713653151045e-02
8.590838590838590250e+00 5.935070330583417375e-01 3.187436704390617798e-02
8.638088638088637694e+00 5.962958104256359526e-01 2.619544255516418133e-02
8.073788073788074060e-01 1.258243064878787057e-03 2.663908614697711177e-05
9.181659181659180824e-01 2.686691473784608066e-03 4.476585512391751987e-05
1.738357738357738214e+00 1.164136222564219648e-02 2.134469298356582879e-03
8.592368592368591962e+00 4.952628112107689828e-01 3.176978960307604710e-02
8.640188640188638303e+00 5.798681379854221385e-01 2.568427978652112684e-02
8.683208683208682999e+00 6.148927012236364842e-01 2.084883606963691335e-02
6.333546333546332674e-01 7.252946509519492702e-04 9.658069722924065488e-06
7.531597531597531425e-01 1.741808275679479533e-03 1.907607126156322781e-05
1.352464352464352260e+00 6.319874108107766293e-03 2.911543018295737698e-04
8.657048657048656892e+00 5.232615941687728256e-01 2.377858777716154726e-02
8.686088686088686117e+00 5.547142389597998768e-01 2.034159401254624980e-02
8.721608721608722803e+00 5.749637772820312964e-01 1.618944738111490270e-02
4.558594558594558088e-01 3.556466010854334239e-04 2.515419204480787209e-06
5.775905775905775252e-01 1.116735736771986079e-03 6.138703316559001031e-06
9.753669753669753639e-01 1.887707813033867197e-03 5.926871795281226865e-05
8.711048711048711368e+00 5.280918457338100724e-01 1.736264491486901040e-02
8.725178725178725614e+00 5.284071694284748766e-01 1.580084454763362733e-02
8.750438750438750191e+00 5.431948548583348524e-01 1.094312063336995954e-02
2.912888912888912385e-01 1.248402045381911301e-04 3.695225399149645544e-07
3.911463911463911036e-01 5.667006687067891119e-04 1.168089298991134236e-06
6.285906285906285307e-01 5.565139963270075664e-04 9.274857867827327224e-06
8.748968748968747988e+00 5.325210612079707140e-01 1.104637860396611923e-02
8.754638754638754961e+00 5.323708069144320598e-01 1.014785707377668066e-02
8.767628767628767861e+00 5.314993063934051465e-01 5.663731731476481790e-03
5.463155463155462410e-01 1.020460227562630792e-03 4.782928801571888859e-06
5.463155463155462410e-01 1.020460227562630792e-03 4.981000133266749939e-06
8.140148140148140143e-01 5.135078232916878227e-04 2.707319185395585829e-05
8.718908718908718214e+00 5.362419094501911232e-01 1.654751390346697812e-02
8.718908718908718214e+00 5.362419094501911232e-01 1.633964079289113372e-02
8.769878769878769020e+00 5.363339429662485891e-01 4.246959992530046669e-03
6.694746694746693816e-01 1.275436996600960412e-03 1.168877211216566721e-05
6.909246909246908874e-01 1.566057887763763149e-03 1.365312399821295065e-05
1.088431088431088378e+00 1.973682912050715808e-03 9.938136704873271922e-05
8.680958680958680063e+00 5.450868595910758341e-01 2.122382951013344551e-02
8.684798684798684221e+00 5.722329674857227211e-01 2.061611921951274698e-02
8.758688758688759179e+00 5.336350149951439858e-01 8.334904972290979250e-03
8.043488043488042916e-01 1.612924037729519117e-03 2.603737002113362827e-05
8.439188439188439750e-01 2.429555051287906990e-03 3.183847745354198295e-05
1.428460428460428311e+00 6.875876674275969644e-03 3.954037600586943224e-04
8.628248628248627483e+00 5.455209998308885311e-01 2.752848448297733411e-02
8.642018642018641117e+00 5.993191734189959874e-01 2.558109721422404878e-02
8.734478734478734907e+00 5.457025920873124214e-01 1.326124133872150224e-02
9.527739527739527148e-01 2.278470052928859100e-03 5.430864084754145145e-05
9.927789927789926194e-01 3.591966925168553135e-03 6.502047719846985082e-05
1.789474789474789329e+00 1.086729725970232360e-02 2.723330014206169596e-03
8.565938565938566285e+00 5.211780709114882670e-01 3.515747288009010707e-02
8.593388593388594288e+00 5.881280472384448066e-01 3.154830709951546297e-02
8.698928698928698466e+00 5.547203931858146753e-01 1.919655774350018454e-02
1.102453102453102352e+00 3.216902894569224469e-03 1.045729169321927995e-04
1.130512130512130620e+00 5.157510366595836719e-03 1.168145847715447688e-04
2.159345159345159360e+00 2.282219229979231753e-02 1.008863170984584078e-02
