# f(THz)          1/tau_3p(THz)   1/tau_iso(THz)
8.373098373098372349e+00 5.443865580071096666e-01 2.311873956272394726e-01
1.755994755994755963e+00 2.067632250927849830e-02 2.511962192467764778e-03
1.817758817758817758e+00 1.984902829082002204e-02 2.910642008621678635e-03
5.833685833685833266e+00 6.209791599393924555e-01 1.225131882163477993e-02
7.304707304707304338e+00 6.828968484310445064e-02 2.419079027825625852e-02
8.350058350058349177e+00 5.624043912534868461e-01 2.391287214783096027e-01
8.371058371058371250e+00 5.517972034917727475e-01 2.307056004960898188e-01
1.765855765855765869e+00 2.179822257293140275e-02 2.623736400945513979e-03
1.828267828267828188e+00 2.069746311194636812e-02 2.970055868300228250e-03
6.024426024426023929e+00 5.776506946249603258e-01 9.216951974130466532e-03
7.138087138087137795e+00 7.721530716249189186e-02 2.633345914163827406e-02
8.351438351438350338e+00 5.645316081247389040e-01 2.411588206811585144e-01
8.369558369558369293e+00 5.752416014726184912e-01 2.379807823747487894e-01
1.771885771885771899e+00 2.263713576848548625e-02 2.686841007364247809e-03
1.834879834879834748e+00 2.123367661110521498e-02 3.019000674150902185e-03
6.173016173016172559e+00 4.907204758025733304e-01 1.058128419606366513e-02
7.000027000026999957e+00 8.826982319554413370e-02 3.025311511784270838e-02
8.352308352308352113e+00 5.736148635083432312e-01 2.402559260496222038e-01
8.368568368568368498e+00 5.756787252170308955e-01 2.367054201457352292e-01
1.773922773922773866e+00 2.322745485163463242e-02 2.730413684405153755e-03
1.837147837147837137e+00 2.153849467460719133e-02 3.045065866144397535e-03
6.234996234996234676e+00 3.253545551264490077e-01 1.211111568448723814e-02
6.940836940836939917e+00 1.103922124917619818e-01 3.494643304095271935e-02
8.352608352608353215e+00 5.782786956345741247e-01 2.396791290616261394e-01
8.368178368178368132e+00 5.871232136776224353e-01 2.390144930551966473e-01
7.743037743037742837e-01 1.658465554499665828e-03 2.276659180685000432e-05
8.601218601218600934e-01 2.723556310888506152e-03 3.417409056428111962e-05
1.326418326418326465e+00 4.374070510016621685e-03 2.621361354524353454e-04
8.641088641088641609e+00 5.746465923457073632e-01 2.570467502642346733e-02
8.642738642738642341e+00 5.569789461958337684e-01 2.543814203915992569e-02
8.746358746358746217e+00 5.271453497872968796e-01 1.153752312420225357e-02
8.971778971778970879e-01 2.090803600363799926e-03 4.032979619728366727e-05
1.024405024405024234e+00 4.299133724554502455e-03 7.430502374772953247e-05
1.629382629382629233e+00 7.296873289795323750e-03 9.955289817914984418e-04
8.586218586218585358e+00 5.493962135612961983e-01 3.274189987317190770e-02
8.595608595608593916e+00 5.841360335995047226e-01 3.123800539963339160e-02
8.721038721038722130e+00 5.490402775947643699e-01 1.637828242117192121e-02
1.034068034068033937e+00 2.852456678314198388e-03 7.657828246512581765e-05
1.173940173940174025e+00 6.140318559726878206e-03 1.399629935649584285e-04
1.963972963972963948e+00 1.206863675092989009e-02 4.020689696977599800e-03
8.521808521808521775e+00 5.024090514014700748e-01 4.299814200188249724e-02
8.546348546348545128e+00 5.726983254300964665e-01 3.840827054511634919e-02
8.684378684378684099e+00 5.559230824823077066e-01 2.065332828011092609e-02
1.171486171486171513e+00 4.129756963802680078e-03 1.375638196880911088e-04
1.308163308163308169e+00 8.410782623323100060e-03 2.395449200892557976e-04
2.314268314268314253e+00 2.510701866706837801e-02 8.830724187070350395e-03
8.452748452748451768e+00 4.773315258379554615e-01 6.608547817303776772e-02
8.497658497658497012e+00 5.433276646146991684e-01 4.837781064155829286e-02
8.639378639378637814e+00 5.770506939034594218e-01 2.589788316782738742e-02
1.299172299172299150e+00 5.763788422854573129e-03 2.326011137350729864e-04
1.426453426453426321e+00 1.003022105604185407e-02 3.911324464155599358e-04
2.672096672096671899e+00 3.808827338239102744e-02 7.161028853845113375e-03
8.382128382128382071e+00 5.145568122176369386e-01 1.639294739034384552e-01
8.452448452448452443e+00 5.092557227611845816e-01 6.663362380738174773e-02
8.590298590298591108e+00 5.374350375398373458e-01 3.195187649536499613e-02
1.410289410289410128e+00 7.576331540268201221e-03 3.633922812079029715e-04
1.529173529173529111e+00 1.049750841637737270e-02 6.096216375024910870e-04
3.031983031983032095e+00 4.428462614918605295e-02 8.322728146988840961e-03
8.311388311388311578e+00 5.308729143330377376e-01 2.297921501026816415e-01
8.412518412518410926e+00 5.156552947485665284e-01 1.095944436512174408e-01
8.541818541818541277e+00 5.000100002000039678e-01 3.924066776700872033e-02
1.501396501396501382e+00 9.612796554773714655e-03 5.404851671570008601e-04
1.617424617424617184e+00 1.078414773419664012e-02 9.373705037927046891e-04
3.389163389163388995e+00 4.548617902450340783e-02 8.765580056661382864e-04
8.240108240108240167e+00 4.789134411846402983e-01 2.237086383410524792e-01
8.378798378798379076e+00 5.606135354532000292e-01 1.778766512680807765e-01
8.498138498138498420e+00 4.744553252865709725e-01 4.814596087187359569e-02
1.572694572694572468e+00 1.140492738482734060e-02 7.457419567546103934e-04
1.692097692097692008e+00 1.108196554173634420e-02 1.458003298800768883e-03
3.739083739083739033e+00 6.081430352418888685e-02 1.450357911273605178e-03
8.166308166308166250e+00 4.355173074577983194e-01 2.196797302294746512e-01
8.351738351738351440e+00 6.005248587265269444e-01 2.406574219922469060e-01
8.461778461778461491e+00 4.626780732234318516e-01 6.158872361564091819e-02
1.627264627264627173e+00 1.288055602784261150e-02 9.847658745971927044e-04
1.753684753684753517e+00 1.240379307992383988e-02 2.469509180168263061e-03
4.077394077394077776e+00 8.997336788310660027e-02 2.342621382639035067e-03
8.086838086838085360e+00 4.107332821285841207e-01 2.284051983910231620e-01
8.331608331608332918e+00 5.783355502862760344e-01 2.327579421971686657e-01
8.433098433098432878e+00 4.569945297754785529e-01 7.944605677080304740e-02
1.669228669228669304e+00 1.423899005691324493e-02 1.264780077737038232e-03
1.803073803073803161e+00 1.344894042522859837e-02 2.826278851776083036e-03
4.400134400134399826e+00 1.684380737421886931e-01 3.714485894650770142e-03
7.997707997707996341e+00 4.172212232091822015e-01 2.624143551760569903e-01
8.318378318378318426e+00 5.639712600245891938e-01 2.291780309566388008e-01
8.411018411018410745e+00 4.633125923729480844e-01 1.109384183323978285e-01
1.702303702303702204e+00 1.557331605733472055e-02 1.574836733147084522e-03
1.841929841929841771e+00 1.485923843431176568e-02 3.068307391837180910e-03
4.704124704124703626e+00 1.113435717459005936e-01 5.851021106402265991e-03
7.894837894837894332e+00 3.677836255374238306e-01 2.390608630091335951e-01
8.311238311238311027e+00 5.555586419924555264e-01 2.298279642947467782e-01
8.394458394458393258e+00 4.667989263624693352e-01 1.329550986565538606e-01
1.729246729246729286e+00 1.699584791435452408e-02 1.959790288952673737e-03
1.872424872424872211e+00 1.636299671921915763e-02 3.253270729236209125e-03
4.987354987354986946e+00 1.384368541055525648e-01 9.256008293056212574e-03
7.775047775047775112e+00 1.282741989276277028e-01 2.259785041349899812e-02
8.308718308718308521e+00 5.449056768273411455e-01 2.301182477462219433e-01
8.382368382368381887e+00 4.795772047363044410e-01 1.608965773227662710e-01
1.751800751800751899e+00 1.902507885895187226e-02 2.647520794391705189e-03
1.896700896700896699e+00 1.783510376463370156e-02 3.439432899590681107e-03
5.248835248835248990e+00 2.362362835307874609e-01 1.545378617694788403e-02
7.637407637407637395e+00 1.109306638978372894e-01 2.248166163460985079e-02
8.309198309198309929e+00 5.427702996092054200e-01 2.300760246987346158e-01
8.373878373878374859e+00 5.423964158444841699e-01 2.341339611554599520e-01
1.770892770892770862e+00 2.024127601003967297e-02 2.674886607044407814e-03
1.916404916404916392e+00 1.925717377866189781e-02 3.617795115904864738e-03
5.488505488505487584e+00 3.357777956859269164e-01 2.268757438940949972e-02
7.484137484137484364e+00 8.800105601267214916e-02 2.296266508361912914e-02
8.311268311268310782e+00 5.415416607999653520e-01 2.297683996384700389e-01
8.368028368028369357e+00 5.387582699394435348e-01 2.364867650783903374e-01
1.786837786837786712e+00 2.104687138256898168e-02 2.698863266153264055e-03
1.932370932370932382e+00 2.050239057874148063e-02 3.752128495468682982e-03
5.706095706095705822e+00 5.632882514969385079e-01 1.515117510357242778e-02
7.321027321027320234e+00 7.536874156812203851e-02 2.403893810390016553e-02
8.313848313848312799e+00 5.387756861308362621e-01 2.295915906271170370e-01
8.363918363918363852e+00 5.421111978489027150e-01 2.378209379806897616e-01
1.799581799581799535e+00 2.204760518912435643e-02 2.795399478386044814e-03
1.944604944604944485e+00 2.152565211963096414e-02 3.849347062308178073e-03
5.898665898665899299e+00 6.591697098334936555e-01 1.057838136154891188e-02
7.158757158757158123e+00 7.448956028812561692e-02 2.598832342757918454e-02
8.316428316428316592e+00 5.427820838489763045e-01 2.292063053187954058e-01
8.360828360828360672e+00 5.554043621458603086e-01 2.405009705216466509e-01
1.808872808872808768e+00 2.276649318598859134e-02 2.858741589446894653e-03
1.952527952527952415e+00 2.222795209431764618e-02 3.908723222837185568e-03
6.054786054786053917e+00 6.019998434800406528e-01 9.248920852942274853e-03
7.016887016887015882e+00 8.335903570267499951e-02 2.954527588603785351e-02
8.318798318798318547e+00 5.583472920156337116e-01 2.294573816547466893e-01
8.358458358458358717e+00 5.540196898597775643e-01 2.390016753443522934e-01
1.814446814446814216e+00 2.312764377877946087e-02 2.888618165459109870e-03
1.955383955383955374e+00 2.257168201917238506e-02 3.930023242328543887e-03
6.143616143616143610e+00 5.676335357892944300e-01 1.013764060425073610e-02
6.932736932736932367e+00 1.175743010795672339e-01 3.450361883042972477e-02
8.320928320928320687e+00 5.776473578409851983e-01 2.313295214210136785e-01
8.356658356658357434e+00 5.741483943940149937e-01 2.387724645151355907e-01
1.816165816165816072e+00 2.239451065754762341e-02 2.898540581618624153e-03
1.952674952674952724e+00 2.267655969377574063e-02 3.910683578613381034e-03
6.125376125376125636e+00 5.977179130081349268e-01 9.633527576572074175e-03
6.949326949326949610e+00 1.076396139612884884e-01 3.478790811712766107e-02
8.322818322818323011e+00 5.756025119293620707e-01 2.328838573566396897e-01
8.355548355548354067e+00 5.706199214826987998e-01 2.384961297489910370e-01
1.814062814062813889e+00 2.133278721398065500e-02 2.887113969392374711e-03
1.944427944427944421e+00 2.260259884681540751e-02 3.848178388672369738e-03
6.010086010086010511e+00 6.089540605056754652e-01 9.216461885186417666e-03
7.055827055827054828e+00 1.019399166131482182e-01 2.833547247807824410e-02
8.324348324348324724e+00 5.645347951020961430e-01 2.334459516763142672e-01
8.355218355218354986e+00 5.536761326829483520e-01 2.394069412019312615e-01
1.808230808230808062e+00 2.012882447665056279e-02 2.855050842706710872e-03
1.931248931248931155e+00 2.214849235212559136e-02 3.743193797027174856e-03
5.839715839715839962e+00 6.611133148221605138e-01 1.211631816712406551e-02
7.205527205527205048e+00 7.287089463597344607e-02 2.533541185665735829e-02
8.325548325548323803e+00 5.501851372987009992e-01 2.334828968428656892e-01
8.355818355818355414e+00 5.490915280668133835e-01 2.388753831933858318e-01
1.798624798624798515e+00 1.907530549101743925e-02 2.789465632248098580e-03
1.914118914118914105e+00 2.129571657956718517e-02 3.597871115371798802e-03
5.637905637905637590e+00 4.593878197913460193e-01 1.674554753601229309e-02
7.367437367437366547e+00 8.070503922264905816e-02 2.369538575412185460e-02
8.326478326478325087e+00 5.436052990644553162e-01 2.335745057762532717e-01
8.357498357498357677e+00 5.465795054548634457e-01 2.404018217583505923e-01
1.784887784887784878e+00 1.776766994776305189e-02 2.683779836421418957e-03
1.893994893994893847e+00 2.024250521244509021e-02 3.418453322870431028e-03
5.412335412335412599e+00 3.093772236487949967e-01 2.973897411638581206e-02
7.525477525477525020e+00 1.034492033376851056e-01 2.280138812187748262e-02
8.327738327738327229e+00 5.428292259255238505e-01 2.333143816444119278e-01
8.360708360708359876e+00 5.543728933830051053e-01 2.439044497423189239e-01
1.766269766269766173e+00 1.642467643387425166e-02 2.630262123731273455e-03
1.871353871353871323e+00 1.904254103667593276e-02 3.242926082601821792e-03
5.164655164655164832e+00 2.011170038393236270e-01 1.285789813776921399e-02
7.670677670677670257e+00 1.314898456966660800e-01 2.247065348294352213e-02
8.330228330228329980e+00 5.443835944559974882e-01 2.331164611093152483e-01
8.366108366108365502e+00 5.501488152545263022e-01 2.372954118360711129e-01
1.741516741516741407e+00 1.461415702619441558e-02 2.250069970512867494e-03
1.845940845940845954e+00 1.779758451183005574e-02 3.093105892406057978e-03
4.894924894924894687e+00 1.178319857281898836e-01 7.922664772046726298e-03
7.798627798627798313e+00 1.503334395689639447e-01 2.262552158926299170e-02
8.335328335328334504e+00 5.492272372771510591e-01 2.325317472999152979e-01
8.374508374508373265e+00 5.500308017248966008e-01 2.307870306591010279e-01
1.708630708630708650e+00 1.277842592793734453e-02 1.636738736695421458e-03
1.816861816861816692e+00 1.658724142564022702e-02 2.905507384454027522e-03
4.603474603474603910e+00 1.213573086832367837e-01 5.016286537238274709e-03
7.908607908607908854e+00 4.646624227498722393e-01 3.101980272208297862e-01
8.344328344328344471e+00 5.606103925954578626e-01 2.347831405105771096e-01
8.386838386838386228e+00 4.806629303134883902e-01 1.476803864677477540e-01
1.664716664716664463e+00 1.106663553253203584e-02 1.217181131525022332e-03
1.782799782799782795e+00 1.562502441410064738e-02 2.665767182770142647e-03
4.291684291684291885e+00 1.252966397947139765e-01 3.176066640888682794e-03
8.003228003228002763e+00 4.433646053168283641e-01 2.612298478974402482e-01
8.358068358068356574e+00 5.749042784376401372e-01 2.401673330481979840e-01
8.404058404058403653e+00 4.720833510364590424e-01 1.210029602856861758e-01
1.606483606483606330e+00 9.428980915742627561e-03 8.836605254398938311e-04
1.741858741858741899e+00 1.460231329847274523e-02 2.233395636670340578e-03
3.962043962043962253e+00 7.745993384921649738e-02 1.990138104334166543e-03
8.087198087198085972e+00 4.395565753268103060e-01 2.284338497446752048e-01
8.376278376278376570e+00 5.622589314831265561e-01 2.156146309343363043e-01
8.427698427698427253e+00 4.648525023010199320e-01 8.989362208344041372e-02
1.531213531213531098e+00 7.748033936388641629e-03 6.143001019606814583e-04
1.691221691221691303e+00 1.338116654333691528e-02 1.447127094157836351e-03
3.618123618123617824e+00 6.023515805705473986e-02 1.222443932801117305e-03
8.165738165738163801e+00 4.630658664888493425e-01 2.197193143364940260e-01
8.398058398058397600e+00 4.966673620009734447e-01 1.272919324123205076e-01
8.459378459378458004e+00 4.626309823968910995e-01 6.270009454414578187e-02
1.437505437505437467e+00 6.011204885907331895e-03 4.098990830576806064e-04
1.627267627267627192e+00 1.276241112575952387e-02 9.836424399408342633e-04
3.264273264273263919e+00 4.585220915943730158e-02 5.926344007187635959e-03
8.243048243048241019e+00 5.033497928715602310e-01 2.240841218704930360e-01
8.423228423228422912e+00 5.001875703388770633e-01 9.845773788494813217e-02
8.499338499338497499e+00 4.773178555063387618e-01 4.792730580452867623e-02
1.325566325566325476e+00 4.524497893846230259e-03 2.617044801901768740e-04
1.546252546252546267e+00 1.228395592516614079e-02 6.600254004404486601e-04
2.905409905409905402e+00 4.539326454740645611e-02 7.363020897092366172e-03
8.321348321348320809e+00 5.533054467388176523e-01 2.315278189476057957e-01
8.452808452808453055e+00 5.055662847955995076e-01 6.632939167057597118e-02
8.545448545448545374e+00 5.117707267144319117e-01 3.856472201571659042e-02
1.197394197394197279e+00 3.223217480153037998e-03 1.536360981124287623e-04
1.444945444945444857e+00 1.142265775547059679e-02 4.239684056668397371e-04
2.546906546906546609e+00 3.497909998775731305e-02 7.415535812404689536e-03
8.400668400668399372e+00 4.892726961371920980e-01 1.245489422916280786e-01
8.487908487908487842e+00 5.268370809011021505e-01 5.182313591822242799e-02
8.594168594168593245e+00 5.606103925954578626e-01 3.145896011510038864e-02
1.057066057066057052e+00 2.080035610209646744e-03 8.551976675355124125e-05
1.320820320820320637e+00 9.873227755617865198e-03 2.559410342081611871e-04
2.195156195156195089e+00 2.348366006932376543e-02 1.055738293525389226e-02
8.479148479148477691e+00 4.654605033489883081e-01 5.408583887374689841e-02
8.528438528438528010e+00 5.492996429552320370e-01 4.187395336253328659e-02
8.641328641328639648e+00 6.006366748753678708e-01 2.570346865363811947e-02
9.113229113229113221e-01 1.376471964707258726e-03 4.409405627907502987e-05
1.171603171603171623e+00 6.383331843889237037e-03 1.383374062366976153e-04
1.858897858897858857e+00 1.109470327770818894e-02 3.174373949074236600e-03
8.553368553368553506e+00 4.923052686509850617e-01 3.717988145643242454e-02
8.572838572838573867e+00 5.657260528161842661e-01 3.447459048528220965e-02
8.682908682908681897e+00 6.010446155418116554e-01 2.092366888147823706e-02
7.707517707517707040e-01 9.642457669610831521e-04 2.210399155449582016e-05
9.949449949449948871e-01 4.058392146199518713e-03 6.525345794264081909e-05
1.551469551469551567e+00 8.123740820172873148e-03 6.737441209588652035e-04
8.617568617568617029e+00 5.796227814938038625e-01 2.830847988700601128e-02
8.619668619668619414e+00 5.110514884374600664e-01 2.830655723037935403e-02
8.715488715488715954e+00 5.916144566908636548e-01 1.677996685954434922e-02
1.031827031827031727e+00 3.820585313670053947e-03 7.590422167131079365e-05
1.099336099336099215e+00 5.410142935976369055e-03 1.036696453091610464e-04
1.701358701358701264e+00 5.913450735041926414e-03 1.568661612452067851e-03
8.552738552738553324e+00 5.887929156436390032e-01 3.731571149223306821e-02
8.556098556098554297e+00 5.899391772708233450e-01 3.671490014597859203e-02
8.728808728808727935e+00 5.170684288358721181e-01 1.459646981720809714e-02
1.145011145011145093e+00 4.865943263101552875e-03 1.234356864056461076e-04
1.250731250731250688e+00 8.022591617996278207e-03 1.922494520310548622e-04
1.980412980412980417e+00 1.006880011115955306e-02 4.195085962759943256e-03
8.492438492438493469e+00 5.383898911914030139e-01 5.025786722922914729e-02
8.506628506628505448e+00 5.533452487010219745e-01 4.611020679659333377e-02
8.699678699678699445e+00 5.159932095293625620e-01 1.915833080586436948e-02
1.265995265995266017e+00 6.433060785991366604e-03 2.041344859157373558e-04
1.389523389523389385e+00 1.050230420554269621e-02 3.345053078711715056e-04
2.287460287460287400e+00 2.156585349021773040e-02 9.417322953947404249e-03
8.426708426708426458e+00 5.241227495479441334e-01 9.268863703050113367e-02
8.458178458178458925e+00 5.331598786528116696e-01 6.357999269446136525e-02
8.658968658968658971e+00 5.196775920219096623e-01 2.341441399258363532e-02
1.381927381927381848e+00 8.167732555765193012e-03 3.254605279130004416e-04
1.515487515487515369e+00 1.102279403578660180e-02 5.734078344522277552e-04
2.610797610797610524e+00 3.192032686414708609e-02 7.297009686243926402e-03
8.358998358998357858e+00 6.084279438786064365e-01 2.410344134876691857e-01
8.413088413088411599e+00 5.417440909263282478e-01 1.088860766313189954e-01
8.610428610428609630e+00 5.562601517477694379e-01 2.913944454121577751e-02
1.483177483177483102e+00 9.919355638657713012e-03 4.924790701299289761e-04
1.628626628626628658e+00 1.113729613179430776e-02 9.901455432368682502e-04
2.943221943221943082e+00 4.097873613382016500e-02 7.490632518292805048e-03
8.290658290658290852e+00 5.475012045026498297e-01 2.294999816937293713e-01
8.372858372858372533e+00 6.157407977537775468e-01 2.290604096100670173e-01
8.559158559158559498e+00 5.073824141255264264e-01 3.629029462468449235e-02
1.565569565569565613e+00 1.146198803597688748e-02 7.223270149739331562e-04
1.728208728208728173e+00 1.130657669646703382e-02 1.924730079878402217e-03
3.279093279093278746e+00 4.109898690997267068e-02 3.431157936266162039e-03
8.220908220908219377e+00 4.924167815639156620e-01 2.216291532523032015e-01
8.338148338148338112e+00 5.914989767067703186e-01 2.327896094827841267e-01
8.510678510678511444e+00 4.767921424654921747e-01 4.523634051020451741e-02
1.629757629757629722e+00 1.293369927079803319e-02 9.973121515648457249e-04
1.813021813021812978e+00 1.209627180806603468e-02 2.892120416451582614e-03
3.613233613233613362e+00 5.856618271477683629e-02 1.212521516641603021e-03
8.147258147258146010e+00 4.506372010022171581e-01 2.195994310409497274e-01
8.309378309378308458e+00 5.743132649134797818e-01 2.302992036640246210e-01
8.469248469248467970e+00 4.643862207320584856e-01 5.815772401580283218e-02
1.678975678975678898e+00 1.432929581541574418e-02 1.339431933660556288e-03
1.882615882615882530e+00 1.329453102877069422e-02 3.330067666768680122e-03
3.940593940593940747e+00 7.236204176737050242e-02 1.929001393521537037e-03
8.066708066708066838e+00 4.331854726919878162e-01 2.326799049576162570e-01
8.287298287298286326e+00 5.652463909017940713e-01 2.293341054357435627e-01
8.436248436248437343e+00 4.604708775193512849e-01 7.713321394638740502e-02
1.717129717129717070e+00 1.590533146710777432e-02 1.764467225259441123e-03
1.937947937947938071e+00 1.477019787634094826e-02 3.788010546002974679e-03
4.256494256494256945e+00 1.147540419242416704e-01 3.021666004023537255e-03
7.976407976407975831e+00 4.482636507488244049e-01 2.733595492626517687e-01
8.272298272298272082e+00 5.550221176313876459e-01 2.280161431677473483e-01
8.410658410658410133e+00 4.705240226039740237e-01 1.114839250262738557e-01
1.747729747729747540e+00 1.764206715629283717e-02 2.466116256709462683e-03
1.981177981177980829e+00 1.652562049573556499e-02 4.200213047097685511e-03
4.556854556854556648e+00 1.436335849793742292e-01 4.679067644583053895e-03
7.873717873717873239e+00 1.845757434249505613e-01 3.602425172636498918e-02
8.263778263778263522e+00 5.474472534571294124e-01 2.269356855418671048e-01
8.390858390858390692e+00 4.774773914455150980e-01 1.403166115876645359e-01
1.773397773397773269e+00 1.898559942283777752e-02 2.744158794328249891e-03
2.015075015075014964e+00 1.836827284967221946e-02 4.598919252656278635e-03
4.838674838674838163e+00 1.144807895511093798e-01 7.226097585954997099e-03
7.756477756477755392e+00 1.499907005765642454e-01 2.254461921434537316e-02
8.260478260478260282e+00 5.424111259370152371e-01 2.267784800882760021e-01
8.375618375618374856e+00 5.406019061623210664e-01 2.192774803038591291e-01
1.795780795780795636e+00 2.001645352479738266e-02 2.767366390786444707e-03
2.042336042336041935e+00 2.003931714022913133e-02 4.972367028021579954e-03
5.099855099855099994e+00 1.840939173528767514e-01 1.133085638641176396e-02
7.623757623757623669e+00 1.310679548025264762e-01 2.250948360697201805e-02
8.260688260688260343e+00 5.363943571313629644e-01 2.267935597480929266e-01
8.364218364218364954e+00 5.464689906171273925e-01 2.372614826014831091e-01
1.815640815640815475e+00 2.107761409839451969e-02 2.893311709577117089e-03
2.065007065007065101e+00 2.171368765728852457e-02 5.353882421388917595e-03
5.339315339315339415e+00 2.922062742531207902e-01 2.003555231656245147e-02
7.477147477147476629e+00 1.061086765064779280e-01 2.298969537384090364e-02
8.262938262938261502e+00 5.311972122770299842e-01 2.268749899111041080e-01
8.355998355998355720e+00 5.396537581487717006e-01 2.379849292811984374e-01
1.833115833115833038e+00 2.180131156690386443e-02 3.000324515467682387e-03
2.084120084120084204e+00 2.326576953859325891e-02 5.721034438780667024e-03
5.556035556035555878e+00 4.073635026743413490e-01 1.913778476936385184e-02
7.321447321447321244e+00 8.574858514834504675e-02 2.402808074883200709e-02
8.266088266088265968e+00 5.301552294511833185e-01 2.269428483802801433e-01
8.350238350238349483e+00 5.396945328943817399e-01 2.402981490971095035e-01
1.847956847956848003e+00 2.233359240300520840e-02 3.099303632590799922e-03
2.099633099633099853e+00 2.465738562671677264e-02 6.103680806634271747e-03
5.747435747435746478e+00 6.571165724799579166e-01 1.423195674028430481e-02
7.165717165717165216e+00 7.811401521661016922e-02 2.587202155124141562e-02
8.269478269478268473e+00 5.374610340750295423e-01 2.273756346170248965e-01
8.346158346158345509e+00 5.323594704087988294e-01 2.348287564815231820e-01
1.859752859752859644e+00 2.276872215100671920e-02 3.173374921611367590e-03
2.110697110697110634e+00 2.603895427559628842e-02 6.538238903407522437e-03
5.905355905355905044e+00 7.077792012003935040e-01 1.041883856068620724e-02
7.025587025587025636e+00 9.497307513319974692e-02 2.921718018757184926e-02
8.272898272898272509e+00 5.663123439101601653e-01 2.281793804852651764e-01
8.343248343248342636e+00 5.305574567197753888e-01 2.343654339336491976e-01
1.868122868122868097e+00 2.325435379638952915e-02 3.224076507830708673e-03
2.116139116139115650e+00 2.746400155995529224e-02 7.289658352083192537e-03
6.009336009336009532e+00 6.566678048908618504e-01 9.213483652372582780e-03
6.928026928026927322e+00 1.123229509485673128e-01 3.420002757916617425e-02
8.276258276258275259e+00 5.769541436846600257e-01 2.285899242237800222e-01
8.341208341208341537e+00 5.372531321857606512e-01 2.339677079059787335e-01
1.872862872862872674e+00 2.285233733706283632e-02 3.256015227322883298e-03
2.114993114993115153e+00 2.772010456023440289e-02 7.144026537401569794e-03
6.027906027906027475e+00 6.566203749302340631e-01 9.237535709780522394e-03
6.908466908466908585e+00 1.226701864832174943e-01 3.408877738886705727e-02
8.279618279618279786e+00 5.565542612577013548e-01 2.290551317291311395e-01
8.339918339918339640e+00 5.372964318143963469e-01 2.337320882213398399e-01
1.873978873978873860e+00 2.213672526995736495e-02 3.269153380938348910e-03
2.106914106914107077e+00 2.710144613316566378e-02 6.323466848465454822e-03
5.952455952455951937e+00 6.765259041768709736e-01 9.581238856157007003e-03
6.975786975786975930e+00 9.945795414988313488e-02 3.219013512047187719e-02
8.282948282948282781e+00 5.436821416726924650e-01 2.290095157581849838e-01
8.339528339528339274e+00 5.450512075609503793e-01 2.349663583773523301e-01
1.871563871563871384e+00 2.112815918800258624e-02 3.245625341709045854e-03
2.092391092391092666e+00 2.657503594273611172e-02 5.922498693934328401e-03
5.810645810645810094e+00 7.156300765008551945e-01 1.281009561614966825e-02
7.098817098817098881e+00 8.196251034776692868e-02 2.712057968493043411e-02
8.286278286278285776e+00 5.420318606327679811e-01 2.291708681182257901e-01
8.340218340218340742e+00 5.329524499824126460e-01 2.335025004006276717e-01
1.865560865560865533e+00 1.983674360017059768e-02 3.210568902549728980e-03
2.072684072684072731e+00 2.588748780052137211e-02 5.508260438764338296e-03
5.628725628725628205e+00 4.830171181266663671e-01 1.696491888719851501e-02
7.244827244827244606e+00 8.313104778372626402e-02 2.483363617625031911e-02
8.289728289728289568e+00 5.358654763308219326e-01 2.294438099609114878e-01
8.342348342348341106e+00 5.237603900967385817e-01 2.344133118535678406e-01
1.855507855507855464e+00 1.841908954440382024e-02 3.146944047867312154e-03
2.049542049542049327e+00 2.503887285009977898e-02 5.090063772892412970e-03
5.418575418575418468e+00 3.323628338584665998e-01 2.989738594276225570e-02
7.394197394197393969e+00 1.034948128399804657e-01 2.351277107373930808e-02
8.293808293808293541e+00 5.365037126056911854e-01 2.290996167255909821e-01
8.346398346398347101e+00 5.273816555564930786e-01 2.353003728422964624e-01
1.840405840405840321e+00 1.691695298609595735e-02 3.052213624897603516e-03
2.024702024702024428e+00 2.393913713774100879e-02 4.715409624741760328e-03
5.184275184275183967e+00 2.232701032400957186e-01 1.339096411229630419e-02
7.535767535767535996e+00 1.441219156108535238e-01 2.276727039154176346e-02
8.299478299478298737e+00 5.421641022304630742e-01 2.303346408645942922e-01
8.352848352848353031e+00 5.423640564492510086e-01 2.400274692033963209e-01
1.818706818706818718e+00 1.536962408973401376e-02 2.911086858586276957e-03
1.999348999348999456e+00 2.225189141076991742e-02 4.408915538963454825e-03
4.927144927144927244e+00 1.284958913438742911e-01 8.362086059110925701e-03
7.663717663717663164e+00 1.871467604895759307e-01 2.247095507613985910e-02
8.308178308178309379e+00 5.482846913431329572e-01 2.300839415201385019e-01
8.362028362028361528e+00 5.541240683789100396e-01 2.415821821305177419e-01
1.788313788313788288e+00 1.372310614273677259e-02 2.710813896558150055e-03
1.973677973677973485e+00 2.043823667069299965e-02 4.118707485787390446e-03
4.648294648294648113e+00 1.200837704382577281e-01 5.370093055692075346e-03
7.776517776517775538e+00 2.019467668322630083e-01 2.259999926502290202e-02
8.321468321468321605e+00 5.567649728020310773e-01 2.320868973353170384e-01
8.373878373878374859e+00 5.513195834229227543e-01 2.330274911163955909e-01
1.746640746640746533e+00 1.190494614797609971e-02 2.430464170987378138e-03
1.946698946698946608e+00 1.870525935777362508e-02 3.864803713620491247e-03
4.349584349584349141e+00 1.389120408957048303e-01 3.455032807671253904e-03
