f(THz)          MFP(nm)         kappa(W/m-K)
8.044650E+00    1.208530E+00    2.857454E-05
8.254830E+00    5.842390E-01    6.913680E-06
1.933335E+00    2.798950E+01    1.009253E-03
2.558865E+00    4.666280E+01    3.943037E-03
5.248650E+00    1.008380E+01    1.056763E-03
7.197750E+00    1.936310E+01    1.306848E-03
8.044980E+00    1.223650E+00    2.896248E-05
8.252790E+00    5.391120E-01    5.772336E-06
1.940343E+00    2.797400E+01    1.014101E-03
2.561013E+00    4.789750E+01    4.217482E-03
5.416080E+00    7.472320E+00    7.545792E-04
7.080990E+00    2.190830E+01    1.519709E-03
8.045850E+00    1.252720E+00    2.984434E-05
8.253090E+00    4.932770E-01    4.790899E-06
1.948773E+00    2.865770E+01    1.050149E-03
2.556555E+00    4.880800E+01    4.437730E-03
5.571600E+00    5.283500E+00    5.029872E-04
6.963600E+00    2.147290E+01    1.496482E-03
8.047050E+00    1.278210E+00    3.075499E-05
8.255130E+00    4.536660E-01    3.995885E-06
1.958592E+00    2.931300E+01    1.088693E-03
2.547981E+00    4.925190E+01    4.583429E-03
5.709450E+00    3.428780E+00    2.953099E-04
6.849810E+00    1.574580E+01    1.052683E-03
8.048430E+00    1.291690E+00    3.142656E-05
8.258490E+00    4.095980E-01    3.259075E-06
1.969431E+00    2.999900E+01    1.128773E-03
2.537712E+00    4.984940E+01    4.712606E-03
5.819730E+00    2.401950E+00    1.723944E-04
6.748500E+00    1.087300E+01    6.300480E-04
8.050140E+00    1.293970E+00    3.180547E-05
8.262750E+00    3.625100E-01    2.584699E-06
1.980642E+00    3.069400E+01    1.166386E-03
2.527956E+00    5.050580E+01    4.823376E-03
5.885130E+00    1.887170E+00    1.012733E-04
6.676200E+00    6.236800E+00    2.586240E-04
8.052390E+00    1.296190E+00    3.210211E-05
8.267550E+00    3.099330E-01    1.955606E-06
1.991358E+00    3.140040E+01    1.199059E-03
2.520555E+00    5.119840E+01    4.922400E-03
5.884650E+00    1.837970E+00    9.727632E-05
6.653580E+00    4.938610E+00    1.717579E-04
8.055570E+00    1.312260E+00    3.261979E-05
8.272500E+00    2.553410E-01    1.402642E-06
2.000574E+00    3.216550E+01    1.227336E-03
2.516832E+00    5.149270E+01    4.976160E-03
5.813370E+00    2.486880E+00    1.855728E-04
6.685740E+00    8.070570E+00    4.079026E-04
8.060190E+00    1.331170E+00    3.306662E-05
8.277240E+00    2.020040E-01    9.498096E-07
2.007207E+00    3.317150E+01    1.258608E-03
2.517459E+00    5.165240E+01    5.015424E-03
5.689020E+00    3.867180E+00    3.640013E-04
6.755640E+00    1.135860E+01    7.247472E-04
8.066880E+00    1.328690E+00    3.285370E-05
8.281380E+00    1.459400E-01    5.832192E-07
2.010138E+00    3.443690E+01    1.295976E-03
2.522382E+00    5.148500E+01    5.021904E-03
5.531520E+00    6.350700E+00    6.801408E-04
6.844650E+00    1.651310E+01    1.162666E-03
8.076150E+00    1.320710E+00    3.242933E-05
8.284590E+00    1.174910E-01    4.095053E-07
2.008266E+00    3.618800E+01    1.352731E-03
2.530776E+00    5.170030E+01    5.059536E-03
5.353290E+00    8.988530E+00    1.039402E-03
6.941940E+00    1.963950E+01    1.434821E-03
8.088630E+00    1.304960E+00    3.182150E-05
8.286630E+00    1.070990E-01    3.525274E-07
2.000541E+00    3.868890E+01    1.446403E-03
2.541048E+00    5.153500E+01    5.043744E-03
5.161440E+00    1.253810E+01    1.520515E-03
7.042500E+00    1.895770E+01    1.396848E-03
8.104800E+00    1.289600E+00    3.131707E-05
8.287350E+00    1.212740E-01    4.165550E-07
1.986015E+00    4.225590E+01    1.600133E-03
2.550909E+00    5.090100E+01    4.952928E-03
4.960560E+00    1.869240E+01    2.330957E-03
7.144110E+00    1.616290E+01    1.184299E-03
8.124900E+00    1.274750E+00    3.097853E-05
8.286720E+00    1.213890E-01    4.582099E-07
1.963890E+00    4.737370E+01    1.848110E-03
2.557410E+00    4.910160E+01    4.708690E-03
4.754310E+00    1.974070E+01    2.490994E-03
7.245810E+00    1.367630E+01    9.890208E-04
8.149050E+00    1.255510E+00    3.068909E-05
8.284860E+00    1.374270E-01    5.649744E-07
1.933590E+00    5.459060E+01    2.232864E-03
2.557035E+00    4.854800E+01    4.535602E-03
4.545930E+00    2.024320E+01    2.546947E-03
7.347210E+00    1.157190E+01    8.221392E-04
8.177070E+00    1.229720E+00    3.031843E-05
8.282130E+00    1.475280E-01    6.305520E-07
1.894806E+00    6.456590E+01    2.808072E-03
2.545755E+00    4.884560E+01    4.388534E-03
4.338870E+00    1.897030E+01    2.346984E-03
7.448070E+00    1.003990E+01    6.983088E-04
8.208540E+00    1.191750E+00    2.954885E-05
8.279070E+00    1.586850E-01    6.545712E-07
1.847556E+00    7.761490E+01    3.617698E-03
2.519157E+00    4.772800E+01    4.082294E-03
4.136880E+00    2.380420E+01    2.863925E-03
7.547970E+00    8.674610E+00    5.885808E-04
8.242560E+00    1.096450E+00    2.673326E-05
8.276460E+00    1.394160E-01    4.719374E-07
1.792209E+00    9.367960E+01    4.685347E-03
2.472705E+00    4.887180E+01    3.991877E-03
3.943890E+00    3.027420E+01    3.532776E-03
7.646340E+00    7.402280E+00    4.878192E-04
8.271330E+00    3.321420E-01    2.586403E-06
8.282040E+00    6.178200E-01    1.250107E-05
1.729512E+00    1.144160E+02    6.113616E-03
2.402343E+00    5.164800E+01    4.154549E-03
3.763740E+00    3.837960E+01    4.409122E-03
7.742400E+00    5.867430E+00    3.734083E-04
8.273400E+00    2.076070E-01    1.066853E-06
8.316990E+00    1.392690E+00    3.431606E-05
1.660590E+00    1.474940E+02    4.174944E-03
2.305563E+00    5.623110E+01    2.354606E-03
3.599130E+00    4.553530E+01    2.667864E-03
7.834950E+00    3.990020E+00    1.216913E-04
8.276490E+00    2.197730E-01    6.422712E-07
8.353410E+00    1.390810E+00    1.657056E-05
1.689405E+00    9.288290E+01    3.104640E-03
1.706028E+00    9.160130E+01    3.116592E-03
3.223530E+00    1.854360E+02    1.464744E-02
8.149920E+00    1.624420E+00    2.737992E-05
8.159100E+00    1.524830E+00    2.475720E-05
8.489310E+00    1.372390E+00    1.289395E-05
1.748934E+00    8.114760E+01    5.087568E-03
1.791507E+00    8.700120E+01    5.932800E-03
3.382410E+00    1.424720E+02    2.189923E-02
8.106360E+00    1.733860E+00    5.860416E-05
8.128740E+00    1.542650E+00    4.829952E-05
8.463240E+00    1.540550E+00    3.182722E-05
1.801062E+00    6.888940E+01    3.982445E-03
1.890198E+00    8.413020E+01    5.928000E-03
3.542880E+00    1.008670E+02    1.494000E-02
8.058900E+00    1.875450E+00    6.405072E-05
8.101350E+00    1.560080E+00    4.698782E-05
8.432790E+00    1.676830E+00    3.748747E-05
1.845249E+00    5.754550E+01    3.047266E-03
1.997583E+00    7.623700E+01    5.502144E-03
3.703470E+00    6.830720E+01    9.663936E-03
8.007000E+00    2.038180E+00    7.166976E-05
8.077470E+00    1.546600E+00    4.472534E-05
8.399460E+00    1.724520E+00    4.054579E-05
1.881357E+00    4.988770E+01    2.417827E-03
2.108523E+00    6.020740E+01    4.341106E-03
3.863760E+00    4.496510E+01    6.030624E-03
7.949670E+00    2.226460E+00    8.277792E-05
8.057370E+00    1.512320E+00    4.195843E-05
8.365290E+00    1.668580E+00    3.981029E-05
1.909668E+00    4.325930E+01    1.928078E-03
2.217942E+00    4.704410E+01    3.295882E-03
4.024020E+00    3.316880E+01    4.193914E-03
7.885500E+00    2.092780E+00    8.439168E-05
8.041080E+00    1.459400E+00    3.885806E-05
8.332560E+00    1.540150E+00    3.592690E-05
1.930869E+00    3.774010E+01    1.562275E-03
2.321244E+00    4.356360E+01    2.901542E-03
4.184790E+00    2.441450E+01    2.904096E-03
7.813350E+00    4.106790E+00    1.823640E-04
8.028420E+00    1.413200E+00    3.615758E-05
8.303340E+00    1.298330E+00    2.864966E-05
1.946022E+00    3.336560E+01    1.299893E-03
2.414628E+00    3.772600E+01    2.371042E-03
4.346670E+00    2.039730E+01    2.288126E-03
7.732470E+00    5.331420E+00    2.612083E-04
8.019090E+00    1.364160E+00    3.362477E-05
8.279100E+00    7.161750E-01    1.458970E-05
1.956444E+00    3.031840E+01    1.127424E-03
2.495298E+00    3.318780E+01    1.996363E-03
4.509930E+00    1.727910E+01    1.841419E-03
7.642830E+00    7.371560E+00    3.954811E-04
8.012610E+00    1.312670E+00    3.130786E-05
8.260380E+00    8.456110E-01    1.567915E-05
1.963596E+00    2.795750E+01    1.005336E-03
2.561577E+00    3.077410E+01    1.835237E-03
4.674420E+00    1.521400E+01    1.556630E-03
7.544940E+00    9.216730E+00    5.351856E-04
8.008530E+00    1.244910E+00    2.892077E-05
8.247090E+00    8.191670E-01    1.375104E-05
1.968939E+00    2.654960E+01    9.337344E-04
2.612913E+00    2.937940E+01    1.810766E-03
4.839360E+00    1.357390E+01    1.347595E-03
7.439730E+00    1.131680E+01    7.026768E-04
8.006250E+00    1.173130E+00    2.677262E-05
8.238630E+00    7.876820E-01    1.197974E-05
1.973796E+00    2.550990E+01    8.862768E-04
2.649762E+00    3.161830E+01    2.074824E-03
5.003430E+00    1.258360E+01    1.220923E-03
7.328280E+00    1.460700E+01    9.590112E-04
8.005290E+00    1.178050E+00    2.665906E-05
8.234220E+00    7.457100E-01    1.031462E-05
1.979238E+00    2.508170E+01    8.686992E-04
2.673417E+00    3.429100E+01    2.422757E-03
5.164710E+00    1.034360E+01    9.820944E-04
7.211760E+00    1.872440E+01    1.285728E-03
8.005140E+00    1.195600E+00    2.706701E-05
8.233080E+00    6.935780E-01    8.763696E-06
1.986012E+00    2.528910E+01    8.801808E-04
2.685819E+00    3.678400E+01    2.790120E-03
5.320740E+00    7.424240E+00    6.855792E-04
7.091640E+00    2.153080E+01    1.526549E-03
8.005470E+00    1.227570E+00    2.800176E-05
8.234490E+00    6.472670E-01    7.496400E-06
1.994472E+00    2.567660E+01    9.034464E-04
2.689323E+00    3.881630E+01    3.129029E-03
5.468280E+00    5.747970E+00    5.079888E-04
6.969930E+00    2.189070E+01    1.572144E-03
8.006040E+00    1.256290E+00    2.901192E-05
8.237850E+00    6.022260E-01    6.401904E-06
2.004588E+00    2.609510E+01    9.310272E-04
2.686539E+00    4.035020E+01    3.413904E-03
5.602470E+00    4.091560E+00    3.348874E-04
6.850140E+00    1.792950E+01    1.259496E-03
8.006820E+00    1.276980E+00    2.991979E-05
8.242710E+00    5.517290E-01    5.377488E-06
2.015985E+00    2.653980E+01    9.597600E-04
2.680107E+00    4.146550E+01    3.637872E-03
5.715510E+00    2.553350E+00    1.811006E-04
6.739080E+00    1.231930E+01    7.875504E-04
8.007900E+00    1.288930E+00    3.063144E-05
8.248650E+00    5.014120E-01    4.462507E-06
2.027979E+00    2.699630E+01    9.860400E-04
2.672541E+00    4.249430E+01    3.825998E-03
5.793690E+00    1.716700E+00    9.386112E-05
6.649530E+00    7.661300E+00    3.839174E-04
8.009520E+00    1.292570E+00    3.108408E-05
8.255280E+00    4.478050E-01    3.611318E-06
2.039670E+00    2.751710E+01    1.009339E-03
2.666031E+00    4.350180E+01    3.986971E-03
5.817180E+00    1.481300E+00    6.690768E-05
6.600960E+00    4.640220E+00    1.619246E-04
8.012130E+00    1.301180E+00    3.154651E-05
8.262210E+00    3.857550E-01    2.785522E-06
2.050005E+00    2.818210E+01    1.031333E-03
2.662266E+00    4.416180E+01    4.095365E-03
5.772480E+00    2.072670E+00    1.287960E-04
6.606900E+00    6.134660E+00    2.588285E-04
8.016270E+00    1.327490E+00    3.231058E-05
8.269050E+00    3.228960E-01    2.054506E-06
2.057838E+00    2.889060E+01    1.048680E-03
2.662278E+00    4.447650E+01    4.154486E-03
5.668530E+00    3.381840E+00    2.843866E-04
6.659040E+00    9.536900E+00    5.525136E-04
8.022570E+00    1.326870E+00    3.230458E-05
8.275380E+00    2.551930E-01    1.405757E-06
2.062020E+00    2.980640E+01    1.069632E-03
2.666307E+00    4.487710E+01    4.204867E-03
5.525340E+00    5.649300E+00    5.604000E-04
6.738420E+00    1.295330E+01    8.765952E-04
8.031630E+00    1.324770E+00    3.220104E-05
8.280840E+00    1.783650E-01    8.417712E-07
2.061411E+00    3.105640E+01    1.103146E-03
2.673735E+00    4.445080E+01    4.156675E-03
5.358300E+00    7.995320E+00    8.683200E-04
6.831240E+00    1.693770E+01    1.226438E-03
8.044080E+00    1.316450E+00    3.196834E-05
8.285070E+00    1.423180E-01    5.851488E-07
2.054958E+00    3.295970E+01    1.167288E-03
2.683041E+00    4.315220E+01    3.997853E-03
5.176680E+00    1.170620E+01    1.337218E-03
6.930360E+00    1.878020E+01    1.396267E-03
8.060400E+00    1.307580E+00    3.183302E-05
8.287740E+00    1.437660E-01    5.506032E-07
2.041722E+00    3.584770E+01    1.283328E-03
2.691834E+00    4.176070E+01    3.792446E-03
4.986390E+00    1.657620E+01    1.940942E-03
7.032330E+00    1.771630E+01    1.324877E-03
8.080890E+00    1.307430E+00    3.208344E-05
8.288760E+00    1.532940E-01    6.029328E-07
2.020941E+00    4.023930E+01    1.483080E-03
2.696886E+00    4.282480E+01    3.756898E-03
4.791870E+00    1.638650E+01    1.927541E-03
7.135590E+00    1.532520E+01    1.139861E-03
8.105670E+00    1.313610E+00    3.267029E-05
8.288130E+00    1.618890E-01    6.966720E-07
1.992078E+00    4.645320E+01    1.795982E-03
2.694198E+00    4.168190E+01    3.469114E-03
4.597200E+00    1.844080E+01    2.141083E-03
7.239270E+00    1.327330E+01    9.750960E-04
8.134590E+00    1.310270E+00    3.313147E-05
8.286030E+00    1.543480E-01    7.304592E-07
1.954884E+00    5.488120E+01    2.258458E-03
2.679117E+00    3.840740E+01    2.979749E-03
4.406520E+00    1.704330E+01    1.925050E-03
7.342890E+00    1.147650E+01    8.284368E-04
8.167170E+00    1.291370E+00    3.316498E-05
8.282820E+00    1.774220E-01    8.949840E-07
1.909422E+00    6.614520E+01    2.919528E-03
2.646573E+00    3.517240E+01    2.532610E-03
4.224180E+00    1.893230E+01    2.067283E-03
7.445820E+00    9.984190E+00    7.048320E-04
8.202750E+00    1.252250E+00    3.246470E-05
8.279130E+00    2.001990E-01    1.028957E-06
1.856118E+00    8.000150E+01    3.789072E-03
2.591652E+00    3.466720E+01    2.396678E-03
4.054410E+00    2.374740E+01    2.536589E-03
7.547400E+00    8.630360E+00    5.926896E-04
8.240370E+00    1.165470E+00    3.015821E-05
8.275680E+00    2.133400E-01    1.071187E-06
1.795761E+00    9.537530E+01    2.410488E-03
2.510643E+00    4.024380E+01    1.447358E-03
3.900540E+00    3.073330E+01    1.664282E-03
7.646670E+00    7.403260E+00    2.457024E-04
8.273400E+00    2.086840E-01    5.144256E-07
8.278890E+00    8.517500E-01    1.088474E-05
1.805583E+00    7.207580E+01    2.107039E-03
1.819569E+00    7.197420E+01    2.144374E-03
3.517650E+00    1.205360E+02    9.293760E-03
8.081880E+00    1.632590E+00    2.593008E-05
8.092620E+00    1.535870E+00    2.343170E-05
8.446350E+00    1.714670E+00    1.887000E-05
1.856763E+00    6.293640E+01    3.424800E-03
1.898229E+00    6.857470E+01    4.169323E-03
3.668880E+00    8.092920E+01    1.214030E-02
8.040450E+00    1.704070E+00    5.403840E-05
8.065710E+00    1.512620E+00    4.402666E-05
8.417040E+00    1.887500E+00    4.497283E-05
1.899024E+00    5.293040E+01    2.643686E-03
1.992054E+00    6.517610E+01    4.205227E-03
3.819090E+00    5.805170E+01    8.391744E-03
7.995390E+00    1.820430E+00    5.873952E-05
8.042040E+00    1.505310E+00    4.189003E-05
8.383800E+00    1.994930E+00    5.047248E-05
1.933260E+00    4.332520E+01    1.979582E-03
2.095746E+00    5.581570E+01    3.767410E-03
3.967050E+00    4.298050E+01    5.932608E-03
7.945410E+00    1.965950E+00    6.660336E-05
8.022030E+00    1.463270E+00    3.898262E-05
8.348610E+00    1.958280E+00    5.099712E-05
1.959855E+00    3.764690E+01    1.579498E-03
2.204238E+00    4.439080E+01    3.033931E-03
4.112580E+00    3.105800E+01    4.057046E-03
7.888770E+00    1.887690E+00    6.961632E-05
8.005770E+00    1.402170E+00    3.578083E-05
8.313930E+00    1.757500E+00    4.536792E-05
1.979502E+00    3.307800E+01    1.286573E-03
2.312520E+00    4.169990E+01    2.779704E-03
4.256130E+00    2.315030E+01    2.838456E-03
7.823550E+00    3.281360E+00    1.353043E-04
7.993110E+00    1.350170E+00    3.300744E-05
8.282430E+00    8.076370E-01    1.991477E-05
1.993242E+00    2.943330E+01    1.075502E-03
2.415954E+00    3.584670E+01    2.250221E-03
4.398510E+00    1.982210E+01    2.266488E-03
7.748280E+00    4.797230E+00    2.230214E-04
7.983660E+00    1.293320E+00    3.031094E-05
8.256060E+00    1.096780E+00    2.509541E-05
2.002386E+00    2.668950E+01    9.293616E-04
2.510577E+00    2.945140E+01    1.697530E-03
4.540650E+00    1.704290E+01    1.811813E-03
7.662510E+00    6.787750E+00    3.530760E-04
7.977060E+00    1.222790E+00    2.754677E-05
8.235930E+00    1.074350E+00    2.242973E-05
2.008392E+00    2.454040E+01    8.250720E-04
2.593350E+00    2.499150E+01    1.317845E-03
4.683240E+00    1.517300E+01    1.502842E-03
7.566660E+00    8.715620E+00    4.994976E-04
7.972710E+00    1.141890E+00    2.487082E-05
8.222010E+00    1.019290E+00    1.930939E-05
2.012739E+00    2.294730E+01    7.534128E-04
2.662311E+00    2.355110E+01    1.172270E-03
4.826520E+00    1.291140E+01    1.200710E-03
7.461780E+00    1.081430E+01    6.715152E-04
7.970130E+00    1.109390E+00    2.357381E-05
8.213640E+00    9.586250E-01    1.650888E-05
2.016777E+00    2.219560E+01    7.189056E-04
2.716650E+00    2.353340E+01    1.176696E-03
4.970130E+00    1.100690E+01    9.721200E-04
7.349220E+00    1.367640E+01    9.061872E-04
7.968720E+00    1.108330E+00    2.323440E-05
8.209890E+00    9.087600E-01    1.430064E-05
2.021613E+00    2.203900E+01    7.110096E-04
2.756640E+00    2.460290E+01    1.312963E-03
5.112990E+00    9.179320E+00    7.784304E-04
7.230480E+00    1.795820E+01    1.252354E-03
7.968090E+00    1.121900E+00    2.346485E-05
8.209740E+00    8.524150E-01    1.232664E-05
2.028012E+00    2.194070E+01    7.112736E-04
2.783511E+00    2.694520E+01    1.582939E-03
5.253270E+00    7.855450E+00    6.430416E-04
7.107180E+00    2.105420E+01    1.524038E-03
7.967820E+00    1.148660E+00    2.419992E-05
8.212440E+00    8.054250E-01    1.075267E-05
2.036355E+00    2.202630E+01    7.224480E-04
2.799207E+00    2.981560E+01    1.932994E-03
5.388360E+00    5.593470E+00    4.395984E-04
6.981360E+00    2.209020E+01    1.631054E-03
7.967730E+00    1.179380E+00    2.519808E-05
8.217270E+00    7.589860E-01    9.382944E-06
2.046621E+00    2.234420E+01    7.441536E-04
2.806170E+00    3.217580E+01    2.273846E-03
5.514270E+00    4.270210E+00    3.149371E-04
6.856020E+00    1.989090E+01    1.456968E-03
7.967760E+00    1.204830E+00    2.619816E-05
