f(THz)          1/tau_3p(THz)   1/tau_iso(THz)
4.706880E+00    1.202644E-01    5.428445E-03
7.613400E+00    1.696730E-01    2.415514E-02
8.282850E+00    3.315925E-01    6.185082E-01
8.301660E+00    3.871662E-01    1.773240E-01
1.670271E+00    1.092423E-02    2.552637E-03
1.871985E+00    1.934255E-02    3.678400E-03
4.456950E+00    1.756272E-01    3.895735E-03
7.701900E+00    2.064341E-01    2.389569E-02
8.286450E+00    3.349478E-01    6.840670E-01
8.323050E+00    3.931930E-01    1.190758E-01
1.626630E+00    9.783108E-03    1.318665E-03
1.851033E+00    1.836777E-02    3.549609E-03
4.201020E+00    1.438756E-01    2.777794E-03
7.789080E+00    2.388841E-01    2.368851E-02
8.292630E+00    3.473959E-01    3.760831E-01
8.347560E+00    4.072225E-01    9.529006E-02
1.573266E+00    8.546132E-03    9.619213E-04
1.820391E+00    1.723853E-02    3.340019E-03
3.940530E+00    9.819035E-02    1.961980E-03
7.875120E+00    2.460249E-01    2.544481E-01
8.301780E+00    3.653622E-01    1.763966E-01
8.374800E+00    4.265302E-01    7.995537E-02
1.510077E+00    7.261900E-03    7.135988E-04
1.778592E+00    1.602893E-02    3.087546E-03
3.676950E+00    7.925312E-02    1.369936E-03
7.959960E+00    2.644167E-01    1.989818E-01
8.314200E+00    3.894794E-01    1.344347E-01
8.404140E+00    4.446856E-01    6.912832E-02
1.437315E+00    6.056165E-03    5.267236E-04
1.724418E+00    1.541058E-02    2.795141E-03
3.411810E+00    6.649467E-02    9.430373E-04
8.043300E+00    2.880724E-01    2.017947E-01
8.329980E+00    4.172473E-01    1.106800E-01
8.434740E+00    4.604433E-01    6.049312E-02
1.355568E+00    4.956605E-03    3.804572E-04
1.656945E+00    1.559102E-02    1.789950E-03
3.146730E+00    3.918065E-02    4.933230E-03
8.124510E+00    3.173545E-01    2.157883E-01
8.349060E+00    4.423526E-01    9.420580E-02
8.465640E+00    4.821159E-01    5.358020E-02
1.265811E+00    3.951788E-03    2.676033E-04
1.575519E+00    1.540274E-02    9.720965E-04
2.883507E+00    2.997800E-02    8.340438E-03
8.202810E+00    3.589221E-01    2.493689E-01
8.371170E+00    4.740617E-01    8.161115E-02
8.495910E+00    5.064009E-01    4.757888E-02
1.169400E+00    3.106883E-03    1.821904E-04
1.479756E+00    1.358061E-02    6.285786E-04
2.624352E+00    2.713469E-02    7.482004E-03
8.277240E+00    4.047289E-01    4.697639E-01
8.395830E+00    4.978865E-01    7.178750E-02
8.524470E+00    5.375073E-01    4.226003E-02
1.068156E+00    2.406438E-03    1.199185E-04
1.369521E+00    1.106484E-02    4.009374E-04
2.371926E+00    1.933294E-02    7.623349E-03
8.346690E+00    4.600451E-01    9.572660E-02
8.422470E+00    5.262687E-01    6.385847E-02
8.550390E+00    5.868097E-01    3.770631E-02
9.644760E-01    1.925858E-03    7.630804E-05
1.245078E+00    8.236757E-03    2.470936E-04
2.129556E+00    1.092198E-02    9.949053E-03
8.409780E+00    5.117838E-01    6.730862E-02
8.450520E+00    5.642099E-01    5.689653E-02
8.572800E+00    6.035877E-01    3.355380E-02
8.615610E-01    1.659426E-03    4.668012E-05
1.107519E+00    6.224363E-03    1.410900E-04
1.901277E+00    7.997633E-03    3.890316E-03
8.463660E+00    5.673308E-01    5.386050E-02
8.480880E+00    5.904721E-01    5.063980E-02
8.590950E+00    6.221575E-01    2.980947E-02
9.264180E-01    4.843061E-03    6.371072E-05
9.264180E-01    4.843061E-03    6.371072E-05
1.648188E+00    2.832468E-03    1.593682E-03
8.498130E+00    5.969080E-01    4.703187E-02
8.498130E+00    5.969080E-01    4.703187E-02
8.619900E+00    7.627823E-01    2.212855E-02
1.016841E+00    5.882318E-03    9.557541E-05
1.018374E+00    5.757616E-03    9.646529E-05
1.827450E+00    3.097941E-03    3.387774E-03
8.464920E+00    5.708870E-01    5.358216E-02
8.468340E+00    5.721708E-01    5.300116E-02
8.610720E+00    6.747775E-01    2.438631E-02
1.109919E+00    6.921565E-03    1.426774E-04
1.119603E+00    6.199321E-03    1.477097E-04
2.032347E+00    4.536732E-03    5.184086E-03
8.423160E+00    5.533391E-01    6.367821E-02
8.436660E+00    5.578707E-01    6.001586E-02
8.596830E+00    6.316202E-01    2.814535E-02
1.201995E+00    8.164198E-03    2.074352E-04
1.228293E+00    6.924009E-03    2.290668E-04
2.253378E+00    9.380687E-03    8.999706E-03
8.373960E+00    5.168226E-01    8.016027E-02
8.403990E+00    5.235246E-01    6.916987E-02
8.578410E+00    5.982507E-01    3.212322E-02
1.290246E+00    9.709492E-03    2.940092E-04
1.340616E+00    8.091204E-03    3.598096E-04
2.484897E+00    1.578851E-02    7.307405E-03
8.318340E+00    4.482335E-01    1.267104E-01
8.371260E+00    4.889880E-01    8.165147E-02
8.555880E+00    5.593780E-01    3.675788E-02
1.372512E+00    1.121364E-02    4.059834E-04
1.452375E+00    9.264063E-03    5.586374E-04
2.723508E+00    2.227038E-02    7.769126E-03
8.257170E+00    3.984492E-01    3.243448E-01
8.339340E+00    4.657250E-01    1.015061E-01
8.529990E+00    5.348766E-01    4.119342E-02
1.447200E+00    1.270177E-02    5.478985E-04
1.559832E+00    1.054287E-02    8.943901E-04
2.967006E+00    2.754836E-02    8.542429E-03
8.191230E+00    3.536781E-01    2.422766E-01
8.309130E+00    4.459547E-01    1.474466E-01
8.501790E+00    5.104802E-01    4.649258E-02
1.513230E+00    1.421008E-02    7.233879E-04
1.659975E+00    1.099879E-02    1.885700E-03
3.213780E+00    3.776079E-02    1.107374E-03
8.121060E+00    3.122005E-01    2.149921E-01
8.281410E+00    4.206984E-01    6.010057E-01
8.472450E+00    4.819022E-01    5.199781E-02
1.570011E+00    1.561041E-02    9.459870E-04
1.750563E+00    1.084975E-02    2.939737E-03
3.462480E+00    6.633895E-02    1.012000E-03
8.047110E+00    2.765923E-01    2.021928E-01
8.256750E+00    4.004838E-01    3.234929E-01
8.443170E+00    4.541635E-01    5.833895E-02
1.617420E+00    1.661240E-02    1.239866E-03
1.830078E+00    1.168076E-02    3.404544E-03
3.711810E+00    8.027937E-02    1.436665E-03
7.969650E+00    2.540554E-01    1.985398E-01
8.235660E+00    3.919202E-01    2.808870E-01
8.415090E+00    4.330523E-01    6.572074E-02
1.655787E+00    1.719206E-02    1.765649E-03
1.897638E+00    1.291744E-02    3.856999E-03
3.960540E+00    9.791922E-02    2.014827E-03
7.888950E+00    2.320191E-01    2.915713E-01
8.218320E+00    3.788668E-01    2.613954E-01
8.389170E+00    4.143240E-01    7.434856E-02
1.685835E+00    1.779109E-02    2.571566E-03
1.952934E+00    1.448335E-02    4.318025E-03
4.207290E+00    1.411556E-01    2.799703E-03
7.805160E+00    2.165027E-01    2.361524E-02
8.204820E+00    3.678648E-01    2.505873E-01
8.366130E+00    3.955446E-01    8.414074E-02
1.708617E+00    1.895652E-02    2.732255E-03
1.996143E+00    1.611619E-02    4.746741E-03
4.450680E+00    1.824155E-01    3.863895E-03
7.718280E+00    2.040175E-01    2.384351E-02
8.194980E+00    3.584422E-01    2.442760E-01
8.346390E+00    3.791901E-01    9.588062E-02
1.725423E+00    2.007468E-02    2.791664E-03
2.027880E+00    1.768165E-02    5.111565E-03
4.689210E+00    1.269193E-01    5.302626E-03
7.628310E+00    1.678850E-01    2.410522E-02
8.188410E+00    3.525061E-01    2.398864E-01
8.330100E+00    3.661823E-01    1.106325E-01
1.737654E+00    2.149613E-02    2.849519E-03
2.049114E+00    1.902812E-02    5.426721E-03
4.921380E+00    1.243279E-01    7.265293E-03
7.535130E+00    1.370021E-01    2.437050E-02
8.184660E+00    3.494890E-01    2.380585E-01
8.317140E+00    3.605761E-01    1.287134E-01
1.746720E+00    2.298581E-02    2.911264E-03
2.061123E+00    1.998465E-02    5.595441E-03
5.145450E+00    2.157860E-01    1.001385E-02
7.438560E+00    1.110800E-01    2.462196E-02
8.183190E+00    3.461549E-01    2.373540E-01
8.307300E+00    3.620709E-01    1.527747E-01
1.753899E+00    2.410766E-02    2.960926E-03
2.065395E+00    2.127261E-02    5.656741E-03
5.359650E+00    2.916770E-01    1.413714E-02
7.338510E+00    9.048054E-02    2.489551E-02
8.183400E+00    3.524291E-01    2.374613E-01
8.300130E+00    3.530986E-01    1.863950E-01
1.760262E+00    2.516869E-02    3.003178E-03
2.063577E+00    2.250428E-02    5.633430E-03
5.561790E+00    4.105646E-01    2.274095E-02
7.235160E+00    6.605892E-02    2.521610E-02
8.184780E+00    3.694386E-01    2.381096E-01
8.295240E+00    3.460124E-01    2.486664E-01
1.766595E+00    2.603035E-02    3.044746E-03
2.057382E+00    2.360149E-02    5.551751E-03
5.748930E+00    5.901794E-01    2.041812E-02
7.129530E+00    5.579299E-02    2.569266E-02
8.186820E+00    4.190939E-01    2.390736E-01
8.292120E+00    3.483714E-01    4.644848E-01
1.773369E+00    2.651528E-02    3.071655E-03
2.048511E+00    2.450776E-02    5.416590E-03
5.916390E+00    6.911710E-01    1.300974E-02
7.024590E+00    5.778076E-02    2.659675E-02
8.189190E+00    4.292656E-01    2.403877E-01
8.290320E+00    3.609535E-01    5.196925E-01
1.780737E+00    2.658401E-02    3.094162E-03
2.038563E+00    2.504019E-02    5.265228E-03
6.055230E+00    6.716954E-01    1.182690E-02
6.927810E+00    9.355850E-02    2.886525E-02
8.191680E+00    4.316466E-01    2.425622E-01
8.289390E+00    3.499122E-01    5.296959E-01
1.788558E+00    2.624575E-02    3.133606E-03
2.028969E+00    2.531274E-02    5.128105E-03
6.147420E+00    7.221729E-01    1.379769E-02
6.856200E+00    1.319958E-01    2.790087E-02
8.194260E+00    4.210190E-01    2.438039E-01
8.288940E+00    3.483969E-01    5.382144E-01
1.796436E+00    2.555009E-02    3.181245E-03
2.020902E+00    2.544070E-02    5.028065E-03
6.166110E+00    6.117854E-01    1.462399E-02
6.836070E+00    1.386586E-01    2.774242E-02
8.197050E+00    4.134999E-01    2.456828E-01
8.288670E+00    3.498118E-01    5.432048E-01
1.803744E+00    2.436570E-02    3.228119E-03
2.015205E+00    2.549070E-02    4.964054E-03
6.101760E+00    6.707358E-01    1.234298E-02
6.876780E+00    1.278916E-01    2.813457E-02
8.200290E+00    3.878735E-01    2.477332E-01
8.288280E+00    3.540487E-01    5.534170E-01
1.809693E+00    2.309234E-02    3.267983E-03
2.012340E+00    2.560092E-02    4.930637E-03
5.976870E+00    7.041063E-01    1.194905E-02
6.956430E+00    7.785009E-02    2.887794E-02
8.204370E+00    3.793368E-01    2.503187E-01
8.287560E+00    3.666966E-01    5.899208E-01
1.813347E+00    2.157884E-02    3.292578E-03
2.012319E+00    2.558003E-02    4.930475E-03
5.815350E+00    6.532916E-01    1.710245E-02
7.051980E+00    5.909816E-02    2.627852E-02
8.209770E+00    3.713951E-01    2.541835E-01
8.286480E+00    3.779318E-01    6.842900E-01
1.813662E+00    2.008657E-02    3.294629E-03
2.014692E+00    2.559509E-02    4.958204E-03
5.630310E+00    4.939272E-01    3.205919E-02
7.151820E+00    6.724859E-02    2.559330E-02
8.217000E+00    3.667908E-01    2.599563E-01
8.284980E+00    3.495990E-01    6.533748E-01
1.809540E+00    1.851725E-02    3.266917E-03
2.018550E+00    2.544037E-02    5.002047E-03
5.428170E+00    3.329261E-01    1.608850E-02
7.251300E+00    8.543285E-02    2.519495E-02
8.226630E+00    3.627789E-01    2.707460E-01
8.283240E+00    3.300907E-01    6.273601E-01
1.799850E+00    1.680441E-02    3.202996E-03
2.022558E+00    2.521502E-02    5.048208E-03
5.212620E+00    2.403419E-01    1.108815E-02
7.348800E+00    1.071089E-01    2.489469E-02
8.239110E+00    3.635914E-01    2.865783E-01
8.281470E+00    3.225578E-01    5.962390E-01
1.783509E+00    1.514016E-02    3.107283E-03
2.025027E+00    2.496673E-02    5.077734E-03
4.986180E+00    1.444738E-01    7.951975E-03
7.444050E+00    1.329775E-01    2.462072E-02
8.254800E+00    3.694713E-01    3.182251E-01
8.280060E+00    3.178478E-01    5.494323E-01
1.759518E+00    1.349927E-02    2.998382E-03
2.024010E+00    2.338049E-02    5.065773E-03
4.750860E+00    1.239119E-01    5.759682E-03
7.537320E+00    1.615572E-01    2.437002E-02
8.273910E+00    3.824677E-01    4.254499E-01
8.279460E+00    3.172257E-01    5.261722E-01
1.727046E+00    1.189474E-02    2.799520E-03
2.017395E+00    2.124328E-02    4.989733E-03
4.508460E+00    1.695065E-01    4.171585E-03
7.628970E+00    1.938056E-01    2.410586E-02
8.280210E+00    3.211098E-01    5.578102E-01
8.296440E+00    3.942176E-01    2.225105E-01
1.685484E+00    1.021640E-02    2.568933E-03
2.003034E+00    2.015272E-02    4.818067E-03
4.260690E+00    1.547461E-01    3.007527E-03
7.719360E+00    2.300882E-01    2.384332E-02
8.282850E+00    3.308344E-01    6.189595E-01
8.322180E+00    3.969640E-01    1.202114E-01
1.634502E+00    9.031547E-03    1.405276E-03
1.978812E+00    1.924754E-02    4.566410E-03
4.009320E+00    1.070690E-01    2.152918E-03
7.808640E+00    2.634873E-01    2.372876E-02
8.287890E+00    3.443301E-01    5.735137E-01
8.350650E+00    4.165018E-01    9.318999E-02
1.574076E+00    7.784585E-03    9.657760E-04
1.942740E+00    1.795806E-02    4.244574E-03
3.756180E+00    8.245451E-02    1.527589E-03
7.896690E+00    2.627789E-01    2.779282E-01
8.295840E+00    3.725005E-01    2.344687E-01
8.381190E+00    4.330167E-01    7.732282E-02
1.504545E+00    6.556130E-03    6.968162E-04
1.892994E+00    1.685926E-02    3.819034E-03
3.503190E+00    7.142143E-02    1.073859E-03
7.983180E+00    2.783902E-01    1.987568E-01
8.306970E+00    4.012487E-01    1.538073E-01
8.412960E+00    4.507510E-01    6.645922E-02
1.426602E+00    5.452860E-03    5.052308E-04
1.827942E+00    1.592653E-02    3.391127E-03
3.252600E+00    4.339374E-02    7.479929E-04
8.067420E+00    3.001273E-01    2.045460E-01
8.321550E+00    4.276227E-01    1.215231E-01
8.444940E+00    4.726389E-01    5.811001E-02
1.341330E+00    4.460104E-03    3.596838E-04
1.746192E+00    1.568396E-02    2.908652E-03
3.006840E+00    3.191197E-02    8.725547E-03
8.148570E+00    3.293363E-01    2.230034E-01
8.339580E+00    4.636155E-01    1.014489E-01
8.476140E+00    4.965465E-01    5.144072E-02
1.250217E+00    3.560543E-03    2.520885E-04
1.646697E+00    1.724426E-02    1.563158E-03
2.768751E+00    2.559057E-02    7.939926E-03
8.225490E+00    3.666912E-01    2.697083E-01
8.361000E+00    4.826371E-01    8.692004E-02
8.505450E+00    5.266678E-01    4.599770E-02
1.155231E+00    2.851025E-03    1.725068E-04
1.529064E+00    1.522867E-02    7.791124E-04
2.541339E+00    2.162592E-02    7.345728E-03
8.296650E+00    4.117734E-01    2.199026E-01
8.385780E+00    5.165396E-01    7.547063E-02
8.531910E+00    5.709522E-01    4.115900E-02
1.058898E+00    2.247499E-03    1.154554E-04
1.394163E+00    1.159997E-02    4.413145E-04
2.327496E+00    1.722665E-02    7.825273E-03
8.359590E+00    4.575465E-01    8.761163E-02
8.414730E+00    5.426348E-01    6.588198E-02
8.554590E+00    5.815069E-01    3.710591E-02
1.098240E+00    7.174631E-03    1.357385E-04
1.098240E+00    7.174631E-03    1.357385E-04
1.970394E+00    2.913430E-03    4.484168E-03
8.437290E+00    5.505335E-01    5.984045E-02
8.437290E+00    5.505335E-01    5.984045E-02
8.604240E+00    5.918561E-01    2.645841E-02
1.183620E+00    8.366871E-03    1.930144E-04
1.187592E+00    7.939469E-03    1.962341E-04
2.143605E+00    4.199528E-03    1.169584E-02
8.401050E+00    5.252349E-01    7.007760E-02
8.404410E+00    5.284128E-01    6.903733E-02
8.592990E+00    5.688282E-01    2.947261E-02
1.269312E+00    9.648691E-03    2.713533E-04
1.287651E+00    8.852691E-03    2.910019E-04
2.336490E+00    7.803660E-03    7.701875E-03
8.357250E+00    5.061779E-01    8.943245E-02
8.370630E+00    5.109183E-01    8.196236E-02
8.576850E+00    5.515111E-01    3.261124E-02
1.352361E+00    1.129753E-02    3.756824E-04
1.396134E+00    1.007904E-02    4.438090E-04
2.542197E+00    1.406492E-02    7.321891E-03
8.306970E+00    4.567816E-01    1.538980E-01
8.336880E+00    4.768058E-01    1.034560E-01
8.556090E+00    5.355871E-01    3.669173E-02
1.430439E+00    1.281376E-02    5.131044E-04
1.508913E+00    1.144985E-02    7.078219E-04
2.756628E+00    1.937391E-02    7.904072E-03
8.251050E+00    4.049173E-01    3.102215E-01
8.304120E+00    4.520428E-01    1.645865E-01
8.531310E+00    5.273316E-01    4.112476E-02
1.501776E+00    1.437060E-02    6.886622E-04
1.621431E+00    1.275198E-02    1.264911E-03
2.977332E+00    2.432309E-02    8.485633E-03
8.190060E+00    3.602695E-01    2.412849E-01
8.273160E+00    4.309119E-01    4.159859E-01
8.503440E+00    5.236068E-01    4.631391E-02
1.565133E+00    1.586546E-02    9.215970E-04
1.729548E+00    1.227703E-02    2.824988E-03
3.202770E+00    3.293417E-02    2.240188E-03
8.124450E+00    3.214215E-01    2.157826E-01
8.244810E+00    4.103423E-01    2.973167E-01
8.473740E+00    4.885293E-01    5.180676E-02
1.619781E+00    1.724438E-02    1.258340E-03
1.829874E+00    1.236715E-02    3.402740E-03
3.431730E+00    5.406341E-02    9.687332E-04
8.054430E+00    2.855960E-01    2.030026E-01
8.219640E+00    3.871692E-01    2.631020E-01
8.443560E+00    4.573540E-01    5.827468E-02
1.665471E+00    1.774875E-02    2.380684E-03
1.919883E+00    1.352673E-02    4.048704E-03
3.663180E+00    7.475071E-02    1.341792E-03
7.980090E+00    2.628439E-01    1.987237E-01
8.198160E+00    3.794735E-01    2.463714E-01
8.414220E+00    4.339750E-01    6.593248E-02
1.702443E+00    1.833947E-02    2.697217E-03
1.997901E+00    1.540621E-02    4.764761E-03
3.895980E+00    8.988037E-02    1.847602E-03
7.901490E+00    2.400373E-01    2.718645E-01
8.180520E+00    3.685603E-01    2.359688E-01
8.386920E+00    4.158644E-01    7.508977E-02
1.731342E+00    1.936900E-02    2.819154E-03
2.063031E+00    1.667601E-02    5.624318E-03
4.128840E+00    1.228717E-01    2.523129E-03
7.818690E+00    2.239983E-01    8.603406E-02
8.166780E+00    3.577498E-01    2.299670E-01
8.362560E+00    3.995908E-01    8.595450E-02
1.753182E+00    2.042488E-02    2.955996E-03
2.115039E+00    1.826627E-02    8.383833E-03
4.360440E+00    1.576869E-01    3.429551E-03
7.731810E+00    2.182691E-01    2.382587E-02
8.156760E+00    3.541854E-01    2.256794E-01
8.341680E+00    3.814697E-01    9.927639E-02
1.769226E+00    2.159799E-02    3.069551E-03
2.154273E+00    2.019823E-02    1.073576E-02
4.589190E+00    1.654427E-01    4.641270E-03
7.640940E+00    1.808318E-01    2.408411E-02
8.150100E+00    3.517349E-01    2.235530E-01
8.324490E+00    3.716201E-01    1.183622E-01
1.780878E+00    2.290615E-02    3.094824E-03
2.181558E+00    2.223448E-02    1.017949E-02
4.813440E+00    1.253219E-01    6.270186E-03
7.546200E+00    1.456751E-01    2.435271E-02
8.146260E+00    3.493535E-01    2.222220E-01
8.310900E+00    3.597989E-01    1.426025E-01
1.789554E+00    2.417485E-02    3.139120E-03
2.198106E+00    2.413710E-02    9.980019E-03
5.031510E+00    1.724028E-01    8.480058E-03
7.447680E+00    1.201578E-01    2.462035E-02
8.144760E+00    3.494512E-01    2.216021E-01
8.300700E+00    3.520619E-01    1.827347E-01
1.796559E+00    2.525310E-02    3.182084E-03
2.205435E+00    2.554911E-02    9.952920E-03
5.241450E+00    2.599144E-01    1.160335E-02
7.345440E+00    9.876446E-02    2.489064E-02
8.144940E+00    3.571620E-01    2.216724E-01
8.293410E+00    3.395102E-01    3.194815E-01
1.802988E+00    2.622937E-02    3.223195E-03
2.205288E+00    2.650488E-02    9.952484E-03
5.441100E+00    3.411619E-01    1.652135E-02
7.239780E+00    7.118806E-02    2.520492E-02
8.146260E+00    3.804900E-01    2.222174E-01
8.288610E+00    3.312772E-01    5.439197E-01
1.809642E+00    2.698262E-02    3.267615E-03
2.199546E+00    2.723208E-02    9.981795E-03
5.627790E+00    5.047370E-01    3.200000E-02
7.131600E+00    5.956387E-02    2.568253E-02
8.148270E+00    4.093177E-01    2.229814E-01
8.285820E+00    3.316354E-01    6.913218E-01
1.816998E+00    2.750063E-02    3.315819E-03
2.190132E+00    2.778133E-02    1.001785E-02
5.797470E+00    6.830414E-01    1.790132E-02
7.023150E+00    5.848295E-02    2.661764E-02
8.150640E+00    4.062927E-01    2.237238E-01
8.284560E+00    3.366493E-01    6.556012E-01
1.825194E+00    2.767576E-02    3.371075E-03
2.178936E+00    2.787713E-02    1.014077E-02
5.943090E+00    7.330035E-01    1.230295E-02
6.919980E+00    9.993504E-02    2.868398E-02
8.153160E+00    4.129416E-01    2.243786E-01
8.284410E+00    3.242679E-01    6.568553E-01
1.834062E+00    2.742784E-02    3.434925E-03
2.167698E+00    2.782152E-02    1.037135E-02
6.050940E+00    6.985240E-01    1.188994E-02
6.834720E+00    1.294031E-01    2.773794E-02
8.155800E+00    4.045700E-01    2.253155E-01
8.284920E+00    3.203301E-01    6.523190E-01
1.843155E+00    2.645755E-02    3.502038E-03
2.157924E+00    2.782376E-02    1.058710E-02
6.097260E+00    7.019366E-01    1.226235E-02
6.790350E+00    1.465650E-01    2.735921E-02
8.158680E+00    4.021329E-01    2.264224E-01
8.285730E+00    3.105870E-01    6.917676E-01
1.851813E+00    2.505813E-02    3.551631E-03
2.150787E+00    2.796421E-02    1.106643E-02
6.062910E+00    6.942179E-01    1.193200E-02
6.805800E+00    1.430570E-01    2.750006E-02
8.162100E+00    3.832857E-01    2.279986E-01
8.286570E+00    3.073537E-01    6.879385E-01
1.859190E+00    2.376646E-02    3.591673E-03
2.147034E+00    2.823662E-02    1.131846E-02
5.959080E+00    7.299750E-01    1.205196E-02
6.870180E+00    1.222618E-01    2.807775E-02
8.166420E+00    3.725796E-01    2.298119E-01
8.287080E+00    3.150986E-01    6.345871E-01
1.864314E+00    2.255549E-02    3.624026E-03
2.146932E+00    2.845290E-02    1.132276E-02
5.811030E+00    7.105805E-01    1.728506E-02
6.959100E+00    6.806425E-02    2.876366E-02
8.172180E+00    3.692026E-01    2.321022E-01
8.287110E+00    3.165438E-01    6.295031E-01
1.866123E+00    2.127469E-02    3.635628E-03
2.150196E+00    2.844691E-02    1.108284E-02
5.635620E+00    5.243454E-01    3.198288E-02
7.056960E+00    6.493464E-02    2.623719E-02
8.179920E+00    3.667706E-01    2.356427E-01
8.286570E+00    3.346227E-01    6.882968E-01
1.863507E+00    1.973870E-02    3.618911E-03
2.156010E+00    2.798361E-02    1.060348E-02
5.441520E+00    3.520532E-01    1.653568E-02
7.156860E+00    7.724573E-02    2.558542E-02
8.190150E+00    3.642934E-01    2.411434E-01
8.285370E+00    3.235796E-01    6.680707E-01
1.855350E+00    1.802049E-02    3.567948E-03
2.163042E+00    2.732196E-02    1.042971E-02
5.233410E+00    2.560905E-01    1.145660E-02
7.256040E+00    1.012251E-01    2.520719E-02
8.203410E+00    3.624108E-01    2.497267E-01
8.283690E+00    3.061231E-01    6.367483E-01
1.840596E+00    1.630162E-02    3.482810E-03
2.169501E+00    2.745382E-02    1.034622E-02
5.014380E+00    1.599138E-01    8.276698E-03
7.353720E+00    1.264144E-01    2.490539E-02
8.220000E+00    3.652541E-01    2.635818E-01
8.281740E+00    3.004600E-01    6.053207E-01
1.818291E+00    1.461569E-02    3.323649E-03
2.173248E+00    2.723334E-02    1.027210E-02
4.786770E+00    1.345669E-01    6.044515E-03
7.449840E+00    1.536105E-01    2.463051E-02
8.240130E+00    3.722662E-01    2.883536E-01
8.279880E+00    3.025645E-01    5.404352E-01
1.787664E+00    1.297451E-02    3.128835E-03
2.171877E+00    2.646889E-02    1.032530E-02
4.552710E+00    1.730430E-01    4.421480E-03
7.544580E+00    1.826647E-01    2.435573E-02
8.263830E+00    3.843552E-01    3.501396E-01
8.278620E+00    3.077463E-01    5.032377E-01
1.748163E+00    1.138841E-02    2.921349E-03
2.162835E+00    2.566702E-02    1.042885E-02
4.314210E+00    1.666850E-01    3.227850E-03
7.638240E+00    2.179865E-01    2.408622E-02
8.278530E+00    3.131380E-01    4.999759E-01
8.290800E+00    3.959330E-01    5.262445E-01
1.699530E+00    9.637997E-03    2.685530E-03
2.143497E+00    2.444462E-02    1.181091E-02
4.073430E+00    1.173334E-01    2.345205E-03
7.730790E+00    2.590244E-01    2.382581E-02
8.280180E+00    3.317498E-01    5.549637E-01
8.320590E+00    4.044686E-01    1.229270E-01
1.641822E+00    8.530094E-03    1.494175E-03
2.111229E+00    2.320686E-02    8.240172E-03
3.832650E+00    8.672651E-02    1.695513E-03
7.822140E+00    2.819976E-01    9.676737E-02
8.284170E+00    3.520829E-01    6.489171E-01
8.352450E+00    4.229295E-01    9.194253E-02
1.575453E+00    7.307751E-03    9.725878E-04
2.063439E+00    2.182420E-02    5.636938E-03
3.594420E+00    7.447736E-02    1.221726E-03
7.911810E+00    2.792633E-01    2.489848E-01
8.291040E+00    3.777063E-01    5.208148E-01
8.385540E+00    4.408238E-01    7.557708E-02
1.501203E+00    6.117106E-03    6.870038E-04
1.997676E+00    2.026281E-02    4.762843E-03
3.361590E+00    5.173761E-02    8.770793E-04
7.999050E+00    2.929965E-01    1.988971E-01
8.301300E+00    4.126775E-01    1.791226E-01
8.418780E+00    4.599202E-01    6.481856E-02
1.420239E+00    5.048797E-03    4.923212E-04
1.911810E+00    1.767403E-02    3.978540E-03
3.137220E+00    3.537556E-02    5.224999E-03
8.082870E+00    3.159977E-01    2.073488E-01
8.315340E+00    4.507814E-01    1.320337E-01
8.451120E+00    4.848555E-01    5.674772E-02
1.334142E+00    4.118905E-03    3.497501E-04
1.804509E+00    1.641494E-02    3.236866E-03
2.924376E+00    2.760540E-02    8.314272E-03
8.161830E+00    3.445235E-01    2.279716E-01
8.333550E+00    4.728267E-01    1.067726E-01
8.481420E+00    5.146627E-01    5.043352E-02
1.244955E+00    3.440754E-03    2.462085E-04
1.676013E+00    1.695568E-02    2.599292E-03
2.725386E+00    2.412336E-02    7.797072E-03
8.234040E+00    3.756024E-01    2.790578E-01
8.356590E+00    4.988576E-01    8.988330E-02
8.508660E+00    5.495955E-01    4.547612E-02
1.262112E+00    9.375059E-03    2.642389E-04
1.262112E+00    9.375059E-03    2.642389E-04
2.288679E+00    5.548281E-03    8.269275E-03
8.370360E+00    5.029144E-01    8.200065E-02
8.370360E+00    5.029144E-01    8.200065E-02
8.584380E+00    5.076967E-01    3.085848E-02
1.341864E+00    1.104833E-02    3.604338E-04
1.347900E+00    1.075663E-02    3.694991E-04
2.456466E+00    8.631852E-03    7.347618E-03
8.332170E+00    4.943618E-01    1.084437E-01
8.335500E+00    4.926836E-01    1.047593E-01
8.570730E+00    4.825766E-01    3.382699E-02
1.419906E+00    1.299381E-02    4.916537E-04
1.445823E+00    1.203792E-02    5.443006E-04
2.638803E+00    1.380638E-02    7.506860E-03
8.287500E+00    4.681889E-01    5.962206E-01
8.300790E+00    4.743563E-01    1.820830E-01
8.552070E+00    4.607233E-01    3.734168E-02
1.493829E+00    1.453769E-02    6.662748E-04
1.553376E+00    1.344912E-02    8.671685E-04
2.830530E+00    1.797320E-02    8.120111E-03
8.237220E+00    4.147725E-01    2.836783E-01
8.267130E+00    4.420280E-01    3.693968E-01
8.528730E+00    4.618596E-01    4.136351E-02
1.561755E+00    1.596251E-02    9.060194E-04
1.666233E+00    1.404556E-02    2.289456E-03
3.028650E+00    2.241494E-02    9.302797E-03
8.181900E+00    3.692217E-01    2.367545E-01
8.235450E+00    4.207178E-01    2.805838E-01
8.501490E+00    4.672351E-01    4.653915E-02
1.622322E+00    1.734407E-02    1.279640E-03
1.779555E+00    1.404631E-02    3.090334E-03
