omega,3ph,iso
0.0,0.0,0.0
0.019050533874462507,4.085914923e-05,8.50708526e-09
0.04178857707631237,7.166706436e-05,1.365536556e-07
0.06665790776377625,0.0001576018214,4.091537191e-07
0.09500790121308546,0.00028650776,9.714382761e-07
0.12755557835944834,0.0004152815737,2.032206705e-06
0.16470065907105674,0.0007689257989,3.735158516e-06
0.206622704405894,0.001375164712,6.092689334e-06
0.2533473176355995,0.001567081272,8.905678867e-06
0.3047943636096169,0.001429263088,1.216702369e-05
0.3608122022036327,0.001736956402,1.676032196e-05
0.42120160421459113,0.002893289812,2.414630666e-05
0.48573243223114354,0.00402007403,3.479032126e-05
0.5541553510952193,0.006254349501,4.72077945e-05
0.6262101130309073,0.005719760607,5.89629712e-05
0.7016314481280619,0.006859740635,7.054511701e-05
0.7801532504356199,0.008098628867,8.638341484e-05
0.8615115315590391,0.01047847914,0.0001110606651
0.9454464696210366,0.01252175558,0.000144105099
1.0317037935912858,0.009831053332,0.0001770210551
1.1200356783738181,0.01270659885,0.0002040594138
1.210201278135237,0.01721857565,0.0002334863958
1.301966996549811,0.01729227538,0.0002801846982
1.395106564785398,0.02122891572,0.000346410431
1.4894009764090717,0.02366739133,0.0004135903066
1.584638317409643,0.0249490366,0.0004669484898
1.6806135129821447,0.0293103408,0.0005249368737
1.7771280053982266,0.03099089137,0.000612431131
1.8739893807878139,0.01670478131,0.0007162376067
1.9710109217545606,0.01318133843,0.000842444409
2.0680111295927115,0.01429471684,0.0009577450635
2.1648131672447994,0.01495354022,0.001024866951
2.261244248146663,0.02225165801,0.001219814992
2.357134966185136,0.03902965321,0.001426964935
2.4523185397120675,0.08062079972,0.001592093477
2.5466299839386153,0.0628830366,0.001784442748
2.639905189428125,0.0707693168,0.002054310966
2.7319798875889996,0.1057989166,0.002373041979
2.8226882771675386,0.1149434478,0.002705928785
2.893807395680477,0.06373338544,0.003801280099
2.9298575691481696,0.06185568937,0.003944966084
2.963846596973747,0.05354119087,0.004290685281
2.9958078794136047,0.05116951208,0.0046229345
3.0257757827946423,0.05049335689,0.005013071948
3.053786191781919,0.0479256395,0.005180872429
3.0798757677166173,0.04623430161,0.005728606364
3.104081579376574,0.04382796972,0.00634495871
3.126440464764959,0.04089512773,0.007809845681
3.1469884390538843,0.04079141303,0.006857735231
3.1657601375421045,0.04096890118,0.006752951962
3.1827883095422957,0.04652753896,0.006976646805
3.1981033759303155,0.0479064824,0.007401036371
3.2117330901451706,0.04757965399,0.007604180125
3.223702329696044,0.04231566414,0.007928252809
3.234032882894669,0.04571186806,0.008177373401
3.242743436122935,0.0426417008,0.00861794025
3.2498495738328863,0.04252584547,0.009249380363
3.255363846983351,0.04006448353,0.01002281647
3.2592958653498023,0.04085321412,0.01092490984
3.2616523962004287,0.03985624548,0.01237351007
3.262437461380646,0.04064992916,0.01339169054
0.03578314322429636,7.533796835e-05,1.073331861e-07
0.05781362037682168,0.0001535673721,2.704749006e-07
0.08372374873101134,0.0002365901017,7.728985922e-07
0.11381503812773461,0.0004136103267,1.517466513e-06
0.14845198338778662,0.0007178993648,2.610639366e-06
0.18784943887810257,0.001140828572,4.305531308e-06
0.23207526522663338,0.001420021449,7.034496607e-06
0.2810843456993567,0.001654491425,1.121735602e-05
0.3347510737826493,0.001611951065,1.670019025e-05
0.39289457290742885,0.001974094574,2.265892042e-05
0.45529711210848434,0.003410947578,2.878347229e-05
0.5217173134974439,0.005062693668,3.65730503e-05
0.5918995982678122,0.006311383374,4.85865065e-05
0.6655809485518908,0.006118935535,6.638469835e-05
0.7424957427071092,0.007795247934,8.729193018e-05
0.8223791913120951,0.009425394328,0.0001070366062
0.9049697475682908,0.01253197421,0.0001248390577
0.9900107596465736,0.009684462205,0.0001469925332
1.077251564559181,0.01238320549,0.0001824650632
1.1664481704569527,0.01735299197,0.0002302039783
1.2573636374871098,0.01698702246,0.0002770532147
1.349768238698902,0.01861132039,0.0003147090573
1.443439460998539,0.01969158906,0.0003554251855
1.538161887056219,0.02563104508,0.0004209934883
1.6337269887230166,0.02788365525,0.0005098630926
1.7299328478731093,0.03083158811,0.0005937544583
1.8265838172445947,0.01789075887,0.0006722758629
1.9234901300324139,0.01599922696,0.0007593261437
2.0204674386573274,0.01349763633,0.0008506091406
2.117336319794039,0.0137082946,0.001028318563
2.2139216998218534,0.01950697296,0.001181206174
2.3100522150218024,0.02884374146,0.001291346219
2.4055594953794,0.05165708806,0.001428902089
2.5002773385704886,0.06371351166,0.001709129275
2.594040704101996,0.07107229661,0.001967867807
2.6866842570442055,0.1214215015,0.002198450562
2.7780381758895487,0.1237723703,0.002451135605
2.867821416881452,0.1276958891,0.002946733634
2.9141392359648925,0.0686561149,0.003691054108
2.9491621231611056,0.05902208507,0.004239261522
2.982127743321172,0.05366063664,0.004247657638
3.013080155308036,0.04990568981,0.004834676443
3.042056384927701,0.04807726414,0.005067945798
3.069093422972081,0.04714697313,0.005561286109
3.0942285323880445,0.04374817831,0.006068249177
3.1174989570238663,0.04445564875,0.007369635569
3.1389413645869246,0.0432759991,0.00713874567
3.1585912911929546,0.04014424774,0.007073694434
3.1764826161547295,0.04594123154,0.007161239459
3.192647089291882,0.04194157043,0.007426563765
3.2071139378181948,0.04688094227,0.007710972751
3.219909591003547,0.04581958765,0.007964262638
3.231057466906291,0.04485686894,0.008190444647
3.240577857781694,0.04441182776,0.008526760003
3.24848792371574,0.04266437672,0.009132391703
3.254801724456117,0.04189431531,0.009949766953
3.2595303053558875,0.04198272343,0.0109190675
3.2626817928664553,0.0418516324,0.01265349922
3.264261494805178,0.04133166439,0.01149551846
0.07987424731658875,0.0001878205956,7.289601199e-07
0.10668911104438991,0.0003616844303,1.394296203e-06
0.13839042066441637,0.0005632344772,2.497883472e-06
0.17499648418359534,0.0009679884674,4.053837388e-06
0.2165209521940871,0.001451864569,6.068585747e-06
0.2629128695219304,0.001695927156,8.733922288e-06
0.31405532142326387,0.001497467178,1.257349054e-05
0.3697787386511048,0.001728123745,1.846724307e-05
0.4298753678227906,0.00310092833,2.695517993e-05
0.4941114345182092,0.004024527791,3.719678647e-05
0.5622365738468069,0.007300866328,4.758025288e-05
0.6339909061580566,0.005818249258,5.767190181e-05
0.7091102547771179,0.007152508999,7.008964954e-05
0.7873299431234729,0.00867208368,8.923470693e-05
0.8683875103717251,0.01081451149,0.0001164816936
0.9520246166954232,0.01145413663,0.0001480233759
1.0379883364009763,0.0101409553,0.0001765960571
1.1260319971516697,0.01281390301,0.0002015884968
1.2159156819423556,0.01687249954,0.0002345717232
1.3074064862938415,0.01746519175,0.0002871218147
1.4002785946472633,0.01895863445,0.0003536295447
1.4943132249781648,0.02193515094,0.000413995677
1.5892984753711326,0.02586306146,0.0004631587131
1.6850290934042826,0.02990242423,0.0005258486625
1.7813061839407853,0.0273116919,0.0006187629149
1.8779368562823555,0.01553986156,0.0007238649976
1.9747338200748519,0.01343699866,0.0008486637726
2.071514919302603,0.0136082258,0.0009499361589
2.1681026007108968,0.01540316238,0.00102634307
2.2643233169749437,0.02372456331,0.00123183223
2.360006823235027,0.04458707363,0.001437756831
2.4549853431245987,0.08147547496,0.001582836462
2.5490924817420195,0.06441214244,0.001784029563
2.6421614271997003,0.07342549672,0.002061934161
2.7340200932152285,0.1048603863,0.002377842548
2.8244566015872783,0.117525541,0.002717621426
2.901852101921881,0.07386964955,0.003725045024
2.938259088039989,0.06528405993,0.004080288334
2.9722474203584643,0.05594411515,0.004379924756
3.0041828257960956,0.05090503648,0.004678883797
3.034118162892641,0.04953573621,0.005211910353
3.062093731271287,0.0487245877,0.0056500377
3.0881480368790077,0.04589527402,0.006147065312
3.112319087507805,0.04509388276,0.006987203493
3.134644395977808,0.04208146468,0.00729993214
3.155160531320332,0.04604150684,0.007049604106
3.1739026285806533,0.04626393399,0.00708572849
3.1909039081700805,0.04326359517,0.007326488377
3.206195242964509,0.04243595129,0.007673395874
3.2198048384029856,0.04559235827,0.007955367748
3.231757934867963,0.04660501039,0.008228011043
3.2420767010514893,0.04480864883,0.00863000745
3.250780122546747,0.04253361405,0.009175508034
3.2578840193550977,0.04389840011,0.01010817073
3.2634010999987617,0.04163508235,0.01158403463
3.267341049056036,0.04530443239,0.009882499989
3.2697106210627136,0.04282194834,0.01006704377
3.270513726455751,0.04551260759,0.009942199692
0.13502677305728608,0.0005058744244,2.413794499e-06
0.16842706182404374,0.0008550385433,3.944458058e-06
0.20696409255498288,0.001275622948,6.099427257e-06
0.25051665545545015,0.00163063673,8.942456247e-06
0.29894168551032035,0.00149467763,1.239509738e-05
0.35206327353544553,0.001812559177,1.655913203e-05
0.40967515647505204,0.002504980065,2.195044733e-05
0.4715474202121766,0.003718251455,2.959786177e-05
0.5374335899213891,0.005470438072,4.08405833e-05
0.607076803052422,0.005972384801,5.566483385e-05
0.6802147744869351,0.006498147223,7.223481564e-05
0.7565836156205358,0.008056434576,8.799615739e-05
