# k j freq[thz] mfp[nm] kappa[W/m/K]
1150.0 4.0 5.4855640368000005 0.938619 2.89719e-07
1150.0 5.0 6.1623444768 0.567991 1.30719e-07
1150.0 6.0 6.5089639872000005 0.929692 2.30563e-07
1150.0 7.0 8.518559700800001 0.0707221 7.59793e-09
1150.0 8.0 8.966179136 0.0174666 7.53361e-10
1150.0 9.0 9.0901731072 0.694381 3.22101e-07
1151.0 1.0 3.2102326943999997 10.2693 7.03877e-06
1151.0 2.0 3.8625501072000006 8.21156 1.13615e-05
1151.0 3.0 4.728948987200001 2.70584 8.57611e-07
1151.0 4.0 5.4867332256 1.13603 3.49838e-07
1151.0 5.0 6.1601559952 0.540949 1.21373e-07
1151.0 6.0 6.5110325520000005 0.895636 2.14268e-07
1151.0 7.0 8.5180500544 0.0583148 5.89651e-09
1151.0 8.0 8.9662990528 0.0184649 7.86735e-10
1151.0 9.0 9.0853164768 0.629577 2.72086e-07
1152.0 1.0 3.2135903648000004 9.93979 6.69826e-06
1152.0 2.0 3.8752013296000003 7.29791 9.40592e-06
1152.0 3.0 4.7294886128 2.6964 8.48386e-07
1152.0 4.0 5.487842456 1.17936 3.62438e-07
1152.0 5.0 6.158027472 0.509854 1.10583e-07
1152.0 6.0 6.5130111792 0.857954 1.971e-07
1152.0 7.0 8.517540408 0.0434812 4.1204e-09
1152.0 8.0 8.9664489488 0.0188374 7.95354e-10
1152.0 9.0 9.0807896176 0.565981 2.26678e-07
1153.0 1.0 3.2166782224 9.47122 6.28147e-06
1153.0 2.0 3.8869231968 6.61246 7.88553e-06
1153.0 3.0 4.7299682800000005 2.70695 8.46827e-07
1153.0 4.0 5.4888317696 1.20726 3.70356e-07
1153.0 5.0 6.1560188656 0.47442 9.85755e-08
1153.0 6.0 6.5148698896 0.816998 1.79417e-07
1153.0 7.0 8.5171206992 0.0414567 3.66456e-09
1153.0 8.0 8.966568865600001 0.0195464 8.20126e-10
1153.0 9.0 9.0766225088 0.504957 1.8627e-07
1154.0 1.0 3.2195262464 9.77527 6.38739e-06
1154.0 2.0 3.8977456879999997 6.08033 6.65626e-06
1154.0 3.0 4.730358009600001 2.7058 8.42701e-07
1154.0 4.0 5.489791104 1.22071 3.73911e-07
1154.0 5.0 6.1540702176 0.435393 8.58296e-08
1154.0 6.0 6.5166086832 0.774211 1.61795e-07
1154.0 7.0 8.516730969600001 0.0438576 3.59784e-09
1154.0 8.0 8.9666887824 0.0197851 8.26933e-10
1154.0 9.0 9.072785171200001 0.446606 1.5065e-07
1155.0 1.0 3.2221344368000002 9.7983 6.3151e-06
1155.0 2.0 3.9076088448 5.33166 5.3078e-06
1155.0 3.0 4.7306877808 2.69957 8.37892e-07
1155.0 4.0 5.4906305216 1.23574 3.78021e-07
1155.0 5.0 6.1522714656 0.393076 7.27437e-08
1155.0 6.0 6.518227560000001 0.729692 1.44484e-07
1155.0 7.0 8.516371219200002 0.0434356 3.28848e-09
1155.0 8.0 8.9668086992 0.0200615 8.36883e-10
1155.0 9.0 9.069307584 0.391839 1.19844e-07
1156.0 1.0 3.2244428352 9.75783 6.21065e-06
1156.0 2.0 3.9165726256 4.48008 4.00988e-06
1156.0 3.0 4.7309575936 2.69016 8.32805e-07
1156.0 4.0 5.4914099808 1.24483 3.80386e-07
1156.0 5.0 6.1505926304 0.348251 5.98006e-08
1156.0 6.0 6.5196965408 0.683647 1.27739e-07
1156.0 7.0 8.516041448000001 0.0414302 2.87751e-09
1156.0 8.0 8.9668986368 0.0204675 8.53495e-10
1156.0 9.0 9.066189747200001 0.338681 9.29648e-08
1157.0 1.0 3.2265413792000004 9.73252 6.12498e-06
1157.0 2.0 3.9245470927999997 3.50979 2.78475e-06
1157.0 3.0 4.731167448 2.6648 8.23351e-07
1157.0 4.0 5.4920995024 1.25627 3.83532e-07
1157.0 5.0 6.1490936704 0.297639 4.68101e-08
1157.0 6.0 6.5210456048 0.636253 1.11792e-07
1157.0 7.0 8.5157716352 0.0388899 2.46234e-09
1157.0 8.0 8.966988574400002 0.0206826 8.63099e-10
1157.0 9.0 9.063431660800001 0.288225 7.01206e-08
1158.0 1.0 3.2283401312000004 9.69206 6.03885e-06
1158.0 2.0 3.9315322464 2.6328 1.81874e-06
1158.0 3.0 4.7313473232000005 2.54117 7.84021e-07
1158.0 4.0 5.492699086400001 1.26273 3.85213e-07
1158.0 5.0 6.1477146272 0.259041 3.67703e-08
1158.0 6.0 6.5222147936 0.589007 9.70706e-08
1158.0 7.0 8.5155318016 0.036025 2.06623e-09
1158.0 8.0 8.967078512 0.0207987 8.69226e-10
1158.0 9.0 9.0610033456 0.240089 5.09679e-08
1159.0 1.0 3.2298990496 9.66246 5.96855e-06
1159.0 2.0 3.9375580655999998 6.28512 3.69164e-06
1159.0 3.0 4.73146724 2.71657 8.37252e-07
1159.0 4.0 5.4932087328 1.26687 3.86244e-07
1159.0 5.0 6.1465454384 0.21875 2.757e-08
1159.0 6.0 6.5232340864000005 0.543036 8.38551e-08
1159.0 7.0 8.5153219472 0.0327601 1.69234e-09
1159.0 8.0 8.9671384704 0.020896 8.74931e-10
1159.0 9.0 9.0589048016 0.193324 3.51056e-08
1160.0 1.0 3.2312181344 9.62317 5.90119e-06
1160.0 2.0 3.9425945712 5.34949 2.58567e-06
1160.0 3.0 4.731587156800001 2.7646 8.51408e-07
1160.0 4.0 5.4936284416 1.27059 3.87193e-07
1160.0 5.0 6.1455261456 0.168254 1.84962e-08
1160.0 6.0 6.5241034832 0.498448 7.22106e-08
1160.0 7.0 8.5151720512 0.0295293 1.36855e-09
1160.0 8.0 8.9671984288 0.0209702 8.79789e-10
1160.0 9.0 9.057166008000001 0.152189 2.30353e-08
1161.0 1.0 3.2322674064 9.59432 5.84913e-06
1161.0 2.0 3.9466417631999997 4.26666 1.61761e-06
1161.0 3.0 4.7316770944 2.79774 8.61155e-07
1161.0 4.0 5.493988192 1.27392 3.88067e-07
1161.0 5.0 6.144716707200001 0.136242 1.28364e-08
1161.0 6.0 6.5247930048 0.455646 6.22053e-08
1161.0 7.0 8.5150521344 0.0269395 1.12026e-09
1161.0 8.0 8.967228408 0.0210207 8.83558e-10
1161.0 9.0 9.055786964800001 0.106857 1.30283e-08
1162.0 1.0 3.2330468656000004 9.5739 5.81094e-06
1162.0 2.0 3.9496696624000007 3.11852 8.58883e-07
1162.0 3.0 4.731737052800001 2.81385 8.65803e-07
1162.0 4.0 5.4942280256 1.27678 3.88836e-07
1162.0 5.0 6.144087144 0.123438 9.8523e-09
1162.0 6.0 6.5253026512000005 0.40908 5.30834e-08
1162.0 7.0 8.5149322176 0.0243674 9.16317e-10
1162.0 8.0 8.9672583872 0.0210614 8.86657e-10
1162.0 9.0 9.0547376928 0.0850611 7.99584e-09
1163.0 1.0 3.2335565120000003 9.56592 5.78895e-06
1163.0 2.0 3.951708248 1.97787 3.44678e-07
1163.0 3.0 4.7317670320000005 2.82097 8.67804e-07
1163.0 4.0 5.494407900800001 1.27944 3.89579e-07
1163.0 5.0 6.1436674352 0.114073 7.77932e-09
1163.0 6.0 6.5256624016 0.380257 4.75258e-08
1163.0 7.0 8.5148722592 0.0226435 7.85498e-10
1163.0 8.0 8.9672883664 0.0211044 8.89461e-10
1163.0 9.0 9.054048171200002 0.0679138 4.71457e-09
1164.0 1.0 3.2338263248000003 9.57094 5.78341e-06
1164.0 2.0 3.9526975616000004 0.997993 8.6771e-08
1164.0 3.0 4.7317670320000005 2.80348 8.62332e-07
1164.0 4.0 5.4944978384 1.28176 3.90255e-07
1164.0 5.0 6.143457580800001 0.105375 6.47504e-09
1164.0 6.0 6.525842276800001 0.394677 4.83486e-08
1164.0 7.0 8.51484228 0.021554 7.14167e-10
1164.0 8.0 8.9673183456 0.0211849 8.9337e-10
1164.0 9.0 9.053718400000001 0.0532607 2.82395e-09
1165.0 1.0 0.09847537636800001 892.82 0.00137721
1165.0 2.0 0.5282634831999999 606.246 0.00248104
1165.0 3.0 0.83108638032 233.853 0.00148767
1165.0 4.0 5.0482274672 0.968363 1.87102e-07
1165.0 5.0 5.089179054400001 4.12552 3.53382e-06
1165.0 6.0 7.2239978864 2.63805 1.1228e-06
1165.0 7.0 8.632570598400001 0.014345 4.00852e-10
1165.0 8.0 9.0380692576 0.861016 3.19087e-07
1165.0 9.0 10.621930352 1.15304 4.65888e-07
1166.0 1.0 0.10999578334400001 821.608 0.00133369
1166.0 2.0 0.5612855720000001 558.941 0.00228518
1166.0 3.0 0.88269857104 238.217 0.00151181
1166.0 4.0 5.0498763232 1.0175 2.08376e-07
1166.0 5.0 5.095954353600001 4.29333 3.87506e-06
1166.0 6.0 7.220580257600001 2.80273 1.26067e-06
1166.0 7.0 8.632660536 0.0163231 4.86145e-10
1166.0 8.0 9.0329727936 0.886648 3.43843e-07
1166.0 9.0 10.6178531808 1.2162 5.21155e-07
1167.0 1.0 0.12238288899199999 743.169 0.00126778
1167.0 2.0 0.59474535712 511.226 0.00208743
1167.0 3.0 0.9350932188800001 240.715 0.00152383
1167.0 4.0 5.0516750752 1.06719 2.30958e-07
1167.0 5.0 5.10320932 4.23265 4.01267e-06
1167.0 6.0 7.216892816 2.9731 1.40914e-06
1167.0 7.0 8.632750473600002 0.0186136 5.88254e-10
1167.0 8.0 9.0276065168 0.891932 3.60632e-07
1167.0 9.0 10.613416259200001 1.2772 5.78836e-07
1168.0 1.0 0.135628598928 718.822 0.00128636
1168.0 2.0 0.62854990304 453.898 0.00185048
1168.0 3.0 0.9881084361600001 242.061 0.00152834
1168.0 4.0 5.0535637648 1.11176 2.53525e-07
1168.0 5.0 5.1109439536000005 4.31888 4.28732e-06
1168.0 6.0 7.212935561600001 3.14279 1.56511e-06
1168.0 7.0 8.6328404112 0.0208969 6.97865e-10
1168.0 8.0 9.021910468800002 0.890362 3.74003e-07
1168.0 9.0 10.608709524800002 1.33557 6.38465e-07
1169.0 1.0 0.149723319808 676.343 0.00126717
1169.0 2.0 0.66262725968 395.042 0.00160763
1169.0 3.0 1.04161531232 242.761 0.00152856
1169.0 4.0 5.0556023504 1.15387 2.76492e-07
1169.0 5.0 5.1191282752000005 4.55437 4.72005e-06
1169.0 6.0 7.2086785152 3.31316 1.72894e-06
1169.0 7.0 8.632960328 0.0232562 8.17478e-10
1169.0 8.0 9.016004566400001 0.915696 3.98227e-07
1169.0 9.0 10.60364304 1.38665 6.97435e-07
1170.0 1.0 0.16465745828800002 630.831 0.00123483
1170.0 2.0 0.69691447072 351.712 0.00142835
1170.0 3.0 1.0954999264 246.941 0.00155042
1170.0 4.0 5.0577308736 1.17381 2.94778e-07
1170.0 5.0 5.127792264 4.75649 5.13184e-06
1170.0 6.0 7.2041516560000005 3.48363 1.90002e-06
1170.0 7.0 8.633110224000001 0.0256601 9.45892e-10
1170.0 8.0 9.009858830399999 0.894616 4.01451e-07
1170.0 9.0 10.5983067424 1.43753 7.58871e-07
1171.0 1.0 0.180420521648 591.143 0.00120647
1171.0 2.0 0.7313605715200001 316.069 0.00128065
1171.0 3.0 1.1496723408 244.66 0.00153148
1171.0 4.0 5.0600092928 1.19739 3.14355e-07
1171.0 5.0 5.1368759616 4.9374 5.53071e-06
1171.0 6.0 7.199354984 3.65415 2.07799e-06
1171.0 7.0 8.633260120000001 0.0280726 1.08146e-09
1171.0 8.0 9.00350324 0.874782 4.03752e-07
1171.0 9.0 10.592640673600002 1.49354 8.25632e-07
1172.0 1.0 0.197001717376 564.613 0.001199
1172.0 2.0 0.7659235912000001 390.82 0.00157951
1172.0 3.0 1.20406360336 241.206 0.00150513
1172.0 4.0 5.0624076288 1.21454 3.32551e-07
1172.0 5.0 5.1463493888 5.21117 6.04507e-06
1172.0 6.0 7.19425852 3.82411 2.26218e-06
1172.0 7.0 8.6334699744 0.0304853 1.22335e-09
1172.0 8.0 8.996967774400002 0.843036 3.98966e-07
1172.0 9.0 10.5866748128 1.56331 9.03011e-07
1173.0 1.0 0.21438995316800002 518.503 0.00114344
1173.0 2.0 0.8005645568 381.614 0.00153805
1173.0 3.0 1.258601764 234.881 0.00146086
1173.0 4.0 5.0648959024 1.21374 3.45836e-07
1173.0 5.0 5.156272504 5.54409 6.64391e-06
1173.0 6.0 7.1888922432 3.99386 2.45244e-06
1173.0 7.0 8.6336798288 0.0328817 1.37032e-09
1173.0 8.0 8.990312392 0.794899 3.84576e-07
1173.0 9.0 10.58040916 1.62822 9.80744e-07
1174.0 1.0 0.23257383692800002 489.555 0.00111904
1174.0 2.0 0.83525648704 351.34 0.00141182
1174.0 3.0 1.31323585808 226.29 0.00140261
1174.0 4.0 5.067534072 1.22199 3.61571e-07
1174.0 5.0 5.1665853488 5.6558 6.9858e-06
1174.0 6.0 7.1832261744000006 4.16123 2.64707e-06
1174.0 7.0 8.6339196624 0.0352385 1.52067e-09
1174.0 8.0 8.9835071136 0.7298 3.59927e-07
1174.0 9.0 10.5738437152 1.68564 1.05674e-06
1175.0 1.0 0.25154077739200004 443.683 0.00104933
1175.0 2.0 0.86996340688 326.493 0.00130778
1175.0 3.0 1.3679209168 217.868 0.00134558
1175.0 4.0 5.0702621792 1.2254 3.75773e-07
1175.0 5.0 5.177257944 6.03235 7.66287e-06
1175.0 6.0 7.1772902928 4.32793 2.84671e-06
1175.0 7.0 8.634159496 0.0375349 1.67269e-09
1175.0 8.0 8.976641876799999 0.631417 3.1657e-07
1175.0 9.0 10.5669784784 1.7387 1.13243e-06
1176.0 1.0 0.271279082672 422.116 0.00103116
1176.0 2.0 0.90467032672 300.283 0.00119871
1176.0 3.0 1.42261197136 200.157 0.00123159
1176.0 4.0 5.073110203200001 1.34464 4.26545e-07
1176.0 5.0 5.188290289599999 6.33399 8.25791e-06
1176.0 6.0 7.1710845984 4.49129 3.04921e-06
1176.0 7.0 8.634459288 0.0397506 1.82454e-09
1176.0 8.0 8.9696867024 0.463356 2.35536e-07
1176.0 9.0 10.5598134496 1.78401 1.20511e-06
1177.0 1.0 0.291775861712 384.641 0.00096895
1177.0 2.0 0.9393502652800001 283.72 0.00112851
1177.0 3.0 1.4772790425600002 201.599 0.00123564
1177.0 4.0 5.0760481647999995 1.42072 4.65382e-07
1177.0 5.0 5.1997123648 6.58589 8.79512e-06
1177.0 6.0 7.1646090912 4.65151 3.25422e-06
1177.0 7.0 8.634789059200001 0.0420056 1.98092e-09
1177.0 8.0 8.962731527999999 0.37865 1.94652e-07
1177.0 9.0 10.552378608000001 1.8126 1.26789e-06
1178.0 1.0 0.31301882304 356.837 0.000925541
1178.0 2.0 0.9739852350400001 264.803 0.00104925
1178.0 3.0 1.53188915328 191.872 0.00117127
1178.0 4.0 5.0791360224 1.49114 5.03542e-07
1178.0 5.0 5.211434232 6.57178 8.9732e-06
1178.0 6.0 7.157833792 4.8115 3.46337e-06
1178.0 7.0 8.6351188304 0.0441184 2.13253e-09
1178.0 8.0 8.9557463744 0.560398 2.90617e-07
1178.0 9.0 10.544643974400001 1.83424 1.32658e-06
1179.0 1.0 0.33499357664 355.521 0.000948075
1179.0 2.0 1.0085602464 247.344 0.000976146
1179.0 3.0 1.5864153222400001 172.884 0.00105091
1179.0 4.0 5.0822838383999995 1.57127 5.46131e-07
1179.0 5.0 5.2234858704 6.7914 9.46438e-06
1179.0 6.0 7.150788680000001 4.97096 3.67616e-06
1179.0 7.0 8.63550856 0.0460065 2.27412e-09
1179.0 8.0 8.9487912 0.655808 3.42267e-07
1179.0 9.0 10.5366095488 1.74722 1.3047e-06
1180.0 1.0 0.35768783104 407.011 0.00111439
1180.0 2.0 1.04306030976 246.658 0.00096935
1180.0 3.0 1.64083356608 154.918 0.000937573
1180.0 4.0 5.0855515712 1.64469 5.8749e-07
1180.0 5.0 5.23586728 7.05866 1.00229e-05
1180.0 6.0 7.1434737552000005 5.12476 3.88838e-06
1180.0 7.0 8.6358982896 0.0477646 2.40915e-09
1180.0 8.0 8.941895984 0.721974 3.78326e-07
1180.0 9.0 10.5283352896 1.94261 1.49573e-06
1181.0 1.0 0.38108659664000005 401.107 0.00112609
1181.0 2.0 1.0774704355200002 229.309 0.000897203
1181.0 3.0 1.69511990144 157.634 0.00094967
1181.0 4.0 5.0889392208 1.70854 6.26324e-07
1181.0 5.0 5.2485185024000005 7.2534 1.04778e-05
1181.0 6.0 7.1359189968 5.27429 4.10058e-06
1181.0 7.0 8.6363479776 0.0493636 2.53515e-09
1181.0 8.0 8.9350907056 0.777703 4.08261e-07
1181.0 9.0 10.5197612384 2.04866 1.6244e-06
1182.0 1.0 0.40518087968 389.026 0.0011185
1182.0 2.0 1.111778632 213.011 0.000829609
1182.0 3.0 1.74925933872 143.278 0.000859098
1182.0 4.0 5.0923868288000005 1.76752 6.64053e-07
1182.0 5.0 5.261439537599999 7.41867 1.08856e-05
1182.0 6.0 7.1280644464 5.41771 4.31082e-06
1182.0 7.0 8.636797665600001 0.0507929 2.65061e-09
1182.0 8.0 8.9283753648 0.827852 4.34416e-07
1182.0 9.0 10.510917374400002 1.99992 1.63107e-06
1183.0 1.0 0.42994969472 356.317 0.00104792
1183.0 2.0 1.14597590544 197.179 0.000764269
1183.0 3.0 1.80323089248 138.768 0.000827972
1183.0 4.0 5.095954353600001 1.81571 6.98212e-07
1183.0 5.0 5.274630385600001 7.5767 1.12767e-05
1183.0 6.0 7.119970062400001 5.55634 4.51961e-06
1183.0 7.0 8.6372773328 0.0519675 2.75013e-09
1183.0 8.0 8.9217799408 0.877151 4.59127e-07
1183.0 9.0 10.5018036976 2.07316 1.73715e-06
1184.0 1.0 0.455384048 339.33 0.00101969
1184.0 2.0 1.1800472662400001 180.872 0.000697573
1184.0 3.0 1.8570165752 129.068 0.000766174
1184.0 4.0 5.0996118159999995 1.87697 7.37844e-07
1184.0 5.0 5.2880910464 7.70356 1.16136e-05
1184.0 6.0 7.1116058656 5.69115 4.72734e-06
1184.0 7.0 8.6378169584 0.0529335 2.83529e-09
1184.0 8.0 8.915364392 0.926147 4.82549e-07
1184.0 9.0 10.492420208 2.14506 1.84471e-06
1185.0 1.0 0.48146894991999994 322.327 0.000988632
1185.0 2.0 1.2139867185600002 162.858 0.000624849
1185.0 3.0 1.9106043952 118.887 0.000702008
1185.0 4.0 5.103359215999999 1.9312 7.75159e-07
1185.0 5.0 5.3017615616 7.80255 1.18995e-05
1185.0 6.0 7.103001835200001 5.8188 4.93074e-06
1185.0 7.0 8.638356584 0.053777 2.91005e-09
1185.0 8.0 8.9090987392 0.969288 5.01695e-07
1185.0 9.0 10.482796884799999 2.21542 1.95338e-06
1186.0 1.0 0.50818641296 292.629 0.0009152
1186.0 2.0 1.24778526864 133.122 0.000508019
1186.0 3.0 1.96397936288 107.362 0.000630494
1186.0 4.0 5.1071665744 1.98407 8.12244e-07
1186.0 5.0 5.315671910400001 7.90255 1.21766e-05
1186.0 6.0 7.0941579712000005 5.93958 5.12956e-06
1186.0 7.0 8.6389261888 0.0523619 2.85743e-09
1186.0 8.0 8.9030429408 1.00467 5.15558e-07
1186.0 9.0 10.4729037488 2.15023 1.94196e-06
1187.0 1.0 0.53552744336 263.337 0.000838986
1187.0 2.0 1.2814339227200002 142.018 0.00053896
1187.0 3.0 2.01712948656 90.6434 0.000529295
1187.0 4.0 5.1110938496000005 2.03639 8.49357e-07
1187.0 5.0 5.3297621344 7.99965 1.24389e-05
1187.0 6.0 7.0850742736 6.0536 5.32338e-06
1187.0 7.0 8.6395257728 0.0527776 2.89948e-09
1187.0 8.0 8.897226975999999 1.04891 5.32622e-07
1187.0 9.0 10.4627408 2.21541 2.04756e-06
1188.0 1.0 0.5634740536 229.265 0.000743411
1188.0 2.0 1.3149236870399998 143.193 0.000540295
1188.0 3.0 2.07004277456 87.3064 0.00050682
1188.0 4.0 5.115081083200001 2.08232 8.8395e-07
1188.0 5.0 5.3440622128 8.02109 1.25718e-05
1188.0 6.0 7.0757807216 6.15983 5.51081e-06
1188.0 7.0 8.6401253568 0.0530395 2.92864e-09
1188.0 8.0 8.8916208656 1.06032 5.31773e-07
1188.0 9.0 10.4523380176 2.27074 2.14585e-06
1189.0 1.0 0.59201125408 218.557 0.000720665
1189.0 2.0 1.34824856576 132.755 0.000497937
1189.0 3.0 2.1227012393600004 94.0516 0.000542665
1189.0 4.0 5.1191582544 2.12432 9.16893e-07
1189.0 5.0 5.3585421663999995 8.06203 1.2723e-05
1189.0 6.0 7.066247336000001 6.25705 5.69025e-06
1189.0 7.0 8.640754920000001 0.0530936 2.94192e-09
1189.0 8.0 8.886284568 1.05879 5.23487e-07
1189.0 9.0 10.4416954016 2.24415 2.16657e-06
1190.0 1.0 0.6211240552 229.358 0.000768424
1190.0 2.0 1.38140256304 168.685 0.000628826
1190.0 3.0 2.1751018830400004 92.8306 0.000532261
1190.0 4.0 5.123295384 2.16984 9.51341e-07
1190.0 5.0 5.373172016 8.07152 1.28124e-05
1190.0 6.0 7.056504096 6.34625 5.86208e-06
1190.0 7.0 8.6414144624 0.053012 2.94344e-09
1190.0 8.0 8.8812180832 1.04703 5.09417e-07
1190.0 9.0 10.430812952 2.25221 2.21961e-06
1191.0 1.0 0.6507974673600001 242.445 0.000824662
1191.0 2.0 1.41437968304 152.143 0.000563575
1191.0 3.0 2.2272267180800003 95.3379 0.000543096
1191.0 4.0 5.127492472 2.19746 9.77778e-07
1191.0 5.0 5.3879817408 8.05444 1.28471e-05
1191.0 6.0 7.0465510016 6.43216 6.03023e-06
1191.0 7.0 8.642074004800001 0.0527296 2.92987e-09
1191.0 8.0 8.8764513904 1.02405 4.89422e-07
1191.0 9.0 10.419720648 2.26767 2.27965e-06
1192.0 1.0 0.68101650096 240.06 0.00082839
1192.0 2.0 1.4471709320000001 146.295 0.000538382
1192.0 3.0 2.27906974864 94.6586 0.000535614
1192.0 4.0 5.1317794976 2.2305 1.00636e-06
1192.0 5.0 5.4029113824 8.01034 1.28264e-05
1192.0 6.0 7.036418032 6.50738 6.18744e-06
1192.0 7.0 8.6427335472 0.0520618 2.89142e-09
1192.0 8.0 8.871984489599999 0.991378 4.64622e-07
1192.0 9.0 10.4083585312 2.36402 2.42243e-06
1193.0 1.0 0.71176916432 234.221 0.000819382
1193.0 2.0 1.47977031408 123.645 0.000451979
1193.0 3.0 2.3306189830400004 96.2993 0.000541129
1193.0 4.0 5.136126481600001 2.27432 1.0396e-06
1193.0 5.0 5.4179609408 7.94059 1.27521e-05
1193.0 6.0 7.026105187200001 6.57153 6.33278e-06
1193.0 7.0 8.6434230688 0.0514431 2.85283e-09
1193.0 8.0 8.8678173808 0.949879 4.35801e-07
1193.0 9.0 10.39678656 2.45746 2.56506e-06
1194.0 1.0 0.7430344720000001 222.577 0.000788831
1194.0 2.0 1.51217483136 113.815 0.000413174
1194.0 3.0 2.3818654275199997 98.2427 0.000548106
1194.0 4.0 5.140533424 2.28908 1.05922e-06
1194.0 5.0 5.433130416 7.843 1.26213e-05
1194.0 6.0 7.0156424464 6.62857 6.46958e-06
1194.0 7.0 8.6441125904 0.0504517 2.79143e-09
1194.0 8.0 8.863950064 0.9007 4.03868e-07
1194.0 9.0 10.3849747552 2.55584 2.71567e-06
1195.0 1.0 0.7748004323200001 198.295 0.000711503
1195.0 2.0 1.544378488 107.772 0.000388462
1195.0 3.0 2.4327970904000003 86.5237 0.000479166
1195.0 4.0 5.1450003248 2.31187 1.08207e-06
1195.0 5.0 5.4483898288 7.68824 1.23872e-05
1195.0 6.0 7.0049998304 6.6778 6.59678e-06
1195.0 7.0 8.644802112 0.0495587 2.73414e-09
1195.0 8.0 8.8604424976 0.843825 3.69187e-07
1195.0 9.0 10.372953096 2.65629 2.87127e-06
1196.0 1.0 0.80704905776 194.007 0.000704322
1196.0 2.0 1.57637528816 99.2941 0.000355297
1196.0 3.0 2.4834019800000005 89.8645 0.000493883
1196.0 4.0 5.1494972048 2.34351 1.10866e-06
1196.0 5.0 5.4637391792 7.45904 1.20225e-05
1196.0 6.0 6.9942073184 6.71847 6.71327e-06
1196.0 7.0 8.6454616544 0.0495676 2.72597e-09
1196.0 8.0 8.8572647024 0.781119 3.32938e-07
1196.0 9.0 10.360691603200001 2.7463 3.01817e-06
1197.0 1.0 0.83976535872 209.634 0.000769559
1197.0 2.0 1.608159236 90.736 0.000322245
1197.0 3.0 2.5336770984 91.8207 0.000500676
1197.0 4.0 5.1540840224 2.3414 1.11874e-06
1197.0 5.0 5.479148488 6.95154 1.11999e-05
1197.0 6.0 6.9832948896 6.75038 6.81842e-06
1197.0 7.0 8.646151176 0.0482688 2.6462e-09
1197.0 8.0 8.8544166784 0.708782 2.9386e-07
1197.0 9.0 10.3482502352 2.84726 3.17957e-06
1198.0 1.0 0.87293134768 218.981 0.000812388
1198.0 2.0 1.6397273336000002 85.2589 0.000300471
1198.0 3.0 2.5836044580800004 98.1303 0.000530749
1198.0 4.0 5.15867084 2.35111 1.13382e-06
1198.0 5.0 5.494647734400001 7.15512 1.15146e-05
1198.0 6.0 6.972262544 6.77317 6.91151e-06
1198.0 7.0 8.646810718400001 0.0467049 2.55343e-09
1198.0 8.0 8.8518984256 0.629467 2.53476e-07
1198.0 9.0 10.335599012800001 2.92521 3.31742e-06
1199.0 1.0 0.90653503296 194.603 0.000729188
1199.0 2.0 1.6710705872 80.5149 0.000281517
1199.0 3.0 2.6331780632 101.04 0.000541928
1199.0 4.0 5.1633475952 2.23809 1.08859e-06
1199.0 5.0 5.510176960000001 7.60596 1.22167e-05
1199.0 6.0 6.961110281600001 6.78336 6.98859e-06
1199.0 7.0 8.6474402816 0.0450429 2.45782e-09
1199.0 8.0 8.849709944 0.541138 2.1134e-07
1199.0 9.0 10.322737936 3.00073 3.45423e-06
1200.0 1.0 0.94055842704 169.476 0.000641062
1200.0 2.0 1.7021889968000001 78.4191 0.000271976
1200.0 3.0 2.6823889199999997 102.552 0.000545307
1200.0 4.0 5.1680243504000005 2.3915 1.17243e-06
1200.0 5.0 5.5257361648 7.86186 1.25949e-05
1200.0 6.0 6.9498680816 6.78396 7.05231e-06
1200.0 7.0 8.6480698448 0.0434424 2.36893e-09
1200.0 8.0 8.8478512336 0.435739 1.64819e-07
1200.0 9.0 10.3096670048 3.0777 3.59419e-06
1201.0 1.0 0.9749865403200001 165.48 0.000631562
1201.0 2.0 1.73307356864 76.3379 0.00026257
1201.0 3.0 2.7312250368 101.839 0.000536716
1201.0 4.0 5.1727610639999995 2.43357 1.20176e-06
1201.0 5.0 5.541355328 8.0129 1.27947e-05
1201.0 6.0 6.938535944 6.77303 7.10028e-06
1201.0 7.0 8.6486694288 0.0414302 2.26169e-09
1201.0 8.0 8.8463522736 0.296964 1.08645e-07
1201.0 9.0 10.296416198400001 3.16108 3.74326e-06
1202.0 1.0 1.00980138528 160.572 0.00061802
1202.0 2.0 1.76372430272 76.2782 0.000260142
1202.0 3.0 2.7796744219200002 91.5833 0.000478255
1202.0 4.0 5.1775277568 2.45696 1.2214e-06
1202.0 5.0 5.556944512 8.12575 1.29235e-05
1202.0 6.0 6.9271138688 6.75048 7.13207e-06
1202.0 7.0 8.649239033599999 0.0393022 2.15274e-09
1202.0 8.0 8.8451830848 0.330328 1.16742e-07
1202.0 9.0 10.2829555376 3.23439 3.88188e-06
1203.0 1.0 1.0449849744 164.311 0.000637458
1203.0 2.0 1.79412920736 74.8874 0.000253186
1203.0 3.0 2.82773107952 84.2427 0.000435781
1203.0 4.0 5.1823244288 2.48513 1.24289e-06
1203.0 5.0 5.5725636752000005 8.19437 1.29726e-05
1203.0 6.0 6.9156618144 6.71289 7.14368e-06
1203.0 7.0 8.64974868 0.0369134 2.03429e-09
1203.0 8.0 8.844313688 0.355892 1.21355e-07
1203.0 9.0 10.2693150016 3.32598 4.04396e-06
1204.0 1.0 1.080525316 141.496 0.00055307
1204.0 2.0 1.82428828256 72.8506 0.000244117
