# k j freq[thz] mfp[nm] kappa[W/m/K]
3253.0 3.0 4.1229494384 21.2468 5.6121e-05
3253.0 4.0 5.3882215744 3.38504 2.3354e-06
3253.0 5.0 6.044706096 4.04834 3.51803e-06
3253.0 6.0 6.5376540816 3.94418 3.32897e-06
3253.0 7.0 8.639166022400001 0.209453 4.50439e-08
3253.0 8.0 8.9186021456 0.245864 3.70446e-08
3253.0 9.0 9.6914659216 3.84967 5.8186e-06
3254.0 1.0 2.44305297472 46.9759 0.000184677
3254.0 2.0 2.84445047936 29.6367 8.09541e-05
3254.0 3.0 4.1475923408 20.2322 5.20881e-05
3254.0 4.0 5.393108184000001 3.38763 2.34403e-06
3254.0 5.0 6.0535799392 3.62095 3.0539e-06
3254.0 6.0 6.5304590736 3.81526 3.12294e-06
3254.0 7.0 8.636947561600001 0.208039 4.5535e-08
3254.0 8.0 8.920790627199999 0.240539 3.63444e-08
3254.0 9.0 9.6750972784 3.89471 5.87769e-06
3255.0 1.0 2.47932181088 42.8353 0.000167577
3255.0 2.0 2.86324443984 29.3248 7.92683e-05
3255.0 3.0 4.17160568 19.3463 4.85157e-05
3255.0 4.0 5.3979648144 3.38883 2.35178e-06
3255.0 5.0 6.0621539904 2.67458 2.18628e-06
3255.0 6.0 6.5235038992000005 3.15235 2.49753e-06
3255.0 7.0 8.6346691424 0.191783 4.26792e-08
3255.0 8.0 8.9229191504 0.235419 3.56781e-08
3255.0 9.0 9.6587286352 3.89154 5.86106e-06
3256.0 1.0 2.51542576144 32.5058 0.000126508
3256.0 2.0 2.88166366032 28.3293 7.57754e-05
3256.0 3.0 4.1949294976000004 17.882 4.3653e-05
3256.0 4.0 5.4027614864 3.38978 2.35944e-06
3256.0 5.0 6.070458228800001 3.11138 2.4614e-06
3256.0 6.0 6.5167585792 3.00653 2.3009e-06
3256.0 7.0 8.632270806400001 0.0610912 1.38083e-08
3256.0 8.0 8.924957736 0.231026 3.51233e-08
3256.0 9.0 9.6424199504 3.87828 5.82632e-06
3257.0 1.0 2.55135583264 38.4401 0.000148781
3257.0 2.0 2.89970214496 27.2581 7.21434e-05
3257.0 3.0 4.2175637936 17.6553 4.19287e-05
3257.0 4.0 5.407528179200001 3.38879 2.36585e-06
3257.0 5.0 6.0784626752 3.03091 2.31687e-06
3257.0 6.0 6.510283072 2.86057 2.11022e-06
3257.0 7.0 8.629812512 0.471919 1.08228e-07
3257.0 8.0 8.926936363200001 0.227111 3.4639e-08
3257.0 9.0 9.626171224000002 3.86024 5.7816e-06
3258.0 1.0 2.5871000328 41.282 0.000158853
3258.0 2.0 2.91736289168 25.8414 6.76718e-05
3258.0 3.0 4.2395385472000005 17.2655 3.98642e-05
3258.0 4.0 5.4122349136 3.38738 2.37208e-06
3258.0 5.0 6.086227288 2.89115 2.1319e-06
3258.0 6.0 6.5040473984 2.71001 1.92285e-06
3258.0 7.0 8.627294259200001 0.486233 1.13025e-07
3258.0 8.0 8.9288850112 0.22305 3.41296e-08
3258.0 9.0 9.609982456000001 3.8353 5.7237e-06
3259.0 1.0 2.62264936816 41.9731 0.000160521
3259.0 2.0 2.9346488984 25.5246 6.6133e-05
3259.0 3.0 4.2608237792 16.7662 3.7613e-05
3259.0 4.0 5.416881689599999 3.38609 2.37852e-06
3259.0 5.0 6.093692108800001 2.73085 1.93897e-06
3259.0 6.0 6.4980515584 2.55542 1.74006e-06
3259.0 7.0 8.624716048 0.499195 1.17494e-07
3259.0 8.0 8.9307437216 0.21888 3.35974e-08
3259.0 9.0 9.5938536464 3.80449 5.65427e-06
3260.0 1.0 2.65798884912 42.3617 0.00016096
3260.0 2.0 2.9515571672000003 24.3609 6.24465e-05
3260.0 3.0 4.2814194896 16.1918 3.52731e-05
3260.0 4.0 5.421498486400001 3.38374 2.38436e-06
3260.0 5.0 6.100857137599999 2.55632 1.74429e-06
3260.0 6.0 6.492295552 2.39778 1.56331e-06
3260.0 7.0 8.6220478992 0.510874 1.21627e-07
3260.0 8.0 8.9325724528 0.211825 3.26134e-08
3260.0 9.0 9.5777847952 3.65756 5.41041e-06
3261.0 1.0 2.6931124798400004 30.7637 0.000116098
3261.0 2.0 2.96809369392 23.4112 5.93721e-05
3261.0 3.0 4.3013256784000005 15.5619 3.29006e-05
3261.0 4.0 5.426085304 3.37957 2.38906e-06
3261.0 5.0 6.1077223744 2.52658 1.65328e-06
3261.0 6.0 6.4868093584 2.23522 1.3921e-06
3261.0 7.0 8.619349771200001 0.521188 1.25383e-07
3261.0 8.0 8.9343112464 0.21311 3.29045e-08
3261.0 9.0 9.5618358608 3.62659 5.33631e-06
3262.0 1.0 2.72800527072 24.3143 9.11042e-05
3262.0 2.0 2.98425847856 23.4459 5.88246e-05
3262.0 3.0 4.3205723248000005 14.5507 2.9839e-05
3262.0 4.0 5.4306121632 3.37531 2.39385e-06
3262.0 5.0 6.1143177984 2.31019 1.44636e-06
3262.0 6.0 6.4815929776 2.06701 1.22683e-06
3262.0 7.0 8.6165916848 0.530323 1.28785e-07
3262.0 8.0 8.9360200608 0.20987 3.24887e-08
3262.0 9.0 9.5459468848 3.60808 5.27797e-06
3263.0 1.0 2.76266122592 23.7752 8.84182e-05
3263.0 2.0 3.0000485232 22.0668 5.47725e-05
3263.0 3.0 4.3390994704 14.6564 2.91386e-05
3263.0 4.0 5.435079064 3.36906 2.39739e-06
3263.0 5.0 6.1205834512 2.00869 1.20027e-06
3263.0 6.0 6.476646409600001 1.88711 1.0649e-06
3263.0 7.0 8.6138036192 0.538074 1.31768e-07
3263.0 8.0 8.9376389376 0.206471 3.20359e-08
3263.0 9.0 9.5302078048 3.56215 5.17703e-06
3264.0 1.0 2.7970623579200002 22.6631 8.36212e-05
3264.0 2.0 3.0154878112 23.1545 5.68575e-05
3264.0 3.0 4.3569670736 14.126 2.72141e-05
3264.0 4.0 5.4394860064 3.36218 2.40064e-06
3264.0 5.0 6.1265792912 1.79747 1.02233e-06
3264.0 6.0 6.4719696544000005 1.66818 8.92939e-07
3264.0 7.0 8.6109855744 0.544309 1.34281e-07
3264.0 8.0 8.9392278352 0.202896 3.1542e-08
3264.0 9.0 9.5145286832 3.53172 5.09635e-06
3265.0 1.0 2.8312056688 21.5115 7.8721e-05
3265.0 2.0 3.0305373695999998 24.5241 5.95763e-05
3265.0 3.0 4.3741451552 13.3747 2.49583e-05
3265.0 4.0 5.4438629696 3.3533 2.40264e-06
3265.0 5.0 6.132245360000001 1.58016 8.52918e-07
3265.0 6.0 6.467562712 1.38513 7.01737e-07
3265.0 7.0 8.6081375504 0.54921 1.36353e-07
3265.0 8.0 8.940786753600001 0.199236 3.1021e-08
3265.0 9.0 9.4989994576 3.49415 5.00308e-06
3266.0 1.0 2.86507616896 20.9062 7.58488e-05
3266.0 2.0 3.0452571568 25.7945 6.19924e-05
3266.0 3.0 4.3906636944 13.0646 2.36061e-05
3266.0 4.0 5.4481799744 3.34414 2.4046e-06
3266.0 5.0 6.137641616 1.34442 6.86461e-07
3266.0 6.0 6.463455561600001 1.52605 7.30266e-07
3266.0 7.0 8.6052595472 0.552886 1.38001e-07
3266.0 8.0 8.9422557344 0.19535 3.04497e-08
3266.0 9.0 9.483620128 3.45085 4.8996e-06
3267.0 1.0 2.89866186672 18.8642 6.78262e-05
3267.0 2.0 3.0595872144 26.3168 6.25727e-05
3267.0 3.0 4.4065226912 12.6172 2.20683e-05
3267.0 4.0 5.452467 3.33159 2.4043e-06
3267.0 5.0 6.1427081008 1.03972 5.00412e-07
3267.0 6.0 6.459618224 1.51693 6.84465e-07
3267.0 7.0 8.602351564800001 0.555158 1.3917e-07
3267.0 8.0 8.943694736 0.191197 2.98213e-08
3267.0 9.0 9.468360715200001 3.39881 4.78192e-06
3268.0 1.0 2.9319567662400003 20.8649 7.43165e-05
3268.0 2.0 3.0735875008 26.5328 6.24145e-05
3268.0 3.0 4.4216921664 12.2693 2.07689e-05
3268.0 4.0 5.456664088 3.31816 2.40352e-06
3268.0 5.0 6.1474448144 0.997716 4.50867e-07
3268.0 6.0 6.4560506992 1.47548 6.26934e-07
3268.0 7.0 8.5994435824 0.556163 1.39884e-07
3268.0 8.0 8.9450737792 0.187199 2.92022e-08
3268.0 9.0 9.4532511984 3.3413 4.65508e-06
3269.0 1.0 2.96494887584 18.864 6.6532e-05
3269.0 2.0 3.0872280368 26.6607 6.20497e-05
3269.0 3.0 4.4362020992 11.6151 1.9026e-05
3269.0 4.0 5.4608311968 3.30175 2.40074e-06
3269.0 5.0 6.1519117152 1.06114 4.48294e-07
3269.0 6.0 6.4527529872 1.42191 5.68529e-07
3269.0 7.0 8.596535600000001 0.555936 1.40147e-07
3269.0 8.0 8.946452822400001 0.182957 2.85308e-08
3269.0 9.0 9.4382915776 3.274 4.51352e-06
3270.0 1.0 2.99762320592 19.76 6.89807e-05
3270.0 2.0 3.1005088224 22.8486 5.26154e-05
3270.0 3.0 4.4500824688 11.3547 1.7998e-05
3270.0 4.0 5.4649383472 3.28006 2.39426e-06
3270.0 5.0 6.1560488448 1.04931 4.12432e-07
3270.0 6.0 6.4497850464 1.36036 5.11888e-07
3270.0 7.0 8.593627617600001 0.554525 1.39968e-07
3270.0 8.0 8.947741928 0.178392 2.7795e-08
3270.0 9.0 9.423511831999999 3.20028 4.36246e-06
3271.0 1.0 3.0299677648000003 19.7748 6.8297e-05
3271.0 2.0 3.1134598368 22.8314 5.20224e-05
3271.0 3.0 4.463303296 10.8016 1.65689e-05
3271.0 4.0 5.4690155184 3.2495 2.3814e-06
3271.0 5.0 6.1598861824 1.0074 3.66424e-07
3271.0 6.0 6.4470569391999994 1.30087 4.61227e-07
3271.0 7.0 8.5907496144 0.55198 1.39359e-07
3271.0 8.0 8.949031033599999 0.175684 2.73363e-08
3271.0 9.0 9.408911961600001 3.11736 4.1987e-06
3272.0 1.0 3.0619855504 19.6393 6.70752e-05
3272.0 2.0 3.1260511008000003 23.337 5.26184e-05
3272.0 3.0 4.4759245392 9.52706 1.41452e-05
3272.0 4.0 5.4730327312 3.20513 2.35845e-06
3272.0 5.0 6.1633937488 0.951201 3.18263e-07
3272.0 6.0 6.444628624 1.24535 4.17097e-07
3272.0 7.0 8.587841632 0.548046 1.38255e-07
3272.0 8.0 8.950260180799999 0.170545 2.64879e-08
3272.0 9.0 9.3944919664 2.94848 3.92076e-06
3273.0 1.0 3.0936435856 20.7616 7.00862e-05
3273.0 2.0 3.1383425728 23.5001 5.24354e-05
3273.0 3.0 4.48788624 10.0869 1.45009e-05
3273.0 4.0 5.4769899856 3.14268 2.32212e-06
3273.0 5.0 6.1666015232 0.884738 2.70495e-07
3273.0 6.0 6.4424701216 1.19148 3.78534e-07
3273.0 7.0 8.584993608000001 0.542947 1.36718e-07
3273.0 8.0 8.9514593488 0.165805 2.56929e-08
3273.0 9.0 9.3802818256 2.85339 3.74308e-06
3274.0 1.0 3.1249418704 22.4854 7.49878e-05
3274.0 2.0 3.1502742944 23.573 5.20552e-05
3274.0 3.0 4.499278336000001 10.0786 1.40352e-05
3274.0 4.0 5.4808872816 3.03616 2.25294e-06
3274.0 5.0 6.169509505600001 0.81326 2.25507e-07
3274.0 6.0 6.440611411200001 1.14548 3.47255e-07
3274.0 7.0 8.582145584 0.536834 1.34788e-07
3274.0 8.0 8.952658516800001 0.16021 2.47584e-08
3274.0 9.0 9.36625156 2.81002 3.63352e-06
3275.0 1.0 3.1558804048000004 22.9889 7.5701e-05
3275.0 2.0 3.161906224 23.6077 5.15986e-05
3275.0 3.0 4.5100408688 9.97714 1.34668e-05
3275.0 4.0 5.4847246192 2.74517 2.04587e-06
3275.0 5.0 6.172117696 0.738393 1.84171e-07
3275.0 6.0 6.4389925344000005 1.10935 3.23381e-07
3275.0 7.0 8.5793575184 0.529597 1.32447e-07
3275.0 8.0 8.9537977264 0.15507 2.38901e-08
3275.0 9.0 9.352461128 2.74685 3.49815e-06
3276.0 1.0 3.1732083824 23.583 5.10222e-05
3276.0 2.0 3.1864292096 23.7953 7.73264e-05
3276.0 3.0 4.5202337968 9.82179 1.28586e-05
3276.0 4.0 5.4885319776 3.00235 2.24744e-06
3276.0 5.0 6.1744260944 0.663056 1.47429e-07
3276.0 6.0 6.4376734496 1.0823 3.06181e-07
3276.0 7.0 8.576569452800001 0.521089 1.29665e-07
3276.0 8.0 8.954936936 0.149033 2.28816e-08
3276.0 9.0 9.3388805504 2.67859 3.35682e-06
3277.0 1.0 3.1841807695999997 23.5988 5.05439e-05
3277.0 2.0 3.2165882848 23.2215 7.44274e-05
3277.0 3.0 4.52985712 9.66986 1.22898e-05
3277.0 4.0 5.4922793776 3.17063 2.38412e-06
3277.0 5.0 6.1764047216 0.588099 1.15484e-07
3277.0 6.0 6.4365941984 1.06549 2.95534e-07
3277.0 7.0 8.5738413456 0.510471 1.26248e-07
3277.0 8.0 8.9560461664 0.143394 2.19349e-08
3277.0 9.0 9.3255398064 2.60832 3.21378e-06
3278.0 1.0 3.1948533648 23.5054 4.98448e-05
3278.0 2.0 3.2463576304000004 24.9287 7.87569e-05
3278.0 3.0 4.5389408175999995 9.56467 1.18124e-05
3278.0 4.0 5.4959668192 3.26873 2.4692e-06
3278.0 5.0 6.178113536000001 0.514906 8.85125e-08
3278.0 6.0 6.435784760000001 1.05743 2.9061e-07
3278.0 7.0 8.571143217600001 0.500074 1.22788e-07
3278.0 8.0 8.9571254176 0.136652 2.08231e-08
3278.0 9.0 9.3124089168 2.53755 3.07125e-06
3279.0 1.0 3.2052261680000003 23.2634 4.88482e-05
3279.0 2.0 3.2756772880000002 25.6323 7.97718e-05
3279.0 3.0 4.5474848896 11.5961 1.39317e-05
3279.0 4.0 5.4995943024 3.34471 2.53842e-06
3279.0 5.0 6.1795225584 0.448106 6.70183e-08
3279.0 6.0 6.435215155200001 1.05952 2.91425e-07
3279.0 7.0 8.568505048 0.492754 1.19987e-07
3279.0 8.0 8.9581746896 0.130331 1.97814e-08
3279.0 9.0 9.29954784 2.4705 2.93449e-06
3280.0 1.0 3.2152692000000003 22.2982 4.63686e-05
3280.0 2.0 3.3045772368 25.8499 7.91967e-05
3280.0 3.0 4.555489336000001 11.5283 1.34901e-05
3280.0 4.0 5.5031618272000005 3.41497 2.60409e-06
3280.0 5.0 6.180661768 0.390681 5.08812e-08
3280.0 6.0 6.4349153632 1.06981 2.9714e-07
3280.0 7.0 8.5658968576 0.483001 1.16502e-07
3280.0 8.0 8.959223961600001 0.122986 1.85927e-08
3280.0 9.0 9.2869265968 2.4353 2.83619e-06
3281.0 1.0 3.2250424192 23.204 4.77925e-05
3281.0 2.0 3.3330274976 25.8418 7.78846e-05
3281.0 3.0 4.5630141152 11.4583 1.30766e-05
3281.0 4.0 5.5066693936 3.46595 2.65577e-06
3281.0 5.0 6.1815011856 0.344426 3.96664e-08
3281.0 6.0 6.434825425600001 1.08583 3.06782e-07
3281.0 7.0 8.5633786048 0.472023 1.12649e-07
3281.0 8.0 8.9602732336 0.115369 1.73735e-08
3281.0 9.0 9.2745751664 2.36854 2.70196e-06
3282.0 1.0 3.2345158464 23.5327 4.80148e-05
3282.0 2.0 3.3610280703999997 25.5929 7.58244e-05
3282.0 3.0 4.570029248 11.3917 1.26969e-05
3282.0 4.0 5.5101469808 3.51174 2.70407e-06
3282.0 5.0 6.1820408112 0.315408 3.3364e-08
3282.0 6.0 6.4349753216000005 1.10411 3.19081e-07
3282.0 7.0 8.5608903312 0.459968 1.08481e-07
3282.0 8.0 8.9612925264 0.106706 1.60098e-08
3282.0 9.0 9.262463569600001 2.32001 2.5898e-06
3283.0 1.0 3.2436894815999997 23.7042 4.79187e-05
3283.0 2.0 3.3885789552000003 25.6292 7.45854e-05
3283.0 3.0 4.5765946928 11.3254 1.23459e-05
3283.0 4.0 5.513534630400001 3.55001 2.74716e-06
3283.0 5.0 6.1823406032 0.305735 3.15414e-08
3283.0 6.0 6.435335072 1.12143 3.32769e-07
3283.0 7.0 8.558462016 0.447316 1.04131e-07
3283.0 8.0 8.96228184 0.097185 1.45319e-08
3283.0 9.0 9.2506517648 2.2536 2.45917e-06
3284.0 1.0 3.2525633248 23.8365 4.77498e-05
3284.0 2.0 3.4156201936 25.4555 7.27053e-05
3284.0 3.0 4.5826804704 11.262 1.20255e-05
3284.0 4.0 5.5168923008 3.58621 2.78917e-06
3284.0 5.0 6.182370582400001 0.316498 3.39603e-08
3284.0 6.0 6.4358746976 1.14107 3.48466e-07
3284.0 7.0 8.5560936592 0.433904 9.95753e-08
3284.0 8.0 8.963271153600001 0.0871549 1.29932e-08
3284.0 9.0 9.239109772800001 2.17959 2.32254e-06
3285.0 1.0 3.2611973344 23.9234 4.7498e-05
3285.0 2.0 3.4421817648000004 25.0872 7.02633e-05
3285.0 3.0 4.5883765184 11.1964 1.17283e-05
3285.0 4.0 5.520160033600001 3.61053 2.82242e-06
3285.0 5.0 6.182160728 0.343048 4.01163e-08
3285.0 6.0 6.4366541568 1.14823 3.61238e-07
3285.0 7.0 8.55381524 0.419906 9.48745e-08
3285.0 8.0 8.9642604672 0.0765176 1.13789e-08
3285.0 9.0 9.227867572800001 2.09033 2.17273e-06
3286.0 1.0 3.2695015728 24.0024 4.72401e-05
3286.0 2.0 3.4682037104 24.4897 6.7196e-05
3286.0 3.0 4.593622878400001 10.3676 1.067e-05
3286.0 4.0 5.5233977872 3.63078 2.85288e-06
3286.0 5.0 6.181681060800001 0.379906 4.95216e-08
3286.0 6.0 6.437583512000001 1.17795 3.81781e-07
3286.0 7.0 8.551596779199999 0.405451 9.00746e-08
3286.0 8.0 8.965249780799999 0.0645172 9.57618e-09
3286.0 9.0 9.2168951856 2.02758 2.05345e-06
3287.0 1.0 3.2775659776 24.0637 4.69576e-05
3287.0 2.0 3.4937160096 24.3626 6.54248e-05
3287.0 3.0 4.5985094879999995 10.2815 1.04116e-05
3287.0 4.0 5.5265755824000005 3.64607 2.87978e-06
3287.0 5.0 6.1809915392 0.420316 6.13639e-08
3287.0 6.0 6.4386927424 1.23102 4.10737e-07
3287.0 7.0 8.5494382768 0.390433 8.51698e-08
3287.0 8.0 8.966209115200002 0.0637653 9.45316e-09
3287.0 9.0 9.2062525696 1.95349 1.92543e-06
3288.0 1.0 3.2853605696 24.1141 4.66645e-05
3288.0 2.0 3.5186886832 24.081 6.32258e-05
3288.0 3.0 4.603006368 10.1638 1.01417e-05
3288.0 4.0 5.52966344 3.64564 2.89453e-06
3288.0 5.0 6.1800621840000005 0.466203 7.58713e-08
3288.0 6.0 6.4399518688 1.27149 4.3618e-07
3288.0 7.0 8.5473397328 0.375161 8.02456e-08
3288.0 8.0 8.9671384704 0.0830105 1.23009e-08
3288.0 9.0 9.195879766400001 1.87612 1.79749e-06
3289.0 1.0 3.2928853488 24.1908 4.64331e-05
3289.0 2.0 3.5431217312000003 26.1233 6.69822e-05
3289.0 3.0 4.6071434976 10.0462 9.89134e-06
3289.0 4.0 5.5326913391999994 3.64001 2.90528e-06
3289.0 5.0 6.1789229744 0.510525 9.1807e-08
3289.0 6.0 6.4413608911999995 1.30353 4.59007e-07
3289.0 7.0 8.545331126399999 0.359434 7.52752e-08
3289.0 8.0 8.968067825599999 0.0952017 1.41131e-08
3289.0 9.0 9.1858067552 1.79681 1.67131e-06
3290.0 1.0 3.300110336 24.2621 4.62019e-05
3290.0 2.0 3.5669551952 25.2983 6.32726e-05
3290.0 3.0 4.6109508560000005 9.92707 9.65692e-06
3290.0 4.0 5.53565928 3.58601 2.87731e-06
3290.0 5.0 6.1775739104000005 0.552503 1.08692e-07
3290.0 6.0 6.4429198096 1.3306 4.80038e-07
3290.0 7.0 8.5433824784 0.343386 7.03046e-08
3290.0 8.0 8.968997180799999 0.105044 1.55921e-08
3290.0 9.0 9.176063515200001 1.70129 1.53434e-06
3291.0 1.0 3.3071254688 24.3157 4.59483e-05
3291.0 2.0 3.5902190544000003 24.9511 6.07917e-05
3291.0 3.0 4.6144284432 9.81394 9.44398e-06
3291.0 4.0 5.538567262400001 3.48783 2.81336e-06
3291.0 5.0 6.1760749504 0.591869 1.2611e-07
3291.0 6.0 6.4445686656 1.3547 4.99718e-07
3291.0 7.0 8.541523768000001 0.32627 6.52019e-08
3291.0 8.0 8.969926536 0.112696 1.67647e-08
3291.0 9.0 9.166650046400001 1.62073 1.41533e-06
3292.0 1.0 3.3138408096 24.3913 4.5747e-05
3292.0 2.0 3.6128833296000002 23.8416 5.65094e-05
3292.0 3.0 4.6176062384 9.70438 9.24832e-06
3292.0 4.0 5.5414152864 3.48718 2.82773e-06
3292.0 5.0 6.174366136000001 0.627606 1.43466e-07
3292.0 6.0 6.4463374384 1.37069 5.15908e-07
3292.0 7.0 8.539725016 0.292547 5.6969e-08
3292.0 8.0 8.970825912 0.119569 1.78426e-08
3292.0 9.0 9.1575063904 1.53532 1.29641e-06
3293.0 1.0 3.3203163168 24.4348 4.54972e-05
3293.0 2.0 3.6349180416 22.6868 5.22324e-05
3293.0 3.0 4.6205142208 9.5885 9.05894e-06
3293.0 4.0 5.5441733728 3.68593 3.0047e-06
3293.0 5.0 6.1725074256 0.658046 1.59967e-07
3293.0 6.0 6.4481961488 1.38145 5.29425e-07
3293.0 7.0 8.5380162016 0.277664 5.25974e-08
3293.0 8.0 8.971695308800001 0.125715 1.88357e-08
3293.0 9.0 9.1487224848 1.45246 1.18415e-06
3294.0 1.0 3.3265220112000002 24.5026 4.53039e-05
3294.0 2.0 3.6563231904 21.4312 4.78513e-05
3294.0 3.0 4.6231523904 9.48254 8.88971e-06
3294.0 4.0 5.5468715008 3.79547 3.11029e-06
3294.0 5.0 6.1704988192 0.68422 1.75442e-07
3294.0 6.0 6.4501148176 1.38687 5.40062e-07
3294.0 7.0 8.5363673456 0.26395 4.85485e-08
3294.0 8.0 8.9725946848 0.13131 1.97715e-08
3294.0 9.0 9.1402383712 1.39003 1.0925e-06
3295.0 1.0 3.332487872 24.5744 4.51297e-05
3295.0 2.0 3.6770687968 20.1691 4.35975e-05
3295.0 3.0 4.6255507264 9.38094 8.73395e-06
3295.0 4.0 5.5494796912 3.88064 3.1967e-06
3295.0 5.0 6.168370296 0.705329 1.89328e-07
3295.0 6.0 6.452123424 1.38712 5.47749e-07
3295.0 7.0 8.5348084272 0.24974 4.45148e-08
3295.0 8.0 8.9734341024 0.136511 2.06741e-08
3295.0 9.0 9.132114008 1.3156 9.95207e-07
3296.0 1.0 3.3382138992 24.5694 4.48269e-05
3296.0 2.0 3.6971548608 18.4683 3.85753e-05
3296.0 3.0 4.627709228800001 9.26937 8.57708e-06
3296.0 4.0 5.5520279232 3.94926 3.27009e-06
3296.0 5.0 6.166121856 0.719823 2.00851e-07
3296.0 6.0 6.454162009600001 1.38107 5.51951e-07
3296.0 7.0 8.5333094672 0.235711 4.06323e-08
3296.0 8.0 8.97427352 0.141458 2.15647e-08
3296.0 9.0 9.1242894368 1.24 9.01287e-07
3297.0 1.0 3.3436701136 24.6026 4.46061e-05
3297.0 2.0 3.7165514032000004 17.1479 3.4539e-05
3297.0 3.0 4.6296578768000005 9.15354 8.42342e-06
3297.0 4.0 5.5545161968 4.00736 3.33519e-06
3297.0 5.0 6.1637834784 0.729197 2.10112e-07
3297.0 6.0 6.4562305744 1.3699 5.53079e-07
3297.0 7.0 8.5318704656 0.220688 3.67106e-08
3297.0 8.0 8.9751129376 0.145946 2.24116e-08
3297.0 9.0 9.1167946368 1.16374 8.11276e-07
3298.0 1.0 3.3488864944 24.6425 4.44101e-05
3298.0 2.0 3.7352284448 15.7968 3.06132e-05
3298.0 3.0 4.6314266496 9.0382 8.27642e-06
3298.0 4.0 5.556884553600001 4.06441 3.39973e-06
3298.0 5.0 6.1613551632 0.730644 2.16051e-07
3298.0 6.0 6.4583291184 1.34792 5.48795e-07
3298.0 7.0 8.5305214016 0.20641 3.30555e-08
3298.0 8.0 8.9758923968 0.149676 2.31671e-08
3298.0 9.0 9.109629608 1.08887 7.26669e-07
3299.0 1.0 3.3538630416000004 24.6244 4.41223e-05
3299.0 2.0 3.7531859856 14.4674 2.69095e-05
3299.0 3.0 4.632985568 8.91662 8.12908e-06
3299.0 4.0 5.559192952 4.1136 3.45791e-06
3299.0 5.0 6.1588968688 0.725188 2.18755e-07
3299.0 6.0 6.460427662400001 1.32097 5.41473e-07
3299.0 7.0 8.529232296 0.19417 2.98614e-08
3299.0 8.0 8.976671856000001 0.153599 2.39758e-08
3299.0 9.0 9.1027943504 1.01448 6.46794e-07
3300.0 1.0 3.3585997552 24.5553 4.3757e-05
3300.0 2.0 3.7704240256 13.2567 2.36022e-05
3300.0 3.0 4.6343945903999995 8.77811 7.97101e-06
3300.0 4.0 5.5614114128 4.15794 3.51212e-06
3300.0 5.0 6.156378616 0.711142 2.17589e-07
3300.0 6.0 6.4624962272 1.28216 5.28322e-07
3300.0 7.0 8.528033127999999 0.178487 2.62887e-08
3300.0 8.0 8.977451315200002 0.156906 2.47101e-08
3300.0 9.0 9.0963188432 0.940491 5.71606e-07
3301.0 1.0 3.3630666560000004 24.4073 4.32659e-05
3301.0 2.0 3.7868826064 12.2087 2.07443e-05
3301.0 3.0 4.6356537168 8.57116 7.75514e-06
3301.0 4.0 5.563539936000001 4.19701 3.56187e-06
3301.0 5.0 6.153830384000001 0.691119 2.13305e-07
3301.0 6.0 6.464564792 1.22912 5.08407e-07
3301.0 7.0 8.5268939184 0.165 2.32065e-08
3301.0 8.0 8.978170816 0.160097 2.54452e-08
3301.0 9.0 9.090143128 0.867544 5.01471e-07
3302.0 1.0 3.3672937232 24.0925 4.24961e-05
3302.0 2.0 3.8025917072 11.8416 1.9139e-05
3302.0 3.0 4.636732968 8.29653 7.48219e-06
3302.0 4.0 5.5655785216 4.22598 3.60291e-06
3302.0 5.0 6.151282152 0.660184 2.04427e-07
3302.0 6.0 6.4666033776 1.14667 4.75507e-07
3302.0 7.0 8.5258146672 0.15701 2.10193e-08
3302.0 8.0 8.9788603376 0.162866 2.61292e-08
3302.0 9.0 9.084327163200001 0.796696 4.36897e-07
3303.0 1.0 3.3712809567999997 26.0267 4.56927e-05
3303.0 2.0 3.8175213488 11.3983 1.74592e-05
3303.0 3.0 4.6377222816 7.27469 6.54116e-06
3303.0 4.0 5.5675271696 4.25614 3.64471e-06
3303.0 5.0 6.1487638992 0.612823 1.89383e-07
3303.0 6.0 6.468611984000001 1.01263 4.20503e-07
3303.0 7.0 8.5248253536 0.143182 1.81814e-08
3303.0 8.0 8.9795498592 0.16502 2.67266e-08
3303.0 9.0 9.078840969600002 0.724853 3.76097e-07
3304.0 1.0 3.3750283568 26.0161 4.54724e-05
3304.0 2.0 3.8316115728 10.9108 1.57736e-05
3304.0 3.0 4.6385916784 7.93757 7.11783e-06
3304.0 4.0 5.5693858800000005 4.28204 3.68252e-06
3304.0 5.0 6.1462756256 0.528225 1.62071e-07
3304.0 6.0 6.4705306528 1.17158 4.86674e-07
3304.0 7.0 8.5238959984 0.129751 1.55674e-08
3304.0 8.0 8.9802094016 0.16687 2.72829e-08
3304.0 9.0 9.073684547200001 0.655955 3.21091e-07
3305.0 1.0 3.3785359232 26.0182 4.5288e-05
3305.0 2.0 3.8448923584000005 10.2334 1.38982e-05
3305.0 3.0 4.639341158400001 8.08023 7.22774e-06
3305.0 4.0 5.5711246736 4.30035 3.71334e-06
3305.0 5.0 6.143847310400001 0.493454 1.49555e-07
3305.0 6.0 6.4723893632 1.22986 5.10605e-07
3305.0 7.0 8.5230266016 0.116648 1.3167e-08
3305.0 8.0 8.9808089856 0.167644 2.76667e-08
3305.0 9.0 9.068857896 0.58877 2.71046e-07
3306.0 1.0 3.381803656 26.0468 4.51628e-05
3306.0 2.0 3.8573337264000003 9.54015 1.21073e-05
3306.0 3.0 4.6400007008 8.73712 7.7975e-06
