# freq[thz] kappa[W/m/K]
6.90720768 51.91836180
6.91020560 51.91906605
6.91320352 51.91976680
6.91620144 51.92046405
6.91919936 51.92115775
6.92219728 51.92184780
6.92519520 51.92253420
6.92819312 51.92321700
6.93119104 51.92389630
6.93418896 51.92457230
6.93718688 51.92524505
6.94018480 51.92591440
6.94318272 51.92658015
6.94618064 51.92724215
6.94917856 51.92790030
6.95217648 51.92855450
6.95517440 51.92920460
6.95817232 51.92985055
6.96117024 51.93049235
6.96416816 51.93112985
6.96716608 51.93176295
6.97016400 51.93239170
6.97316192 51.93301610
6.97615984 51.93363600
6.97915776 51.93425135
6.98215568 51.93486220
6.98515360 51.93546845
6.98815152 51.93607005
6.99114944 51.93666715
6.99414736 51.93725965
6.99714528 51.93784740
7.00014320 51.93843060
7.00314112 51.93900915
7.00613904 51.93958285
7.00913696 51.94015190
7.01213488 51.94071620
7.01513280 51.94127550
7.01813072 51.94183000
7.02112864 51.94237970
7.02412656 51.94292440
7.02712448 51.94346420
7.03012240 51.94399910
7.03312032 51.94452890
7.03611824 51.94505365
7.03911616 51.94557345
7.04211408 51.94608810
7.04511200 51.94659760
7.04810992 51.94710205
7.05110784 51.94760125
7.05410576 51.94809520
7.05710368 51.94858395
7.06010160 51.94906730
7.06309952 51.94954540
7.06609744 51.95001820
7.06909536 51.95048535
7.07209328 51.95094720
7.07509120 51.95140360
7.07808912 51.95185415
7.08108704 51.95229930
7.08408496 51.95273885
7.08708288 51.95317250
7.09008080 51.95360060
7.09307872 51.95402290
7.09607664 51.95443930
7.09907456 51.95484990
7.10207248 51.95525440
7.10507040 51.95565310
7.10806832 51.95604580
7.11106624 51.95643210
7.11406416 51.95681235
7.11706208 51.95718635
7.12006000 51.95755425
7.12305792 51.95791590
7.12605584 51.95827090
7.12905376 51.95861955
7.13205168 51.95896165
7.13504960 51.95929735
7.13804752 51.95962645
7.14104544 51.95994895
7.14404336 51.96026470
7.14704128 51.96057330
7.15003920 51.96087505
7.15303712 51.96116980
7.15603504 51.96145760
7.15903296 51.96173825
7.16203088 51.96201175
7.16502880 51.96227795
7.16802672 51.96253675
7.17102464 51.96278810
7.17402256 51.96303195
7.17702048 51.96326825
7.18001840 51.96349685
7.18301632 51.96371770
7.18601424 51.96393060
7.18901216 51.96413595
7.19201008 51.96433315
7.19500800 51.96452200
7.19800592 51.96470260
7.20100384 51.96487465
7.20400176 51.96503850
7.20699968 51.96519365
7.20999760 51.96533980
7.21299552 51.96547735
7.21599344 51.96560605
7.21899136 51.96572540
7.22198928 51.96583535
7.22498720 51.96593600
7.22798512 51.96602730
7.23098304 51.96610905
7.23398096 51.96618095
7.23697888 51.96624275
7.23997680 51.96629430
7.24297472 51.96633575
7.24597264 51.96636670
7.24897056 51.96638675
7.25196848 51.96639600
7.25496640 51.96639790
7.25796432 51.96639790
7.26096224 51.96639790
7.26396016 51.96639790
7.26695808 51.96639790
7.26995600 51.96639790
7.27295392 51.96639790
7.27595184 51.96639790
7.27894976 51.96639790
7.28194768 51.96639790
7.28494560 51.96639790
7.28794352 51.96639790
7.29094144 51.96639790
7.29393936 51.96639790
7.29693728 51.96639790
7.29993520 51.96639790
7.30293312 51.96639790
7.30593104 51.96639790
7.30892896 51.96639790
7.31192688 51.96639790
7.31492480 51.96639790
7.31792272 51.96639790
7.32092064 51.96639790
7.32391856 51.96639790
7.32691648 51.96639790
7.32991440 51.96639790
7.33291232 51.96639790
7.33591024 51.96639790
7.33890816 51.96639790
7.34190608 51.96639790
7.34490400 51.96639790
7.34790192 51.96639790
7.35089984 51.96639790
7.35389776 51.96639790
7.35689568 51.96639790
7.35989360 51.96639790
7.36289152 51.96639790
7.36588944 51.96639790
7.36888736 51.96639790
7.37188528 51.96639790
7.37488320 51.96639790
7.37788112 51.96639790
7.38087904 51.96639790
7.38387696 51.96639790
7.38687488 51.96639790
7.38987280 51.96639790
7.39287072 51.96639790
7.39586864 51.96639790
7.39886656 51.96639790
7.40186448 51.96639790
7.40486240 51.96639790
7.40786032 51.96639790
7.41085824 51.96639790
7.41385616 51.96639790
7.41685408 51.96639790
7.41985200 51.96639790
7.42284992 51.96639790
7.42584784 51.96639790
7.42884576 51.96639790
7.43184368 51.96639790
7.43484160 51.96639790
7.43783952 51.96639790
7.44083744 51.96639790
7.44383536 51.96639790
7.44683328 51.96639790
7.44983120 51.96639790
7.45282912 51.96639790
7.45582704 51.96639790
7.45882496 51.96639790
7.46182288 51.96639790
7.46482080 51.96639790
7.46781872 51.96639790
7.47081664 51.96639790
7.47381456 51.96639790
7.47681248 51.96639790
7.47981040 51.96639790
7.48280832 51.96639790
7.48580624 51.96639790
7.48880416 51.96639790
7.49180208 51.96639790
7.49480000 51.96639790
7.49779792 51.96639790
7.50079584 51.96639790
7.50379376 51.96639790
7.50679168 51.96639790
7.50978960 51.96639790
7.51278752 51.96639790
7.51578544 51.96639790
7.51878336 51.96639790
7.52178128 51.96639790
7.52477920 51.96639790
7.52777712 51.96639790
7.53077504 51.96639790
7.53377296 51.96639790
7.53677088 51.96639790
7.53976880 51.96639790
7.54276672 51.96639790
7.54576464 51.96639790
7.54876256 51.96639790
7.55176048 51.96639790
7.55475840 51.96639790
7.55775632 51.96639790
7.56075424 51.96639790
7.56375216 51.96639790
7.56675008 51.96639790
7.56974800 51.96639790
7.57274592 51.96639790
7.57574384 51.96639790
7.57874176 51.96639790
7.58173968 51.96639790
7.58473760 51.96639790
7.58773552 51.96639790
7.59073344 51.96639790
7.59373136 51.96639790
7.59672928 51.96639790
7.59972720 51.96639790
7.60272512 51.96639790
7.60572304 51.96639790
7.60872096 51.96639790
7.61171888 51.96639790
7.61471680 51.96639790
7.61771472 51.96639790
7.62071264 51.96639790
7.62371056 51.96639790
7.62670848 51.96639790
7.62970640 51.96639790
7.63270432 51.96639790
7.63570224 51.96639790
7.63870016 51.96639790
7.64169808 51.96639790
7.64469600 51.96639790
7.64769392 51.96639790
7.65069184 51.96639790
7.65368976 51.96639790
7.65668768 51.96639790
7.65968560 51.96639790
7.66268352 51.96639790
7.66568144 51.96639790
7.66867936 51.96639790
7.67167728 51.96639790
7.67467520 51.96639790
7.67767312 51.96639790
7.68067104 51.96639790
7.68366896 51.96639790
7.68666688 51.96639790
7.68966480 51.96639790
7.69266272 51.96639790
7.69566064 51.96639790
7.69865856 51.96639790
7.70165648 51.96639790
7.70465440 51.96639790
7.70765232 51.96639790
7.71065024 51.96639790
7.71364816 51.96639790
7.71664608 51.96639790
7.71964400 51.96639790
7.72264192 51.96639790
7.72563984 51.96639790
7.72863776 51.96639790
7.73163568 51.96639790
7.73463360 51.96639790
7.73763152 51.96639790
7.74062944 51.96639790
7.74362736 51.96639790
7.74662528 51.96639790
7.74962320 51.96639790
7.75262112 51.96639790
7.75561904 51.96639790
7.75861696 51.96639790
7.76161488 51.96639790
7.76461280 51.96639790
7.76761072 51.96639790
7.77060864 51.96639790
7.77360656 51.96639790
7.77660448 51.96639790
7.77960240 51.96639790
7.78260032 51.96639790
7.78559824 51.96639790
7.78859616 51.96639790
7.79159408 51.96639790
7.79459200 51.96639790
7.79758992 51.96639790
7.80058784 51.96639790
7.80358576 51.96639790
7.80658368 51.96639790
7.80958160 51.96639790
7.81257952 51.96639790
7.81557744 51.96639790
7.81857536 51.96639790
7.82157328 51.96639790
7.82457120 51.96639790
7.82756912 51.96639790
7.83056704 51.96639790
7.83356496 51.96639790
7.83656288 51.96639790
7.83956080 51.96639790
7.84255872 51.96639790
7.84555664 51.96639790
7.84855456 51.96639790
7.85155248 51.96639790
7.85455040 51.96639790
7.85754832 51.96639790
7.86054624 51.96639790
7.86354416 51.96639790
7.86654208 51.96639790
7.86954000 51.96639790
7.87253792 51.96639790
7.87553584 51.96639790
7.87853376 51.96639790
7.88153168 51.96639790
7.88452960 51.96639790
7.88752752 51.96639790
7.89052544 51.96639790
7.89352336 51.96639790
7.89652128 51.96639790
7.89951920 51.96639790
7.90251712 51.96639790
7.90551504 51.96639790
7.90851296 51.96639790
7.91151088 51.96639790
7.91450880 51.96639790
7.91750672 51.96639790
7.92050464 51.96639790
7.92350256 51.96639790
7.92650048 51.96639790
7.92949840 51.96639790
7.93249632 51.96639790
7.93549424 51.96639790
7.93849216 51.96639790
7.94149008 51.96639790
7.94448800 51.96639790
7.94748592 51.96639790
7.95048384 51.96639790
7.95348176 51.96639790
7.95647968 51.96639790
7.95947760 51.96639790
7.96247552 51.96639790
7.96547344 51.96639790
7.96847136 51.96639790
7.97146928 51.96639790
7.97446720 51.96639790
7.97746512 51.96639790
7.98046304 51.96639790
7.98346096 51.96639790
7.98645888 51.96639790
7.98945680 51.96639790
7.99245472 51.96639790
7.99545264 51.96639790
7.99845056 51.96639790
8.00144848 51.96639790
8.00444640 51.96639790
8.00744432 51.96639790
8.01044224 51.96639790
8.01344016 51.96639790
8.01643808 51.96639790
8.01943600 51.96639790
8.02243392 51.96639790
8.02543184 51.96639790
8.02842976 51.96639790
8.03142768 51.96639790
8.03442560 51.96639790
8.03742352 51.96639790
8.04042144 51.96639790
8.04341936 51.96639790
8.04641728 51.96639790
8.04941520 51.96639790
8.05241312 51.96639790
8.05541104 51.96639790
8.05840896 51.96639790
8.06140688 51.96639790
8.06440480 51.96639790
8.06740272 51.96639790
8.07040064 51.96639790
8.07339856 51.96639790
8.07639648 51.96639790
8.07939440 51.96639790
8.08239232 51.96639790
8.08539024 51.96639790
8.08838816 51.96639790
8.09138608 51.96639790
8.09438400 51.96639790
8.09738192 51.96639790
8.10037984 51.96639790
8.10337776 51.96639790
8.10637568 51.96639790
8.10937360 51.96639790
8.11237152 51.96639790
8.11536944 51.96639790
8.11836736 51.96639790
8.12136528 51.96639790
8.12436320 51.96639790
8.12736112 51.96639790
8.13035904 51.96639790
8.13335696 51.96639790
8.13635488 51.96639790
8.13935280 51.96639790
8.14235072 51.96639790
8.14534864 51.96639790
8.14834656 51.96639790
8.15134448 51.96639790
8.15434240 51.96639790
8.15734032 51.96639790
8.16033824 51.96639790
8.16333616 51.96639790
8.16633408 51.96639790
8.16933200 51.96639790
8.17232992 51.96639790
8.17532784 51.96639790
8.17832576 51.96639790
8.18132368 51.96639790
8.18432160 51.96639790
8.18731952 51.96639790
8.19031744 51.96639790
8.19331536 51.96639790
8.19631328 51.96639790
8.19931120 51.96639790
8.20230912 51.96639790
8.20530704 51.96639790
8.20830496 51.96639790
8.21130288 51.96639790
8.21430080 51.96639790
8.21729872 51.96639790
8.22029664 51.96639790
8.22329456 51.96639790
8.22629248 51.96639790
8.22929040 51.96639790
8.23228832 51.96639790
8.23528624 51.96639790
8.23828416 51.96639790
8.24128208 51.96639790
8.24428000 51.96639790
8.24727792 51.96639790
8.25027584 51.96639790
8.25327376 51.96639790
8.25627168 51.96639790
8.25926960 51.96639790
8.26226752 51.96639790
8.26526544 51.96639790
8.26826336 51.96639790
8.27126128 51.96639790
8.27425920 51.96639790
8.27725712 51.96639790
8.28025504 51.96639790
8.28325296 51.96639790
8.28625088 51.96639790
8.28924880 51.96639790
8.29224672 51.96639790
8.29524464 51.96639790
8.29824256 51.96639790
8.30124048 51.96639790
8.30423840 51.96639790
8.30723632 51.96639790
8.31023424 51.96639790
8.31323216 51.96639790
8.31623008 51.96639790
8.31922800 51.96639790
8.32222592 51.96639790
8.32522384 51.96639790
8.32822176 51.96639790
8.33121968 51.96639790
8.33421760 51.96639790
8.33721552 51.96639790
8.34021344 51.96639790
8.34321136 51.96639790
8.34620928 51.96639790
8.34920720 51.96639790
8.35220512 51.96639790
8.35520304 51.96639790
8.35820096 51.96639790
8.36119888 51.96639790
8.36419680 51.96639790
8.36719472 51.96639790
8.37019264 51.96639790
8.37319056 51.96639790
8.37618848 51.96639790
8.37918640 51.96639790
8.38218432 51.96639790
8.38518224 51.96639790
8.38818016 51.96639790
8.39117808 51.96639790
8.39417600 51.96639790
8.39717392 51.96639790
8.40017184 51.96639790
8.40316976 51.96639790
8.40616768 51.96639790
8.40916560 51.96639790
8.41216352 51.96639790
8.41516144 51.96639790
8.41815936 51.96639790
8.42115728 51.96639790
8.42415520 51.96639790
8.42715312 51.96639920
8.43015104 51.96640585
8.43314896 51.96642045
8.43614688 51.96644270
8.43914480 51.96647235
8.44214272 51.96650915
8.44514064 51.96655285
8.44813856 51.96660310
8.45113648 51.96665965
8.45413440 51.96672225
8.45713232 51.96679055
8.46013024 51.96686425
8.46312816 51.96694295
8.46612608 51.96702635
8.46912400 51.96711410
8.47212192 51.96720585
8.47511984 51.96730115
8.47811776 51.96739955
8.48111568 51.96750070
8.48411360 51.96760415
8.48711152 51.96770950
8.49010944 51.96781620
8.49310736 51.96792375
8.49610528 51.96803165
8.49910320 51.96813910
8.50210112 51.96824530
8.50509904 51.96834950
8.50809696 51.96845090
8.51109488 51.96854830
8.51409280 51.96864000
8.51709072 51.96871495
8.52008864 51.96876505
8.52308656 51.96881375
8.52608448 51.96888015
8.52908240 51.96895945
8.53208032 51.96904795
8.53507824 51.96914345
8.53807616 51.96924435
8.54107408 51.96934960
8.54407200 51.96945835
8.54706992 51.96956990
8.55006784 51.96968365
8.55306576 51.96979905
8.55606368 51.96991580
8.55906160 51.97003355
8.56205952 51.97015195
8.56505744 51.97027085
8.56805536 51.97039005
8.57105328 51.97050940
8.57405120 51.97062850
8.57704912 51.97074690
8.58004704 51.97086475
8.58304496 51.97098220
8.58604288 51.97109910
8.58904080 51.97121540
8.59203872 51.97133140
8.59503664 51.97144725
8.59803456 51.97156210
8.60103248 51.97167515
8.60403040 51.97178630
8.60702832 51.97189545
8.61002624 51.97200245
8.61302416 51.97210720
8.61602208 51.97220955
8.61902000 51.97230935
8.62201792 51.97240645
8.62501584 51.97250080
8.62801376 51.97259225
8.63101168 51.97268050
8.63400960 51.97276140
8.63700752 51.97281780
8.64000544 51.97285740
8.64300336 51.97289935
8.64600128 51.97294090
8.64899920 51.97298015
8.65199712 51.97301510
8.65499504 51.97304725
8.65799296 51.97308370
8.66099088 51.97312510
8.66398880 51.97316590
8.66698672 51.97320305
8.66998464 51.97323420
8.67298256 51.97325735
8.67598048 51.97327060
8.67897840 51.97327450
8.68197632 51.97327450
8.68497424 51.97327450
8.68797216 51.97327450
8.69097008 51.97327450
8.69396800 51.97327450
8.69696592 51.97327450
8.69996384 51.97327450
8.70296176 51.97327450
8.70595968 51.97327450
8.70895760 51.97327450
8.71195552 51.97327450
8.71495344 51.97327450
8.71795136 51.97327450
8.72094928 51.97327450
8.72394720 51.97327450
8.72694512 51.97327450
8.72994304 51.97327450
8.73294096 51.97327450
8.73593888 51.97327450
8.73893680 51.97327450
8.74193472 51.97327450
8.74493264 51.97327450
8.74793056 51.97327450
8.75092848 51.97327450
8.75392640 51.97327450
8.75692432 51.97327450
8.75992224 51.97327450
8.76292016 51.97327450
8.76591808 51.97327450
8.76891600 51.97327450
8.77191392 51.97327450
8.77491184 51.97327450
8.77790976 51.97327450
8.78090768 51.97327450
8.78390560 51.97327450
8.78690352 51.97327450
8.78990144 51.97327450
8.79289936 51.97327450
8.79589728 51.97327450
8.79889520 51.97327450
8.80189312 51.97327450
8.80489104 51.97327450
8.80788896 51.97327450
8.81088688 51.97327450
8.81388480 51.97327450
8.81688272 51.97327450
8.81988064 51.97327450
8.82287856 51.97327450
8.82587648 51.97327450
8.82887440 51.97327450
8.83187232 51.97327450
8.83487024 51.97327450
8.83786816 51.97327450
8.84086608 51.97327450
8.84386400 51.97327450
8.84686192 51.97337640
8.84985984 51.97356555
8.85285776 51.97373325
8.85585568 51.97388865
8.85885360 51.97403500
8.86185152 51.97417465
8.86484944 51.97430825
8.86784736 51.97443655
8.87084528 51.97456030
8.87384320 51.97467990
8.87684112 51.97479560
8.87983904 51.97490755
8.88283696 51.97501605
8.88583488 51.97512160
8.88883280 51.97522430
8.89183072 51.97532405
8.89482864 51.97542135
8.89782656 51.97551640
8.90082448 51.97560905
8.90382240 51.97570010
8.90682032 51.97579130
8.90981824 51.97588425
8.91281616 51.97597950
8.91581408 51.97607730
8.91881200 51.97617800
8.92180992 51.97628175
8.92480784 51.97638850
8.92780576 51.97649860
8.93080368 51.97661270
8.93380160 51.97673100
8.93679952 51.97685360
8.93979744 51.97698045
8.94279536 51.97711130
8.94579328 51.97724565
8.94879120 51.97738305
8.95178912 51.97752290
8.95478704 51.97766435
8.95778496 51.97780635
8.96078288 51.97794645
8.96378080 51.97808140
8.96677872 51.97820655
8.96977664 51.97832570
8.97277456 51.97845725
8.97577248 51.97860985
8.97877040 51.97877845
8.98176832 51.97896020
8.98476624 51.97915340
8.98776416 51.97935655
8.99076208 51.97956885
8.99376000 51.97978930
8.99675792 51.98001740
8.99975584 51.98025250
9.00275376 51.98049390
9.00575168 51.98074100
9.00874960 51.98099350
9.01174752 51.98125060
9.01474544 51.98151120
9.01774336 51.98177100
9.02074128 51.98203455
9.02373920 51.98230410
9.02673712 51.98257875
9.02973504 51.98285830
9.03273296 51.98314020
9.03573088 51.98342215
9.03872880 51.98369835
9.04172672 51.98397910
9.04472464 51.98426045
9.04772256 51.98454025
9.05072048 51.98481245
9.05371840 51.98507785
9.05671632 51.98531725
9.05971424 51.98554870
9.06271216 51.98581895
9.06571008 51.98610610
9.06870800 51.98640125
9.07170592 51.98670635
9.07470384 51.98701975
9.07770176 51.98734060
9.08069968 51.98766765
9.08369760 51.98800155
9.08669552 51.98834345
9.08969344 51.98869220
9.09269136 51.98904660
9.09568928 51.98940590
9.09868720 51.98976985
9.10168512 51.99013875
9.10468304 51.99051165
9.10768096 51.99088840
9.11067888 51.99126925
9.11367680 51.99165340
9.11667472 51.99204075
9.11967264 51.99243150
9.12267056 51.99282495
9.12566848 51.99322100
9.12866640 51.99361985
9.13166432 51.99402070
9.13466224 51.99442390
9.13766016 51.99483010
9.14065808 51.99523860
9.14365600 51.99564940
9.14665392 51.99606275
9.14965184 51.99647785
9.15264976 51.99689460
9.15564768 51.99731335
9.15864560 51.99773365
9.16164352 51.99815515
9.16464144 51.99857805
9.16763936 51.99900230
9.17063728 51.99942740
9.17363520 51.99985360
9.17663312 52.00028150
9.17963104 52.00071125
9.18262896 52.00114475
9.18562688 52.00158360
9.18862480 52.00202710
9.19162272 52.00247455
9.19462064 52.00292600
9.19761856 52.00338160
9.20061648 52.00384075
9.20361440 52.00430360
9.20661232 52.00477070
9.20961024 52.00524175
9.21260816 52.00571620
9.21560608 52.00619405
9.21860400 52.00667545
9.22160192 52.00715985
9.22459984 52.00764685
9.22759776 52.00813655
9.23059568 52.00862900
9.23359360 52.00912380
9.23659152 52.00962110
9.23958944 52.01012125
9.24258736 52.01062380
9.24558528 52.01112810
9.24858320 52.01163425
9.25158112 52.01214255
9.25457904 52.01265280
9.25757696 52.01316480
9.26057488 52.01367870
9.26357280 52.01419475
9.26657072 52.01471290
9.26956864 52.01523320
9.27256656 52.01575620
9.27556448 52.01628230
9.27856240 52.01681140
9.28156032 52.01734385
9.28455824 52.01788025
9.28755616 52.01842090
9.29055408 52.01896555
9.29355200 52.01951365
9.29654992 52.02006520
9.29954784 52.02062025
9.30254576 52.02117840
9.30554368 52.02173935
9.30854160 52.02230315
9.31153952 52.02286990
9.31453744 52.02343930
9.31753536 52.02401100
9.32053328 52.02458525
9.32353120 52.02516230
9.32652912 52.02574185
9.32952704 52.02632350
9.33252496 52.02690740
9.33552288 52.02749385
9.33852080 52.02808270
9.34151872 52.02867355
9.34451664 52.02926645
9.34751456 52.02986175
9.35051248 52.03045930
9.35351040 52.03105870
9.35650832 52.03165990
9.35950624 52.03226320
9.36250416 52.03286860
9.36550208 52.03347585
9.36850000 52.03408470
9.37149792 52.03469535
9.37449584 52.03530800
9.37749376 52.03592250
9.38049168 52.03653855
9.38348960 52.03715630
9.38648752 52.03777620
9.38948544 52.03839840
9.39248336 52.03902285
9.39548128 52.03964965
9.39847920 52.04027920
9.40147712 52.04091150
9.40447504 52.04154620
9.40747296 52.04218285
9.41047088 52.04282145
9.41346880 52.04346215
9.41646672 52.04410480
9.41946464 52.04474905
9.42246256 52.04539480
9.42546048 52.04604235
9.42845840 52.04669165
9.43145632 52.04734250
9.43445424 52.04799465
9.43745216 52.04864820
9.44045008 52.04930340
9.44344800 52.04996010
9.44644592 52.05061800
9.44944384 52.05127705
9.45244176 52.05193750
9.45543968 52.05259935
9.45843760 52.05326235
9.46143552 52.05392620
9.46443344 52.05459105
9.46743136 52.05525715
9.47042928 52.05592440
9.47342720 52.05659265
9.47642512 52.05726170
9.47942304 52.05793165
9.48242096 52.05860265
9.48541888 52.05927455
9.48841680 52.05994695
9.49141472 52.06061990
9.49441264 52.06129370
9.49741056 52.06196825
9.50040848 52.06264345
9.50340640 52.06331900
9.50640432 52.06399500
9.50940224 52.06467170
9.51240016 52.06534895
9.51539808 52.06602665
9.51839600 52.06670465
9.52139392 52.06738300
9.52439184 52.06806185
9.52738976 52.06874115
9.53038768 52.06942070
9.53338560 52.07010040
9.53638352 52.07078035
9.53938144 52.07146060
9.54237936 52.07214105
9.54537728 52.07282145
9.54837520 52.07350195
9.55137312 52.07418280
9.55437104 52.07486395
9.55736896 52.07554530
9.56036688 52.07622655
9.56336480 52.07690770
9.56636272 52.07758895
9.56936064 52.07827025
9.57235856 52.07895155
9.57535648 52.07963275
9.57835440 52.08031405
9.58135232 52.08099565
9.58435024 52.08167745
9.58734816 52.08235935
9.59034608 52.08304120
9.59334400 52.08372310
9.59634192 52.08440520
9.59933984 52.08508750
9.60233776 52.08576995
9.60533568 52.08645260
9.60833360 52.08713560
9.61133152 52.08781895
9.61432944 52.08850245
9.61732736 52.08918575
9.62032528 52.08986855
9.62332320 52.09055075
9.62632112 52.09123225
9.62931904 52.09191295
9.63231696 52.09259265
9.63531488 52.09327135
9.63831280 52.09394925
9.64131072 52.09462630
9.64430864 52.09530240
9.64730656 52.09597735
9.65030448 52.09665120
9.65330240 52.09732410
9.65630032 52.09799595
9.65929824 52.09866665
9.66229616 52.09933595
9.66529408 52.10000380
9.66829200 52.10067025
9.67128992 52.10133510
9.67428784 52.10199825
9.67728576 52.10265955
9.68028368 52.10331905
9.68328160 52.10397685
9.68627952 52.10463285
9.68927744 52.10528700
9.69227536 52.10593915
9.69527328 52.10658940
9.69827120 52.10723785
9.70126912 52.10788440
9.70426704 52.10852900
9.70726496 52.10917155
9.71026288 52.10981205
9.71326080 52.11045055
9.71625872 52.11108700
9.71925664 52.11172130
9.72225456 52.11235325
9.72525248 52.11298280
9.72825040 52.11361000
9.73124832 52.11423485
9.73424624 52.11485745
9.73724416 52.11547800
9.74024208 52.11609685
9.74324000 52.11671430
9.74623792 52.11733045
9.74923584 52.11794525
9.75223376 52.11855855
9.75523168 52.11917025
9.75822960 52.11978030
9.76122752 52.12038860
9.76422544 52.12099505
9.76722336 52.12159955
9.77022128 52.12220210
9.77321920 52.12280270
9.77621712 52.12340130
9.77921504 52.12399780
9.78221296 52.12459210
9.78521088 52.12518425
9.78820880 52.12577420
9.79120672 52.12636190
9.79420464 52.12694730
9.79720256 52.12753025
9.80020048 52.12811080
9.80319840 52.12868895
9.80619632 52.12926465
9.80919424 52.12983785
9.81219216 52.13040815
9.81519008 52.13097520
9.81818800 52.13153875
9.82118592 52.13209825
9.82418384 52.13265270
9.82718176 52.13320135
9.83017968 52.13374380
9.83317760 52.13427960
9.83617552 52.13480855
9.83917344 52.13533070
9.84217136 52.13584635
9.84516928 52.13635555
9.84816720 52.13685800
9.85116512 52.13735360
9.85416304 52.13784240
9.85716096 52.13832435
9.86015888 52.13879955
9.86315680 52.13926835
9.86615472 52.13973105
9.86915264 52.14018790
9.87215056 52.14063930
9.87514848 52.14108575
9.87814640 52.14152785
9.88114432 52.14196630
9.88414224 52.14240170
9.88714016 52.14283480
9.89013808 52.14326640
9.89313600 52.14369695
9.89613392 52.14412655
9.89913184 52.14455515
9.90212976 52.14498260
9.90512768 52.14540870
9.90812560 52.14583340
9.91112352 52.14625665
9.91412144 52.14667850
9.91711936 52.14709900
9.92011728 52.14751795
9.92311520 52.14793505
9.92611312 52.14835025
9.92911104 52.14876380
9.93210896 52.14917595
9.93510688 52.14958695
9.93810480 52.14999705
9.94110272 52.15040635
9.94410064 52.15081470
9.94709856 52.15122200
9.95009648 52.15162830
9.95309440 52.15203365
9.95609232 52.15243830
9.95909024 52.15284255
9.96208816 52.15324655
9.96508608 52.15365030
9.96808400 52.15405375
9.97108192 52.15445670
9.97407984 52.15485895
9.97707776 52.15526055
9.98007568 52.15566170
9.98307360 52.15606275
9.98607152 52.15646415
9.98906944 52.15686625
9.99206736 52.15726915
9.99506528 52.15767275
9.99806320 52.15807690
10.00106112 52.15848155
10.00405904 52.15888660
10.00705696 52.15929195
10.01005488 52.15969760
10.01305280 52.16010350
10.01605072 52.16050950
10.01904864 52.16091540
10.02204656 52.16132110
10.02504448 52.16172675
10.02804240 52.16213300
10.03104032 52.16254095
10.03403824 52.16295175
10.03703616 52.16336655
10.04003408 52.16378630
10.04303200 52.16421110
10.04602992 52.16464030
10.04902784 52.16507290
10.05202576 52.16550780
10.05502368 52.16594415
10.05802160 52.16638145
10.06101952 52.16681960
10.06401744 52.16725870
10.06701536 52.16769880
10.07001328 52.16813980
10.07301120 52.16858135
10.07600912 52.16902315
10.07900704 52.16946510
10.08200496 52.16990770
10.08500288 52.17035225
10.08800080 52.17079955
10.09099872 52.17124945
10.09399664 52.17170140
10.09699456 52.17215405
10.09999248 52.17260575
10.10299040 52.17305570
10.10598832 52.17350375
10.10898624 52.17394990
10.11198416 52.17439420
10.11498208 52.17483665
10.11798000 52.17527725
10.12097792 52.17571595
10.12397584 52.17615270
10.12697376 52.17658740
10.12997168 52.17701990
10.13296960 52.17745030
10.13596752 52.17787875
10.13896544 52.17830535
10.14196336 52.17873010
10.14496128 52.17915300
10.14795920 52.17957405
10.15095712 52.17999320
10.15395504 52.18041035
10.15695296 52.18082535
10.15995088 52.18123810
10.16294880 52.18164865
10.16594672 52.18205705
10.16894464 52.18246325
10.17194256 52.18286735
10.17494048 52.18326950
10.17793840 52.18366980
10.18093632 52.18406825
10.18393424 52.18446480
10.18693216 52.18485945
10.18993008 52.18525210
10.19292800 52.18564240
10.19592592 52.18603010
10.19892384 52.18641530
10.20192176 52.18679830
10.20491968 52.18717925
10.20791760 52.18755825
10.21091552 52.18793540
10.21391344 52.18831060
10.21691136 52.18868355
10.21990928 52.18905390
10.22290720 52.18942160
10.22590512 52.18978680
10.22890304 52.19014950
10.23190096 52.19050955
10.23489888 52.19086675
10.23789680 52.19122090
10.24089472 52.19157180
10.24389264 52.19191915
10.24689056 52.19226285
10.24988848 52.19260315
10.25288640 52.19294035
10.25588432 52.19327455
10.25888224 52.19360570
10.26188016 52.19393360
10.26487808 52.19425805
10.26787600 52.19457885
10.27087392 52.19489600
10.27387184 52.19520990
10.27686976 52.19552090
10.27986768 52.19582895
10.28286560 52.19613385
10.28586352 52.19643545
10.28886144 52.19673365
10.29185936 52.19702845
10.29485728 52.19732000
10.29785520 52.19760850
10.30085312 52.19789390
10.30385104 52.19817600
10.30684896 52.19845475
10.30984688 52.19873040
10.31284480 52.19900330
10.31584272 52.19927350
10.31884064 52.19954075
10.32183856 52.19980485
10.32483648 52.20006580
10.32783440 52.20032375
10.33083232 52.20057885
10.33383024 52.20083115
10.33682816 52.20108045
10.33982608 52.20132660
10.34282400 52.20156985
10.34582192 52.20181045
10.34881984 52.20204825
10.35181776 52.20228300
10.35481568 52.20251475
10.35781360 52.20274370
10.36081152 52.20296985
10.36380944 52.20319300
10.36680736 52.20341325
10.36980528 52.20363070
10.37280320 52.20384525
10.37580112 52.20405690
10.37879904 52.20426570
10.38179696 52.20447165
10.38479488 52.20467470
10.38779280 52.20487490
10.39079072 52.20507225
10.39378864 52.20526675
10.39678656 52.20545845
