# freq[thz] kappa[W/m/K]
3.41463088 47.42924650
3.41762880 47.45136915
3.42062672 47.47341490
3.42362464 47.49537350
3.42662256 47.51724040
3.42962048 47.53902120
3.43261840 47.56072315
3.43561632 47.58234725
3.43861424 47.60388745
3.44161216 47.62532055
3.44461008 47.64664855
3.44760800 47.66788985
3.45060592 47.68905910
3.45360384 47.71019030
3.45660176 47.73127940
3.45959968 47.75228525
3.46259760 47.77320645
3.46559552 47.79406500
3.46859344 47.81488420
3.47159136 47.83567900
3.47458928 47.85642330
3.47758720 47.87708450
3.48058512 47.89765640
3.48358304 47.91814860
3.48658096 47.93856755
3.48957888 47.95890645
3.49257680 47.97915665
3.49557472 47.99931730
3.49857264 48.01939845
3.50157056 48.03941245
3.50456848 48.05937095
3.50756640 48.07927415
3.51056432 48.09909800
3.51356224 48.11884955
3.51656016 48.13855530
3.51955808 48.15822285
3.52255600 48.17787790
3.52555392 48.19752380
3.52855184 48.21713940
3.53154976 48.23672920
3.53454768 48.25630190
3.53754560 48.27585780
3.54054352 48.29539130
3.54354144 48.31488555
3.54653936 48.33432415
3.54953728 48.35370755
3.55253520 48.37305080
3.55553312 48.39236135
3.55853104 48.41162150
3.56152896 48.43081395
3.56452688 48.44994900
3.56752480 48.46903980
3.57052272 48.48809985
3.57352064 48.50711915
3.57651856 48.52605400
3.57951648 48.54490230
3.58251440 48.56368015
3.58551232 48.58240000
3.58851024 48.60107615
3.59150816 48.61968865
3.59450608 48.63822225
3.59750400 48.65668705
3.60050192 48.67509295
3.60349984 48.69344180
3.60649776 48.71172895
3.60949568 48.72994515
3.61249360 48.74808015
3.61549152 48.76613600
3.61848944 48.78411320
3.62148736 48.80199430
3.62448528 48.81977370
3.62748320 48.83746275
3.63048112 48.85507630
3.63347904 48.87264200
3.63647696 48.89016050
3.63947488 48.90763170
3.64247280 48.92507290
3.64547072 48.94249475
3.64846864 48.95990770
3.65146656 48.97729435
3.65446448 48.99462705
3.65746240 49.01190335
3.66046032 49.02912630
3.66345824 49.04628950
3.66645616 49.06337975
3.66945408 49.08038360
3.67245200 49.09730535
3.67544992 49.11414020
3.67844784 49.13084405
3.68144576 49.14738230
3.68444368 49.16379645
3.68744160 49.18016210
3.69043952 49.19649760
3.69343744 49.21277030
3.69643536 49.22898410
3.69943328 49.24517660
3.70243120 49.26136345
3.70542912 49.27752880
3.70842704 49.29365585
3.71142496 49.30976115
3.71442288 49.32584540
3.71742080 49.34188960
3.72041872 49.35789115
3.72341664 49.37385410
3.72641456 49.38976020
3.72941248 49.40559010
3.73241040 49.42135715
3.73540832 49.43706565
3.73840624 49.45270210
3.74140416 49.46826245
3.74440208 49.48372320
3.74740000 49.49905920
3.75039792 49.51430190
3.75339584 49.52943365
3.75639376 49.54441580
3.75939168 49.55927590
3.76238960 49.57399345
3.76538752 49.58856795
3.76838544 49.60297765
3.77138336 49.61718480
3.77438128 49.63121095
3.77737920 49.64502730
3.78037712 49.65859500
3.78337504 49.67190060
3.78637296 49.68492170
3.78937088 49.69762185
3.79236880 49.70996080
3.79536672 49.72197385
3.79836464 49.73381300
3.80136256 49.74556650
3.80436048 49.75725285
3.80735840 49.76886400
3.81035632 49.78040505
3.81335424 49.79194985
3.81635216 49.80342105
3.81935008 49.81481135
3.82234800 49.82607520
3.82534592 49.83713145
3.82834384 49.84841395
3.83134176 49.85907330
3.83433968 49.86879970
3.83733760 49.87885575
3.84033552 49.88920745
3.84333344 49.89949920
3.84633136 49.90975805
3.84932928 49.91993010
3.85232720 49.92997595
3.85532512 49.93989790
3.85832304 49.94969760
3.86132096 49.95937555
3.86431888 49.96892195
3.86731680 49.97833980
3.87031472 49.98763010
3.87331264 49.99677950
3.87631056 50.00578180
3.87930848 50.01464435
3.88230640 50.02337235
3.88530432 50.03195770
3.88830224 50.04040870
3.89130016 50.04873620
3.89429808 50.05693875
3.89729600 50.06503640
3.90029392 50.07307035
3.90329184 50.08104175
3.90628976 50.08892165
3.90928768 50.09670065
3.91228560 50.10436490
3.91528352 50.11188645
3.91828144 50.11925265
3.92127936 50.12644690
3.92427728 50.13343485
3.92727520 50.14019410
3.93027312 50.14673270
3.93327104 50.15313555
3.93626896 50.15951420
3.93926688 50.16589660
3.94226480 50.17224485
3.94526272 50.17855490
3.94826064 50.18482540
3.95125856 50.19104130
3.95425648 50.19723625
3.95725440 50.20344065
3.96025232 50.20970315
3.96325024 50.21601140
3.96624816 50.22230845
3.96924608 50.22858400
3.97224400 50.23482560
3.97524192 50.24103550
3.97823984 50.24720480
3.98123776 50.25332535
3.98423568 50.25939025
3.98723360 50.26539470
3.99023152 50.27134025
3.99322944 50.27722420
3.99622736 50.28304170
3.99922528 50.28878800
4.00222320 50.29446355
4.00522112 50.30006635
4.00821904 50.30559870
4.01121696 50.31105310
4.01421488 50.31642305
4.01721280 50.32170895
4.02021072 50.32691430
4.02320864 50.33203965
4.02620656 50.33708045
4.02920448 50.34203430
4.03220240 50.34690260
4.03520032 50.35169035
4.03819824 50.35639710
4.04119616 50.36104495
4.04419408 50.36567615
4.04719200 50.37031155
4.05018992 50.37495045
4.05318784 50.37958585
4.05618576 50.38421285
4.05918368 50.38883185
4.06218160 50.39344205
4.06517952 50.39803810
4.06817744 50.40261690
4.07117536 50.40718100
4.07417328 50.41173185
4.07717120 50.41626600
4.08016912 50.42078150
4.08316704 50.42528165
4.08616496 50.42976730
4.08916288 50.43423380
4.09216080 50.43868065
4.09515872 50.44310860
4.09815664 50.44751445
4.10115456 50.45189320
4.10415248 50.45624620
4.10715040 50.46057215
4.11014832 50.46486405
4.11314624 50.46912230
4.11614416 50.47334645
4.11914208 50.47753210
4.12214000 50.48168200
4.12513792 50.48579865
4.12813584 50.48988120
4.13113376 50.49393605
4.13413168 50.49796720
4.13712960 50.50197545
4.14012752 50.50596330
4.14312544 50.50992860
4.14612336 50.51387285
4.14912128 50.51779630
4.15211920 50.52169845
4.15511712 50.52557920
4.15811504 50.52943825
4.16111296 50.53327525
4.16411088 50.53709020
4.16710880 50.54088405
4.17010672 50.54465445
4.17310464 50.54840165
4.17610256 50.55212515
4.17910048 50.55582410
4.18209840 50.55950140
4.18509632 50.56316040
4.18809424 50.56680195
4.19109216 50.57042595
4.19409008 50.57403600
4.19708800 50.57764455
4.20008592 50.58126535
4.20308384 50.58490770
4.20608176 50.58858095
4.20907968 50.59229520
4.21207760 50.59605360
4.21507552 50.59986020
4.21807344 50.60371500
4.22107136 50.60761065
4.22406928 50.61154515
4.22706720 50.61551800
4.23006512 50.61952220
4.23306304 50.62355550
4.23606096 50.62761870
4.23905888 50.63170535
4.24205680 50.63581275
4.24505472 50.63994235
4.24805264 50.64409650
4.25105056 50.64826990
4.25404848 50.65245895
4.25704640 50.65666680
4.26004432 50.66088930
4.26304224 50.66512160
4.26604016 50.66936680
4.26903808 50.67362610
4.27203600 50.67789825
4.27503392 50.68218520
4.27803184 50.68648820
4.28102976 50.69080170
4.28402768 50.69512080
4.28702560 50.69944285
4.29002352 50.70376365
4.29302144 50.70808525
4.29601936 50.71241135
4.29901728 50.71674420
4.30201520 50.72108180
4.30501312 50.72541965
4.30801104 50.72975935
4.31100896 50.73410090
4.31400688 50.73843905
4.31700480 50.74277135
4.32000272 50.74709840
4.32300064 50.75142465
4.32599856 50.75575240
4.32899648 50.76008060
4.33199440 50.76441395
4.33499232 50.76875450
4.33799024 50.77310100
4.34098816 50.77745060
4.34398608 50.78179835
4.34698400 50.78614605
4.34998192 50.79049425
4.35297984 50.79483800
4.35597776 50.79917455
4.35897568 50.80350120
4.36197360 50.80781845
4.36497152 50.81212290
4.36796944 50.81640910
4.37096736 50.82067650
4.37396528 50.82492695
4.37696320 50.82916725
4.37996112 50.83339750
4.38295904 50.83762035
4.38595696 50.84184000
4.38895488 50.84605845
4.39195280 50.85027500
4.39495072 50.85448460
4.39794864 50.85868635
4.40094656 50.86288200
4.40394448 50.86707340
4.40694240 50.87125445
4.40994032 50.87541870
4.41293824 50.87956765
4.41593616 50.88370160
4.41893408 50.88781660
4.42193200 50.89191905
4.42492992 50.89602205
4.42792784 50.90012675
4.43092576 50.90422985
4.43392368 50.90833205
4.43692160 50.91242890
4.43991952 50.91651845
4.44291744 50.92060340
4.44591536 50.92467900
4.44891328 50.92874630
4.45191120 50.93281540
4.45490912 50.93689485
4.45790704 50.94098550
4.46090496 50.94508315
4.46390288 50.94918320
4.46690080 50.95327815
4.46989872 50.95735575
4.47289664 50.96140190
4.47589456 50.96541125
4.47889248 50.96940070
4.48189040 50.97342970
4.48488832 50.97755400
4.48788624 50.98178225
4.49088416 50.98609875
4.49388208 50.99047900
4.49688000 50.99490460
4.49987792 50.99936950
4.50287584 51.00386640
4.50587376 51.00838785
4.50887168 51.01292710
4.51186960 51.01747750
4.51486752 51.02203565
4.51786544 51.02659370
4.52086336 51.03114550
4.52386128 51.03568735
4.52685920 51.04021880
4.52985712 51.04474270
4.53285504 51.04925365
4.53585296 51.05374895
4.53885088 51.05822100
4.54184880 51.06265580
4.54484672 51.06705000
4.54784464 51.07140430
4.55084256 51.07572180
4.55384048 51.08000170
4.55683840 51.08424335
4.55983632 51.08845155
4.56283424 51.09262555
4.56583216 51.09676335
4.56883008 51.10086235
4.57182800 51.10492080
4.57482592 51.10893800
4.57782384 51.11290930
4.58082176 51.11683525
4.58381968 51.12071660
4.58681760 51.12455085
4.58981552 51.12834110
4.59281344 51.13208725
4.59581136 51.13578680
4.59880928 51.13944390
4.60180720 51.14305755
4.60480512 51.14662615
4.60780304 51.15015400
4.61080096 51.15363850
4.61379888 51.15707270
4.61679680 51.16045355
4.61979472 51.16377555
4.62279264 51.16703555
4.62579056 51.17023530
4.62878848 51.17336955
4.63178640 51.17643680
4.63478432 51.17943645
4.63778224 51.18236315
4.64078016 51.18521915
4.64377808 51.18800320
4.64677600 51.19071730
4.64977392 51.19336320
4.65277184 51.19593800
4.65576976 51.19844655
4.65876768 51.20088935
4.66176560 51.20326755
4.66476352 51.20557500
4.66776144 51.20781050
4.67075936 51.20997910
4.67375728 51.21208155
4.67675520 51.21411860
4.67975312 51.21608735
4.68275104 51.21797930
4.68574896 51.21978305
4.68874688 51.22149730
4.69174480 51.22312590
4.69474272 51.22467675
4.69774064 51.22615655
4.70073856 51.22756865
4.70373648 51.22892375
4.70673440 51.23022625
4.70973232 51.23147800
4.71273024 51.23267670
4.71572816 51.23381255
4.71872608 51.23488435
4.72172400 51.23588840
4.72472192 51.23681005
4.72771984 51.23764215
4.73071776 51.23838910
4.73371568 51.23904930
4.73671360 51.23962195
4.73971152 51.24010885
4.74270944 51.24050780
4.74570736 51.24083980
4.74870528 51.24113945
4.75170320 51.24141385
4.75470112 51.24165790
4.75769904 51.24187050
4.76069696 51.24205450
4.76369488 51.24221255
4.76669280 51.24234785
4.76969072 51.24246380
4.77268864 51.24256315
4.77568656 51.24264860
4.77868448 51.24272000
4.78168240 51.24277765
4.78468032 51.24282300
4.78767824 51.24285650
4.79067616 51.24287820
4.79367408 51.24288850
4.79667200 51.24289090
4.79966992 51.24289090
4.80266784 51.24289090
4.80566576 51.24289090
4.80866368 51.24289090
4.81166160 51.24289090
4.81465952 51.24289090
4.81765744 51.24289090
4.82065536 51.24289090
4.82365328 51.24289090
4.82665120 51.24289090
4.82964912 51.24289090
4.83264704 51.24289090
4.83564496 51.24289090
4.83864288 51.24289090
4.84164080 51.24289090
4.84463872 51.24289090
4.84763664 51.24289090
4.85063456 51.24289090
4.85363248 51.24289090
4.85663040 51.24289090
4.85962832 51.24289090
4.86262624 51.24289090
4.86562416 51.24289090
4.86862208 51.24289090
4.87162000 51.24289090
4.87461792 51.24289090
4.87761584 51.24289090
4.88061376 51.24289090
4.88361168 51.24289090
4.88660960 51.24289090
4.88960752 51.24289090
4.89260544 51.24289090
4.89560336 51.24289090
4.89860128 51.24289090
4.90159920 51.24289090
4.90459712 51.24289090
4.90759504 51.24289090
4.91059296 51.24289090
4.91359088 51.24289090
4.91658880 51.24289090
4.91958672 51.24289090
4.92258464 51.24289090
4.92558256 51.24289090
4.92858048 51.24289090
4.93157840 51.24289090
4.93457632 51.24289090
4.93757424 51.24289090
4.94057216 51.24289090
4.94357008 51.24289090
4.94656800 51.24289090
4.94956592 51.24289090
4.95256384 51.24289090
4.95556176 51.24289090
4.95855968 51.24289090
4.96155760 51.24289090
4.96455552 51.24289090
4.96755344 51.24289090
4.97055136 51.24289090
4.97354928 51.24289090
4.97654720 51.24289090
4.97954512 51.24289090
4.98254304 51.24289090
4.98554096 51.24289090
4.98853888 51.24289090
4.99153680 51.24289090
4.99453472 51.24289090
4.99753264 51.24289090
5.00053056 51.24289090
5.00352848 51.24289090
5.00652640 51.24289090
5.00952432 51.24289090
5.01252224 51.24289090
5.01552016 51.24289090
5.01851808 51.24289090
5.02151600 51.24289090
5.02451392 51.24289090
5.02751184 51.24289090
5.03050976 51.24289090
5.03350768 51.24289090
5.03650560 51.24289090
5.03950352 51.24289385
5.04250144 51.24290795
5.04549936 51.24293840
5.04849728 51.24298490
5.05149520 51.24304695
5.05449312 51.24312410
5.05749104 51.24321570
5.06048896 51.24332120
5.06348688 51.24344005
5.06648480 51.24357095
5.06948272 51.24371280
5.07248064 51.24386595
5.07547856 51.24403255
5.07847648 51.24421465
5.08147440 51.24441210
5.08447232 51.24462435
5.08747024 51.24485075
5.09046816 51.24509070
5.09346608 51.24534360
5.09646400 51.24560875
5.09946192 51.24588590
5.10245984 51.24617370
5.10545776 51.24647115
5.10845568 51.24677820
5.11145360 51.24709610
5.11445152 51.24742595
5.11744944 51.24776755
5.12044736 51.24812135
5.12344528 51.24848735
5.12644320 51.24886585
5.12944112 51.24925750
5.13243904 51.24966165
5.13543696 51.25007825
5.13843488 51.25050800
5.14143280 51.25095105
5.14443072 51.25140785
5.14742864 51.25187845
5.15042656 51.25236245
5.15342448 51.25285965
5.15642240 51.25336955
5.15942032 51.25389240
5.16241824 51.25442875
5.16541616 51.25497760
5.16841408 51.25553855
5.17141200 51.25611280
5.17440992 51.25670045
5.17740784 51.25730085
5.18040576 51.25791385
5.18340368 51.25853940
5.18640160 51.25917710
5.18939952 51.25982650
5.19239744 51.26048780
5.19539536 51.26116115
5.19839328 51.26184620
5.20139120 51.26254310
5.20438912 51.26325200
5.20738704 51.26397240
5.21038496 51.26470440
5.21338288 51.26544780
5.21638080 51.26620210
5.21937872 51.26696720
5.22237664 51.26774305
5.22537456 51.26853025
5.22837248 51.26932825
5.23137040 51.27013640
5.23436832 51.27095435
5.23736624 51.27178245
5.24036416 51.27262110
5.24336208 51.27347005
5.24636000 51.27433015
5.24935792 51.27520180
5.25235584 51.27608680
5.25535376 51.27698595
5.25835168 51.27789845
5.26134960 51.27882305
5.26434752 51.27975920
5.26734544 51.28070700
5.27034336 51.28166690
5.27334128 51.28263865
5.27633920 51.28362120
5.27933712 51.28461535
5.28233504 51.28562060
5.28533296 51.28663735
5.28833088 51.28766590
5.29132880 51.28870670
5.29432672 51.28975965
5.29732464 51.29082390
5.30032256 51.29189920
5.30332048 51.29298530
5.30631840 51.29408240
5.30931632 51.29519025
5.31231424 51.29630850
5.31531216 51.29743730
5.31831008 51.29857665
5.32130800 51.29972640
5.32430592 51.30088650
5.32730384 51.30205670
5.33030176 51.30323730
5.33329968 51.30442790
5.33629760 51.30562830
5.33929552 51.30683860
5.34229344 51.30805875
5.34529136 51.30928845
5.34828928 51.31052755
5.35128720 51.31177585
5.35428512 51.31303335
5.35728304 51.31430005
5.36028096 51.31557595
5.36327888 51.31686095
5.36627680 51.31815500
5.36927472 51.31945820
5.37227264 51.32077025
5.37527056 51.32209115
5.37826848 51.32342095
5.38126640 51.32475995
5.38426432 51.32610800
5.38726224 51.32746495
5.39026016 51.32883055
5.39325808 51.33020470
5.39625600 51.33158740
5.39925392 51.33297850
5.40225184 51.33437805
5.40524976 51.33578570
5.40824768 51.33720145
5.41124560 51.33862520
5.41424352 51.34005690
5.41724144 51.34149635
5.42023936 51.34294355
5.42323728 51.34439875
5.42623520 51.34586155
5.42923312 51.34733185
5.43223104 51.34880940
5.43522896 51.35029420
5.43822688 51.35178610
5.44122480 51.35328485
5.44422272 51.35479045
5.44722064 51.35630240
5.45021856 51.35782060
5.45321648 51.35934455
5.45621440 51.36087370
5.45921232 51.36240765
5.46221024 51.36394550
5.46520816 51.36548610
5.46820608 51.36702835
5.47120400 51.36857140
5.47420192 51.37011325
5.47719984 51.37164995
5.48019776 51.37317605
5.48319568 51.37468385
5.48619360 51.37616745
5.48919152 51.37764555
5.49218944 51.37916805
5.49518736 51.38076515
5.49818528 51.38243150
5.50118320 51.38415680
5.50418112 51.38593140
5.50717904 51.38774730
5.51017696 51.38960010
5.51317488 51.39148625
5.51617280 51.39340220
5.51917072 51.39534485
5.52216864 51.39731370
5.52516656 51.39930750
5.52816448 51.40132355
5.53116240 51.40336105
5.53416032 51.40541760
5.53715824 51.40749315
5.54015616 51.40958695
5.54315408 51.41169800
5.54615200 51.41382545
5.54914992 51.41596805
5.55214784 51.41812470
5.55514576 51.42029520
5.55814368 51.42247955
5.56114160 51.42467645
5.56413952 51.42688570
5.56713744 51.42910560
5.57013536 51.43133620
5.57313328 51.43357660
5.57613120 51.43582645
5.57912912 51.43808525
5.58212704 51.44035255
5.58512496 51.44262915
5.58812288 51.44491290
5.59112080 51.44720300
5.59411872 51.44949870
5.59711664 51.45180045
5.60011456 51.45410965
5.60311248 51.45642450
5.60611040 51.45874415
5.60910832 51.46106855
5.61210624 51.46339610
5.61510416 51.46572650
5.61810208 51.46805955
5.62110000 51.47039560
5.62409792 51.47273640
5.62709584 51.47508040
5.63009376 51.47742620
5.63309168 51.47977380
5.63608960 51.48212225
5.63908752 51.48447205
5.64208544 51.48682335
5.64508336 51.48917460
5.64808128 51.49152600
5.65107920 51.49387795
5.65407712 51.49622890
5.65707504 51.49857860
5.66007296 51.50092700
5.66307088 51.50327415
5.66606880 51.50562065
5.66906672 51.50796535
5.67206464 51.51030710
5.67506256 51.51264610
5.67806048 51.51498200
5.68105840 51.51731405
5.68405632 51.51964255
5.68705424 51.52196810
5.69005216 51.52429055
5.69305008 51.52660910
5.69604800 51.52892285
5.69904592 51.53123075
5.70204384 51.53353340
5.70504176 51.53583125
5.70803968 51.53812300
5.71103760 51.54040805
5.71403552 51.54268635
5.71703344 51.54495640
5.72003136 51.54721685
5.72302928 51.54946750
5.72602720 51.55170850
5.72902512 51.55394170
5.73202304 51.55616850
5.73502096 51.55838905
5.73801888 51.56060485
5.74101680 51.56281695
5.74401472 51.56502445
5.74701264 51.56722625
5.75001056 51.56942200
5.75300848 51.57161195
5.75600640 51.57379570
5.75900432 51.57597275
5.76200224 51.57814305
5.76500016 51.58030640
5.76799808 51.58246240
5.77099600 51.58461070
5.77399392 51.58675130
5.77699184 51.58888480
5.77998976 51.59101090
5.78298768 51.59312880
5.78598560 51.59523875
5.78898352 51.59734115
5.79198144 51.59943535
5.79497936 51.60152030
5.79797728 51.60359625
5.80097520 51.60566410
5.80397312 51.60772340
5.80697104 51.60977300
5.80996896 51.61181295
5.81296688 51.61384370
5.81596480 51.61586480
5.81896272 51.61787550
5.82196064 51.61987635
5.82495856 51.62186780
5.82795648 51.62384895
5.83095440 51.62581885
5.83395232 51.62777810
5.83695024 51.62972715
5.83994816 51.63166500
5.84294608 51.63359105
5.84594400 51.63550610
5.84894192 51.63741015
5.85193984 51.63930205
5.85493776 51.64118180
5.85793568 51.64304990
5.86093360 51.64490580
5.86393152 51.64674860
5.86692944 51.64857850
5.86992736 51.65039590
5.87292528 51.65220035
5.87592320 51.65399065
5.87892112 51.65576720
5.88191904 51.65753055
5.88491696 51.65927955
5.88791488 51.66101385
5.89091280 51.66273365
5.89391072 51.66443765
5.89690864 51.66612500
5.89990656 51.66779650
5.90290448 51.66945180
5.90590240 51.67108925
5.90890032 51.67270840
5.91189824 51.67430905
5.91489616 51.67589055
5.91789408 51.67745120
5.92089200 51.67899130
5.92388992 51.68050995
5.92688784 51.68200480
5.92988576 51.68347540
5.93288368 51.68491920
5.93588160 51.68633125
5.93887952 51.68769965
5.94187744 51.68899585
5.94487536 51.69019540
5.94787328 51.69130665
5.95087120 51.69234635
5.95386912 51.69331285
5.95686704 51.69419905
5.95986496 51.69501370
5.96286288 51.69580690
5.96586080 51.69664700
5.96885872 51.69757585
5.97185664 51.69859375
5.97485456 51.69966600
5.97785248 51.70075490
5.98085040 51.70184190
5.98384832 51.70292515
5.98684624 51.70400515
5.98984416 51.70508100
5.99284208 51.70615290
5.99584000 51.70722110
5.99883792 51.70828425
6.00183584 51.70934305
6.00483376 51.71039765
6.00783168 51.71144630
6.01082960 51.71249020
6.01382752 51.71352950
6.01682544 51.71456345
6.01982336 51.71559235
6.02282128 51.71661390
6.02581920 51.71761795
6.02881712 51.71858120
6.03181504 51.71949385
6.03481296 51.72037575
6.03781088 51.72125070
6.04080880 51.72213270
6.04380672 51.72302315
6.04680464 51.72391770
6.04980256 51.72481295
6.05280048 51.72570535
6.05579840 51.72659115
6.05879632 51.72746275
6.06179424 51.72830810
6.06479216 51.72911955
6.06779008 51.72992685
6.07078800 51.73076510
6.07378592 51.73163085
6.07678384 51.73250885
6.07978176 51.73338910
6.08277968 51.73426615
6.08577760 51.73513595
6.08877552 51.73599555
6.09177344 51.73684165
6.09477136 51.73767175
6.09776928 51.73848410
6.10076720 51.73927640
6.10376512 51.74004995
6.10676304 51.74081210
6.10976096 51.74156825
6.11275888 51.74231225
6.11575680 51.74303365
6.11875472 51.74372590
6.12175264 51.74439155
6.12475056 51.74503825
6.12774848 51.74566700
6.13074640 51.74627505
6.13374432 51.74685920
6.13674224 51.74741565
6.13974016 51.74793905
6.14273808 51.74842130
6.14573600 51.74884630
6.14873392 51.74921645
6.15173184 51.74958690
6.15472976 51.74998735
6.15772768 51.75039970
6.16072560 51.75081435
6.16372352 51.75122645
6.16672144 51.75163235
6.16971936 51.75202930
6.17271728 51.75241495
6.17571520 51.75278730
6.17871312 51.75314525
6.18171104 51.75348710
6.18470896 51.75381135
6.18770688 51.75411715
6.19070480 51.75440360
6.19370272 51.75467175
6.19670064 51.75493960
6.19969856 51.75524115
6.20269648 51.75558070
6.20569440 51.75593675
6.20869232 51.75630130
6.21169024 51.75667460
6.21468816 51.75705610
6.21768608 51.75744515
6.22068400 51.75784160
6.22368192 51.75824530
6.22667984 51.75865660
6.22967776 51.75907510
6.23267568 51.75949910
6.23567360 51.75992790
6.23867152 51.76036375
6.24166944 51.76080700
6.24466736 51.76125575
6.24766528 51.76170930
6.25066320 51.76216720
6.25366112 51.76262950
6.25665904 51.76309580
6.25965696 51.76356570
6.26265488 51.76403865
6.26565280 51.76451400
6.26865072 51.76499095
6.27164864 51.76546945
6.27464656 51.76595030
6.27764448 51.76643395
6.28064240 51.76691995
6.28364032 51.76740760
6.28663824 51.76789665
6.28963616 51.76838695
6.29263408 51.76887835
6.29563200 51.76937065
6.29862992 51.76986380
6.30162784 51.77035760
6.30462576 51.77085200
6.30762368 51.77134685
6.31062160 51.77184200
6.31361952 51.77233755
6.31661744 51.77283345
6.31961536 51.77332965
6.32261328 51.77382580
6.32561120 51.77432245
6.32860912 51.77482045
6.33160704 51.77531990
6.33460496 51.77582050
6.33760288 51.77632225
6.34060080 51.77682545
6.34359872 51.77733025
6.34659664 51.77783665
6.34959456 51.77834480
6.35259248 51.77885475
6.35559040 51.77936645
6.35858832 51.77988000
6.36158624 51.78039565
6.36458416 51.78091370
6.36758208 51.78143395
6.37058000 51.78195625
6.37357792 51.78248100
6.37657584 51.78300815
6.37957376 51.78353765
6.38257168 51.78406960
6.38556960 51.78460395
6.38856752 51.78514095
6.39156544 51.78568055
6.39456336 51.78622265
6.39756128 51.78676740
6.40055920 51.78731455
6.40355712 51.78786400
6.40655504 51.78841590
6.40955296 51.78897065
6.41255088 51.78952815
6.41554880 51.79008780
6.41854672 51.79064980
6.42154464 51.79121395
6.42454256 51.79178015
6.42754048 51.79234825
6.43053840 51.79291795
6.43353632 51.79348905
6.43653424 51.79406135
6.43953216 51.79463465
6.44253008 51.79520825
6.44552800 51.79578200
6.44852592 51.79635565
6.45152384 51.79692830
6.45452176 51.79749860
6.45751968 51.79806550
6.46051760 51.79862700
6.46351552 51.79918030
6.46651344 51.79971930
6.46951136 51.80023150
6.47250928 51.80072640
6.47550720 51.80124835
6.47850512 51.80181795
6.48150304 51.80241845
6.48450096 51.80303965
6.48749888 51.80367655
6.49049680 51.80432540
6.49349472 51.80498370
6.49649264 51.80564930
6.49949056 51.80632135
6.50248848 51.80699770
6.50548640 51.80767765
6.50848432 51.80835910
6.51148224 51.80904115
6.51448016 51.80972315
6.51747808 51.81040395
6.52047600 51.81108350
6.52347392 51.81176040
6.52647184 51.81243440
6.52946976 51.81311105
6.53246768 51.81380820
6.53546560 51.81454575
6.53846352 51.81531805
6.54146144 51.81610640
6.54445936 51.81690325
6.54745728 51.81770660
6.55045520 51.81851655
6.55345312 51.81933325
6.55645104 51.82015585
6.55944896 51.82098440
6.56244688 51.82181780
6.56544480 51.82265600
6.56844272 51.82349970
6.57144064 51.82434750
6.57443856 51.82519935
6.57743648 51.82605565
6.58043440 51.82691525
6.58343232 51.82777810
6.58643024 51.82864435
6.58942816 51.82951310
6.59242608 51.83038455
6.59542400 51.83125860
6.59842192 51.83213435
6.60141984 51.83301200
6.60441776 51.83389150
6.60741568 51.83477225
6.61041360 51.83565425
6.61341152 51.83653720
6.61640944 51.83742080
6.61940736 51.83830525
6.62240528 51.83918970
6.62540320 51.84007360
6.62840112 51.84095775
6.63139904 51.84184215
6.63439696 51.84272595
6.63739488 51.84360895
6.64039280 51.84449190
6.64339072 51.84537635
6.64638864 51.84626410
6.64938656 51.84715500
6.65238448 51.84804765
6.65538240 51.84894180
6.65838032 51.84983720
6.66137824 51.85073305
6.66437616 51.85162945
6.66737408 51.85252645
6.67037200 51.85342325
6.67336992 51.85432000
6.67636784 51.85521695
6.67936576 51.85611330
6.68236368 51.85700915
6.68536160 51.85790485
6.68835952 51.85879945
6.69135744 51.85969310
6.69435536 51.86058640
6.69735328 51.86147870
6.70035120 51.86236990
6.70334912 51.86326040
6.70634704 51.86414995
6.70934496 51.86503810
6.71234288 51.86592505
6.71534080 51.86681090
6.71833872 51.86769505
6.72133664 51.86857760
6.72433456 51.86945885
6.72733248 51.87033805
6.73033040 51.87121530
6.73332832 51.87209115
6.73632624 51.87296505
6.73932416 51.87383675
6.74232208 51.87470660
6.74532000 51.87557450
6.74831792 51.87643995
6.75131584 51.87730315
6.75431376 51.87816435
6.75731168 51.87902295
6.76030960 51.87987910
6.76330752 51.88073330
6.76630544 51.88158520
6.76930336 51.88243455
6.77230128 51.88328160
6.77529920 51.88412630
6.77829712 51.88496825
6.78129504 51.88580765
6.78429296 51.88664470
6.78729088 51.88747880
6.79028880 51.88831005
6.79328672 51.88913885
6.79628464 51.88996485
6.79928256 51.89078780
6.80228048 51.89160790
6.80527840 51.89242525
6.80827632 51.89323935
6.81127424 51.89405035
6.81427216 51.89485870
6.81727008 51.89566415
6.82026800 51.89646665
6.82326592 51.89726640
6.82626384 51.89806330
6.82926176 51.89885705
6.83225968 51.89964775
6.83525760 51.90043555
6.83825552 51.90122015
6.84125344 51.90200160
6.84425136 51.90278015
6.84724928 51.90355560
6.85024720 51.90432760
6.85324512 51.90509625
6.85624304 51.90586170
6.85924096 51.90662370
6.86223888 51.90738245
6.86523680 51.90813820
6.86823472 51.90889075
6.87123264 51.90963995
6.87423056 51.91038585
6.87722848 51.91112845
6.88022640 51.91186755
6.88322432 51.91260325
6.88622224 51.91333565
6.88922016 51.91406455
6.89221808 51.91478980
6.89521600 51.91551135
6.89821392 51.91622920
6.90121184 51.91694340
6.90420976 51.91765420
