# 8x8x1 supercell for harmonic, 6x6x1 supercell for cubic ifcs
# 100x100x1 k points for kappa
# cubic ifcs up to 8NN shell trained with ordinary least squares by 200 configurations.
# Temperature = 300 K
"k index (irred.)" "branch index" "f (THz)" "1/tau_3ph (THz)" "1/tau_iso (THz)"
287 2 1.55877 0.02559 0.00034
287 3 2.37972 0.05592 0.00149
287 4 5.13592 0.13474 0.02684
287 5 5.45242 0.11232 0.06194
287 6 7.00450 0.12904 0.02874
287 7 8.63492 0.14748 1.00100
287 8 8.80134 0.15345 0.11178
287 9 10.36433 0.33864 0.07958
288 1 0.87545 0.01184 0.00012
288 2 1.65344 0.02378 0.00041
288 3 2.51962 0.05630 0.00187
288 4 5.14900 0.13410 0.02759
288 5 5.49574 0.11226 0.06048
288 6 6.97557 0.12871 0.02829
288 7 8.63681 0.14355 0.89068
288 8 8.80883 0.15724 0.13104
288 9 10.32923 0.34601 0.08098
289 1 0.97101 0.01405 0.00015
289 2 1.74659 0.02407 0.00049
289 3 2.65767 0.04716 0.00235
289 4 5.16261 0.13228 0.02837
289 5 5.53945 0.11286 0.04668
289 6 6.94538 0.12917 0.02782
289 7 8.63837 0.13954 0.82609
289 8 8.81582 0.16217 0.15277
289 9 10.29229 0.32517 0.08243
290 1 1.07000 0.01650 0.00018
290 2 1.83797 0.02484 0.00058
290 3 2.79339 0.05233 0.00298
290 4 5.17667 0.13181 0.02924
290 5 5.58324 0.11351 0.04052
290 6 6.91411 0.13301 0.02735
290 7 8.63954 0.11602 0.80627
290 8 8.82238 0.16980 0.18001
290 9 10.25362 0.29272 0.08392
291 1 1.17201 0.01943 0.00022
291 2 1.92735 0.02647 0.00069
291 3 2.92637 0.05513 0.00381
291 4 5.19109 0.13275 0.03018
291 5 5.62686 0.11490 0.03666
291 6 6.88189 0.13053 0.02688
291 7 8.64026 0.11591 0.78347
291 8 8.82859 0.18264 0.20714
291 9 10.21330 0.27594 0.08544
292 1 1.27660 0.01959 0.00027
292 2 2.01456 0.03716 0.00080
292 3 3.05623 0.05926 0.00506
292 4 5.20578 0.14116 0.03118
292 5 5.66997 0.11730 0.03407
292 6 6.84900 0.12907 0.02644
292 7 8.64050 0.11570 0.77206
292 8 8.83452 0.19624 0.23212
292 9 10.17145 0.26443 0.08699
293 1 1.38339 0.02505 0.00033
293 2 2.09945 0.04687 0.00093
293 3 3.18266 0.06161 0.00773
293 4 5.22065 0.13234 0.03226
293 5 5.71237 0.12365 0.03234
293 6 6.81560 0.12861 0.02604
293 7 8.64020 0.11590 0.78856
293 8 8.84028 0.16231 0.25796
293 9 10.12816 0.25498 0.08858
294 1 1.49197 0.02611 0.00040
294 2 2.18185 0.05579 0.00107
294 3 3.30530 0.06270 0.00759
294 4 5.23567 0.12759 0.03347
294 5 5.75383 0.12019 0.03113
294 6 6.78196 0.12878 0.02570
294 7 8.63936 0.11627 0.81692
294 8 8.84598 0.16126 0.27680
294 9 10.08352 0.25519 0.09022
295 1 1.60198 0.03027 0.00047
295 2 2.26166 0.04587 0.00122
295 3 3.42390 0.06650 0.00738
295 4 5.25072 0.12409 0.03491
295 5 5.79415 0.11896 0.03047
295 6 6.74836 0.13214 0.02544
295 7 8.63792 0.11652 0.85704
295 8 8.85164 0.16222 0.29279
295 9 10.03765 0.28090 0.09192
296 1 1.71303 0.03227 0.00056
296 2 2.33875 0.04232 0.00139
296 3 3.53812 0.07561 0.00780
296 4 5.26573 0.12132 0.03624
296 5 5.83315 0.11896 0.03025
296 6 6.71505 0.12798 0.02527
296 7 8.63591 0.11706 0.94977
296 8 8.85734 0.16381 0.30431
296 9 9.99064 0.35949 0.09363
297 1 1.82479 0.01908 0.00067
297 2 2.41302 0.04522 0.00158
297 3 3.64772 0.07075 0.00888
297 4 5.28069 0.11965 0.03751
297 5 5.87069 0.12427 0.03058
297 6 6.68234 0.12713 0.02524
297 7 8.63327 0.13140 1.17875
297 8 8.86312 0.16638 0.31332
297 9 9.94265 0.42480 0.09552
298 1 1.93690 0.01660 0.00078
298 2 2.48437 0.04804 0.00178
298 3 3.75244 0.07180 0.01701
298 4 5.29550 0.11792 0.03887
298 5 5.90657 0.11652 0.03200
298 6 6.65054 0.12702 0.02536
298 7 8.63001 0.13751 1.12390
298 8 8.86900 0.17009 0.32064
298 9 9.89381 0.36812 0.09758
299 1 2.04904 0.01666 0.00092
299 2 2.55272 0.04876 0.00200
299 3 3.85203 0.07458 0.01585
299 4 5.31010 0.11640 0.04029
299 5 5.94072 0.11395 0.06722
299 6 6.61999 0.12805 0.02568
299 7 8.62617 0.14025 0.85595
299 8 8.87497 0.17461 0.33227
299 9 9.84425 0.33321 0.09985
300 1 2.16090 0.02334 0.00107
300 2 2.61800 0.05999 0.00223
300 3 3.94626 0.07749 0.00759
300 4 5.32452 0.11505 0.04180
300 5 5.97297 0.11180 0.01702
300 6 6.59091 0.12554 0.02627
300 7 8.62170 0.14251 0.72446
300 8 8.88102 0.17837 0.33910
300 9 9.79419 0.27324 0.10236
301 1 2.27217 0.03472 0.00125
301 2 2.68016 0.05842 0.00248
301 3 4.03488 0.08209 0.00347
301 4 5.33864 0.11405 0.04360
301 5 6.00319 0.11030 0.01933
301 6 6.56369 0.12285 0.02720
301 7 8.61669 0.13350 0.63505
301 8 8.88714 0.18154 0.34655
301 9 9.74382 0.26196 0.10516
302 1 2.38256 0.05063 0.00145
302 2 2.73916 0.06732 0.00276
302 3 4.11771 0.09352 0.00462
302 4 5.35246 0.11297 0.04535
302 5 6.03131 0.10852 0.06464
302 6 6.53856 0.12130 0.02861
302 7 8.61112 0.13420 0.57167
302 8 8.89322 0.18507 0.35503
302 9 9.69337 0.25531 0.10832
303 1 2.49177 0.07187 0.00168
303 2 2.79497 0.06304 0.00305
303 3 4.19455 0.09563 0.00892
303 4 5.36596 0.11210 0.04717
303 5 6.05722 0.10817 0.09773
303 6 6.51578 0.12050 0.03070
303 7 8.60509 0.13646 0.34687
303 8 8.89928 0.19023 0.36503
303 9 9.64306 0.24501 0.11189
304 1 2.59953 0.06784 0.00195
304 2 2.84759 0.06234 0.00340
304 3 4.26530 0.09508 0.01024
304 4 5.37912 0.11141 0.04925
304 5 6.08075 0.10703 0.10308
304 6 6.49557 0.11960 0.06965
304 7 8.59862 0.13913 0.33084
304 8 8.90522 0.19780 0.37689
304 9 9.59315 0.24201 0.11613
305 1 2.70555 0.09036 0.00227
305 2 2.89704 0.07398 0.00370
305 3 4.32978 0.09387 0.01128
305 4 5.39189 0.11087 0.05141
305 5 6.10186 0.10651 0.12302
305 6 6.47810 0.11870 0.08201
305 7 8.59175 0.14315 0.31974
305 8 8.91103 0.22054 0.39131
305 9 9.54389 0.25840 0.12105
306 1 2.80955 0.11294 0.00265
306 2 2.94334 0.06883 0.00405
306 3 4.38806 0.09220 0.01364
306 4 5.40424 0.11032 0.05375
306 5 6.12041 0.10728 0.16751
306 6 6.46350 0.11786 0.09978
306 7 8.58462 0.14492 0.31293
306 8 8.91661 0.19629 0.40983
306 9 9.49560 0.25582 0.12663
307 1 2.91125 0.14312 0.00311
307 2 2.98656 0.07123 0.00446
307 3 4.44008 0.08986 0.01822
307 4 5.41617 0.11002 0.05658
307 5 6.13639 0.10823 0.32127
307 6 6.45177 0.11715 0.14902
307 7 8.57727 0.14473 0.30907
307 8 8.92194 0.19828 0.42921
307 9 9.44856 0.25532 0.13305
308 1 3.01034 0.13402 0.00366
308 2 3.02673 0.06079 0.00487
308 3 4.48594 0.08740 0.02405
308 4 5.42765 0.10954 0.05958
308 5 6.14970 0.10867 0.20770
308 6 6.44299 0.11645 0.12409
308 7 8.56981 0.14545 0.30814
308 8 8.92701 0.20202 0.45296
308 9 9.40299 0.27165 0.14046
309 1 3.06400 0.05724 0.00534
309 2 3.10654 0.11458 0.00443
309 3 4.52591 0.08663 0.02032
309 4 5.43868 0.10943 0.06346
309 5 6.16035 0.10962 0.18226
309 6 6.43696 0.11614 0.10801
309 7 8.56231 0.14658 0.31036
309 8 8.93178 0.19594 0.48361
309 9 9.35922 0.27685 0.14904
310 1 3.09839 0.05429 0.00589
310 2 3.19951 0.10454 0.00590
310 3 4.56014 0.06307 0.01965
310 4 5.44921 0.10997 0.06807
310 5 6.16829 0.11116 0.17232
310 6 6.43358 0.11633 0.10596
310 7 8.55485 0.14332 0.31592
310 8 8.93618 0.20240 0.51813
310 9 9.31752 0.27183 0.15901
311 1 3.13001 0.06018 0.00648
311 2 3.28890 0.09721 0.00595
311 3 4.58907 0.06403 0.01979
311 4 5.45922 0.11074 0.07514
311 5 6.17363 0.11267 0.17194
311 6 6.43256 0.11774 0.10429
311 7 8.54753 0.14321 0.32403
311 8 8.94026 0.21007 0.56413
311 9 9.27807 0.25877 0.17064
312 1 3.15897 0.05700 0.00723
312 2 3.37437 0.07918 0.00624
312 3 4.61306 0.06312 0.02024
312 4 5.46869 0.11243 0.08945
312 5 6.17647 0.11426 0.17051
312 6 6.43367 0.12217 0.11024
312 7 8.54043 0.14491 0.33562
312 8 8.94398 0.22015 0.61986
312 9 9.24110 0.25364 0.18426
313 1 3.18535 0.05464 0.00817
313 2 3.45556 0.07680 0.00676
313 3 4.63254 0.06156 0.02094
313 4 5.47760 0.11494 0.09426
313 5 6.17695 0.11572 0.17353
313 6 6.43648 0.13826 0.11582
313 7 8.53362 0.14687 0.35113
313 8 8.94737 0.23107 0.69806
313 9 9.20681 0.24988 0.20028
314 1 3.20922 0.05229 0.01025
314 2 3.53200 0.06814 0.00755
314 3 4.64810 0.06074 0.02194
314 4 5.48593 0.11998 0.07767
314 5 6.17533 0.11700 0.17107
314 6 6.44071 0.12777 0.12816
314 7 8.52721 0.19014 0.37077
314 8 8.95039 0.24238 0.82407
314 9 9.17533 0.24621 0.21925
315 1 3.23068 0.05021 0.00978
315 2 3.60330 0.07004 0.00834
315 3 4.66018 0.06566 0.02240
315 4 5.49364 0.13257 0.07040
315 5 6.17189 0.11740 0.17888
315 6 6.44593 0.12452 0.15573
315 7 8.52121 0.18642 0.39590
315 8 8.95309 0.25387 1.03096
315 9 9.14676 0.24526 0.24186
316 1 3.24978 0.04849 0.00885
316 2 3.66895 0.07472 0.00951
316 3 4.66933 0.06000 0.02345
316 4 5.50068 0.12470 0.06538
316 5 6.16694 0.11632 0.19271
316 6 6.45177 0.12414 0.17285
316 7 8.51569 0.18294 0.42741
316 8 8.95546 0.26772 1.48987
316 9 9.12122 0.24656 0.27368
317 1 3.26657 0.04746 0.00839
317 2 3.72849 0.08276 0.01310
317 3 4.67607 0.07197 0.02386
317 4 5.50707 0.11963 0.06320
317 5 6.16097 0.11514 0.20698
317 6 6.45783 0.12524 0.13485
317 7 8.51072 0.18251 0.46850
317 8 8.95756 0.28501 0.96609
317 9 9.09870 0.24397 0.30685
318 1 3.28105 0.04484 0.00827
318 2 3.78143 0.09346 0.01693
318 3 4.68084 0.08190 0.02446
318 4 5.51273 0.11803 0.06009
318 5 6.15438 0.11384 0.22667
318 6 6.46383 0.12747 0.12017
318 7 8.50634 0.15451 0.52047
318 8 8.95933 0.30459 0.81690
318 9 9.07921 0.24184 0.34573
319 1 3.29331 0.04382 0.00802
319 2 3.82730 0.09758 0.01356
319 3 4.68411 0.07050 0.02476
319 4 5.51762 0.11806 0.05902
319 5 6.14766 0.11260 0.25833
319 6 6.46943 0.13020 0.11231
319 7 8.50256 0.15389 0.59273
319 8 8.96080 0.32901 0.74837
319 9 9.06282 0.24193 0.40249
320 1 3.30332 0.04328 0.00797
320 2 3.86558 0.09759 0.01836
320 3 4.68624 0.06328 0.02505
320 4 5.52170 0.11897 0.05805
320 5 6.14134 0.11287 0.32972
320 6 6.47438 0.13324 0.10717
320 7 8.49945 0.15314 0.69034
320 8 8.96200 0.36023 0.69141
320 9 9.04948 0.24267 0.49679
321 1 3.31112 0.04265 0.00791
321 2 3.89589 0.09923 0.02075
321 3 4.68755 0.05731 0.02534
321 4 5.52497 0.12211 0.05720
321 5 6.13585 0.11665 0.49236
321 6 6.47846 0.13738 0.10346
321 7 8.49699 0.15323 0.85266
321 8 8.96293 0.41272 0.66687
321 9 9.03910 0.24356 0.64581
322 1 3.31666 0.04237 0.00787
322 2 3.91781 0.09830 0.04136
322 3 4.68830 0.05288 0.02562
322 4 5.52730 0.12069 0.05650
322 5 6.13160 0.11979 0.29238
322 6 6.48148 0.14554 0.10067
322 7 8.49522 0.15317 1.21581
322 8 8.96358 0.57585 0.64616
322 9 9.03173 0.24389 0.52882
323 1 3.32002 0.04210 0.00782
323 2 3.93109 0.09526 0.02843
323 3 4.68869 0.04772 0.02589
323 4 5.52874 0.12110 0.05592
323 5 6.12890 0.10587 0.26226
323 6 6.48334 0.16848 0.09970
323 7 8.49417 0.15274 1.13597
323 8 8.96397 0.52548 0.62978
323 9 9.02732 0.24441 0.83265
324 1 3.32113 0.04213 0.00778
324 2 3.93556 0.09390 0.02408
324 3 4.68881 0.04718 0.02612
324 4 5.52922 0.12133 0.05549
324 5 6.12797 0.10308 0.25371
324 6 6.48397 0.16238 0.09972
324 7 8.49381 0.15296 1.04131
324 8 8.96409 0.60198 0.61766
324 9 9.02585 0.24437 0.59843
325 1 0.60978 0.00809 0.00005
325 2 1.36406 0.02885 0.00022
325 3 2.08859 0.04901 0.00091
325 4 5.11137 0.14217 0.02572
325 5 5.36655 0.11536 0.04270
325 6 7.05906 0.12957 0.02970
325 7 8.63049 0.15618 1.18723
325 8 8.78404 0.14715 0.07872
325 9 10.43002 0.31573 0.07726
326 1 0.68874 0.01092 0.00007
326 2 1.45945 0.02989 0.00027
326 3 2.22361 0.06208 0.00114
326 4 5.12285 0.14068 0.02635
326 5 5.40616 0.11343 0.04842
326 6 7.03409 0.12943 0.02933
326 7 8.63309 0.15156 1.17052
326 8 8.79210 0.14923 0.09190
326 9 10.40019 0.34556 0.07849
327 1 0.77260 0.00938 0.00009
327 2 1.55463 0.02304 0.00033
327 3 2.35886 0.06317 0.00144
327 4 5.13509 0.13430 0.02687
327 5 5.44708 0.11238 0.05929
327 6 7.00753 0.12896 0.02883
327 7 8.63552 0.14705 0.96673
327 8 8.79969 0.15170 0.10748
327 9 10.36826 0.37564 0.07956
328 1 0.86093 0.01162 0.00011
328 2 1.64907 0.02205 0.00040
328 3 2.49360 0.05968 0.00179
328 4 5.14801 0.13157 0.02758
328 5 5.48893 0.11212 0.06372
328 6 6.97944 0.12878 0.02837
328 7 8.63771 0.14424 0.85679
328 8 8.80679 0.15457 0.12570
328 9 10.33436 0.36720 0.08085
329 1 0.95330 0.01572 0.00014
329 2 1.74233 0.02315 0.00049
329 3 2.62723 0.05505 0.00224
329 4 5.16156 0.13226 0.02836
329 5 5.53141 0.11278 0.04794
329 6 6.95000 0.12914 0.02790
329 7 8.63960 0.14266 0.80177
329 8 8.81348 0.15781 0.14629
329 9 10.29856 0.31735 0.08221
330 1 1.04931 0.01653 0.00017
330 2 1.83409 0.02378 0.00058
330 3 2.75921 0.05662 0.00280
330 4 5.17562 0.13243 0.02921
330 5 5.57416 0.11330 0.04144
330 6 6.91939 0.13253 0.02742
330 7 8.64110 0.14029 0.75553
330 8 8.81977 0.16252 0.16905
330 9 10.26097 0.29007 0.08364
331 1 1.14853 0.02048 0.00021
331 2 1.92406 0.02499 0.00068
331 3 2.88904 0.06357 0.00349
331 4 5.19010 0.13230 0.03015
331 5 5.61685 0.11441 0.03733
331 6 6.88776 0.13033 0.02696
331 7 8.64218 0.11610 0.73567
331 8 8.82574 0.16899 0.19310
331 9 10.22169 0.27593 0.08510
332 1 1.25053 0.02015 0.00026
332 2 2.01201 0.03514 0.00080
332 3 3.01630 0.05952 0.00462
332 4 5.20494 0.13561 0.03115
332 5 5.65921 0.11638 0.03471
332 6 6.85532 0.12878 0.02651
332 7 8.64278 0.11612 0.72691
332 8 8.83150 0.17965 0.22107
332 9 10.18083 0.26490 0.08660
333 1 1.35493 0.02467 0.00031
333 2 2.09776 0.04445 0.00092
333 3 3.14060 0.06065 0.00646
333 4 5.22002 0.13602 0.03225
333 5 5.70103 0.12182 0.03271
333 6 6.82229 0.12819 0.02611
333 7 8.64287 0.11627 0.72506
333 8 8.83707 0.18647 0.24533
333 9 10.13847 0.25566 0.08815
334 1 1.46133 0.02250 0.00038
334 2 2.18115 0.05295 0.00107
334 3 3.26156 0.06277 0.00820
334 4 5.23531 0.13028 0.03363
334 5 5.74201 0.12009 0.03144
334 6 6.78892 0.12805 0.02577
334 7 8.64242 0.11675 0.73471
334 8 8.84262 0.16294 0.26693
334 9 10.09470 0.25138 0.08975
335 1 1.56934 0.02715 0.00045
335 2 2.26202 0.04537 0.00122
335 3 3.37887 0.06215 0.00739
335 4 5.25066 0.12642 0.03496
335 5 5.78204 0.11802 0.03058
335 6 6.75546 0.12795 0.02549
335 7 8.64137 0.11732 0.75368
335 8 8.84816 0.16122 0.28491
335 9 10.04967 0.27951 0.09142
336 1 1.67861 0.03184 0.00053
336 2 2.34025 0.04168 0.00139
336 3 3.49219 0.06994 0.00764
336 4 5.26606 0.12343 0.03615
336 5 5.82083 0.11716 0.03018
336 6 6.72219 0.12926 0.02532
336 7 8.63975 0.11790 0.80278
336 8 8.85374 0.16193 0.29838
336 9 10.00344 0.34503 0.09316
337 1 1.78876 0.02414 0.00063
337 2 2.41572 0.05140 0.00159
337 3 3.60126 0.07114 0.00831
337 4 5.28144 0.12131 0.03750
337 5 5.85827 0.11775 0.03040
337 6 6.68939 0.12674 0.02527
337 7 8.63750 0.11859 0.87317
337 8 8.85944 0.16350 0.30912
337 9 9.95614 0.36901 0.09501
338 1 1.89945 0.01855 0.00074
338 2 2.48834 0.04798 0.00179
338 3 3.70573 0.07165 0.01380
338 4 5.29670 0.11961 0.03894
338 5 5.89419 0.12249 0.03133
338 6 6.65737 0.12665 0.02537
338 7 8.63462 0.12805 1.02496
338 8 8.86525 0.16643 0.31755
338 9 9.90793 0.40928 0.09699
339 1 2.01036 0.01500 0.00087
339 2 2.55800 0.04971 0.00202
339 3 3.80536 0.07228 0.02044
339 4 5.31184 0.11781 0.04045
339 5 5.92849 0.11501 0.03500
339 6 6.62643 0.12658 0.02567
339 7 8.63114 0.13054 1.31204
339 8 8.87116 0.17028 0.32958
339 9 9.85897 0.34870 0.09916
340 1 2.12117 0.01717 0.00101
340 2 2.62464 0.05702 0.00226
340 3 3.89991 0.07572 0.01096
340 4 5.32677 0.11651 0.04206
340 5 5.96098 0.11255 0.01616
340 6 6.59690 0.12874 0.02623
340 7 8.62704 0.13205 0.88610
340 8 8.87721 0.17362 0.33675
340 9 9.80939 0.27770 0.10159
341 1 2.23156 0.02802 0.00118
341 2 2.68819 0.05542 0.00252
341 3 3.98910 0.07868 0.00657
341 4 5.34146 0.11529 0.04386
341 5 5.99156 0.11078 0.01832
341 6 6.56905 0.12436 0.02712
341 7 8.62236 0.13558 0.73623
341 8 8.88333 0.17632 0.34396
341 9 9.75941 0.26478 0.10431
342 1 2.34124 0.05060 0.00137
342 2 2.74859 0.06659 0.00281
342 3 4.07274 0.08218 0.00391
342 4 5.35588 0.11410 0.04578
342 5 6.02010 0.10922 0.05226
342 6 6.54321 0.12193 0.02846
342 7 8.61708 0.13675 0.63934
342 8 8.88948 0.17926 0.35215
342 9 9.70926 0.25753 0.10736
343 1 2.44992 0.06425 0.00159
343 2 2.80582 0.06318 0.00312
343 3 4.15063 0.09584 0.00553
343 4 5.36997 0.11320 0.04775
343 5 6.04651 0.10789 0.10283
343 6 6.51956 0.12087 0.03046
343 7 8.61130 0.13726 0.57124
343 8 8.89562 0.18289 0.36159
343 9 9.65913 0.24722 0.11083
344 1 2.55731 0.07449 0.00184
344 2 2.85986 0.06195 0.00344
344 3 4.22261 0.09326 0.01082
344 4 5.38373 0.11248 0.04986
344 5 6.07068 0.10775 0.09842
344 6 6.49836 0.12002 0.06789
344 7 8.60503 0.13932 0.34382
344 8 8.90171 0.18902 0.37264
344 9 9.60928 0.24331 0.11476
345 1 2.66313 0.07442 0.00214
345 2 2.91072 0.06740 0.00380
345 3 4.28853 0.09554 0.01052
345 4 5.39713 0.11176 0.05237
345 5 6.09250 0.10652 0.09993
345 6 6.47983 0.11898 0.07998
345 7 8.59832 0.14079 0.32780
345 8 8.90770 0.19455 0.38557
345 9 9.55999 0.24297 0.11926
346 1 2.76710 0.10734 0.00248
346 2 2.95841 0.08068 0.00417
346 3 4.34834 0.09337 0.01190
346 4 5.41017 0.11134 0.05501
346 5 6.11184 0.10670 0.14288
346 6 6.46407 0.11810 0.09779
346 7 8.59127 0.14371 0.31675
346 8 8.91352 0.19348 0.40111
346 9 9.51152 0.25435 0.12442
347 1 2.86894 0.13272 0.00292
347 2 3.00299 0.06640 0.00462
347 3 4.40206 0.09089 0.01459
347 4 5.42277 0.11086 0.05812
347 5 6.12866 0.10855 0.20688
347 6 6.45114 0.11730 0.15945
347 7 8.58396 0.14674 0.30994
347 8 8.91916 0.19301 0.41984
347 9 9.46415 0.25105 0.13035
348 1 2.96835 0.14726 0.00343
348 2 3.04448 0.05920 0.00510
348 3 4.44973 0.08787 0.02020
348 4 5.43494 0.11037 0.06189
348 5 6.14287 0.10822 0.24799
348 6 6.44107 0.11665 0.11469
348 7 8.57646 0.14998 0.30672
348 8 8.92452 0.19624 0.44467
348 9 9.41813 0.25557 0.13778
349 1 3.06505 0.12512 0.00407
349 2 3.08298 0.05538 0.00562
349 3 4.49152 0.08641 0.02271
349 4 5.44663 0.10977 0.06676
349 5 6.15444 0.10897 0.19587
349 6 6.43379 0.11614 0.10334
349 7 8.56885 0.15544 0.30607
349 8 8.92965 0.18924 0.47106
349 9 9.37379 0.27911 0.14609
350 1 3.11859 0.06274 0.00626
350 2 3.15870 0.10859 0.00506
350 3 4.52762 0.08691 0.02041
350 4 5.45787 0.11026 0.07401
350 5 6.16334 0.11025 0.17795
350 6 6.42914 0.11618 0.09918
350 7 8.56123 0.14797 0.30863
350 8 8.93444 0.19548 0.50573
350 9 9.33137 0.27363 0.15570
351 1 3.15136 0.05969 0.00698
351 2 3.24900 0.09508 0.00605
351 3 4.55831 0.06109 0.01973
351 4 5.46857 0.11090 0.08901
351 5 6.16964 0.11175 0.17174
351 6 6.42692 0.11714 0.09785
351 7 8.55368 0.14766 0.31444
351 8 8.93894 0.20220 0.54968
351 9 9.29108 0.26689 0.16687
352 1 3.18143 0.05784 0.00802
352 2 3.33561 0.08643 0.00616
352 3 4.58404 0.06270 0.01987
352 4 5.47877 0.11282 0.09078
352 5 6.17339 0.11327 0.17125
352 6 6.42692 0.11990 0.09845
352 7 8.54630 0.14880 0.32341
352 8 8.94311 0.21318 0.60723
352 9 9.25318 0.25701 0.17993
353 1 3.20883 0.05595 0.01017
353 2 3.41811 0.07633 0.00649
353 3 4.60517 0.06224 0.02030
353 4 5.48842 0.11403 0.07287
353 5 6.17471 0.11474 0.16863
353 6 6.42875 0.12812 0.10454
353 7 8.53917 0.15067 0.33559
353 8 8.94692 0.22238 0.68787
353 9 9.21784 0.25579 0.19525
354 1 3.23371 0.05408 0.00966
354 2 3.49618 0.07857 0.00716
354 3 4.62223 0.06087 0.02084
354 4 5.49747 0.11772 0.06772
354 5 6.17384 0.11602 0.17728
354 6 6.43211 0.13006 0.10872
354 7 8.53233 0.19638 0.35183
354 8 8.95042 0.23264 0.82486
354 9 9.18522 0.24811 0.21334
355 1 3.25611 0.05212 0.00872
355 2 3.56930 0.06884 0.00797
355 3 4.63566 0.06019 0.02134
355 4 5.50593 0.12607 0.06344
355 5 6.17099 0.11726 0.18026
355 6 6.43660 0.12510 0.11852
355 7 8.52592 0.19299 0.37251
355 8 8.95357 0.24354 1.12096
355 9 9.15545 0.24672 0.23476
356 1 3.27613 0.04952 0.00831
356 2 3.63711 0.07271 0.00899
356 3 4.64597 0.06077 0.02198
356 4 5.51375 0.12860 0.05969
356 5 6.16652 0.11808 0.19052
356 6 6.44185 0.12401 0.13209
356 7 8.51995 0.18760 0.39895
356 8 8.95642 0.25697 1.15366
356 9 9.12865 0.24925 0.26468
357 1 3.29382 0.04862 0.00801
357 2 3.69911 0.07909 0.01190
357 3 4.65371 0.05978 0.02250
357 4 5.52092 0.12046 0.05807
357 5 6.16082 0.12391 0.20521
357 6 6.44755 0.12457 0.16683
357 7 8.51453 0.18471 0.43187
357 8 8.95891 0.27277 0.83490
357 9 9.10482 0.24257 0.29450
358 1 3.30926 0.04829 0.00791
358 2 3.75481 0.08909 0.01438
358 3 4.65931 0.05860 0.02281
358 4 5.52733 0.11839 0.05630
358 5 6.15429 0.11421 0.22562
358 6 6.45333 0.12668 0.15515
358 7 8.50967 0.18342 0.47514
358 8 8.96110 0.29194 0.72668
358 9 9.08401 0.24135 0.33557
359 1 3.32242 0.04474 0.00776
359 2 3.80371 0.09500 0.01681
359 3 4.66324 0.08383 0.02333
359 4 5.53300 0.11783 0.05461
359 5 6.14739 0.11225 0.25883
359 6 6.45888 0.12920 0.13370
359 7 8.50544 0.18167 0.52931
359 8 8.96296 0.31516 0.66661
359 9 9.06626 0.24156 0.38946
360 1 3.33336 0.04393 0.00777
360 2 3.84538 0.09371 0.01763
360 3 4.66588 0.05960 0.02353
360 4 5.53786 0.11861 0.05381
360 5 6.14068 0.11144 0.35197
360 6 6.46392 0.13166 0.12113
360 7 8.50184 0.15818 0.60563
360 8 8.96451 0.34532 0.61211
360 9 9.05151 0.24289 0.46326
361 1 3.34212 0.04348 0.00775
361 2 3.87931 0.09360 0.01994
361 3 4.66759 0.05516 0.02375
361 4 5.54181 0.12088 0.05310
361 5 6.13456 0.11254 0.35840
361 6 6.46823 0.13458 0.11494
361 7 8.49894 0.15601 0.70775
361 8 8.96574 0.44206 0.59081
361 9 9.03976 0.24359 0.61826
362 1 3.34865 0.04292 0.00773
362 2 3.90516 0.09384 0.02441
362 3 4.66861 0.05112 0.02395
362 4 5.54487 0.12223 0.05249
362 5 6.12956 0.12026 0.26477
362 6 6.47162 0.13934 0.11056
362 7 8.49675 0.15758 0.87344
362 8 8.96667 0.42528 0.57289
362 9 9.03101 0.24393 0.53410
363 1 3.35303 0.04270 0.00770
363 2 3.92257 0.09107 0.03196
363 3 4.66915 0.04876 0.02413
363 4 5.54691 0.12203 0.05198
363 5 6.12596 0.10988 0.24118
363 6 6.47396 0.15121 0.10833
363 7 8.49525 0.15688 1.14047
363 8 8.96730 0.46953 0.55853
363 9 9.02516 0.24413 0.53733
364 1 3.35522 0.04251 0.00766
364 2 3.93136 0.08883 0.02881
364 3 4.66942 0.04673 0.02432
364 4 5.54796 0.12234 0.05150
364 5 6.12410 0.10369 0.22453
364 6 6.47516 0.16352 0.10780
364 7 8.49453 0.15701 1.23611
364 8 8.96760 0.51756 0.54387
364 9 9.02225 0.24446 0.42429
365 1 0.76886 0.00934 0.00009
365 2 1.55337 0.02192 0.00033
365 3 2.35176 0.06300 0.00142
365 4 5.13482 0.13402 0.02696
365 5 5.44528 0.11229 0.05852
365 6 7.00852 0.12903 0.02892
365 7 8.63576 0.14706 0.94897
365 8 8.79912 0.15108 0.10440
365 9 10.36958 0.39871 0.07972
366 1 0.85361 0.01147 0.00011
366 2 1.64721 0.02123 0.00040
366 3 2.48022 0.06848 0.00174
366 4 5.14756 0.13179 0.02769
366 5 5.48551 0.11197 0.06847
366 6 6.98139 0.12874 0.02848
366 7 8.63822 0.14531 0.82640
366 8 8.80574 0.15317 0.12137
366 9 10.33690 0.34805 0.08100
367 1 0.94257 0.01548 0.00014
367 2 1.74039 0.02237 0.00048
367 3 2.60831 0.06237 0.00216
367 4 5.16099 0.13302 0.02839
367 5 5.52652 0.11279 0.04938
367 6 6.95279 0.12888 0.02797
367 7 8.64041 0.14060 0.77038
367 8 8.81198 0.15537 0.14084
367 9 10.30231 0.31370 0.08217
368 1 1.03534 0.01636 0.00017
