# 8x8x1 supercell for harmonic, 6x6x1 supercell for cubic ifcs
# 100x100x1 k points for kappa
# cubic ifcs up to 8NN shell trained with ordinary least squares by 200 configurations.
# Temperature = 300 K
"k index (irred.)" "branch index" "f (THz)" "mfp (nm)" multiplicity "modal kappa (W/mK)"
172 3 4.08728 25.71510 12 0.00070
172 4 5.32294 2.63720 12 0.00001
172 5 6.01228 6.40687 12 0.00006
172 6 6.56761 5.04737 12 0.00004
172 7 8.60656 0.32098 12 0.00000
172 8 8.89208 0.29071 12 0.00000
172 9 9.73825 3.96717 12 0.00005
173 1 2.41186 57.00730 12 0.00205
173 2 2.68285 26.25000 12 0.00051
173 3 4.17116 21.26330 12 0.00054
173 4 5.33571 2.58266 12 0.00001
173 5 6.04055 4.02843 12 0.00003
173 6 6.54288 4.56985 12 0.00003
173 7 8.60069 0.36052 12 0.00000
173 8 8.89802 0.29231 12 0.00000
173 9 9.68722 4.08848 12 0.00006
174 1 2.52275 42.14130 12 0.00150
174 2 2.73766 24.14780 12 0.00045
174 3 4.24872 19.64790 12 0.00046
174 4 5.34809 2.53053 12 0.00001
174 5 6.06645 3.41547 12 0.00003
174 6 6.52064 4.02587 12 0.00003
174 7 8.59442 0.39558 12 0.00000
174 8 8.90384 0.28792 12 0.00000
174 9 9.63644 4.04939 12 0.00006
175 1 2.63199 45.09450 12 0.00157
175 2 2.78925 23.91430 12 0.00042
175 3 4.31986 17.61570 12 0.00038
175 4 5.36011 2.46996 12 0.00001
175 5 6.08989 3.09307 12 0.00002
175 6 6.50109 2.80412 12 0.00002
175 7 8.58776 0.42514 12 0.00000
175 8 8.90950 0.27611 12 0.00000
175 9 9.58616 3.94102 12 0.00005
176 1 2.73929 28.09240 12 0.00096
176 2 2.83765 23.14570 12 0.00038
176 3 4.38446 16.15590 12 0.00031
176 4 5.37174 2.40840 12 0.00001
176 5 6.11076 2.25175 12 0.00001
176 6 6.48439 2.23358 12 0.00001
176 7 8.58084 0.44392 12 0.00000
176 8 8.91493 0.26736 12 0.00000
176 9 9.53670 3.79177 12 0.00005
177 1 2.84437 22.43080 12 0.00075
177 2 2.88292 20.54550 12 0.00032
177 3 4.44253 14.15520 12 0.00025
177 4 5.38295 2.34640 12 0.00001
177 5 6.12902 1.52129 12 0.00001
177 6 6.47072 1.69152 12 0.00001
177 7 8.57370 0.45508 12 0.00000
177 8 8.92011 0.24929 12 0.00000
177 9 9.48828 3.48506 12 0.00005
178 1 2.92510 17.91110 12 0.00026
178 2 2.94694 21.04560 12 0.00068
178 3 4.49413 12.47450 12 0.00019
178 4 5.39369 2.27458 12 0.00001
178 5 6.14455 1.18069 12 0.00001
178 6 6.46005 1.17988 12 0.00000
178 7 8.56645 0.48524 12 0.00000
178 8 8.92497 0.22580 12 0.00000
178 9 9.44124 3.21428 12 0.00004
179 1 2.96428 18.54320 12 0.00026
179 2 3.04670 20.24640 12 0.00064
179 3 4.53940 11.34090 12 0.00015
179 4 5.40400 2.20246 12 0.00001
179 5 6.15738 1.09560 12 0.00000
179 6 6.45237 0.74357 12 0.00000
179 7 8.55916 0.48430 12 0.00000
179 8 8.92947 0.20418 12 0.00000
179 9 9.39583 3.01296 12 0.00004
180 1 3.00056 18.56750 12 0.00024
180 2 3.14335 23.52800 12 0.00071
180 3 4.57852 10.00870 12 0.00012
180 4 5.41380 2.13008 12 0.00001
180 5 6.16745 0.87568 12 0.00000
180 6 6.44755 0.47732 12 0.00000
180 7 8.55191 0.47272 12 0.00000
180 8 8.93361 0.17641 12 0.00000
180 9 9.35236 2.83089 12 0.00003
181 1 3.03402 18.29190 12 0.00023
181 2 3.23653 25.12200 12 0.00073
181 3 4.61186 10.54220 12 0.00011
181 4 5.42313 2.05911 12 0.00001
181 5 6.17483 0.63114 12 0.00000
181 6 6.44542 0.36712 12 0.00000
181 7 8.54483 0.44619 12 0.00000
181 8 8.93735 0.14944 12 0.00000
181 9 9.31104 2.69536 12 0.00003
182 1 3.06475 17.90320 12 0.00021
182 2 3.32590 27.21030 12 0.00076
182 3 4.63974 8.58480 12 0.00007
182 4 5.43188 1.96839 12 0.00001
182 5 6.17956 0.37245 12 0.00000
182 6 6.44569 0.38482 12 0.00000
182 7 8.53794 0.42708 12 0.00000
182 8 8.94074 0.12355 12 0.00000
182 9 9.27213 2.51011 12 0.00003
183 1 3.09287 17.51000 12 0.00019
183 2 3.41107 27.46440 12 0.00073
183 3 4.66264 7.18331 12 0.00005
183 4 5.44012 1.88946 12 0.00001
183 5 6.18184 0.17239 12 0.00000
183 6 6.44800 0.45754 12 0.00000
183 7 8.53134 0.39011 12 0.00000
183 8 8.94371 0.10081 12 0.00000
183 9 9.23586 2.27358 12 0.00002
184 1 3.11844 16.97610 12 0.00017
184 2 3.49168 25.52660 12 0.00063
184 3 4.68108 6.20816 12 0.00004
184 4 5.44777 1.79745 12 0.00001
184 5 6.18181 0.17914 12 0.00000
184 6 6.45201 0.55447 12 0.00000
184 7 8.52511 0.34804 12 0.00000
184 8 8.94632 0.08092 12 0.00000
184 9 9.20234 2.03496 12 0.00002
185 1 3.14153 16.58880 12 0.00016
185 2 3.56726 27.20700 12 0.00063
185 3 4.69559 4.84899 12 0.00003
185 4 5.45481 1.67533 12 0.00001
185 5 6.17974 0.31628 12 0.00000
185 6 6.45732 0.74709 12 0.00000
185 7 8.51929 0.30258 12 0.00000
185 8 8.94857 0.06418 12 0.00000
185 9 9.17173 1.78202 12 0.00001
186 1 3.16221 16.05130 12 0.00015
186 2 3.63735 23.77600 12 0.00051
186 3 4.70671 4.01188 12 0.00002
186 4 5.46123 1.46855 12 0.00001
186 5 6.17599 0.46562 12 0.00000
186 6 6.46347 0.87075 12 0.00000
186 7 8.51393 0.25664 12 0.00000
186 8 8.95051 0.05089 12 0.00000
186 9 9.14415 1.52429 12 0.00001
187 1 3.18056 14.08610 12 0.00012
187 2 3.70148 19.40060 12 0.00037
187 3 4.71502 3.62141 12 0.00001
187 4 5.46702 1.51782 12 0.00001
187 5 6.17093 0.55200 12 0.00000
187 6 6.47009 0.94116 12 0.00000
187 7 8.50907 0.21036 12 0.00000
187 8 8.95213 0.04082 12 0.00000
187 9 9.11963 1.26120 12 0.00001
188 1 3.19657 13.58240 12 0.00011
188 2 3.75913 15.33460 12 0.00026
188 3 4.72101 3.12895 12 0.00001
188 4 5.47214 1.41718 12 0.00000
188 5 6.16499 0.59002 12 0.00000
188 6 6.47678 0.95821 12 0.00000
188 7 8.50478 0.16670 12 0.00000
188 8 8.95351 0.03246 12 0.00000
188 9 9.09822 1.02515 12 0.00001
189 1 3.21030 12.77120 12 0.00010
189 2 3.80979 11.60620 12 0.00017
189 3 4.72518 3.38077 12 0.00001
189 4 5.47658 1.45522 12 0.00000
189 5 6.15864 0.57608 12 0.00000
189 6 6.48322 0.93528 12 0.00000
189 7 8.50103 0.12499 12 0.00000
189 8 8.95462 0.02458 12 0.00000
189 9 9.07996 0.80871 12 0.00000
190 1 3.22172 12.20860 12 0.00009
190 2 3.85296 8.47826 12 0.00011
190 3 4.72794 3.47897 12 0.00001
190 4 5.48033 1.54599 12 0.00001
190 5 6.15237 0.51416 12 0.00000
190 6 6.48904 0.87819 12 0.00000
190 7 8.49789 0.08698 12 0.00000
190 8 8.95552 0.02379 12 0.00000
190 9 9.06476 0.60903 12 0.00000
191 1 3.23089 12.19730 12 0.00009
191 2 3.88816 6.32282 12 0.00006
191 3 4.72968 3.29732 12 0.00001
191 4 5.48335 1.55612 12 0.00001
191 5 6.14667 0.41961 12 0.00000
191 6 6.49404 0.79637 12 0.00000
191 7 8.49537 0.05010 12 0.00000
191 8 8.95618 0.02816 12 0.00000
191 9 9.05268 0.43795 12 0.00000
192 1 3.23776 11.99350 12 0.00008
192 2 3.91499 3.85747 12 0.00003
192 3 4.73072 3.37787 12 0.00001
192 4 5.48563 1.57656 12 0.00001
192 5 6.14194 0.28798 12 0.00000
192 6 6.49797 0.69938 12 0.00000
192 7 8.49345 0.04045 12 0.00000
192 8 8.95669 0.02916 12 0.00000
192 9 9.04366 0.28383 12 0.00000
193 1 3.24235 11.82100 12 0.00008
193 2 3.93307 5.11299 12 0.00002
193 3 4.73129 3.46818 12 0.00001
193 4 5.48716 1.59338 12 0.00001
193 5 6.13858 0.19654 12 0.00000
193 6 6.50067 0.60495 12 0.00000
193 7 8.49216 0.03358 12 0.00000
193 8 8.95702 0.02983 12 0.00000
193 9 9.03766 0.13904 12 0.00000
194 1 3.24465 11.78230 12 0.00008
194 2 3.94218 1.96674 12 0.00000
194 3 4.73153 3.46353 12 0.00001
194 4 5.48791 1.61310 12 0.00001
194 5 6.13684 0.13769 12 0.00000
194 6 6.50208 0.49270 12 0.00000
194 7 8.49153 0.02675 12 0.00000
194 8 8.95717 0.03055 12 0.00000
194 9 9.03467 0.09394 12 0.00000
195 1 0.22383 1177.11000 6 0.02242
195 2 0.78435 385.51400 6 0.01416
195 3 1.23396 667.39000 6 0.03738
195 4 5.05783 1.11870 6 0.00000
195 5 5.15727 5.61515 6 0.00006
195 6 7.17919 3.13141 6 0.00002
195 7 8.61577 0.09981 6 0.00000
195 8 8.72258 3.16324 6 0.00002
195 9 10.57209 1.58993 6 0.00001
196 1 0.27787 783.47800 12 0.01648
196 2 0.88319 331.70300 12 0.01213
196 3 1.38514 460.78300 12 0.02546
196 4 5.06499 1.20490 12 0.00000
196 5 5.18821 6.41244 12 0.00007
196 6 7.16252 3.47327 12 0.00002
196 7 8.61792 0.10178 12 0.00000
196 8 8.73424 3.07070 12 0.00002
196 9 10.55257 1.74489 12 0.00001
197 1 0.33891 714.98800 12 0.01641
197 2 0.98365 279.36200 12 0.01014
197 3 1.53908 331.13800 12 0.01803
197 4 5.07318 1.47254 12 0.00000
197 5 5.22247 6.69461 12 0.00008
197 6 7.14369 3.72857 12 0.00002
197 7 8.62020 0.10197 12 0.00000
197 8 8.74603 2.89314 12 0.00002
197 9 10.53045 1.84832 12 0.00001
198 1 0.40651 730.29400 12 0.01810
198 2 1.08471 253.43000 12 0.00911
198 3 1.69426 238.94700 12 0.01281
198 4 5.08229 1.68337 12 0.00001
198 5 5.25965 7.16247 12 0.00009
198 6 7.12283 4.06447 12 0.00003
198 7 8.62257 0.09784 12 0.00000
198 8 8.75766 2.63810 12 0.00001
198 9 10.50578 1.89245 12 0.00001
199 1 0.48024 533.77800 12 0.01415
199 2 1.18567 206.88000 12 0.00735
199 3 1.84957 163.64000 12 0.00862
199 4 5.09227 1.85276 12 0.00001
199 5 5.29922 7.80599 12 0.00010
199 6 7.10007 4.36733 12 0.00003
199 7 8.62494 0.08726 12 0.00000
199 8 8.76884 2.33387 12 0.00001
199 9 10.47868 2.11311 12 0.00002
200 1 0.55965 301.99700 12 0.00849
200 2 1.28602 147.19000 12 0.00515
200 3 2.00417 111.41500 12 0.00576
200 4 5.10307 2.02768 12 0.00001
200 5 5.34080 8.06977 12 0.00011
200 6 7.07552 4.65494 12 0.00004
200 7 8.62725 0.07886 12 0.00000
200 8 8.77948 2.00290 12 0.00001
200 9 10.44933 2.30257 12 0.00002
201 1 0.64430 290.50700 12 0.00859
201 2 1.38535 184.66700 12 0.00636
201 3 2.15742 82.37710 12 0.00418
201 4 5.11461 2.16964 12 0.00001
201 5 5.38394 8.12722 12 0.00011
201 6 7.04929 4.93267 12 0.00004
201 7 8.62941 0.06774 12 0.00000
201 8 8.78944 1.67021 12 0.00001
201 9 10.41779 2.24152 12 0.00002
202 1 0.73374 270.55200 12 0.00836
202 2 1.48336 140.93800 12 0.00477
202 3 2.30876 91.49110 12 0.00454
202 4 5.12681 2.29490 12 0.00001
202 5 5.42822 7.89855 12 0.00011
202 6 7.02156 5.19021 12 0.00004
202 7 8.63135 0.04848 12 0.00000
202 8 8.79864 1.35390 12 0.00000
202 9 10.38424 2.37840 12 0.00002
203 1 0.82750 267.05400 12 0.00857
203 2 1.57979 106.03300 12 0.00352
203 3 2.45776 92.05530 12 0.00446
203 4 5.13958 2.32226 12 0.00001
203 5 5.47325 6.15146 12 0.00009
203 6 6.99242 5.44959 12 0.00005
203 7 8.63303 0.05766 12 0.00000
203 8 8.80715 1.05480 12 0.00000
203 9 10.34872 2.64765 12 0.00003
204 1 0.92515 234.87700 12 0.00779
204 2 1.67443 98.35010 12 0.00320
204 3 2.60401 94.59260 12 0.00447
204 4 5.15286 2.50534 12 0.00001
204 5 5.51867 8.06315 12 0.00012
204 6 6.96202 5.67925 12 0.00005
204 7 8.63441 0.06542 12 0.00000
204 8 8.81501 0.80933 12 0.00000
204 9 10.31142 2.89049 12 0.00003
205 1 1.02625 191.16300 12 0.00652
205 2 1.76708 98.34060 12 0.00312
205 3 2.74718 90.04620 12 0.00414
205 4 5.16653 2.59338 12 0.00001
205 5 5.56418 8.41178 12 0.00012
205 6 6.93054 5.86136 12 0.00006
205 7 8.63540 0.06717 12 0.00000
205 8 8.82223 0.59372 12 0.00000
205 9 10.27236 3.08744 12 0.00003
206 1 1.13035 165.48200 12 0.00577
206 2 1.85760 91.62760 12 0.00284
206 3 2.88695 67.08620 12 0.00299
206 4 5.18053 2.62723 12 0.00001
206 5 5.60942 8.49541 12 0.00012
206 6 6.89813 5.81626 12 0.00006
206 7 8.63594 0.06978 12 0.00000
206 8 8.82898 0.44855 12 0.00000
206 9 10.23171 3.01645 12 0.00003
207 1 1.23705 157.39600 12 0.00560
207 2 1.94582 83.50010 12 0.00252
207 3 3.02302 64.47730 12 0.00279
207 4 5.19477 2.57644 12 0.00001
207 5 5.65412 8.40872 12 0.00012
207 6 6.86504 6.13648 12 0.00006
207 7 8.63603 0.07211 12 0.00000
207 8 8.83533 0.40658 12 0.00000
207 9 10.18950 3.38902 12 0.00004
208 1 1.34593 156.38600 12 0.00565
208 2 2.03162 56.29100 12 0.00165
208 3 3.15517 56.64210 12 0.00236
208 4 5.20919 2.70670 12 0.00001
208 5 5.69804 8.17198 12 0.00011
208 6 6.83140 6.26790 12 0.00006
208 7 8.63561 0.07102 12 0.00000
208 8 8.84142 0.34283 12 0.00000
208 9 10.14585 3.63241 12 0.00004
209 1 1.45659 130.87100 12 0.00478
209 2 2.11486 50.11220 12 0.00143
209 3 3.28306 51.52000 12 0.00207
209 4 5.22367 2.80337 12 0.00001
209 5 5.74097 7.65879 12 0.00010
209 6 6.79749 6.27665 12 0.00007
209 7 8.63465 0.07124 12 0.00000
209 8 8.84733 0.30136 12 0.00000
209 9 10.10088 3.77513 12 0.00005
210 1 1.56864 116.34600 12 0.00429
210 2 2.19543 41.19450 12 0.00114
210 3 3.40651 47.05470 12 0.00182
210 4 5.23818 2.85254 12 0.00001
210 5 5.78270 7.66796 12 0.00010
210 6 6.76362 6.36998 12 0.00007
210 7 8.63309 0.06691 12 0.00000
210 8 8.85311 0.27872 12 0.00000
210 9 10.05465 3.89047 12 0.00005
211 1 1.68172 89.02470 12 0.00330
211 2 2.27323 49.15240 12 0.00131
211 3 3.52529 35.20950 12 0.00130
211 4 5.25263 2.88032 12 0.00001
211 5 5.82305 7.28809 12 0.00009
211 6 6.72995 6.38121 12 0.00007
211 7 8.63096 0.06751 12 0.00000
211 8 8.85890 0.26893 12 0.00000
211 9 10.00728 3.30166 12 0.00004
212 1 1.79548 154.18000 12 0.00573
212 2 2.34815 50.05220 12 0.00129
212 3 3.63912 39.61630 12 0.00140
212 4 5.26699 2.89290 12 0.00001
212 5 5.86184 7.13473 12 0.00008
212 6 6.69688 6.28751 12 0.00006
212 7 8.62824 0.09588 12 0.00000
212 8 8.86471 0.26854 12 0.00000
212 9 9.95896 2.87684 12 0.00004
213 1 1.90955 169.80400 12 0.00631
213 2 2.42011 45.98660 12 0.00114
213 3 3.74783 33.38970 12 0.00112
213 4 5.28117 2.88706 12 0.00001
213 5 5.89893 6.92003 12 0.00008
213 6 6.66466 6.10045 12 0.00006
213 7 8.62488 0.12252 12 0.00000
213 8 8.87059 0.27152 12 0.00000
213 9 9.90973 3.05452 12 0.00004
214 1 2.02362 197.99800 12 0.00733
214 2 2.48903 41.17970 12 0.00098
214 3 3.85113 31.28370 12 0.00099
214 4 5.29517 2.88046 12 0.00001
214 5 5.93421 6.45215 12 0.00007
214 6 6.63360 5.71328 12 0.00005
214 7 8.62095 0.15304 12 0.00000
214 8 8.87652 0.28002 12 0.00000
214 9 9.85981 3.23384 12 0.00004
215 1 2.13738 170.53700 12 0.00628
215 2 2.55483 38.62780 12 0.00088
215 3 3.94884 31.30150 12 0.00094
215 4 5.30890 2.85716 12 0.00001
215 5 5.96755 7.10067 12 0.00007
215 6 6.60404 5.59851 12 0.00005
215 7 8.61642 0.18423 12 0.00000
215 8 8.88252 0.28927 12 0.00000
215 9 9.80936 3.80676 12 0.00005
216 1 2.25050 99.08250 12 0.00362
216 2 2.61748 26.64930 12 0.00058
216 3 4.04075 29.21680 12 0.00082
216 4 5.32237 2.82704 12 0.00001
216 5 5.99882 6.59948 12 0.00006
216 6 6.57628 5.25533 12 0.00004
216 7 8.61133 0.21656 12 0.00000
216 8 8.88852 0.29652 12 0.00000
216 9 9.75857 3.93482 12 0.00005
217 1 2.36270 60.36330 12 0.00218
217 2 2.67693 28.74110 12 0.00060
217 3 4.12664 23.46570 12 0.00061
217 4 5.33553 2.79072 12 0.00001
217 5 6.02790 4.72141 12 0.00004
217 6 6.55059 4.81421 12 0.00004
217 7 8.60575 0.34525 12 0.00000
217 8 8.89451 0.30000 12 0.00000
217 9 9.70767 4.02610 12 0.00006
218 1 2.47369 43.32100 12 0.00154
218 2 2.73316 24.43680 12 0.00049
218 3 4.20639 20.01940 12 0.00048
218 4 5.34833 2.75704 12 0.00001
218 5 6.05467 3.46350 12 0.00003
218 6 6.52726 4.29696 12 0.00003
218 7 8.59967 0.38327 12 0.00000
218 8 8.90045 0.29765 12 0.00000
218 9 9.65688 4.06247 12 0.00006
219 1 2.58318 43.89930 12 0.00154
219 2 2.78618 25.70320 12 0.00049
219 3 4.27981 18.55040 12 0.00041
219 4 5.36080 2.71391 12 0.00001
219 5 6.07907 3.13385 12 0.00002
219 6 6.50652 3.06537 12 0.00002
219 7 8.59319 0.41627 12 0.00000
219 8 8.90626 0.28776 12 0.00000
219 9 9.60649 4.01481 12 0.00005
220 1 2.69090 35.58840 12 0.00122
220 2 2.83601 25.02630 12 0.00045
220 3 4.34681 16.93050 12 0.00034
220 4 5.37288 2.66751 12 0.00001
220 5 6.10096 2.57381 12 0.00002
220 6 6.48856 2.50747 12 0.00001
220 7 8.58639 0.44109 12 0.00000
220 8 8.91187 0.27802 12 0.00000
220 9 9.55675 3.87061 12 0.00005
221 1 2.79654 26.36230 12 0.00089
221 2 2.88268 22.00610 12 0.00038
221 3 4.40734 15.11150 12 0.00027
221 4 5.38454 2.61980 12 0.00001
221 5 6.12026 1.86680 12 0.00001
221 6 6.47354 1.94515 12 0.00001
221 7 8.57934 0.48181 12 0.00000
221 8 8.91727 0.26370 12 0.00000
221 9 9.50795 3.58697 12 0.00005
222 1 2.89984 20.28230 12 0.00066
222 2 2.92625 20.48310 12 0.00033
222 3 4.46145 12.91630 12 0.00021
222 4 5.39575 2.56844 12 0.00001
222 5 6.13693 1.02968 12 0.00000
222 6 6.46149 1.41394 12 0.00000
222 7 8.57209 0.49482 12 0.00000
222 8 8.92236 0.24220 12 0.00000
222 9 9.46037 3.41246 12 0.00004
223 1 2.96679 19.91120 12 0.00031
223 2 3.00050 17.39250 12 0.00055
223 3 4.50918 11.99430 12 0.00017
223 4 5.40655 2.51488 12 0.00001
223 5 6.15087 1.14865 12 0.00000
223 6 6.45243 0.94202 12 0.00000
223 7 8.56477 0.49739 12 0.00000
223 8 8.92713 0.21787 12 0.00000
223 9 9.41429 3.12353 12 0.00004
224 1 3.00437 20.26950 12 0.00030
224 2 3.09821 21.82550 12 0.00067
224 3 4.55076 10.67480 12 0.00013
224 4 5.41686 2.45926 12 0.00001
224 5 6.16211 0.96838 12 0.00000
224 6 6.44626 0.67089 12 0.00000
224 7 8.55743 0.48971 12 0.00000
224 8 8.93157 0.19423 12 0.00000
224 9 9.37001 2.87562 12 0.00003
225 1 3.03912 20.02760 12 0.00028
225 2 3.19264 23.91780 12 0.00071
225 3 4.58643 12.01150 12 0.00013
225 4 5.42666 2.39584 12 0.00001
225 5 6.17063 0.73535 12 0.00000
225 6 6.44284 0.53183 12 0.00000
225 7 8.55020 0.47350 12 0.00000
225 8 8.93564 0.16714 12 0.00000
225 9 9.32777 2.71060 12 0.00003
226 1 3.07107 19.50030 12 0.00026
226 2 3.28345 26.16350 12 0.00074
226 3 4.61656 10.06440 12 0.00010
226 4 5.43599 2.32827 12 0.00001
226 5 6.17650 0.48170 12 0.00000
226 6 6.44191 0.50108 12 0.00000
226 7 8.54310 0.45668 12 0.00000
226 8 8.93933 0.14052 12 0.00000
226 9 9.28781 2.59622 12 0.00003
227 1 3.10039 19.21060 12 0.00024
227 2 3.37030 27.57490 12 0.00074
227 3 4.64154 8.31634 12 0.00007
227 4 5.44474 2.24905 12 0.00001
227 5 6.17980 0.25366 12 0.00000
227 6 6.44320 0.55011 12 0.00000
227 7 8.53626 0.42325 12 0.00000
227 8 8.94263 0.11629 12 0.00000
227 9 9.25037 2.35623 12 0.00002
228 1 3.12711 19.21710 12 0.00023
228 2 3.45277 26.90890 12 0.00069
228 3 4.66183 7.15242 12 0.00005
228 4 5.45293 2.15009 12 0.00001
228 5 6.18073 0.18195 12 0.00000
228 6 6.44632 0.59190 12 0.00000
228 7 8.52975 0.38374 12 0.00000
228 8 8.94557 0.09520 12 0.00000
228 9 9.21562 2.13881 12 0.00002
229 1 3.15130 17.38400 12 0.00020
229 2 3.53048 28.30530 12 0.00068
229 3 4.67802 6.35627 12 0.00004
229 4 5.46054 2.05029 12 0.00001
229 5 6.17953 0.29173 12 0.00000
229 6 6.45090 0.62713 12 0.00000
229 7 8.52361 0.33964 12 0.00000
229 8 8.94818 0.07705 12 0.00000
229 9 9.18369 1.89403 12 0.00002
230 1 3.17309 16.88940 12 0.00019
230 2 3.60294 25.39260 12 0.00056
230 3 4.69058 5.35249 12 0.00003
230 4 5.46752 1.86554 12 0.00001
230 5 6.17644 0.42737 12 0.00000
230 6 6.45654 0.83421 12 0.00000
230 7 8.51791 0.29348 12 0.00000
230 8 8.95042 0.06197 12 0.00000
230 9 9.15473 1.63928 12 0.00001
231 1 3.19252 16.54780 12 0.00017
231 2 3.66973 21.62770 12 0.00044
231 3 4.70009 4.59012 12 0.00002
231 4 5.47388 1.51967 12 0.00001
231 5 6.17186 0.54166 12 0.00000
231 6 6.46284 0.94813 12 0.00000
231 7 8.51270 0.24678 12 0.00000
231 8 8.95234 0.05017 12 0.00000
231 9 9.12880 1.37434 12 0.00001
232 1 3.20961 16.03650 12 0.00016
232 2 3.73029 17.20700 12 0.00031
232 3 4.70704 4.25852 12 0.00002
232 4 5.47961 1.91076 12 0.00001
232 5 6.16619 0.59850 12 0.00000
232 6 6.46937 1.00948 12 0.00000
232 7 8.50802 0.20047 12 0.00000
232 8 8.95399 0.03888 12 0.00000
232 9 9.10596 1.13539 12 0.00001
233 1 3.22439 15.58300 12 0.00015
233 2 3.78419 12.91180 12 0.00021
233 3 4.71199 3.69404 12 0.00002
233 4 5.48461 2.02072 12 0.00001
233 5 6.15990 0.61051 12 0.00000
233 6 6.47582 1.01932 12 0.00000
233 7 8.50388 0.15702 12 0.00000
233 8 8.95537 0.03135 12 0.00000
233 9 9.08623 0.90339 12 0.00000
234 1 3.23689 15.72840 12 0.00015
234 2 3.83087 10.20160 12 0.00014
234 3 4.71535 4.50127 12 0.00002
234 4 5.48893 2.10184 12 0.00001
234 5 6.15342 0.56687 12 0.00000
234 6 6.48184 0.99962 12 0.00000
234 7 8.50038 0.11661 12 0.00000
234 8 8.95651 0.03925 12 0.00000
234 9 9.06959 0.70286 12 0.00000
235 1 3.24711 15.70150 12 0.00014
235 2 3.86987 7.75924 12 0.00009
235 3 4.71753 4.83949 12 0.00002
235 4 5.49250 2.12204 12 0.00001
235 5 6.14730 0.48267 12 0.00000
235 6 6.48715 0.95101 12 0.00000
235 7 8.49747 0.07983 12 0.00000
235 8 8.95738 0.04421 12 0.00000
235 9 9.05601 0.51926 12 0.00000
236 1 3.25509 15.49800 12 0.00014
236 2 3.90072 5.62122 12 0.00005
236 3 4.71888 4.89829 12 0.00002
236 4 5.49532 2.13737 12 0.00001
236 5 6.14200 0.36364 12 0.00000
236 6 6.49153 0.88089 12 0.00000
236 7 8.49516 0.04159 12 0.00000
236 8 8.95807 0.04569 12 0.00000
236 9 9.04552 0.35143 12 0.00000
237 1 3.26078 15.34880 12 0.00013
237 2 3.92305 3.37086 12 0.00002
237 3 4.71966 4.89862 12 0.00002
237 4 5.49732 2.16202 12 0.00001
237 5 6.13786 0.25945 12 0.00000
237 6 6.49479 0.80644 12 0.00000
237 7 8.49354 0.03801 12 0.00000
237 8 8.95855 0.04643 12 0.00000
237 9 9.03805 0.19416 12 0.00000
238 1 3.26420 15.21260 12 0.00013
238 2 3.93660 1.56494 12 0.00000
238 3 4.72002 5.01700 12 0.00002
238 4 5.49855 2.17624 12 0.00001
238 5 6.13525 0.19509 12 0.00000
238 6 6.49680 0.70834 12 0.00000
238 7 8.49255 0.03154 12 0.00000
238 8 8.95882 0.04627 12 0.00000
238 9 9.03356 0.14567 12 0.00000
239 1 3.26534 15.26600 6 0.00013
239 2 3.94113 1.10689 6 0.00000
239 3 4.72014 5.02694 6 0.00002
239 4 5.49897 2.18675 6 0.00001
239 5 6.13435 0.18740 6 0.00000
239 6 6.49746 0.69276 6 0.00000
239 7 8.49222 0.02731 6 0.00000
239 8 8.95891 0.04616 6 0.00000
239 9 9.03209 0.10683 6 0.00000
240 1 0.33475 706.81600 6 0.01613
240 2 0.97903 276.75600 6 0.01010
240 3 1.52828 350.23500 6 0.01905
240 4 5.07270 1.46706 6 0.00000
240 5 5.22020 6.07484 6 0.00007
240 6 7.14492 3.71320 6 0.00002
240 7 8.62023 0.10438 6 0.00000
240 8 8.74516 2.90451 6 0.00002
240 9 10.53192 1.84046 6 0.00001
241 1 0.39836 825.64600 12 0.02027
241 2 1.07688 252.27400 12 0.00916
241 3 1.67466 257.96500 12 0.01380
241 4 5.08139 1.66631 12 0.00001
241 5 5.25521 7.16994 12 0.00009
241 6 7.12523 4.03694 12 0.00003
241 7 8.62266 0.10118 12 0.00000
241 8 8.75604 2.65940 12 0.00001
241 9 10.50866 1.87679 12 0.00001
242 1 0.46826 561.61700 12 0.01471
242 2 1.17564 206.42100 12 0.00743
242 3 1.82278 172.75300 12 0.00908
242 4 5.09102 1.85151 12 0.00001
242 5 5.29290 7.79077 12 0.00010
242 6 7.10352 4.33167 12 0.00003
242 7 8.62515 0.09012 12 0.00000
242 8 8.76668 2.36377 12 0.00001
242 9 10.48293 2.08600 12 0.00002
243 1 0.54403 370.98900 12 0.01029
243 2 1.27453 159.08400 12 0.00566
243 3 1.97151 123.62900 12 0.00637
243 4 5.10151 1.98830 12 0.00001
243 5 5.33274 8.04822 12 0.00011
243 6 7.07999 4.61741 12 0.00004
243 7 8.62758 0.08238 12 0.00000
243 8 8.77690 2.03994 12 0.00001
243 9 10.45484 2.25791 12 0.00002
244 1 0.62523 259.35300 12 0.00757
244 2 1.37296 103.07900 12 0.00362
244 3 2.11994 85.25440 12 0.00431
244 4 5.11278 2.18689 12 0.00001
244 5 5.37435 8.11150 12 0.00011
244 6 7.05472 4.89204 12 0.00004
244 7 8.62995 0.06902 12 0.00000
244 8 8.78653 1.71170 12 0.00001
244 9 10.42456 2.22167 12 0.00002
245 1 0.71141 266.06100 12 0.00811
245 2 1.47048 151.10900 12 0.00523
245 3 2.26738 72.28710 12 0.00357
245 4 5.12477 2.28788 12 0.00001
