# 8x8x1 supercell for harmonic, 6x6x1 supercell for cubic ifcs
# 100x100x1 k points for kappa
# cubic ifcs up to 8NN shell trained with ordinary least squares by 200 configurations.
# Temperature = 300 K
"k index (irred.)" "branch index" "f (THz)" "mfp (nm)" multiplicity "modal kappa (W/mK)"
727 2 3.89245 8.53912 12 0.00007
727 3 4.45866 3.57171 12 0.00001
727 4 5.84733 5.06356 12 0.00005
727 5 6.05566 1.49330 12 0.00001
727 6 6.29306 3.18926 12 0.00002
727 7 8.47112 0.52210 12 0.00000
727 8 8.95699 0.56280 12 0.00000
727 9 9.05211 0.56733 12 0.00000
728 1 3.78566 6.08774 12 0.00003
728 2 3.91247 5.97627 12 0.00003
728 3 4.46736 2.97155 12 0.00001
728 4 5.85459 4.94901 12 0.00004
728 5 6.04828 1.26659 12 0.00000
728 6 6.29222 3.10739 12 0.00002
728 7 8.46767 0.50323 12 0.00000
728 8 8.94994 0.49696 12 0.00000
728 9 9.05523 0.60115 12 0.00000
729 1 3.78368 5.78796 12 0.00002
729 2 3.92593 3.83276 12 0.00001
729 3 4.47320 2.92708 12 0.00001
729 4 5.85968 4.66317 12 0.00004
729 5 6.04295 1.34765 12 0.00000
729 6 6.29168 3.13488 12 0.00002
729 7 8.46539 0.48542 12 0.00000
729 8 8.94527 0.44911 12 0.00000
729 9 9.05736 0.61434 12 0.00000
730 1 3.78266 5.59962 12 0.00002
730 2 3.93271 2.50103 12 0.00001
730 3 4.47614 3.07405 12 0.00001
730 4 5.86235 4.90015 12 0.00004
730 5 6.04013 1.25755 12 0.00000
730 6 6.29141 3.21083 12 0.00002
730 7 8.46422 0.46277 12 0.00000
730 8 8.94293 0.42314 12 0.00000
730 9 9.05841 0.61969 12 0.00000
731 1 2.94524 25.81110 6 0.00076
731 2 3.49951 23.60380 6 0.00055
731 3 4.16637 5.62485 6 0.00003
731 4 5.57941 4.62899 6 0.00004
731 5 6.11828 1.00476 6 0.00000
731 6 6.37647 2.34755 6 0.00001
731 7 8.61025 0.35899 6 0.00000
731 8 8.92482 0.44744 6 0.00000
731 9 9.38060 3.39488 6 0.00004
732 1 3.02374 25.21480 12 0.00072
732 2 3.56102 22.61430 12 0.00051
732 3 4.18061 4.54485 12 0.00002
732 4 5.60270 4.72747 12 0.00004
732 5 6.12575 0.67634 12 0.00000
732 6 6.36357 2.19478 12 0.00001
732 7 8.60233 0.55394 12 0.00000
732 8 8.93319 0.42812 12 0.00000
732 9 9.34051 3.17170 12 0.00004
733 1 3.10084 28.80050 12 0.00079
733 2 3.61736 21.09840 12 0.00046
733 3 4.19374 4.39399 12 0.00002
733 4 5.62564 4.80979 12 0.00004
733 5 6.13145 0.40408 12 0.00000
733 6 6.35200 2.06844 12 0.00001
733 7 8.59361 0.61492 12 0.00000
733 8 8.94206 0.38621 12 0.00000
733 9 9.30157 2.87981 12 0.00003
734 1 3.17639 28.89140 12 0.00077
734 2 3.66781 18.98130 12 0.00039
734 3 4.20666 5.18525 12 0.00003
734 4 5.64809 4.87624 12 0.00004
734 5 6.13528 0.18433 12 0.00000
734 6 6.34166 1.96066 12 0.00001
734 7 8.58423 0.60014 12 0.00000
734 8 8.95126 0.29421 12 0.00000
734 9 9.26389 2.49392 12 0.00003
735 1 3.25008 33.79710 12 0.00086
735 2 3.71167 16.06390 12 0.00031
735 3 4.22018 6.45597 12 0.00004
735 4 5.67003 4.87243 12 0.00004
735 5 6.13729 0.08737 12 0.00000
735 6 6.33243 1.87928 12 0.00001
735 7 8.57427 0.66107 12 0.00000
735 8 8.96080 0.33810 12 0.00000
735 9 9.22770 2.31863 12 0.00003
736 1 3.32170 34.07920 12 0.00084
736 2 3.74834 15.51840 12 0.00028
736 3 4.23517 7.14219 12 0.00005
736 4 5.69135 5.08311 12 0.00004
736 5 6.13744 0.14330 12 0.00000
736 6 6.32418 1.84960 12 0.00001
736 7 8.56396 0.64620 12 0.00000
736 8 8.97051 0.46308 12 0.00000
736 9 9.19317 2.19343 12 0.00002
737 1 3.39098 31.24500 12 0.00073
737 2 3.77747 13.84500 12 0.00023
737 3 4.25226 8.00379 12 0.00006
737 4 5.71195 5.15736 12 0.00004
737 5 6.13579 0.20916 12 0.00000
737 6 6.31684 1.83146 12 0.00001
737 7 8.55341 0.65306 12 0.00000
737 8 8.98031 0.54606 12 0.00000
737 9 9.16046 1.98837 12 0.00002
738 1 3.45769 29.31650 12 0.00065
738 2 3.79912 12.57120 12 0.00019
738 3 4.27165 8.20932 12 0.00007
738 4 5.73179 5.14616 12 0.00004
738 5 6.13237 0.42599 12 0.00000
738 6 6.31027 1.99456 12 0.00001
738 7 8.54280 0.64334 12 0.00000
738 8 8.99009 0.60306 12 0.00000
738 9 9.12970 1.74757 12 0.00002
739 1 3.52145 27.06240 12 0.00057
739 2 3.81378 11.97690 12 0.00016
739 3 4.29321 8.05515 12 0.00007
739 4 5.75077 5.09632 12 0.00004
739 5 6.12731 0.62181 12 0.00000
739 6 6.30437 2.13183 12 0.00001
739 7 8.53230 0.61352 12 0.00000
739 8 8.99974 0.68596 12 0.00000
739 9 9.10101 1.51301 12 0.00001
740 1 3.58204 23.91640 12 0.00047
740 2 3.82235 11.33970 12 0.00013
740 3 4.31641 8.68367 12 0.00007
740 4 5.76891 4.86264 12 0.00004
740 5 6.12071 0.81394 12 0.00000
740 6 6.29909 2.28793 12 0.00001
740 7 8.52202 0.56545 12 0.00000
740 8 9.00915 0.68913 12 0.00000
740 9 9.07445 1.26330 12 0.00001
741 1 3.63909 21.55350 12 0.00040
741 2 3.82592 10.54550 12 0.00010
741 3 4.34046 8.44621 12 0.00007
741 4 5.78608 4.98867 12 0.00004
741 5 6.11280 0.99990 12 0.00000
741 6 6.29435 2.44542 12 0.00001
741 7 8.51213 0.50066 12 0.00000
741 8 9.01824 0.68061 12 0.00000
741 9 9.05016 0.95534 12 0.00001
742 1 3.69224 18.42970 12 0.00031
742 2 3.82565 8.69460 12 0.00007
742 3 4.36450 7.70346 12 0.00006
742 4 5.80230 5.07008 12 0.00004
742 5 6.10374 1.16202 12 0.00000
742 6 6.29010 2.60555 12 0.00001
742 7 8.50277 0.40296 12 0.00000
742 8 9.02681 0.67671 12 0.00000
742 9 9.02813 0.50348 12 0.00000
743 1 3.74120 16.29950 12 0.00025
743 2 3.82262 7.25458 12 0.00005
743 3 4.38785 7.29769 12 0.00005
743 4 5.81747 5.10921 12 0.00004
743 5 6.09388 1.33927 12 0.00001
743 6 6.28632 2.75472 12 0.00001
743 7 8.49408 0.24598 12 0.00000
743 8 9.00846 0.89863 12 0.00001
743 9 9.03485 0.71442 12 0.00000
744 1 3.78554 13.90480 12 0.00019
744 2 3.81789 5.27558 12 0.00003
744 3 4.40977 6.32702 12 0.00004
744 4 5.83159 5.08050 12 0.00004
744 5 6.08348 1.44561 12 0.00001
744 6 6.28296 2.90948 12 0.00002
744 7 8.48614 0.59866 12 0.00000
744 8 8.99111 0.82569 12 0.00000
744 9 9.04222 0.64161 12 0.00000
745 1 3.81219 4.47830 12 0.00002
745 2 3.82493 12.90700 12 0.00016
745 3 4.42970 6.55997 12 0.00004
745 4 5.84454 5.02257 12 0.00004
745 5 6.07290 1.55622 12 0.00001
745 6 6.28005 3.07767 12 0.00002
745 7 8.47906 0.59774 12 0.00000
745 8 8.97612 0.76174 12 0.00000
745 9 9.04879 0.65444 12 0.00000
746 1 3.80628 3.59749 12 0.00001
746 2 3.85902 11.65570 12 0.00012
746 3 4.44724 6.09339 12 0.00004
746 4 5.85624 4.94164 12 0.00004
746 5 6.06252 1.57564 12 0.00001
746 6 6.27756 3.21099 12 0.00002
746 7 8.47294 0.58950 12 0.00000
746 8 8.96346 0.67156 12 0.00000
746 9 9.05454 0.64267 12 0.00000
747 1 3.80074 3.22457 12 0.00001
747 2 3.88741 9.83802 12 0.00008
747 3 4.46202 5.55593 12 0.00003
747 4 5.86649 4.84711 12 0.00004
747 5 6.05287 1.47307 12 0.00001
747 6 6.27553 3.28015 12 0.00002
747 7 8.46785 0.56647 12 0.00000
747 8 8.95312 0.58419 12 0.00000
747 9 9.05934 0.61075 12 0.00000
748 1 3.79597 2.94997 12 0.00001
748 2 3.90989 7.28519 12 0.00005
748 3 4.47377 4.97542 12 0.00003
748 4 5.87509 4.74255 12 0.00004
748 5 6.04442 1.46590 12 0.00000
748 6 6.27394 3.21723 12 0.00002
748 7 8.46380 0.54431 12 0.00000
748 8 8.94512 0.52491 12 0.00000
748 9 9.06315 0.59533 12 0.00000
749 1 3.79231 2.67103 12 0.00001
749 2 3.92611 5.07962 12 0.00002
749 3 4.48229 4.36106 12 0.00003
749 4 5.88166 4.57509 12 0.00004
749 5 6.03776 1.46203 12 0.00000
749 6 6.27277 3.25842 12 0.00002
749 7 8.46089 0.51955 12 0.00000
749 8 8.93942 0.46722 12 0.00000
749 9 9.06587 0.61803 12 0.00000
750 1 3.79004 1.83783 12 0.00000
750 2 3.93595 3.62197 12 0.00001
750 3 4.48744 5.15558 12 0.00003
750 4 5.88586 4.54546 12 0.00004
750 5 6.03347 1.35204 12 0.00000
750 6 6.27208 3.34937 12 0.00002
750 7 8.45912 0.49044 12 0.00000
750 8 8.93600 0.42713 12 0.00000
750 9 9.06755 0.62384 12 0.00000
751 1 3.78926 1.72109 6 0.00000
751 2 3.93924 2.79833 6 0.00001
751 3 4.48918 5.27274 6 0.00003
751 4 5.88726 4.60192 6 0.00004
751 5 6.03197 1.17814 6 0.00000
751 6 6.27184 3.37527 6 0.00002
751 7 8.45855 0.48552 6 0.00000
751 8 8.93486 0.41458 6 0.00000
751 9 9.06812 0.62480 6 0.00000
752 1 3.09889 28.87350 6 0.00079
752 2 3.62227 20.78230 6 0.00045
752 3 4.18894 3.08721 6 0.00001
752 4 5.62671 4.80856 6 0.00004
752 5 6.13103 0.41059 6 0.00000
752 6 6.35146 2.07652 6 0.00001
752 7 8.59397 0.61569 6 0.00000
752 8 8.94200 0.38787 6 0.00000
752 9 9.30202 2.89359 6 0.00003
753 1 3.17261 26.42630 12 0.00070
753 2 3.67791 17.67030 12 0.00036
753 3 4.19700 2.82488 12 0.00001
753 4 5.65034 4.86455 12 0.00004
753 5 6.13453 0.19105 12 0.00000
753 6 6.34046 1.98260 12 0.00001
753 7 8.58483 0.59709 12 0.00000
753 8 8.95129 0.29740 12 0.00000
753 9 9.26473 2.53133 12 0.00003
754 1 3.24471 34.06540 12 0.00087
754 2 3.72690 14.42520 12 0.00027
754 3 4.20597 3.84529 12 0.00001
754 4 5.67345 4.88719 12 0.00004
754 5 6.13627 0.05436 12 0.00000
754 6 6.33045 1.90772 12 0.00001
754 7 8.57508 0.66936 12 0.00000
754 8 8.96095 0.34680 12 0.00000
754 9 9.22881 2.29310 12 0.00003
755 1 3.31490 34.02180 12 0.00084
755 2 3.76821 13.10010 12 0.00022
755 3 4.21703 5.15765 12 0.00003
755 4 5.69597 4.95711 12 0.00004
755 5 6.13627 0.10086 12 0.00000
755 6 6.32127 1.84943 12 0.00001
755 7 8.56483 0.65684 12 0.00000
755 8 8.97090 0.47652 12 0.00000
755 9 9.19445 2.18331 12 0.00002
756 1 3.38298 31.64290 12 0.00074
756 2 3.80101 12.93070 12 0.00020
756 3 4.23133 6.56085 12 0.00004
756 4 5.71782 5.10182 12 0.00004
756 5 6.13450 0.24802 12 0.00000
756 6 6.31291 1.77945 12 0.00001
756 7 8.55428 0.66770 12 0.00000
756 8 8.98100 0.56370 12 0.00000
756 9 9.16178 1.97398 12 0.00002
757 1 3.44866 29.85490 12 0.00067
757 2 3.82493 12.49590 12 0.00017
757 3 4.24950 7.53197 12 0.00005
757 4 5.73887 5.11353 12 0.00004
757 5 6.13106 0.42577 12 0.00000
757 6 6.30520 1.95588 12 0.00001
757 7 8.54355 0.66107 12 0.00000
757 8 8.99117 0.61975 12 0.00000
757 9 9.13096 1.73387 12 0.00002
758 1 3.51171 26.66750 12 0.00057
758 2 3.84031 10.74490 12 0.00012
758 3 4.27144 8.07722 12 0.00006
758 4 5.75907 5.05454 12 0.00004
758 5 6.12602 0.61168 12 0.00000
758 6 6.29807 2.09468 12 0.00001
758 7 8.53284 0.63471 12 0.00000
758 8 9.00130 0.66981 12 0.00000
758 9 9.10212 1.52669 12 0.00001
759 1 3.57179 24.48050 12 0.00049
759 2 3.84817 9.33207 12 0.00009
759 3 4.29651 8.80265 12 0.00007
759 4 5.77838 4.93136 12 0.00004
759 5 6.11951 0.80323 12 0.00000
759 6 6.29150 2.24443 12 0.00001
759 7 8.52229 0.57556 12 0.00000
759 8 9.01122 0.70838 12 0.00000
759 9 9.07532 1.28304 12 0.00001
760 1 3.62863 22.06000 12 0.00041
760 2 3.84996 7.73986 12 0.00006
760 3 4.32355 9.43694 12 0.00008
760 4 5.79667 4.73906 12 0.00004
760 5 6.11172 0.98299 12 0.00000
760 6 6.28542 2.40703 12 0.00001
760 7 8.51210 0.51612 12 0.00000
760 8 9.02084 0.71817 12 0.00000
760 9 9.05064 0.97788 12 0.00001
761 1 3.68190 20.84250 12 0.00036
761 2 3.84724 6.52142 12 0.00004
761 3 4.35134 8.74539 12 0.00008
761 4 5.81397 4.90223 12 0.00004
761 5 6.10279 1.14553 12 0.00000
761 6 6.27978 2.56659 12 0.00001
761 7 8.50232 0.40246 12 0.00000
761 8 9.02816 0.51934 12 0.00000
761 9 9.03005 0.83042 12 0.00000
762 1 3.73128 19.46180 12 0.00031
762 2 3.84142 5.57178 12 0.00003
762 3 4.37874 9.05939 12 0.00008
762 4 5.83015 4.90910 12 0.00004
762 5 6.09298 1.31200 12 0.00000
762 6 6.27463 2.72170 12 0.00001
762 7 8.49318 0.29056 12 0.00000
762 8 9.00792 0.92018 12 0.00001
762 9 9.03874 0.65788 12 0.00000
763 1 3.77637 16.24750 12 0.00023
763 2 3.83375 4.03502 12 0.00002
763 3 4.40485 8.31103 12 0.00007
763 4 5.84523 4.86689 12 0.00004
763 5 6.08258 1.39560 12 0.00001
763 6 6.26992 2.88145 12 0.00002
763 7 8.48473 0.64204 12 0.00000
763 8 8.98997 0.82241 12 0.00000
763 9 9.04675 0.68559 12 0.00000
764 1 3.81687 13.80820 12 0.00018
764 2 3.82514 3.55197 12 0.00001
764 3 4.42895 8.56034 12 0.00007
764 4 5.85914 4.79655 12 0.00004
764 5 6.07191 1.50860 12 0.00001
764 6 6.26572 3.05608 12 0.00002
764 7 8.47714 0.64045 12 0.00000
764 8 8.97426 0.77351 12 0.00000
764 9 9.05403 0.68735 12 0.00000
765 1 3.81648 2.76433 12 0.00001
765 2 3.85239 12.48770 12 0.00014
765 3 4.45045 8.13309 12 0.00007
765 4 5.87180 4.70470 12 0.00004
765 5 6.06129 1.53154 12 0.00001
765 6 6.26200 3.20580 12 0.00002
765 7 8.47043 0.62837 12 0.00000
765 8 8.96083 0.68699 12 0.00000
765 9 9.06048 0.66302 12 0.00000
766 1 3.80835 2.38256 12 0.00001
766 2 3.88264 10.79240 12 0.00010
766 3 4.46895 7.14899 12 0.00006
766 4 5.88313 4.58652 12 0.00004
766 5 6.05113 1.45988 12 0.00001
766 6 6.25886 3.29913 12 0.00002
766 7 8.46473 0.60555 12 0.00000
766 8 8.94967 0.61002 12 0.00000
766 9 9.06596 0.64523 12 0.00000
767 1 3.80128 2.45381 12 0.00001
767 2 3.90726 8.72883 12 0.00007
767 3 4.48412 7.16941 12 0.00006
767 4 5.89290 4.44738 12 0.00003
767 5 6.04190 1.52313 12 0.00001
767 6 6.25628 3.24672 12 0.00002
767 7 8.46008 0.57624 12 0.00000
767 8 8.94077 0.54633 12 0.00000
767 9 9.07046 0.58241 12 0.00000
768 1 3.79567 2.34731 12 0.00000
768 2 3.92596 6.21970 12 0.00004
768 3 4.49566 6.80489 12 0.00005
768 4 5.90081 4.29077 12 0.00003
768 5 6.03410 1.48077 12 0.00000
768 6 6.25433 3.30527 12 0.00002
768 7 8.45658 0.55153 12 0.00000
768 8 8.93412 0.48332 12 0.00000
768 9 9.07388 0.61081 12 0.00000
769 1 3.79175 1.62379 12 0.00000
769 2 3.93858 5.04837 12 0.00002
769 3 4.50348 6.67079 12 0.00005
769 4 5.90654 3.98813 12 0.00003
769 5 6.02838 1.34635 12 0.00000
769 6 6.25298 3.41585 12 0.00002
769 7 8.45421 0.53056 12 0.00000
769 8 8.92968 0.43625 12 0.00000
769 9 9.07619 0.61812 12 0.00000
770 1 3.78977 0.82371 12 0.00000
770 2 3.94494 2.38442 12 0.00001
770 3 4.50741 7.00770 12 0.00005
770 4 5.90954 4.16979 12 0.00003
770 5 6.02532 1.11913 12 0.00000
770 6 6.25232 3.45506 12 0.00002
770 7 8.45301 0.50175 12 0.00000
770 8 8.92746 0.41110 12 0.00000
770 9 9.07736 0.62072 12 0.00000
771 1 3.24291 34.01810 6 0.00087
771 2 3.73218 12.17970 6 0.00023
771 3 4.20099 1.64183 6 0.00000
771 4 5.67459 4.88774 6 0.00004
771 5 6.13594 0.03252 6 0.00000
771 6 6.32976 1.91418 6 0.00001
771 7 8.57535 0.66953 6 0.00000
771 8 8.96101 0.35057 6 0.00000
771 9 9.22920 2.27984 6 0.00003
772 1 3.31148 33.76550 12 0.00083
772 2 3.77882 13.36090 12 0.00022
772 3 4.20732 2.78193 12 0.00001
772 4 5.69831 4.79544 12 0.00004
772 5 6.13567 0.07895 12 0.00000
772 6 6.31983 1.87044 12 0.00001
772 7 8.56525 0.66309 12 0.00000
772 8 8.97108 0.48375 12 0.00000
772 9 9.19508 2.12470 12 0.00002
773 1 3.37812 32.32580 12 0.00076
773 2 3.81636 12.63950 12 0.00018
773 3 4.21760 4.58906 12 0.00002
773 4 5.72139 5.09549 12 0.00004
773 5 6.13372 0.24031 12 0.00000
773 6 6.31051 1.80206 12 0.00001
773 7 8.55479 0.67468 12 0.00000
773 8 8.98142 0.57484 12 0.00000
773 9 9.16259 1.99354 12 0.00002
774 1 3.44258 30.19640 12 0.00068
774 2 3.84376 11.44660 12 0.00013
774 3 4.23313 6.45216 12 0.00004
774 4 5.74366 5.08745 12 0.00004
774 5 6.13016 0.41600 12 0.00000
774 6 6.30176 1.93523 12 0.00001
774 7 8.54406 0.67549 12 0.00000
774 8 8.99192 0.63040 12 0.00000
774 9 9.13183 1.77995 12 0.00002
775 1 3.50463 27.23460 12 0.00058
775 2 3.86094 9.33631 12 0.00009
775 3 4.25429 7.88848 12 0.00006
775 4 5.76510 5.03075 12 0.00004
775 5 6.12509 0.60250 12 0.00000
775 6 6.29348 1.99085 12 0.00001
775 7 8.53323 0.65366 12 0.00000
775 8 9.00241 0.66247 12 0.00000
775 9 9.10290 1.56063 12 0.00001
776 1 3.56399 24.17630 12 0.00049
776 2 3.86888 7.61170 12 0.00006
776 3 4.28035 9.24602 12 0.00008
776 4 5.78560 4.93208 12 0.00004
776 5 6.11858 0.79064 12 0.00000
776 6 6.28566 2.18321 12 0.00001
776 7 8.52250 0.60298 12 0.00000
776 8 9.01278 0.64853 12 0.00000
776 9 9.07595 1.31819 12 0.00001
777 1 3.62035 22.44500 12 0.00042
777 2 3.86945 5.53892 12 0.00003
777 3 4.30979 10.51090 12 0.00010
777 4 5.80506 4.68699 12 0.00004
777 5 6.11085 0.96299 12 0.00000
777 6 6.27822 2.34396 12 0.00001
777 7 8.51201 0.52648 12 0.00000
777 8 9.02294 0.73977 12 0.00000
777 9 9.05103 1.00711 12 0.00001
778 1 3.67345 21.32820 12 0.00037
778 2 3.86462 5.20923 12 0.00003
778 3 4.34090 10.78400 12 0.00011
778 4 5.82341 4.70861 12 0.00004
778 5 6.10201 1.12278 12 0.00000
778 6 6.27121 2.50176 12 0.00001
778 7 8.50193 0.42347 12 0.00000
778 8 9.02819 0.55512 12 0.00000
778 9 9.03272 0.80670 12 0.00000
779 1 3.72294 20.28230 12 0.00033
779 2 3.85623 4.36113 12 0.00002
779 3 4.37214 10.93950 12 0.00011
779 4 5.84065 4.71664 12 0.00004
779 5 6.09235 1.28000 12 0.00000
779 6 6.26464 2.65752 12 0.00001
779 7 8.49237 0.32367 12 0.00000
779 8 9.00750 0.95682 12 0.00001
779 9 9.04198 0.69454 12 0.00000
780 1 3.76851 18.68440 12 0.00028
780 2 3.84574 4.22789 12 0.00002
780 3 4.40233 10.17130 12 0.00010
780 4 5.85666 4.65354 12 0.00004
780 5 6.08204 1.33434 12 0.00000
780 6 6.25850 2.80246 12 0.00001
780 7 8.48347 0.68271 12 0.00000
780 8 8.98901 0.87691 12 0.00000
780 9 9.05064 0.72317 12 0.00000
781 1 3.80982 17.08410 12 0.00023
781 2 3.83432 3.70112 12 0.00001
781 3 4.43054 10.50350 12 0.00011
781 4 5.87141 4.55565 12 0.00003
781 5 6.07143 1.43854 12 0.00001
781 6 6.25289 2.97193 12 0.00002
781 7 8.47537 0.67525 12 0.00000
781 8 8.97270 0.80840 12 0.00000
781 9 9.05859 0.70869 12 0.00000
782 1 3.82289 3.22741 12 0.00001
782 2 3.84649 13.73580 12 0.00016
782 3 4.45606 9.86347 12 0.00010
782 4 5.88490 4.42915 12 0.00003
782 5 6.06081 1.45493 12 0.00001
782 6 6.24782 3.15744 12 0.00002
782 7 8.46815 0.66450 12 0.00000
782 8 8.95858 0.71324 12 0.00000
782 9 9.06572 0.68206 12 0.00000
783 1 3.81216 2.87685 12 0.00001
783 2 3.87821 12.33860 12 0.00012
783 3 4.47839 9.20510 12 0.00009
783 4 5.89701 4.27538 12 0.00003
783 5 6.05047 1.35192 12 0.00000
783 6 6.24339 3.28099 12 0.00002
783 7 8.46188 0.63657 12 0.00000
783 8 8.94665 0.60550 12 0.00000
783 9 9.07190 0.65138 12 0.00000
784 1 3.80269 3.84023 12 0.00001
784 2 3.90468 9.86605 12 0.00008
784 3 4.49713 9.01369 12 0.00009
784 4 5.90768 4.09397 12 0.00003
784 5 6.04082 1.46460 12 0.00000
784 6 6.23967 3.26441 12 0.00002
784 7 8.45664 0.60633 12 0.00000
784 8 8.93693 0.55026 12 0.00000
784 9 9.07709 0.61390 12 0.00000
785 1 3.79489 4.42861 12 0.00001
785 2 3.92560 7.44282 12 0.00005
785 3 4.51200 8.49697 12 0.00008
785 4 5.91667 3.87828 12 0.00003
785 5 6.03233 1.40735 12 0.00000
785 6 6.23670 3.33918 12 0.00002
785 7 8.45253 0.57503 12 0.00000
785 8 8.92938 0.49321 12 0.00000
785 9 9.08119 0.58447 12 0.00000
786 1 3.78911 3.85188 12 0.00001
786 2 3.94071 6.56435 12 0.00003
786 3 4.52279 7.25506 12 0.00007
786 4 5.92369 3.64499 12 0.00002
786 5 6.02550 1.21561 12 0.00000
786 6 6.23451 3.49596 12 0.00002
786 7 8.44953 0.54834 12 0.00000
786 8 8.92398 0.43825 12 0.00000
786 9 9.08416 0.60137 12 0.00000
787 1 3.78554 3.89499 12 0.00001
787 2 3.94989 5.60600 12 0.00002
787 3 4.52929 7.89550 12 0.00007
787 4 5.92822 3.55284 12 0.00002
787 5 6.02097 0.94853 12 0.00000
787 6 6.23319 3.56696 12 0.00002
787 7 8.44773 0.51262 12 0.00000
787 8 8.92074 0.40554 12 0.00000
787 9 9.08596 0.60329 12 0.00000
788 1 3.78434 4.00354 6 0.00001
788 2 3.95294 4.62500 6 0.00001
788 3 4.53148 8.04988 6 0.00008
788 4 5.92980 3.52263 6 0.00002
788 5 6.01938 0.78724 6 0.00000
788 6 6.23275 3.58874 6 0.00002
788 7 8.44713 0.50685 6 0.00000
788 8 8.91970 0.39143 6 0.00000
788 9 9.08656 0.60291 6 0.00000
789 1 3.37650 32.55040 6 0.00077
789 2 3.82172 12.54240 6 0.00017
789 3 4.21277 3.29094 6 0.00001
789 4 5.72259 4.96736 6 0.00004
789 5 6.13345 0.23827 6 0.00000
789 6 6.30970 1.78122 6 0.00001
789 7 8.55494 0.67747 6 0.00000
789 8 8.98157 0.57924 6 0.00000
789 9 9.16286 2.00597 6 0.00002
790 1 3.43955 30.38340 12 0.00068
790 2 3.85380 10.60340 12 0.00011
790 3 4.22435 5.36614 12 0.00003
790 4 5.74609 5.09234 12 0.00004
790 5 6.12971 0.40641 12 0.00000
790 6 6.30002 1.94414 12 0.00001
790 7 8.54429 0.68180 12 0.00000
790 8 8.99227 0.63492 12 0.00000
790 9 9.13225 1.79668 12 0.00002
791 1 3.50038 27.58550 12 0.00059
791 2 3.87419 7.18099 12 0.00005
791 3 4.24314 7.73034 12 0.00006
791 4 5.76879 5.02442 12 0.00004
791 5 6.12449 0.58637 12 0.00000
791 6 6.29070 2.04776 12 0.00001
791 7 8.53344 0.65859 12 0.00000
791 8 9.00310 0.71288 12 0.00000
791 9 9.10341 1.57555 12 0.00001
792 1 3.55875 25.29020 12 0.00051
792 2 3.88351 4.70894 12 0.00002
792 3 4.26880 9.87611 12 0.00009
792 4 5.79049 4.91965 12 0.00004
792 5 6.11795 0.76758 12 0.00000
792 6 6.28167 2.14603 12 0.00001
792 7 8.52262 0.61153 12 0.00000
792 8 9.01386 0.74386 12 0.00000
792 9 9.07637 1.33487 12 0.00001
793 1 3.61439 22.78300 12 0.00043
793 2 3.88384 3.58599 12 0.00001
793 3 4.29956 11.56300 12 0.00012
793 4 5.81112 4.82882 12 0.00004
793 5 6.11022 0.93576 12 0.00000
793 6 6.27298 2.10310 12 0.00001
793 7 8.51195 0.52877 12 0.00000
793 8 9.02444 0.75266 12 0.00000
793 9 9.05130 1.02929 12 0.00001
794 1 3.66703 21.93330 12 0.00039
794 2 3.87767 3.50521 12 0.00001
794 3 4.33320 12.35730 12 0.00014
794 4 5.83060 4.48834 12 0.00004
794 5 6.10147 1.09024 12 0.00000
794 6 6.26461 2.39485 12 0.00001
794 7 8.50157 0.43435 12 0.00000
794 8 9.02822 0.59786 12 0.00000
794 9 9.03473 0.78251 12 0.00000
795 1 3.71638 20.58790 12 0.00034
795 2 3.86723 3.96294 12 0.00002
795 3 4.36771 12.71160 12 0.00015
795 4 5.84883 4.64093 12 0.00004
795 5 6.09190 1.24086 12 0.00000
795 6 6.25658 2.57213 12 0.00001
795 7 8.49168 0.34715 12 0.00000
795 8 9.00717 0.97766 12 0.00001
795 9 9.04456 0.72281 12 0.00000
796 1 3.76210 19.34460 12 0.00029
796 2 3.85437 4.41609 12 0.00002
796 3 4.40155 11.83180 12 0.00014
796 4 5.86577 4.56023 12 0.00003
796 5 6.08177 1.28759 12 0.00000
796 6 6.24899 2.73337 12 0.00001
796 7 8.48242 0.71909 12 0.00000
796 8 8.98823 0.90010 12 0.00001
796 9 9.05385 0.74376 12 0.00000
797 1 3.80386 17.87080 12 0.00024
797 2 3.84043 4.00274 12 0.00002
797 3 4.43357 12.21940 12 0.00014
797 4 5.88133 4.41448 12 0.00003
797 5 6.07137 1.35716 12 0.00000
797 6 6.24189 2.90269 12 0.00001
797 7 8.47384 0.70494 12 0.00000
797 8 8.97141 0.83253 12 0.00000
797 9 9.06243 0.71818 12 0.00000
798 1 3.82646 4.64938 12 0.00002
798 2 3.84136 17.07470 12 0.00021
798 3 4.46295 11.14930 12 0.00013
798 4 5.89548 4.23039 12 0.00003
798 5 6.06093 1.37560 12 0.00000
798 6 6.23535 3.07681 12 0.00002
798 7 8.46611 0.69164 12 0.00000
798 8 8.95669 0.73904 12 0.00000
798 9 9.07019 0.69491 12 0.00000
799 1 3.81321 3.79492 12 0.00002
799 2 3.87428 14.81630 12 0.00016
799 3 4.48906 10.92590 12 0.00012
799 4 5.90816 4.02128 12 0.00003
799 5 6.05077 1.29894 12 0.00000
799 6 6.22951 3.20019 12 0.00002
799 7 8.45930 0.66405 12 0.00000
799 8 8.94407 0.65910 12 0.00000
799 9 9.07709 0.66514 12 0.00000
800 1 3.80137 7.18885 12 0.00003
800 2 3.90228 11.88980 12 0.00011
800 3 4.51149 10.48770 12 0.00012
